time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_ul_kbps,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006867878472627,0.0088214874267578,0.0069141387939453,0.0091195106506347,0.0100374221801757,0.0085353851318359,0.0045299530029296,0.0052928924560546,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,1.36,0.496,6.096,5.728,117.192,0.0,0.0,335.01267433166504,335.01267433166504,15.408,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006867878472627,0.0088214874267578,0.0069538752237955,0.0079870223999023,0.009775161743164,0.0082254409790039,0.0045299530029296,0.0052928924560546,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,1.424,0.496,9.856,10.176,117.192,0.0,0.0,335.01458168029785,335.01458168029785,15.408,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006867878472627,0.0088214874267578,0.0058650970458984,0.0062465667724609,0.0069141387939453,0.0070095062255859,0.0045299530029296,0.0052928924560546,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,1.36,0.496,6.448,6.224,117.192,0.0,0.0,335.0179195404053,335.0179195404053,15.408,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006723166698247,0.0090599060058593,0.0054836273193359,0.0071525573730468,0.0088214874267578,0.0063896179199218,0.0050067901611328,0.0050067901611328,0.0060319900512695,0.0092983245849609,0.0092983245849609,0.008392333984375,0.0113725662231445,0.0303268432617187,1.36,0.496,5.6,6.512,113.256,7.488,8.464,335.01672744750977,335.01672744750977,1.192,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068229787489947,0.0085830688476562,0.0076770782470703,0.0081658363342285,0.0094890594482421,0.012063980102539,0.0040928522745768,0.0050067901611328,0.0063896179199218,0.0157356262207031,0.0193595886230468,0.008392333984375,0.0114917755126953,0.0295162200927734,2.208,1.344,6.096,5.728,128.832,7.488,8.464,335.0181579589844,335.0191116333008,196.016,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067734136814024,0.0085830688476562,0.0069538752237955,0.0082254409790039,0.0126361846923828,0.0091791152954101,0.0048098356827445,0.0073432922363281,0.006270408630371,0.0104904174804687,0.0104904174804687,0.0085830688476562,0.0112891197204589,0.0287055969238281,1.424,0.496,9.856,10.176,132.632,16.528,15.472,335.01172065734863,335.01172065734863,205.032,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006967516087774,0.0085830688476562,0.0067710876464843,0.0086307525634765,0.0106334686279296,0.011301040649414,0.0043119120801615,0.0054836273193359,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,1.424,0.496,6.448,6.224,114.728,0.0,0.0,335.01124382019043,335.01124382019043,1029.784,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066543692973122,0.0081062316894531,0.0073909759521484,0.0075340270996093,0.0092983245849609,0.0107765197753906,0.0055631001790364,0.0057220458984375,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,1.424,0.496,5.6,6.512,114.84,0.0,0.0,335.0107669830322,335.0107669830322,7.848,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069331173873066,0.0085830688476562,0.0072956085205078,0.0083446502685546,0.009775161743164,0.0096797943115234,0.0042745045253208,0.0054836273193359,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,1.424,0.496,6.096,5.728,114.712,0.0,0.0,335.01434326171875,335.01434326171875,633.6,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070083141326904,0.0088214874267578,0.0066757202148437,0.0063975652058919,0.0075101852416992,0.0099658966064453,0.0040096541245778,0.0049829483032226,0.0064849853515625,0.0131130218505859,0.0131130218505859,0.0088453292846679,0.0115633010864257,0.0304222106933593,1.424,0.496,8.88,10.176,112.0,7.488,8.464,335.0236415863037,335.0236415863037,2037.104,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073627885339295,0.0092983245849609,0.0065803527832031,0.007331371307373,0.0100374221801757,0.0078201293945312,0.0038871813060051,0.0045299530029296,0.0064373016357421,0.0185966491699218,0.0185966491699218,0.0085830688476562,0.012063980102539,0.0241279602050781,1.424,0.496,6.576,5.728,123.64,3.744,4.232,335.0183963775635,335.0183963775635,8751.536,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0071041654832292,0.0090599060058593,0.0065803527832031,0.0089804331461588,0.0128746032714843,0.0104904174804687,0.0038866784162582,0.0045299530029296,0.0059445699055989,0.0083446502685546,0.0083446502685546,0.008249282836914,0.011761983235677,0.030374526977539,1.424,0.496,6.448,7.008,118.448,12.008,11.968,335.01410484313965,335.01410484313965,8880.664,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0076246733712677,0.0102519989013671,0.0054836273193359,0.0070929527282714,0.0082254409790039,0.0063419342041015,0.0039116725780941,0.0047683715820312,0.006066428290473,0.0133514404296875,0.0133514404296875,0.0070571899414062,0.0113790685480291,0.0302791595458984,1.424,0.496,6.096,5.728,115.84,8.792,7.208,335.01315116882324,335.01315116882324,10241.512,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070185210574325,0.0090599060058593,0.0061988830566406,0.0082015991210937,0.0100612640380859,0.0066280364990234,0.0040235973539806,0.0050067901611328,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,1.424,0.496,8.88,9.04,115.4,0.0,0.0,335.0217342376709,335.0217342376709,2107.968,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068785539313928,0.0088214874267578,0.0066757202148437,0.0078678131103515,0.0091791152954101,0.0106096267700195,0.0045299530029296,0.0058889389038085,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,1.424,0.496,7.424,7.36,115.112,0.0,0.0,335.01601219177246,335.01601219177246,107.696,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068382244205,0.0085830688476562,0.0060200691223144,0.0066280364990234,0.009012222290039,0.0073671340942382,0.0045657157897949,0.0064373016357421,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,1.424,0.496,5.6,6.512,114.264,0.0,0.0,335.01434326171875,335.01434326171875,119.296,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070600367304104,0.0090599060058593,0.0062465667724609,0.0074505805969238,0.009465217590332,0.00762939453125,0.0040675397445298,0.0050067901611328,0.0063896179199218,0.0104904174804687,0.0104904174804687,0.0081062316894531,0.0119686126708984,0.0215530395507812,1.424,0.496,6.096,5.728,114.36,3.744,4.232,335.01267433166504,335.01267433166504,2859.64,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006920040243923,0.0088214874267578,0.0057220458984375,0.007788340250651,0.0096559524536132,0.0066757202148437,0.0046574792196584,0.0057220458984375,0.00762939453125,0.013589859008789,0.013589859008789,0.0112056732177734,0.012063980102539,0.0232219696044921,1.424,0.496,9.856,10.176,115.92,3.744,4.232,335.010290145874,335.010290145874,290.936,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070935428732692,0.0092983245849609,0.006103515625,0.0071048736572265,0.0089168548583984,0.0089168548583984,0.0039802657233344,0.0047683715820312,0.0065326690673828,0.0107288360595703,0.0107288360595703,0.0088453292846679,0.0122785568237304,0.0301837921142578,1.424,0.496,6.448,6.224,118.448,8.264,7.736,335.01648902893066,335.01648902893066,4381.808,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069129526318602,0.0090599060058593,0.0063776969909667,0.0062942504882812,0.006866455078125,0.0082015991210937,0.0041594872107872,0.0050067901611328,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,1.424,0.496,5.6,6.512,113.256,0.0,0.0,335.0203037261963,335.0203037261963,597.304,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066685676574707,0.0083684921264648,0.0061511993408203,0.0063776969909667,0.0073432922363281,0.0074386596679687,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.0,1.392,0.496,6.096,5.728,112.0,0.0,0.0,335.0152969360352,335.0152969360352,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070038408336072,0.0090599060058593,0.0062783559163411,0.0074704488118489,0.0085830688476562,0.0066757202148437,0.0047570183163597,0.0059366226196289,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,1.424,0.496,9.856,10.176,122.384,0.0,0.0,335.01267433166504,335.01267433166504,316.608,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066578388214111,0.0085830688476562,0.0055313110351562,0.0080108642578125,0.0102043151855468,0.0065803527832031,0.0,0.0,0.0060081481933593,0.0083446502685546,0.0083446502685546,0.0076770782470703,0.0115394592285156,0.0226497650146484,1.392,0.496,6.448,6.224,112.0,3.744,4.232,335.0105285644531,335.0105285644531,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066947937011718,0.0083446502685546,0.0087618827819824,0.0081539154052734,0.0116348266601562,0.0130414962768554,0.0,0.0,0.0057220458984375,0.0092983245849609,0.0092983245849609,0.006723403930664,0.011444091796875,0.0227928161621093,1.36,0.496,5.6,6.512,112.0,3.744,4.232,335.010290145874,335.010290145874,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066982572944603,0.0085830688476562,0.0061511993408203,0.0067353248596191,0.0080585479736328,0.0073432922363281,0.0071525573730468,0.0071525573730468,0.0061459011501736,0.0109672546386718,0.0109672546386718,0.0076770782470703,0.0112490220503373,0.028848648071289,1.36,0.496,6.096,5.728,113.256,8.792,7.208,335.01505851745605,335.01505851745605,1.192,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067623100470547,0.0088214874267578,0.0075101852416992,0.0072717666625976,0.0081062316894531,0.0100135803222656,0.005960464477539,0.005960464477539,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,1.36,0.496,9.856,10.176,113.256,0.0,0.0,335.010290145874,335.010290145874,1.192,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067943364233519,0.0085830688476562,0.0065565109252929,0.0099539756774902,0.0104904174804687,0.007939338684082,0.0069141387939453,0.0069141387939453,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,1.36,0.496,5.6,5.728,113.256,0.0,0.0,335.0105285644531,335.0105285644531,1.192,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066958849702901,0.0088214874267578,0.006103515625,0.00762939453125,0.0103712081909179,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,1.36,0.496,6.448,7.008,114.456,0.0,0.0,335.010290145874,335.010290145874,2.168,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066530704498291,0.0085830688476562,0.0066757202148437,0.006258487701416,0.007939338684082,0.0080108642578125,0.0,0.0,0.0062465667724609,0.0092983245849609,0.0092983245849609,0.0079154968261718,0.0110149383544921,0.0202178955078125,1.424,0.496,6.096,5.728,112.0,3.744,4.232,335.01744270324707,335.01744270324707,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066530704498291,0.0083446502685546,0.0065565109252929,0.0080267588297526,0.0101327896118164,0.0085830688476562,0.0,0.0,0.0059127807617187,0.009775161743164,0.009775161743164,0.0074386596679687,0.0110149383544921,0.0206470489501953,1.36,0.496,9.856,10.176,112.0,3.744,4.232,335.01362800598145,335.01362800598145,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066425076764614,0.0083446502685546,0.005340576171875,0.007486343383789,0.0103473663330078,0.0061511993408203,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0095367431640625,0.0120162963867187,0.0291824340820312,1.36,0.496,6.448,6.224,114.728,8.264,7.736,335.0105285644531,335.0105285644531,2.44,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066614862698227,0.0083446502685546,0.0082254409790039,0.0073432922363281,0.0081062316894531,0.0134468078613281,0.0081062316894531,0.0081062316894531,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,1.424,0.496,5.6,6.512,113.256,0.0,0.0,335.0107669830322,335.0107669830322,1.192,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066259014072702,0.0083446502685546,0.007486343383789,0.0072717666625976,0.0096559524536132,0.0108242034912109,0.0057220458984375,0.0057220458984375,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,1.36,0.496,6.096,5.728,113.256,0.0,0.0,335.0105285644531,335.0105285644531,1.192,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066942381627351,0.0083446502685546,0.0057617823282877,0.0072717666625976,0.0085830688476562,0.0063180923461914,0.0041890144348144,0.0050306320190429,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,1.424,0.496,9.856,10.176,126.856,0.0,0.0,335.01434326171875,335.01434326171875,1036.064,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068461894989013,0.0083446502685546,0.006103515625,0.0082969665527343,0.0106334686279296,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0071048736572265,0.0069141387939453,0.0069141387939453,0.0088691711425781,0.0121116638183593,0.0235557556152343,1.392,0.496,6.448,6.224,112.0,3.744,4.232,335.0181579589844,335.0181579589844,2.44,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006717030364688,0.0085830688476562,0.0058412551879882,0.0074386596679687,0.0088214874267578,0.0074386596679687,0.0051558017730712,0.0063419342041015,0.0063896179199218,0.0140666961669921,0.0140666961669921,0.0080585479736328,0.0110626220703125,0.0209808349609375,1.424,0.496,5.6,6.512,120.032,3.744,4.232,335.01195907592773,335.01195907592773,52.88,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067433314536934,0.0088214874267578,0.0077724456787109,0.0081658363342285,0.0091791152954101,0.0109195709228515,0.005960464477539,0.005960464477539,0.006270408630371,0.0083446502685546,0.0104427337646484,0.0085830688476562,0.0118494033813476,0.0306367874145507,2.208,1.344,6.096,5.728,114.456,8.264,7.736,335.01338958740234,335.0156784057617,2.168,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067079067230224,0.0085830688476562,0.0072320302327473,0.0081459681193033,0.0103712081909179,0.0098943710327148,0.0066757202148437,0.0066757202148437,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,1.424,0.496,9.856,10.176,112.0,0.0,0.0,335.0176811218262,335.0176811218262,4.216,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0071924895488569,0.0092983245849609,0.0056743621826171,0.0079631805419921,0.009012222290039,0.0077724456787109,0.0040292093747353,0.0047683715820312,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,1.424,0.496,6.448,6.224,123.64,0.0,0.0,335.01648902893066,335.01648902893066,3731.08,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069153190839408,0.0085830688476562,0.0068545341491699,0.0066757202148437,0.0087261199951171,0.0091552734375,0.0039171665272814,0.0047683715820312,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,1.424,0.496,5.6,6.512,118.448,0.0,0.0,335.0107669830322,335.0107669830322,2352.888,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067978949096072,0.0088214874267578,0.0066280364990234,0.0072717666625976,0.0087738037109375,0.0078678131103515,0.0063180923461914,0.0066041946411132,0.006866455078125,0.0071525573730468,0.0071525573730468,0.009012222290039,0.0125408172607421,0.0247955322265625,1.392,0.496,6.096,5.728,113.256,3.744,4.232,335.01219749450684,335.01219749450684,6.112,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067193909446791,0.0083446502685546,0.0073909759521484,0.0071128209431966,0.00762939453125,0.0098943710327148,0.0039203746898754,0.0046730041503906,0.0061511993408203,0.0143051147460937,0.0143051147460937,0.0080108642578125,0.0120162963867187,0.0239372253417968,1.424,0.496,9.856,10.176,122.384,3.744,4.232,335.024356842041,335.024356842041,2105.16,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068405967446702,0.0085830688476562,0.0067353248596191,0.0092387199401855,0.0113248825073242,0.0077486038208007,0.0051657358805338,0.0063180923461914,0.0063419342041015,0.0152587890625,0.0152587890625,0.0090599060058593,0.0118970870971679,0.0322341918945312,1.424,0.496,5.6,5.728,115.288,8.264,7.736,335.0105285644531,335.0105285644531,63.216,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066232681274414,0.0085830688476562,0.0060081481933593,0.0090201695760091,0.0115633010864257,0.0078201293945312,0.0042517979939778,0.0056743621826171,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,1.392,0.496,6.448,7.008,112.0,0.0,0.0,335.0162506103516,335.0162506103516,120.72,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067341327667236,0.0085830688476562,0.0065326690673828,0.0085234642028808,0.011301040649414,0.0072479248046875,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,1.36,0.496,6.096,5.728,112.0,0.0,0.0,335.0162506103516,335.0162506103516,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067326559949277,0.0083446502685546,0.0063975652058919,0.0064373016357421,0.0069141387939453,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,1.36,0.496,9.856,10.176,113.256,0.0,0.0,335.01291275024414,335.01291275024414,1.192,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068089541266946,0.0088214874267578,0.0064849853515625,0.0072479248046875,0.0103473663330078,0.0092983245849609,0.0060200691223144,0.0066041946411132,0.0061511993408203,0.0085830688476562,0.0085830688476562,0.0078201293945312,0.0117301940917968,0.0230312347412109,1.424,0.496,6.448,6.224,126.224,3.744,4.232,335.01219749450684,335.01219749450684,14.56,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068477137171806,0.0085830688476562,0.0061988830566406,0.0067710876464843,0.00762939453125,0.0078439712524414,0.0109672546386718,0.0109672546386718,0.0063419342041015,0.011444091796875,0.011444091796875,0.0081062316894531,0.0112056732177734,0.0212669372558593,1.424,0.496,5.6,6.512,113.256,3.744,4.232,335.0238800048828,335.0238800048828,1.192,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067504484262039,0.0085830688476562,0.0071048736572265,0.0078082084655761,0.0091314315795898,0.0092029571533203,0.0054836273193359,0.0054836273193359,0.0060558319091796,0.0145435333251953,0.0145435333251953,0.0086307525634765,0.011301040649414,0.0287055969238281,1.424,0.496,6.096,5.728,117.192,8.264,7.736,335.010290145874,335.010290145874,5.304,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068342685699462,0.0090599060058593,0.0061591466267903,0.0078280766805013,0.0084638595581054,0.0082254409790039,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,1.36,0.496,9.856,10.176,112.0,0.0,0.0,335.01291275024414,335.01291275024414,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067949295043945,0.0085830688476562,0.0070571899414062,0.0078201293945312,0.0094890594482421,0.0091075897216796,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,1.36,0.496,6.448,6.224,112.0,0.0,0.0,335.0105285644531,335.0105285644531,0.0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067760448644656,0.0083446502685546,0.0067949295043945,0.0067710876464843,0.0086307525634765,0.0084877014160156,0.0047683715820312,0.0051498413085937,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,1.36,0.496,5.6,6.512,119.024,0.0,0.0,335.0107669830322,335.0107669830322,6.448,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066187844347597,0.0083446502685546,0.0076770782470703,0.0075101852416992,0.008702278137207,0.0113964080810546,0.0061988830566406,0.0061988830566406,0.0060081481933593,0.0123977661132812,0.0123977661132812,0.0077724456787109,0.012063980102539,0.0230789184570312,1.424,0.496,6.096,5.792,113.256,3.744,4.232,335.01434326171875,335.01434326171875,1.192,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066887679977796,0.0083446502685546,0.0063578287760416,0.0073115030924479,0.0096559524536132,0.0065565109252929,0.0045299530029296,0.0045299530029296,0.0059127807617187,0.0123977661132812,0.0123977661132812,0.0073432922363281,0.0115871429443359,0.0210762023925781,1.36,0.496,9.856,10.272,113.256,3.744,4.232,335.0200653076172,335.0200653076172,1.192,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067445176157785,0.0083446502685546,0.0063896179199218,0.0089168548583984,0.0099658966064453,0.0091075897216796,0.0045299530029296,0.0045299530029296,0.0064373016357421,0.0162124633789062,0.0162124633789062,0.0084877014160156,0.0115871429443359,0.0272750854492187,1.36,0.496,6.448,6.288,113.256,8.264,7.736,335.0210189819336,335.0210189819336,1.192,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066590309143066,0.0083446502685546,0.0065565109252929,0.0076770782470703,0.0098228454589843,0.0073432922363281,0.0,0.0,0.0064531962076822,0.0069141387939453,0.0069141387939453,0.0098228454589843,0.0104586283365885,0.0234127044677734,1.36,0.496,5.6,6.608,112.0,10.776,11.312,335.0110054016113,335.0110054016113,0.0,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065926888688879,0.0083446502685546,0.0079154968261718,0.007033348083496,0.0073194503784179,0.0104904174804687,0.0054836273193359,0.0054836273193359,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,1.36,0.496,6.096,5.792,114.968,0.0,0.0,335.0148200988769,335.0148200988769,2.68,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067389011383056,0.0085830688476562,0.0066280364990234,0.0075499216715494,0.0096559524536132,0.0081062316894531,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,1.424,0.496,8.88,10.272,112.0,0.0,0.0,335.01672744750977,335.01672744750977,0.0,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006716251373291,0.0090599060058593,0.0068187713623046,0.007331371307373,0.0081300735473632,0.0092983245849609,0.0,0.0,0.0074386596679687,0.0057220458984375,0.0057220458984375,0.0093936920166015,0.01220703125,0.0220298767089843,1.36,0.496,6.576,5.792,112.0,3.744,4.232,335.0107669830322,335.0107669830322,0.0,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066581030784569,0.0081062316894531,0.0057220458984375,0.0076691309611002,0.0090599060058593,0.0064373016357421,0.0054041544596354,0.0056743621826171,0.0059127807617187,0.0081062316894531,0.0081062316894531,0.0075340270996093,0.0116825103759765,0.0225543975830078,1.424,0.496,6.448,7.104,121.496,3.744,4.232,335.01243591308594,335.01243591308594,10.232,1
