time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_ul_kbps,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061692290045135,0.0081062316894531,0.0061988830566406,0.0073909759521484,0.0095844268798828,0.0078201293945312,0.0045299530029296,0.0045299530029296,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,1.36,0.496,6.096,5.728,113.256,0.0,0.0,335.01124382019043,335.01124382019043,1.192,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064637925889756,0.0092983245849609,0.006874402364095,0.0089009602864583,0.0103712081909179,0.0096559524536132,0.0039018502756327,0.0045299530029296,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,1.36,0.496,9.856,10.176,144.408,0.0,0.0,335.0255489349365,335.0255489349365,5292.176,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006781288640416,0.0092983245849609,0.0055313110351562,0.0072002410888671,0.0085830688476562,0.0072479248046875,0.0039252268004527,0.0047683715820312,0.0,0.0102519989013671,0.0113964080810546,0.0,0.0,0.0,2.272,1.344,6.448,6.224,117.192,0.0,0.0,335.01744270324707,335.01763343811035,12132.936,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065624713897705,0.0085830688476562,0.0063776969909667,0.0062942504882812,0.0071525573730468,0.0084400177001953,0.0039031428675497,0.0045299530029296,0.0065088272094726,0.0128746032714843,0.0128746032714843,0.0085830688476562,0.0115871429443359,0.0313520431518554,1.424,0.496,5.6,6.512,112.0,7.488,8.464,335.01434326171875,335.01434326171875,3469.872,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060784816741943,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0100612640380859,0.0086307525634765,0.0,0.0,0.0062465667724609,0.0069141387939453,0.0069141387939453,0.0090360641479492,0.0110387802124023,0.0287294387817382,1.36,0.496,6.096,5.728,112.0,7.488,8.464,335.01291275024414,335.01291275024414,0.0,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063480414780489,0.0085830688476562,0.0064770380655924,0.0073512395222981,0.0091791152954101,0.0079870223999023,0.0040352344512939,0.0047683715820312,0.0061631202697753,0.00762939453125,0.00762939453125,0.0081300735473632,0.0113964080810546,0.0300884246826171,1.36,0.496,9.856,10.176,127.576,16.528,15.472,335.01696586608887,335.01696586608887,2094.704,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066187844347597,0.0090599060058593,0.0066757202148437,0.0082850456237792,0.010848045349121,0.0091075897216796,0.0039371604067516,0.0047683715820312,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,1.424,0.496,5.6,5.728,113.256,0.0,0.0,335.0198268890381,335.0198268890381,4339.464,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063045858749615,0.0083446502685546,0.0062942504882812,0.0084241231282552,0.011444091796875,0.0073909759521484,0.0041058188990542,0.0054836273193359,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,1.392,0.496,6.448,7.008,123.64,0.0,0.0,335.01315116882324,335.01315116882324,999.192,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062759835921709,0.0085830688476562,0.0074386596679687,0.0078678131103515,0.0086784362792968,0.0102519989013671,0.0041961669921875,0.0053882598876953,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,1.424,0.496,6.096,5.728,113.256,0.0,0.0,335.01195907592773,335.01195907592773,357.704,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065290927886962,0.0092983245849609,0.0062465667724609,0.0065565109252929,0.0083446502685546,0.0077247619628906,0.0,0.0,0.0067710876464843,0.0123977661132812,0.0123977661132812,0.0089406967163085,0.0113487243652343,0.029611587524414,1.392,0.496,8.88,10.176,112.0,7.488,8.464,335.0107669830322,335.0107669830322,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063216686248779,0.0083446502685546,0.0061511993408203,0.0075101852416992,0.0105857849121093,0.0078678131103515,0.0,0.0,0.0062465667724609,0.0090599060058593,0.0090599060058593,0.0085830688476562,0.0125408172607421,0.030517578125,1.36,0.496,6.576,5.728,112.0,7.488,8.464,335.0176811218262,335.0176811218262,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062537193298339,0.0085830688476562,0.0065326690673828,0.0065565109252929,0.0082254409790039,0.0104427337646484,0.0,0.0,0.0061392784118652,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0110149383544921,0.0289440155029296,1.36,0.496,6.448,7.008,112.0,16.528,15.472,335.0176811218262,335.0176811218262,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006105899810791,0.0081300735473632,0.0069618225097656,0.0063776969909667,0.0078201293945312,0.0084400177001953,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,1.36,0.496,6.096,5.728,112.0,0.0,0.0,335.0186347961426,335.0186347961426,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060589159306009,0.0081062316894531,0.0069141387939453,0.007947285970052,0.0110864639282226,0.0091791152954101,0.0047683715820312,0.0047683715820312,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,1.36,0.496,9.856,10.176,113.256,0.0,0.0,335.0095748901367,335.0095748901367,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0078678131103515,0.0050544738769531,0.0080585479736328,0.0093460083007812,0.005960464477539,0.0045299530029296,0.0045299530029296,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,1.36,0.496,6.448,6.224,113.256,0.0,0.0,335.0095748901367,335.0095748901367,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063209717976298,0.0083446502685546,0.0067949295043945,0.0072956085205078,0.0085830688476562,0.009012222290039,0.0039339065551757,0.0047683715820312,0.0060796737670898,0.0131130218505859,0.0131130218505859,0.0086069107055664,0.0123262405395507,0.0297307968139648,1.424,0.496,5.6,6.512,144.408,7.488,8.464,335.01172065734863,335.01172065734863,1737.008,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0078678131103515,0.0079631805419921,0.0087618827819824,0.0112533569335937,0.0102996826171875,0.0,0.0,0.0062942504882812,0.0066757202148437,0.0066757202148437,0.0075101852416992,0.011444091796875,0.0310420989990234,1.36,0.496,6.096,5.728,112.0,7.488,8.464,335.01291275024414,335.01291275024414,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062596797943115,0.0083446502685546,0.0069936116536458,0.0075499216715494,0.0084638595581054,0.0094175338745117,0.0,0.0,0.0059843063354492,0.0123977661132812,0.0123977661132812,0.0081539154052734,0.0109076499938964,0.0283479690551757,1.36,0.496,9.856,10.176,112.0,16.528,15.472,335.0212574005127,335.0212574005127,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006270408630371,0.0086069107055664,0.0057220458984375,0.0061511993408203,0.0077247619628906,0.00762939453125,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,1.36,0.496,6.448,6.224,112.0,0.0,0.0,335.0093364715576,335.0093364715576,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061631202697753,0.0085830688476562,0.0056624412536621,0.0060081481933593,0.0079631805419921,0.0064611434936523,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,1.36,0.496,5.6,6.512,112.0,0.0,0.0,335.01338958740234,335.01338958740234,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006234467919193,0.0083446502685546,0.0071048736572265,0.0095367431640625,0.0134944915771484,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,1.36,0.496,6.096,5.728,113.256,0.0,0.0,335.0152969360352,335.0152969360352,1.192,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068346659342447,0.0091552734375,0.0065167744954427,0.0069936116536458,0.0084638595581054,0.00762939453125,0.0039200544155078,0.0047683715820312,0.0061750411987304,0.0126361846923828,0.0126361846923828,0.0081777572631835,0.0108718872070312,0.0281333923339843,1.424,0.496,9.856,10.176,144.408,7.488,8.464,335.01267433166504,335.01267433166504,12737.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061668566803434,0.0081062316894531,0.0061392784118652,0.0075101852416992,0.0084877014160156,0.007939338684082,0.0041783866235765,0.0052928924560546,0.0062227249145507,0.0154972076416015,0.0154972076416015,0.0088453292846679,0.0113487243652343,0.0298500061035156,1.424,0.496,5.6,5.728,113.256,7.488,8.464,335.0148200988769,335.0148200988769,634.056,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061538088974074,0.0083446502685546,0.006723403930664,0.0084241231282552,0.0118017196655273,0.0086784362792968,0.0057220458984375,0.0057220458984375,0.0064849853515625,0.0092983245849609,0.0092983245849609,0.0093698501586914,0.0115871429443359,0.0287055969238281,1.424,0.496,6.448,7.008,115.032,16.528,15.472,335.0100517272949,335.0100517272949,2.744,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061142444610595,0.0081300735473632,0.0080585479736328,0.0064373016357421,0.007176399230957,0.012063980102539,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,1.36,0.496,6.096,5.728,112.0,0.0,0.0,335.0105285644531,335.0105285644531,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0078678131103515,0.0066757202148437,0.0072717666625976,0.0092983245849609,0.0089645385742187,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,1.36,0.496,8.88,10.176,112.0,0.0,0.0,335.0207805633545,335.0207805633545,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062692165374755,0.0083684921264648,0.005960464477539,0.0080466270446777,0.0086784362792968,0.0069141387939453,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,1.36,0.496,6.576,5.728,112.0,0.0,0.0,335.0210189819336,335.0210189819336,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0078678131103515,0.0068187713623046,0.0074704488118489,0.010848045349121,0.009775161743164,0.0081062316894531,0.0081062316894531,0.006270408630371,0.0092983245849609,0.0092983245849609,0.008392333984375,0.0110149383544921,0.029611587524414,1.36,0.496,6.448,7.008,113.256,7.488,8.464,335.01267433166504,335.01267433166504,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063094539918761,0.0086784362792968,0.0063896179199218,0.0073909759521484,0.0088930130004882,0.0078201293945312,0.003968968110926,0.0047683715820312,0.0071048736572265,0.0078678131103515,0.0078678131103515,0.0090837478637695,0.0113487243652343,0.029921531677246,1.36,0.496,6.096,5.728,144.408,7.488,8.464,335.024356842041,335.024356842041,3294.224,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0085830688476562,0.0061194101969401,0.00762939453125,0.0102519989013671,0.00762939453125,0.0041201710700988,0.0054836273193359,0.0060558319091796,0.0100135803222656,0.0100135803222656,0.0081300735473632,0.0119328498840332,0.029158592224121,1.424,0.496,9.856,10.176,118.448,16.528,15.472,335.01172065734863,335.01172065734863,680.752,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062429904937744,0.0085830688476562,0.0064849853515625,0.0068187713623046,0.0080585479736328,0.0088214874267578,0.005960464477539,0.0065326690673828,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,1.424,0.496,6.448,6.224,112.0,0.0,0.0,335.01124382019043,335.01124382019043,6.128,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062429904937744,0.0085830688476562,0.0076889991760253,0.0069618225097656,0.0085353851318359,0.0108003616333007,0.005960464477539,0.0065326690673828,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,1.36,0.496,5.6,6.512,112.0,0.0,0.0,335.01577377319336,335.01577377319336,6.128,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062413734964805,0.0083446502685546,0.0073909759521484,0.0079870223999023,0.0091552734375,0.0099658966064453,0.0039399975407732,0.0045299530029296,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,1.424,0.496,6.096,5.728,122.384,0.0,0.0,335.0152969360352,335.0152969360352,1527.08,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061416625976562,0.0083446502685546,0.0081062316894531,0.0065962473551432,0.00762939453125,0.0116825103759765,0.0,0.0,0.0063896179199218,0.0128746032714843,0.0140190124511718,0.0083684921264648,0.011610984802246,0.0301361083984375,2.208,1.344,9.856,10.176,112.0,7.488,8.464,335.01338958740234,335.015869140625,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063127546168085,0.0085830688476562,0.006723403930664,0.0063419342041015,0.008249282836914,0.0102996826171875,0.0052452087402343,0.0052452087402343,0.0067710876464843,0.0116825103759765,0.0116825103759765,0.0087976455688476,0.0112295150756835,0.0287055969238281,1.36,0.496,6.448,6.224,113.256,7.488,8.464,335.0181579589844,335.0181579589844,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064536636950922,0.0088214874267578,0.0057816505432128,0.0074386596679687,0.008392333984375,0.0063657760620117,0.0038963233308839,0.0046491622924804,0.0062227249145507,0.0162124633789062,0.0162124633789062,0.0085830688476562,0.0113368034362792,0.0299930572509765,1.424,0.496,5.6,6.512,128.832,16.528,15.472,335.01291275024414,335.01291275024414,4509.504,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063127546168085,0.0088214874267578,0.009012222290039,0.0082254409790039,0.0107526779174804,0.0132560729980468,0.0066757202148437,0.0066757202148437,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,1.392,0.496,6.096,5.728,113.256,0.0,0.0,335.01219749450684,335.01219749450684,1.192,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065289107449536,0.0087738037109375,0.006874402364095,0.0071922938028971,0.0094175338745117,0.0094175338745117,0.0039147892329495,0.0045299530029296,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,1.424,0.496,9.856,10.176,127.576,0.0,0.0,335.01172065734863,335.01172065734863,10917.48,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062215328216552,0.0081062316894531,0.0057220458984375,0.0082850456237792,0.0098228454589843,0.0069618225097656,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,1.424,0.496,5.6,5.728,112.0,0.0,0.0,335.017204284668,335.017204284668,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061714649200439,0.0081062316894531,0.0073909759521484,0.0078678131103515,0.0094175338745117,0.0092983245849609,0.0,0.0,0.0067472457885742,0.0131130218505859,0.0131130218505859,0.0088214874267578,0.0115394592285156,0.0293731689453125,1.36,0.496,6.448,7.008,112.0,7.488,8.464,335.017204284668,335.017204284668,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061368942260742,0.0081062316894531,0.0071048736572265,0.0078082084655761,0.0098466873168945,0.0078201293945312,0.0,0.0,0.0057935714721679,0.0088214874267578,0.0088214874267578,0.0083684921264648,0.0109434127807617,0.0294923782348632,1.36,0.496,6.096,5.728,112.0,7.488,8.464,335.0188732147217,335.0188732147217,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061775321391091,0.0081062316894531,0.00762939453125,0.006874402364095,0.0082254409790039,0.0103950500488281,0.0085830688476562,0.0085830688476562,0.0062783559163411,0.0078678131103515,0.0078678131103515,0.0084638595581054,0.011400742964311,0.0266551971435546,1.36,0.496,8.88,10.176,113.256,17.584,14.416,335.0200653076172,335.0200653076172,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062451433779588,0.0083446502685546,0.0055789947509765,0.008702278137207,0.0104427337646484,0.0063896179199218,0.0042915344238281,0.0042915344238281,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,1.36,0.496,6.576,5.728,113.256,0.0,0.0,335.0105285644531,335.0105285644531,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061502504111522,0.0085830688476562,0.0056743621826171,0.0072717666625976,0.0094175338745117,0.0081062316894531,0.0054836273193359,0.0054836273193359,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,1.36,0.496,6.448,7.008,113.256,0.0,0.0,335.01243591308594,335.01243591308594,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061964988708496,0.0085830688476562,0.0075817108154296,0.0068545341491699,0.0081539154052734,0.0109672546386718,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,1.36,0.496,6.096,5.728,112.0,0.0,0.0,335.0098133087158,335.0098133087158,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063192844390869,0.0088214874267578,0.0062386194864908,0.0068346659342447,0.0083446502685546,0.0075101852416992,0.0,0.0,0.0062942504882812,0.009775161743164,0.009775161743164,0.0081777572631835,0.0119209289550781,0.0297069549560546,1.36,0.496,9.856,10.176,112.0,7.488,8.464,335.0095748901367,335.0095748901367,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062394142150878,0.0083446502685546,0.0061511993408203,0.0072479248046875,0.0083446502685546,0.0084400177001953,0.0,0.0,0.006723403930664,0.0109672546386718,0.0109672546386718,0.009012222290039,0.0120401382446289,0.0301837921142578,1.36,0.496,6.448,6.224,112.0,7.488,8.464,335.01338958740234,335.01338958740234,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006260871887207,0.0085830688476562,0.0065565109252929,0.0079154968261718,0.0093460083007812,0.0082731246948242,0.0,0.0,0.0066161155700683,0.0090599060058593,0.0090599060058593,0.0095367431640625,0.0113964080810546,0.0294208526611328,1.36,0.496,5.6,6.512,112.0,16.528,15.472,335.0198268890381,335.0198268890381,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060838253343876,0.0081062316894531,0.008249282836914,0.0070929527282714,0.0084877014160156,0.0118255615234375,0.0052452087402343,0.0052452087402343,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,1.36,0.496,6.096,5.728,113.256,0.0,0.0,335.0191116333008,335.0191116333008,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062641219713201,0.0085830688476562,0.0060796737670898,0.0069538752237955,0.0079870223999023,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,1.36,0.496,9.856,10.176,113.256,0.0,0.0,335.01243591308594,335.01243591308594,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063163131030637,0.0088214874267578,0.0061988830566406,0.0061511993408203,0.0079154968261718,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0,1.36,0.496,6.448,6.224,113.256,0.0,0.0,335.0210189819336,335.0210189819336,1.192,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065565109252929,0.0088214874267578,0.0075101852416992,0.0081539154052734,0.0104427337646484,0.0114202499389648,0.0038777909627774,0.0045299530029296,0.0060319900512695,0.0088214874267578,0.0088214874267578,0.0086069107055664,0.0113487243652343,0.0281810760498046,1.424,0.496,5.6,6.512,143.152,7.488,8.464,335.0110054016113,335.0110054016113,9081.392,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062024593353271,0.0085830688476562,0.0066757202148437,0.0062329428536551,0.0084400177001953,0.0092506408691406,0.0,0.0,0.0060399373372395,0.0116825103759765,0.0116825103759765,0.0069618225097656,0.0110106034712357,0.028848648071289,1.36,0.496,11.744,11.28,112.0,8.016,7.936,335.0110054016113,335.0110054016113,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066308691950127,0.0090599060058593,0.0067022111680772,0.007176399230957,0.0089168548583984,0.0085353851318359,0.0039373618969018,0.0045299530029296,0.0064849853515625,0.00762939453125,0.00762939453125,0.0090837478637695,0.0112652778625488,0.0288009643554687,1.36,0.496,14.096,28.352,120.224,16.528,15.472,335.01434326171875,335.01434326171875,1492.96,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062251091003417,0.0085830688476562,0.0074505805969238,0.0063180923461914,0.007176399230957,0.0098228454589843,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,1.424,0.496,5.6,5.728,112.0,0.0,0.0,335.0107669830322,335.0107669830322,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061714649200439,0.0083684921264648,0.0055631001790364,0.0089009602864583,0.0113248825073242,0.0067949295043945,0.0,0.0,0.0064883913312639,0.0090599060058593,0.0090599060058593,0.0086784362792968,0.0106096267700195,0.0243186950683593,1.36,0.496,7.424,7.008,112.0,11.304,10.784,335.010290145874,335.010290145874,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064986767155109,0.0090599060058593,0.0076770782470703,0.006715456644694,0.008249282836914,0.0111103057861328,0.0042915344238281,0.0042915344238281,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,1.36,0.496,26.112,18.88,113.752,0.0,0.0,335.01505851745605,335.01505851745605,1.192,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067341327667236,0.0083446502685546,0.0069822583879743,0.0066757202148437,0.0094175338745117,0.0101566314697265,0.0064373016357421,0.0064373016357421,0.0065432654486762,0.0121593475341796,0.0121593475341796,0.0088691711425781,0.0118125568736683,0.0317096710205078,1.36,0.496,10.352,10.176,112.696,8.016,7.936,335.010290145874,335.010290145874,1.192,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067053742669708,0.0085830688476562,0.0067710876464843,0.0080108642578125,0.01068115234375,0.009918212890625,0.0045299530029296,0.0045299530029296,0.0068876478407118,0.0123977661132812,0.0123977661132812,0.0092029571533203,0.0114657662131569,0.0309944152832031,1.36,0.496,6.448,6.224,113.256,8.016,7.936,335.0107669830322,335.0107669830322,1.192,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006791353225708,0.0092983245849609,0.0064373016357421,0.007486343383789,0.0094890594482421,0.0076532363891601,0.0,0.0,0.0063896179199218,0.0069141387939453,0.0069141387939453,0.0084161758422851,0.0118613243103027,0.0324726104736328,1.36,0.496,5.6,6.512,112.0,16.528,15.472,335.0191116333008,335.0191116333008,0.0,1
