time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_packet_loss_ul_percentage,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064693280120394,0.0092983245849609,0.0057220458984375,0.0057220458984375,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,113.256,32.01460838317871,32.01460838317871,818.1958198547363,808.1949710845947,-803.8192590077718,-799.9937534332275,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0081062316894531,0.00762939453125,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0058650970458984,0.0083684921264648,0.0115871429443359,0.031280517578125,0.496,1.36,6.096,5.728,0.0,8.464,7.488,0.0,113.256,32.016754150390625,32.016754150390625,799.9819755554199,792.3878192901611,-802.2835850715637,-800.0118732452393,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0062942504882812,0.0089406967163085,0.0110864639282226,0.0262975692749023,0.496,1.36,9.856,10.176,0.0,8.464,7.488,0.0,113.256,32.01150894165039,32.01150894165039,800.3188371658325,791.4690574010214,-792.4569447835287,-780.9561491012573,1.192,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064384703542671,0.0089168548583984,0.0044008096059163,0.0062227249145507,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0083446502685546,0.0112891197204589,0.029921531677246,0.496,1.36,6.448,6.224,0.0,15.472,16.528,0.0,132.768,32.010793685913086,32.010793685913086,805.9933662414551,802.3893356323242,-793.1917667388916,-782.1829795837402,270.336,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063574314117431,0.0085830688476562,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,5.6,6.512,0.0,0.0,0.0,0.0,112.0,32.0131778717041,32.0131778717041,799.9918460845947,797.8217005729675,-802.3907661437988,-800.3637313842773,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062716007232666,0.0085830688476562,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,6.096,5.728,0.0,0.0,0.0,0.0,112.0,32.01651573181152,32.01651573181152,805.2161693572998,801.8190383911133,-798.5027432441711,-794.3748712539673,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069129643181861,0.0092983245849609,0.0038901911052863,0.0045299530029296,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.496,1.36,9.856,10.176,0.0,0.0,0.0,0.0,127.576,32.021284103393555,32.021284103393555,804.7178983688354,801.7560243606567,-801.6995986302694,-800.0720739364624,24180.936,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066438523849638,0.0092983245849609,0.0057220458984375,0.0057220458984375,0.0131130218505859,0.0131130218505859,0.0059339735243055,0.0075340270996093,0.0126626756456163,0.0315189361572265,0.496,1.424,5.6,5.728,0.0,7.936,6.96,0.0,118.448,32.01580047607422,32.01580047607422,801.5529632568359,800.2985715866089,-800.4341125488281,-799.909257888794,1.192,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063602011002118,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0088214874267578,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0100135803222656,0.0100135803222656,0.496,1.424,6.448,7.008,0.0,0.528,0.528,0.0,113.256,32.011985778808594,32.011985778808594,800.6453037261963,800.2359867095947,-800.835649172465,-799.9911308288574,1.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063068238063831,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0095367431640625,0.0095367431640625,0.0065326690673828,0.0088453292846679,0.0123262405395507,0.0305891036987304,0.496,1.36,6.096,5.728,0.0,8.464,7.488,0.0,113.256,32.011985778808594,32.011985778808594,800.0359058380127,799.8032093048096,-800.0097870826721,-799.9969720840454,1.192,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068628787994384,0.0088214874267578,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0061392784118652,0.0081539154052734,0.0110387802124023,0.0274658203125,0.496,1.36,8.88,9.04,0.0,15.472,16.528,0.0,112.0,32.019853591918945,32.019853591918945,806.6137313842773,802.7040481567383,-800.5728244781494,-799.9592781066895,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067114830017089,0.0083446502685546,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,6.576,6.864,0.0,0.0,0.0,0.0,112.0,32.018423080444336,32.018423080444336,800.633955001831,799.810791015625,-802.3952960968018,-800.0340938568115,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065863132476806,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,6.448,7.008,0.0,0.0,0.0,0.0,112.0,32.010793685913086,32.010793685913086,806.1541080474854,802.1759033203125,-800.4964192708334,-799.9916076660156,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067842006683349,0.0088214874267578,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,6.096,5.728,0.0,0.0,0.0,0.0,112.0,32.010555267333984,32.010555267333984,801.0682106018066,800.1698017120361,-800.976812839508,-799.9944448471069,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0077069384380451,0.0102519989013671,0.0038797833935433,0.0045299530029296,0.0164508819580078,0.0164508819580078,0.0058174133300781,0.0079154968261718,0.0109672546386718,0.0273942947387695,0.496,1.36,8.88,9.04,0.0,8.464,7.488,0.0,143.848,32.02223777770996,32.02223777770996,800.6326675415039,800.0419616699219,-800.2149105072021,-799.9623775482178,38651.336,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070498721434338,0.0095367431640625,0.003965277420847,0.0048160552978515,0.0154972076416015,0.0154972076416015,0.0063180923461914,0.0089406967163085,0.0108718872070312,0.0250816345214843,0.496,1.424,6.576,6.864,0.0,8.464,7.488,0.0,118.448,32.026052474975586,32.026052474975586,800.9695529937744,800.3753185272217,-800.3817558288574,-799.9383926391602,201.592,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0081062316894531,0.0081062316894531,0.0060319900512695,0.0083684921264648,0.0112652778625488,0.0277280807495117,0.496,1.424,6.448,7.008,0.0,15.472,16.528,0.0,113.256,32.01651573181152,32.01651573181152,800.0591278076172,793.096399307251,-800.4795710245768,-799.9646663665771,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0090599060058593,0.0090599060058593,0.0068028767903645,0.0091075897216796,0.0108559926350911,0.0231266021728515,0.496,1.36,6.096,5.728,0.0,11.312,10.776,0.0,113.256,32.01007843017578,32.01007843017578,800.8327484130859,796.913480758667,-786.5466475486755,-781.0324907302856,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.36,9.856,10.176,0.0,0.0,0.0,0.0,113.256,32.01103210449219,32.01103210449219,801.4835119247437,800.505002339681,-800.4753986994425,-799.9588251113892,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.008702278137207,0.0099420547485351,0.0,0.0,0.0,0.0,1.344,2.208,6.448,6.224,0.0,0.0,0.0,0.0,113.256,32.009124755859375,32.010650634765625,805.1899909973145,801.5846729278564,-800.5729675292969,-799.9929428100586,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0100135803222656,0.0100135803222656,0.0062465667724609,0.007939338684082,0.0112771987915039,0.0272750854492187,0.496,1.36,5.6,6.512,0.0,8.464,7.488,0.0,113.256,32.00888633728027,32.00888633728027,800.2221345901489,800.0837564468384,-802.4086475372314,-800.3818511962891,1.192,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064672479307018,0.0090599060058593,0.0038804846294855,0.0045299530029296,0.0145435333251953,0.0145435333251953,0.0061750411987304,0.0086545944213867,0.0109195709228515,0.0271797180175781,0.496,1.36,6.096,5.728,0.0,8.464,7.488,0.0,144.408,32.01889991760254,32.01889991760254,805.7528018951416,802.0117282867432,-800.2484440803528,-799.9946355819702,16691.496,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070481751095596,0.009775161743164,0.0038787808721465,0.0045299530029296,0.0145435333251953,0.0145435333251953,0.0066161155700683,0.0091075897216796,0.0112891197204589,0.0269174575805664,0.496,1.424,8.88,10.176,0.0,15.56,16.528,0.0,113.256,32.025814056396484,32.025814056396484,812.8009796142578,806.1708450317383,-800.6809949874878,-799.9522686004639,3860.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066487072723839,0.0092983245849609,0.004189737727133,0.0050067901611328,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.424,6.576,5.728,0.0,0.0,0.0,0.0,123.64,32.0124626159668,32.0124626159668,800.2108097076416,794.4683074951172,-807.443380355835,-799.9341249465942,2537.592,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006725788116455,0.0088453292846679,0.0041745191702813,0.005197525024414,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,112.0,32.01007843017578,32.01007843017578,801.0804653167725,800.3504753112793,-795.5046892166138,-786.0101461410522,1726.504,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062799453735351,0.0090599060058593,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.496,1.392,6.096,5.728,0.0,0.0,0.0,0.0,112.0,32.011985778808594,32.011985778808594,800.1185417175293,800.0401496887207,-800.9888529777527,-799.9948740005493,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0083446502685546,0.0,0.0,0.009775161743164,0.009775161743164,0.0058889389038085,0.0083684921264648,0.011444091796875,0.0287294387817382,0.496,1.36,8.88,9.04,0.0,8.464,7.488,0.0,112.0,32.01174736022949,32.01174736022949,805.5226802825928,801.9655704498291,-799.973201751709,-799.9296188354492,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061249732971191,0.0083446502685546,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0060081481933593,0.0081539154052734,0.0108718872070312,0.0271558761596679,0.496,1.36,6.576,6.864,0.0,8.464,7.488,0.0,112.0,32.00984001159668,32.00984001159668,805.383825302124,801.9309043884277,-802.4193286895752,-800.4385471343994,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062819144025963,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0123977661132812,0.0123977661132812,0.0060677528381347,0.0083684921264648,0.0109791755676269,0.0274181365966796,0.496,1.36,6.448,7.008,0.0,15.472,16.528,0.0,113.256,32.01103210449219,32.01103210449219,800.8249759674072,800.2657413482666,-800.4857699076334,-799.9643087387085,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065796583601571,0.0090599060058593,0.0039984782536824,0.0047683715820312,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.496,1.36,6.096,5.728,0.0,0.0,0.0,0.0,139.216,32.0127010345459,32.0127010345459,800.0123023986816,799.9931335449219,-800.7136583328247,-799.9640464782715,3167.824,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061739736528538,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.424,8.88,9.04,0.0,0.0,0.0,0.0,113.256,32.012939453125,32.012939453125,800.7840633392334,800.2579212188721,-800.2113819122314,-799.9585628509521,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062261647845975,0.0085830688476562,0.0044107437133789,0.004887580871582,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,6.576,6.864,0.0,0.0,0.0,0.0,117.192,32.0134162902832,32.0134162902832,801.288652420044,800.4102230072021,-800.7791519165039,-799.9451160430908,17.408,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063287149561513,0.0085830688476562,0.0044743220011393,0.0057458877563476,0.0123977661132812,0.0123977661132812,0.0061750411987304,0.0088453292846679,0.0118732452392578,0.0285148620605468,0.496,1.424,6.448,7.008,0.0,8.464,7.488,0.0,127.016,32.01413154602051,32.01413154602051,800.068473815918,793.231201171875,-800.1572291056315,-799.963116645813,272.096,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065037267125068,0.0088214874267578,0.0043577618069118,0.0057220458984375,0.0071525573730468,0.0071525573730468,0.0064849853515625,0.008702278137207,0.0120162963867187,0.029921531677246,0.496,1.424,6.096,5.728,0.0,8.464,7.488,0.0,114.6,32.02176094055176,32.02176094055176,800.0021934509277,796.5354442596436,-786.7637872695923,-781.30943775177,1010.432,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006113052368164,0.0081300735473632,0.0045299530029296,0.0056028366088867,0.011444091796875,0.011444091796875,0.0063620115581311,0.0086307525634765,0.0109445481073288,0.0255107879638671,0.496,1.424,9.856,10.176,0.0,14.944,17.056,0.0,112.0,32.01889991760254,32.01889991760254,845.5191850662231,815.3860569000244,-800.333301226298,-799.9781370162964,39.472,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062676804575754,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.496,1.392,6.448,6.224,0.0,0.0,0.0,0.0,113.256,32.01007843017578,32.01007843017578,800.00901222229,782.1755409240723,-817.5880432128906,-799.9887943267822,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064454826654172,0.0090599060058593,0.0049769878387451,0.005960464477539,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.36,5.6,6.512,0.0,0.0,0.0,0.0,123.664,32.0134162902832,32.0134162902832,806.9938659667969,802.8146624565125,-783.18190574646,-749.1939067840576,72.032,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066969654347636,0.0092744827270507,0.0041401833804394,0.0050067901611328,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.424,6.096,5.728,0.0,0.0,0.0,0.0,118.448,32.018423080444336,32.018423080444336,805.6669235229492,801.7340660095215,-803.0076026916504,-800.2791166305542,2731.768,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006694698808205,0.0088214874267578,0.0040836823292267,0.0050067901611328,0.0154972076416015,0.0154972076416015,0.0064373016357421,0.0086069107055664,0.0120162963867187,0.0277042388916015,0.496,1.424,8.88,10.176,0.0,8.464,7.488,0.0,117.192,32.01413154602051,32.01413154602051,800.0777721405029,743.8058853149414,-800.510843594869,-799.9565601348877,3357.064,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069497236564977,0.009775161743164,0.004298985004425,0.0057220458984375,0.0066757202148437,0.0066757202148437,0.0059127807617187,0.0078916549682617,0.0108718872070312,0.0268459320068359,0.496,1.424,16.544,29.456,25.0,8.464,7.488,9.090909090909092,114.52,32.024383544921875,32.024383544921875,542.1821117401123,308.535893758138,-382.0849657058716,-121.70672416687016,906.976,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062620639801025,0.0083446502685546,0.0051736831665039,0.0063180923461914,0.0107288360595703,0.0107288360595703,0.0058650970458984,0.0081062316894531,0.0105738639831542,0.025177001953125,0.496,1.424,6.368,7.008,0.0,15.472,16.528,33.33333333333333,112.0,32.01627731323242,32.01627731323242,799.9994993209839,798.2777953147888,-571.5069770812988,-278.0931711196898,62.272,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064005306111046,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.496,1.392,6.096,5.728,20.0,0.0,0.0,0.0,114.392,32.01627731323242,32.01627731323242,806.136965751648,802.4446964263916,-800.2158403396606,-799.9634742736816,2.104,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006208325376605,0.0083446502685546,0.0061988830566406,0.0063896179199218,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.496,1.424,10.928,14.336,0.0,0.0,0.0,0.0,118.448,32.01627731323242,32.01627731323242,556.9548606872559,415.0712490081787,-624.7280240058899,-356.4635992050171,8.112,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070785654002222,0.0097274780273437,0.0040712641246283,0.0047683715820312,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,26.016,14.72,40.0,0.0,0.0,30.0,123.576,32.0131778717041,32.0131778717041,801.0790348052979,521.6838121414185,-292.9724625178746,-112.48493194580077,6067.776,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.00726998741947,0.0090599060058593,0.004198461930382,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0069618225097656,0.0119447708129882,0.0103235244750976,0.0249385833740234,0.496,1.424,6.448,7.008,0.0,8.464,7.488,0.0,113.256,32.01723098754883,32.01723098754883,800.6067276000977,800.105619430542,-765.2435700098673,-693.7177181243896,1784.616,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006791353225708,0.0088214874267578,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0060399373372395,0.0078201293945312,0.0106204639781605,0.0281333923339843,0.496,1.424,6.096,5.728,0.0,7.936,8.016,0.0,112.0,32.01651573181152,32.01651573181152,800.6855010986328,800.2322196960449,-800.2215623855591,-799.9284744262695,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067842006683349,0.0083446502685546,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0059247016906738,0.0081300735473632,0.0106096267700195,0.026559829711914,0.496,1.36,8.88,9.04,0.0,15.472,16.528,0.0,112.0,32.018423080444336,32.018423080444336,800.4831790924072,800.1777172088623,-800.2017974853516,-799.9579906463623,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070578911725212,0.0089883804321289,0.0040511055700292,0.0047683715820312,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.496,1.36,7.424,7.36,0.0,0.0,0.0,0.0,132.768,32.01127052307129,32.01127052307129,800.4285097122192,791.7448679606119,-794.4988409678141,-782.5143337249756,5440.488,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069820880889892,0.0088453292846679,0.0040157517390464,0.0047683715820312,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.424,5.6,6.512,0.0,0.0,0.0,0.0,112.0,32.01174736022949,32.01174736022949,800.7823467254639,800.2980351448059,-796.5755462646484,-788.5489463806152,1282.656,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068102732743367,0.0085830688476562,0.0054041544596354,0.0059127807617187,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.392,6.096,5.728,0.0,0.0,0.0,0.0,118.448,32.02080726623535,32.02080726623535,801.096773147583,800.3661632537842,-800.5159497261047,-800.0243663787842,8.472,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068299212859044,0.0088214874267578,0.0054836273193359,0.0054836273193359,0.0084638595581054,0.0106573104858398,0.0063896179199218,0.0081777572631835,0.0104188919067382,0.0249624252319335,1.344,2.272,9.856,10.176,0.0,8.464,7.488,0.0,113.256,32.01723098754883,32.0256233215332,801.1326789855957,800.1720110575358,-800.4594643910726,-799.9285459518433,1.192,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067694270195652,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.006866455078125,0.0085830688476562,0.0111818313598632,0.0274658203125,0.496,1.36,5.6,5.728,0.0,8.464,7.488,0.0,113.256,32.010555267333984,32.010555267333984,805.8052778244019,802.2028803825378,-800.7539510726929,-799.2875814437866,1.192,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065314769744873,0.0088214874267578,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0057973359760485,0.0076770782470703,0.0107515425909133,0.0264644622802734,0.496,1.36,6.448,7.008,0.0,14.944,17.056,0.0,112.0,32.01007843017578,32.01007843017578,805.7596683502197,802.2712230682373,-801.8507560094198,-799.9863624572754,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062966346740722,0.0083446502685546,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.36,6.096,5.728,0.0,0.0,0.0,0.0,112.0,32.01651573181152,32.01651573181152,800.1057147979736,800.0331401824951,-800.9989857673645,-799.9412298202515,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065696239471435,0.0092983245849609,0.0,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0,0.0,0.496,1.36,8.88,10.176,0.0,0.0,0.0,0.0,112.0,32.01174736022949,32.01174736022949,800.1739501953125,800.0595092773438,-799.9860445658366,-799.9355792999268,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063920021057128,0.0090599060058593,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.36,6.576,5.728,0.0,0.0,0.0,0.0,112.0,32.0127010345459,32.0127010345459,800.9762287139893,800.2687931060791,-800.7356524467468,-799.9559640884399,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062310695648193,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0119209289550781,0.0119209289550781,0.0063896179199218,0.0085830688476562,0.010991096496582,0.0252246856689453,0.496,1.36,6.448,7.008,0.0,8.464,7.488,0.0,112.696,32.00984001159668,32.00984001159668,800.5870342254639,800.2045154571533,-800.318717956543,-799.9647855758667,1.192,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0073011370672695,0.0095367431640625,0.0040746504260647,0.0050067901611328,0.0209808349609375,0.0209808349609375,0.0065803527832031,0.0106096267700195,0.010991096496582,0.0267982482910156,0.496,1.36,6.096,5.728,0.0,8.464,7.488,0.0,144.408,32.01007843017578,32.01007843017578,808.0091953277588,803.7055492401123,-800.4895448684692,-800.0006198883057,4543.784,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071844252029267,0.0090360641479492,0.0041602702623002,0.0050067901611328,0.0109672546386718,0.0109672546386718,0.0061631202697753,0.0076770782470703,0.0113606452941894,0.0299930572509765,0.496,1.424,8.88,9.04,0.0,15.472,16.528,0.0,118.448,32.02342987060547,32.02342987060547,812.9526615142822,806.4612865447998,-802.4030685424805,-800.0139713287354,834.632,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068104267120361,0.0088214874267578,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.424,6.576,6.864,0.0,0.0,0.0,0.0,112.0,32.01460838317871,32.01460838317871,800.7105827331543,794.0656661987305,-806.179666519165,-800.3068447113037,0.0,1
