time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_packet_loss_ul_percentage,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.424,5.6,6.512,0.0,0.0,0.0,0.0,117.192,0.00762939453125,0.00762939453125,806.7934513092041,802.6545643806458,-801.0073184967041,-800.0267505645752,4.92,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063841885859423,0.0088214874267578,0.0059207280476888,0.0073909759521484,0.0100135803222656,0.0100135803222656,0.0060929192437065,0.007486343383789,0.0127879056063565,0.0333786010742187,0.496,1.424,6.096,5.728,0.0,7.936,8.016,0.0,122.384,0.0102519989013671,0.0102519989013671,800.2698421478271,799.6965885162354,-802.7532696723938,-800.2593994140625,25.936,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064029029352747,0.0088214874267578,0.0043502220740685,0.0056266784667968,0.0092983245849609,0.0092983245849609,0.0061511993408203,0.0081539154052734,0.0121355056762695,0.0315189361572265,0.496,1.424,8.88,10.176,0.0,8.464,7.488,0.0,117.192,0.0066757202148437,0.0066757202148437,807.1653842926025,802.6853084564209,-800.143837928772,-799.4658946990967,491.032,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066603764449015,0.0088214874267578,0.0044151050288502,0.0054836273193359,0.009775161743164,0.009775161743164,0.0058889389038085,0.0081062316894531,0.010693073272705,0.0265836715698242,0.496,1.424,6.576,5.728,0.0,15.472,16.528,0.0,118.448,0.0083446502685546,0.0083446502685546,800.2726078033447,799.5134353637695,-800.515353679657,-799.9928951263428,1400.624,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065081190354753,0.0083446502685546,0.0041696993790008,0.0050067901611328,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,118.448,0.0081062316894531,0.0081062316894531,800.7614612579346,800.2760410308838,-800.4831075668335,-799.9492883682251,1906.344,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065624123752707,0.0085830688476562,0.0043762616874757,0.0052452087402343,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.424,6.096,5.728,0.0,0.0,0.0,0.0,118.448,0.0083446502685546,0.0083446502685546,801.4752864837646,800.5870342254639,-800.4648089408875,-799.9501705169678,1102.568,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062498880262991,0.0083446502685546,0.0042524714927888,0.0052452087402343,0.0205039978027343,0.0205039978027343,0.0,0.0,0.0,0.0,0.496,1.424,8.88,9.04,0.0,0.0,0.0,0.0,117.192,0.0116825103759765,0.0116825103759765,805.4816246032715,802.0304203033447,-800.628137588501,-799.9714374542236,1533.48,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068121288546282,0.0085830688476562,0.0042661907166007,0.0052452087402343,0.0092983245849609,0.0092983245849609,0.0063657760620117,0.008392333984375,0.0110387802124023,0.02899169921875,0.496,1.424,6.576,6.864,0.0,8.464,7.488,0.0,117.192,0.0085830688476562,0.0085830688476562,800.366735458374,799.8641014099121,-801.7866611480713,-799.9445915222168,2228.272,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070125902470071,0.0095367431640625,0.0042385525173611,0.0050067901611328,0.0095367431640625,0.0095367431640625,0.0060319900512695,0.0081062316894531,0.0111579895019531,0.029301643371582,0.496,1.424,6.448,7.008,0.0,8.464,7.488,0.0,117.192,0.0054836273193359,0.0054836273193359,800.6314277648926,800.1339435577393,-800.670305887858,-799.9839782714844,2283.744,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071015524033883,0.0095367431640625,0.0042620572176846,0.0052452087402343,0.0128746032714843,0.0128746032714843,0.0060081481933593,0.0083446502685546,0.0112414360046386,0.0281572341918945,0.496,1.424,6.096,5.728,0.0,15.472,16.528,0.0,117.192,0.0083446502685546,0.0083446502685546,804.7451019287109,801.6746520996094,-800.4815578460693,-799.9584674835205,2450.744,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066993260147547,0.0090360641479492,0.0043144592872032,0.0052452087402343,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,8.88,9.04,0.0,0.0,0.0,0.0,118.448,0.0081062316894531,0.0081062316894531,801.1062622070312,800.6418704986572,-800.3726005554199,-799.9413013458252,1313.04,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006772503994479,0.0095367431640625,0.0042423867342764,0.0050067901611328,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.424,6.576,6.864,0.0,0.0,0.0,0.0,118.448,0.0083446502685546,0.0083446502685546,801.3492584228516,800.4684448242188,-800.5974769592285,-799.9917984008789,1976.832,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068020112443678,0.0092744827270507,0.0042453104135941,0.0050067901611328,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,118.448,0.0090599060058593,0.0090599060058593,853.0156135559082,817.5013065338135,-814.5045439402262,-799.4779348373413,1667.584,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064989820641664,0.0092983245849609,0.0043937138148716,0.0053882598876953,0.0083446502685546,0.0083446502685546,0.0060081481933593,0.0083684921264648,0.0111818313598632,0.0282049179077148,0.496,1.424,6.096,5.728,0.0,8.464,7.488,0.0,117.192,0.0095367431640625,0.0095367431640625,806.0068607330322,784.5179080963135,-779.2345285415649,-741.8890476226807,926.232,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067777301541608,0.0090599060058593,0.0042517979939778,0.0052452087402343,0.0121593475341796,0.0121593475341796,0.0064849853515625,0.0086545944213867,0.0107049942016601,0.0272274017333984,0.496,1.424,9.856,10.176,0.0,8.464,7.488,0.0,117.192,0.0095367431640625,0.0095367431640625,800.7960319519043,789.8922761281332,-798.6477613449097,-789.9444103240967,1500.24,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068216181513088,0.0090599060058593,0.0042915344238281,0.0053882598876953,0.0138282775878906,0.0138282775878906,0.0061750411987304,0.0088214874267578,0.0114679336547851,0.030064582824707,0.496,1.424,6.448,6.224,0.0,15.472,16.528,0.0,117.192,0.0145435333251953,0.0145435333251953,801.3731479644775,800.5094528198242,-791.615629196167,-777.4292945861816,2246.84,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064859342812305,0.0088214874267578,0.0044669745103368,0.0054836273193359,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.424,5.6,6.512,0.0,0.0,0.0,0.0,117.192,0.0085830688476562,0.0085830688476562,800.7280588150024,800.2782464027405,-800.7794380187988,-799.3871688842773,410.984,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063251740861647,0.0085830688476562,0.0049471855163574,0.0061511993408203,0.0133514404296875,0.0150680541992187,0.0062942504882812,0.0081062316894531,0.0107765197753906,0.0239849090576171,1.344,2.272,6.096,5.728,0.0,11.312,10.776,0.0,118.448,0.0078678131103515,0.0093936920166015,807.6026439666748,802.9999256134033,-800.2294898033142,-799.9289512634277,55.728,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006204813867066,0.0085830688476562,0.0040531158447265,0.0040531158447265,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.424,9.856,10.176,0.0,0.0,0.0,0.0,113.256,0.0090599060058593,0.0090599060058593,800.9891510009766,800.341526667277,-801.8253246943156,-799.9508380889893,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006281096359779,0.0083446502685546,0.0047683715820312,0.0055313110351562,0.0073909759521484,0.0073909759521484,0.0061273574829101,0.0084161758422851,0.0107288360595703,0.0275850296020507,0.496,1.36,5.6,5.728,0.0,8.464,7.488,0.0,119.576,0.00762939453125,0.00762939453125,801.5437841415405,800.5446195602417,-800.2588152885437,-799.9504566192627,12.68,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062322616577148,0.0083684921264648,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0066518783569335,0.0086307525634765,0.0113248825073242,0.0292062759399414,0.496,1.424,6.448,7.008,0.0,8.464,7.488,0.0,112.0,0.0081062316894531,0.0081062316894531,801.0125160217285,800.3530979156494,-800.9912172953287,-799.9681234359741,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060987472534179,0.0081062316894531,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0062114314029091,0.0082015991210937,0.0107061295282273,0.0269412994384765,0.496,1.392,6.096,5.728,0.0,14.944,17.056,0.0,112.0,0.0073909759521484,0.0073909759521484,800.5907535552979,799.9917507171631,-799.9717593193054,-799.950122833252,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061619281768798,0.0085830688476562,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.36,8.88,9.04,0.0,0.0,0.0,0.0,112.0,0.0116825103759765,0.0116825103759765,806.8469047546387,802.6445388793945,-800.4369735717773,-799.9561309814453,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063867991780999,0.0087738037109375,0.0047033483331853,0.0064373016357421,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,6.576,6.864,0.0,0.0,0.0,0.0,127.576,0.0073909759521484,0.0073909759521484,801.8503665924072,798.1691837310791,-802.1842956542969,-800.3804683685303,122.376,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062082788627135,0.0085353851318359,0.0053644180297851,0.0063180923461914,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,123.64,0.011444091796875,0.011444091796875,805.4708957672119,801.8734455108643,-800.6492853164673,-795.4665422439575,26.176,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062519961064404,0.0085830688476562,0.0043511390686035,0.0051259994506835,0.0102519989013671,0.0102519989013671,0.0056743621826171,0.007033348083496,0.012063980102539,0.0324249267578125,0.496,1.424,6.096,5.728,0.0,8.464,7.488,0.0,118.448,0.0090599060058593,0.0090599060058593,804.8662185668945,801.5998840332031,-800.7363677024841,-800.0371217727661,122.528,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067158500746925,0.0095129013061523,0.0044182614163235,0.0054836273193359,0.0088214874267578,0.0088214874267578,0.0059843063354492,0.0088214874267578,0.0108003616333007,0.0274658203125,0.496,1.424,8.88,9.04,0.0,8.464,7.488,0.0,118.448,0.0085830688476562,0.0085830688476562,860.8081817626953,822.2043991088867,-799.9726295471191,-799.8991966247559,869.72,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066363811492919,0.0088453292846679,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0064849853515625,0.0085830688476562,0.0113844871520996,0.0277280807495117,0.496,1.424,6.576,6.864,0.0,15.472,16.528,0.0,112.0,0.0073909759521484,0.0073909759521484,800.0526905059814,778.6244869232178,-821.4023590087891,-800.4397392272949,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0074794977018148,0.0100135803222656,0.0038974896996422,0.0045299530029296,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,6.448,7.008,0.0,0.0,0.0,0.0,122.384,0.0088214874267578,0.0088214874267578,800.7511138916016,800.0399112701416,-783.1843694051107,-749.0103244781494,31733.48,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068702507967972,0.0095367431640625,0.0040360859462193,0.0046968460083007,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.496,1.424,6.096,5.728,0.0,0.0,0.0,0.0,117.192,0.0095367431640625,0.0095367431640625,806.4688205718994,802.5305271148682,-800.4654049873352,-799.9514579772949,157.408,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063753128051757,0.0083684921264648,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.424,9.856,10.176,0.0,0.0,0.0,0.0,112.0,0.0085830688476562,0.0085830688476562,800.8066415786743,789.9077335993449,-798.3258167902628,-789.9614572525024,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062382221221923,0.0081062316894531,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0059366226196289,0.0082254409790039,0.011301040649414,0.0273466110229492,0.496,1.36,6.448,6.224,0.0,8.464,7.488,0.0,112.0,0.0073909759521484,0.0073909759521484,800.8626461029053,800.1217365264893,-791.5791511535645,-778.5513401031494,0.0,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063210577514041,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0058889389038085,0.0083684921264648,0.0110387802124023,0.0280141830444335,0.496,1.36,5.6,6.512,0.0,8.464,7.488,0.0,113.256,32.01150894165039,32.01150894165039,805.4894685745239,802.2674322128296,-800.9924411773682,-800.3684520721436,1.192,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.008559226989746,0.0053246815999348,0.0061511993408203,0.0095367431640625,0.0095367431640625,0.006115436553955,0.0083684921264648,0.0116467475891113,0.0285148620605468,0.496,1.36,6.096,5.728,0.0,15.472,16.528,0.0,118.448,32.00984001159668,32.00984001159668,800.6924629211426,800.0340461730957,-802.2485971450806,-800.0018835067749,16.552,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063234300755742,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.424,9.856,10.176,0.0,0.0,0.0,0.0,113.256,32.012224197387695,32.012224197387695,805.0090074539185,801.8971681594849,-800.4911740620931,-799.9740839004517,1.192,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066012870974657,0.0095367431640625,0.0038725457943498,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,5.6,5.728,0.0,0.0,0.0,0.0,137.96,32.01103210449219,32.01103210449219,801.2799978256226,800.2263307571411,-800.4910349845886,-799.9987602233887,25982.112,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0073316678478943,0.0100135803222656,0.0038668513298034,0.0043630599975585,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,117.192,32.0127010345459,32.0127010345459,800.6078720092773,799.9710559844971,-800.6884256998698,-799.4909286499023,1431.312,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.00649094581604,0.0088453292846679,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0060558319091796,0.0081777572631835,0.0110387802124023,0.027012825012207,0.496,1.424,6.096,5.728,0.0,8.464,7.488,0.0,112.0,32.00960159301758,32.00960159301758,801.5961647033691,800.6074905395508,-800.2069592475891,-799.9163150787354,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062823295593261,0.0085830688476562,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0061723921034071,0.008392333984375,0.010317022150213,0.025033950805664,0.496,1.36,8.88,9.04,0.0,7.936,8.016,0.0,112.0,32.01150894165039,32.01150894165039,800.0307083129883,799.8082160949707,-800.6099700927734,-799.9918460845947,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061858352737047,0.0078678131103515,0.0045299530029296,0.0045299530029296,0.0112056732177734,0.0112056732177734,0.0062227249145507,0.0081062316894531,0.0107765197753906,0.0274181365966796,0.496,1.36,6.576,6.864,0.0,15.472,16.528,0.0,113.256,32.02176094055176,32.02176094055176,800.9273052215576,800.1461505889893,-800.3736972808838,-799.9673366546631,1.192,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,6.448,7.008,0.0,0.0,0.0,0.0,113.256,32.01127052307129,32.01127052307129,808.0020904541016,803.5465240478516,-801.8264373143514,-799.4576692581177,1.192,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0090599060058593,0.0052452087402343,0.0052452087402343,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,6.096,5.728,0.0,0.0,0.0,0.0,113.256,32.0124626159668,32.0124626159668,801.2983322143555,800.5109786987305,-800.2538084983826,-799.951434135437,1.192,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061845779418945,0.0081062316894531,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.36,8.88,9.04,0.0,0.0,0.0,0.0,112.0,32.0127010345459,32.0127010345459,801.4153003692627,800.33860206604,-800.7891178131104,-799.9635219573975,0.0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067903000174216,0.0092983245849609,0.0038928811585184,0.0045299530029296,0.0085830688476562,0.0085830688476562,0.0060319900512695,0.0085830688476562,0.0112533569335937,0.028538703918457,0.496,1.36,6.576,6.864,0.0,8.464,7.488,0.0,143.152,32.013654708862305,32.013654708862305,801.2689113616943,800.079345703125,-800.5990982055664,-800.0392913818359,22313.448,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066673755645751,0.0092983245849609,0.0,0.0,0.0095367431640625,0.0095367431640625,0.006066428290473,0.0084400177001953,0.0109239058061079,0.0269412994384765,0.496,1.424,6.448,7.008,0.0,7.936,8.016,0.0,112.0,32.01627731323242,32.01627731323242,805.3470611572266,802.1637439727783,-800.4695177078247,-799.4989156723022,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063419342041015,0.0083446502685546,0.0,0.0,0.013589859008789,0.013589859008789,0.006103515625,0.0085830688476562,0.0108122825622558,0.027012825012207,0.496,1.392,6.096,5.728,0.0,15.472,16.528,0.0,112.0,32.00864791870117,32.00864791870117,801.0040760040283,800.0826358795166,-802.0110130310059,-800.0015020370483,0.0,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062890313751068,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.496,1.36,9.856,10.176,0.0,0.0,0.0,0.0,113.256,32.016754150390625,32.016754150390625,800.2347946166992,790.116548538208,-797.5015242894491,-790.4834747314453,1.192,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062522603504693,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,6.448,6.224,0.0,0.0,0.0,0.0,113.256,32.02319145202637,32.02319145202637,801.3139247894287,800.2268314361572,-791.1876678466797,-777.5988578796387,1.192,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0083446502685546,0.005960464477539,0.005960464477539,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.36,5.6,6.512,0.0,0.0,0.0,0.0,113.256,32.010793685913086,32.010793685913086,806.5958976745605,802.6776313781738,-800.7681846618652,-799.9542713165283,1.192,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062525272369384,0.0083446502685546,0.0,0.0,0.0147819519042968,0.0195503234863281,0.0057458877563476,0.0081062316894531,0.0110626220703125,0.026559829711914,1.344,2.208,6.096,5.728,0.0,8.464,7.488,0.0,112.0,32.01413154602051,32.01699256896973,805.4763793945312,801.4501571655273,-802.7573227882385,-800.0245809555054,0.0,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062572956085205,0.0088214874267578,0.0039480234447278,0.0045299530029296,0.009775161743164,0.009775161743164,0.0056955549452039,0.006866455078125,0.0107071616432883,0.0269412994384765,0.496,1.36,9.856,10.176,0.0,7.936,8.016,0.0,112.0,32.015085220336914,32.015085220336914,801.9232749938965,800.8261124293009,-800.3329435984293,-799.4884252548218,1735.392,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0074129660152694,0.0100135803222656,0.0038945018150571,0.0045299530029296,0.0133514404296875,0.0133514404296875,0.0065207481384277,0.0093698501586914,0.0110983848571777,0.0272035598754882,0.496,1.36,5.6,5.728,0.0,15.472,16.528,0.0,143.152,32.0124626159668,32.0124626159668,801.0064840316772,800.3643155097961,-800.5159497261047,-800.0154256820679,40926.8,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070813876479419,0.0095367431640625,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,0.0,0.0,117.192,32.01746940612793,32.01746940612793,800.6092071533203,799.7847080230713,-800.6575504938761,-799.4946241378784,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006363759586467,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.424,6.096,5.728,0.0,0.0,0.0,0.0,113.256,32.02199935913086,32.02199935913086,801.3684749603271,800.4551410675049,-800.2506494522095,-799.956464767456,1.192,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062439572158737,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.496,1.36,8.88,9.04,0.0,0.0,0.0,0.0,113.256,32.012939453125,32.012939453125,800.187873840332,799.8758316040039,-800.77805519104,-799.9716758728027,1.192,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062118662465917,0.0083446502685546,0.0069141387939453,0.007486343383789,0.0116825103759765,0.0116825103759765,0.0070095062255859,0.0089883804321289,0.0113964080810546,0.0251770019531249,0.496,1.36,6.576,6.864,0.0,8.464,7.488,0.0,118.448,32.01699256896973,32.01699256896973,805.3770542144775,802.2772789001465,-800.3907680511475,-799.9578475952148,10.976,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064718723297119,0.0088214874267578,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0061723921034071,0.0077724456787109,0.0113140452991832,0.0264644622802734,0.496,1.424,6.448,7.008,0.0,7.936,8.016,0.0,112.0,32.010793685913086,32.010793685913086,804.8741817474365,801.6215324401855,-801.9806941350301,-799.9697923660278,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062692165374755,0.0085830688476562,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0059008598327636,0.0081062316894531,0.0110580807640438,0.0302791595458984,0.496,1.36,6.096,5.728,0.0,15.472,17.056,0.0,112.0,32.016754150390625,32.016754150390625,801.0188579559326,800.346851348877,-800.007700920105,-799.9563694000244,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065954720101705,0.0090599060058593,0.0039002529066004,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,8.88,9.04,0.0,0.0,0.0,0.0,137.96,32.010793685913086,32.010793685913086,800.8310317993164,800.261402130127,-800.6150245666504,-800.0152111053467,20396.312,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070920631067076,0.0100135803222656,0.0039018301599954,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.424,6.576,6.864,0.0,0.0,0.0,0.0,117.192,32.02462196350098,32.02462196350098,800.5488395690918,800.0135898590088,-800.5760192871094,-799.9287128448486,5660.288,1
