time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007183397587259,0.0095367431640625,0.0,0.0,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0100135803222656,0.0100135803222656,0.0202178955078125,0,0.496,1.424,0.0,0.0,117.192,25.152,27.344,0.0,0.0,0.009775161743164,0.009775161743164,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007054593303416,0.009775161743164,0.0038676956670815,0.0042915344238281,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0176429748535156,0.0176429748535156,0.0202178955078125,0,0.496,1.424,0.0,0.0,118.448,25.152,27.344,0.0,18451.248,0.0104904174804687,0.0104904174804687,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072965527525042,0.0095367431640625,0.0038733207639843,0.0045299530029296,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0159740447998046,0.0159740447998046,0.0202178955078125,0,0.496,1.424,0.0,0.0,118.448,25.152,27.344,0.0,44587.696,0.0095367431640625,0.0095367431640625,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069731532937229,0.0090599060058593,0.0039149553347856,0.0047683715820312,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0159740447998046,0.0159740447998046,0.0202178955078125,0,0.496,1.424,0.0,0.0,118.448,25.152,27.344,0.0,2228.2,0.0123977661132812,0.0123977661132812,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063685042348074,0.0085830688476562,0.0038625791132284,0.0045299530029296,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0152587890625,0.0152587890625,0.0202178955078125,0,0.496,1.424,0.0,0.0,115.112,25.152,27.344,0.0,8257.728,0.0102519989013671,0.0102519989013671,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061476230621337,0.0085830688476562,0.0,0.0,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0141859054565429,0.0171422958374023,0.0202178955078125,0,1.344,2.272,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0090837478637695,0.0082254409790039,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059735122604749,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0054836273193359,0.0054836273193359,0.0202178955078125,0,0.496,1.36,0.0,0.0,117.192,25.152,27.344,0.0,8.904,0.0061988830566406,0.0061988830566406,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006514020485453,0.0090599060058593,0.0038812182251135,0.0045299530029296,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.009775161743164,0.009775161743164,0.0202178955078125,0,0.496,1.36,0.0,0.0,122.384,25.152,27.344,0.0,8730.472,0.0071525573730468,0.0071525573730468,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062295705965249,0.0083446502685546,0.0040409338735315,0.0050067901611328,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0116825103759765,0.0116825103759765,0.0202178955078125,0,0.496,1.424,0.0,0.0,118.448,25.152,27.344,0.0,1545.32,0.0085830688476562,0.0085830688476562,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006311010606218,0.008559226989746,0.0044055607007897,0.0059127807617187,0.0064986092703683,0.0,0.0,0.0,0.0087738037109375,0.0,0.0097955976213727,0.0154972076416015,0.0154972076416015,0.0202178955078125,0,0.496,1.424,0.0,0.0,118.448,25.152,27.344,0.0,249.096,0.0069141387939453,0.0069141387939453,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006287404806307,0.0083446502685546,0.0038890634355455,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0,0.496,1.424,0.0,0.0,118.448,0.0,0.0,0.0,8465.736,0.00762939453125,0.00762939453125,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0081205368041992,0.0104904174804687,0.0038670033824687,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0,0.496,1.424,0.0,0.0,116.632,0.0,0.0,0.0,47253.088,0.0107288360595703,0.0107288360595703,0
