time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073791143312976,0.0100135803222656,0.0038622858043678,0.0042915344238281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,40192.264,0.0088214874267578,0.0088214874267578,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073328540099794,0.009775161743164,0.0038565889945733,0.0042915344238281,0.0,0.0157356262207031,0.0054836273193359,0.0157356262207031,0.0,0.0054836273193359,0.0,0.0178813934326171,0.0178813934326171,0.0,0,0.496,1.424,0.848,0.848,117.192,0.0,0.0,0.0,15013.384,0.0100135803222656,0.0100135803222656,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068951602005839,0.0092983245849609,0.0,0.0,0.0,0.0045299530029296,0.0083446502685546,0.0045299530029296,0.0,0.0083446502685546,0.0,0.0104904174804687,0.0104904174804687,0.0,0,0.496,1.424,0.848,0.848,117.192,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060838253343876,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0,0.0,0.0,0.0098228454589843,0.0,0.0129222869873046,0.013589859008789,0.013589859008789,0.0231266021728515,0,0.496,1.424,0.0,0.0,113.256,4.52,3.504,0.0,1.192,0.0090599060058593,0.0090599060058593,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060636605789412,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0083446502685546,0.0083446502685546,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061538088974074,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0088214874267578,0.0088214874267578,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060105323791503,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240802764892578,0.0240802764892578,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059700012207031,0.0081300735473632,0.0,0.0,0.0071048736572265,0.0,0.0,0.0,0.0094413757324218,0.0,0.0117301940917968,0.0107288360595703,0.0107288360595703,0.0214576721191406,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0071525573730468,0.0071525573730468,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059783458709716,0.0081300735473632,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0076770782470703,0.0,0.0118732452392578,0.0069141387939453,0.0069141387939453,0.0225067138671875,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0100135803222656,0.0100135803222656,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059163570404052,0.0081062316894531,0.0,0.0,0.006866455078125,0.0,0.0,0.0,0.0089168548583984,0.0,0.011444091796875,0.0107288360595703,0.0107288360595703,0.0288724899291992,0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0090599060058593,0.0090599060058593,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059640407562255,0.0076532363891601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006118224034855,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0078678131103515,0.0078678131103515,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006075522199792,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.00762939453125,0.00762939453125,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060423096614097,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0069618225097656,0.0,0.0,0.0,0.0093936920166015,0.0,0.0118732452392578,0.0069141387939453,0.0069141387939453,0.022125244140625,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0073909759521484,0.0073909759521484,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060009956359863,0.0081062316894531,0.0,0.0,0.0065803527832031,0.0,0.0,0.0,0.0084400177001953,0.0,0.0131607055664062,0.0138282775878906,0.0138282775878906,0.0233650207519531,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.009775161743164,0.009775161743164,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060439109802246,0.0081300735473632,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0088453292846679,0.0,0.0116825103759765,0.0109672546386718,0.0109672546386718,0.0263452529907226,0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.009775161743164,0.009775161743164,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063705444335937,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059425830841064,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062285371087676,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0123977661132812,0.0123977661132812,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060111428228553,0.0085830688476562,0.0050067901611328,0.0050067901611328,0.00762939453125,0.0,0.0,0.0,0.0087261199951171,0.0,0.0125885009765625,0.0083446502685546,0.0083446502685546,0.0248432159423828,0,0.496,1.36,0.0,0.0,144.408,3.744,4.232,0.0,1.192,0.00762939453125,0.00762939453125,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006133644141961,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0,0.0,0.0,0.0077724456787109,0.0,0.0113964080810546,0.0140666961669921,0.0140666961669921,0.0213146209716796,0,0.496,1.392,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0061988830566406,0.0061988830566406,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059270858764648,0.0078678131103515,0.0,0.0,0.0063578287760416,0.0,0.0,0.0,0.0086784362792968,0.0,0.0114874406294389,0.0116825103759765,0.0116825103759765,0.0278949737548828,0,0.496,1.36,0.0,0.0,112.0,8.792,7.208,0.0,0.0,0.0085830688476562,0.0085830688476562,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006108283996582,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062203407287597,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0
