time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,a1_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_c_packet_loss_dl_percentage,a1_packet_loss_dl_percentage,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
37,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060462951660156,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0081062316894531,0.0081062316894531,0.496,1.424,0.0,0.0,6.096,5.728,8.264,112.0,7.736,25.0,40.0,0.0,-110.02368927001952,-294.99069849650067,266.6843732198079,477.6963233947754,0.0060319900512695,0.0081777572631835,0.0262022018432617,0.0106334686279296,0.0,0
38,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006406765266005,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0040724994690437,0.0047683715820312,0.0131130218505859,0.0131130218505859,0.496,1.392,0.0,0.0,8.88,9.04,3.744,123.64,4.232,20.0,20.0,0.0,-116.6131258010864,-298.4631061553955,213.0792140960693,442.7990913391114,0.0066757202148437,0.0088691711425781,0.0220298767089843,0.0115394592285156,1329.56,0
39,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065919196251595,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.003922192347532,0.0045299530029296,0.0092983245849609,0.0092983245849609,0.496,1.424,0.0,0.0,6.576,6.864,3.744,118.448,4.232,20.0,20.0,0.0,-50.35378932952881,-212.7661108970642,250.32085180282596,442.9149866104127,0.0061511993408203,0.0078201293945312,0.0219345092773437,0.0114917755126953,3863.872,0
40,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060838253343876,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0044107437133789,0.0046968460083007,0.0081062316894531,0.0081062316894531,0.496,1.424,0.0,0.0,6.448,7.008,8.792,113.256,7.208,33.33333333333333,20.0,0.0,-104.32007312774653,-263.4952664375305,336.59887313842773,557.5843334197998,0.0063313378228081,0.0080108642578125,0.0281333923339843,0.0110973011363636,3.328,0
41,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062614384264048,0.0087976455688476,0.0081062316894531,0.0081062316894531,0.0043213367462158,0.005960464477539,0.0126361846923828,0.0126361846923828,0.496,1.392,0.0,0.0,6.096,5.728,3.744,122.384,4.232,25.0,40.0,0.0,-81.02893829345703,-266.9783433278401,266.679843266805,489.66236114501953,0.0057697296142578,0.0071048736572265,0.0233173370361328,0.0115394592285156,169.392,0
42,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063613872622969,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0054836273193359,0.0054836273193359,0.0112056732177734,0.0112056732177734,0.496,1.392,0.0,0.0,8.88,9.04,3.744,116.712,4.232,20.0,20.0,0.0,-106.0043573379516,-323.4885334968567,209.9994421005249,453.74989509582525,0.0066280364990234,0.0086784362792968,0.0237941741943359,0.0119686126708984,4.424,0
43,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0081300735473632,0.009775161743164,0.009775161743164,0.0,0.0,0.0107288360595703,0.0107288360595703,0.496,1.424,0.0,0.0,6.576,6.864,8.264,112.0,7.736,20.0,20.0,0.0,-36.02616786956787,-209.0010643005371,251.4135837554932,449.5839357376099,0.0064611434936523,0.0091075897216796,0.0277280807495117,0.011444091796875,0.0,0
44,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006265640258789,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,6.448,7.008,3.744,112.0,4.232,33.33333333333333,20.0,0.0,-108.28390121459958,-268.4994339942932,338.6221528053284,554.080605506897,0.0058650970458984,0.0075340270996093,0.0208377838134765,0.0108242034912109,0.0,0
45,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068190062574565,0.0092983245849609,0.0107288360595703,0.0107288360595703,0.003853076841773,0.0042915344238281,0.0126361846923828,0.0126361846923828,0.496,1.36,0.0,0.0,6.096,5.728,3.744,128.272,4.232,25.0,40.0,0.0,-86.15365028381348,-266.97595914204913,266.68397585550946,483.5685253143311,0.0070571899414062,0.0084877014160156,0.0237941741943359,0.0123977661132812,18873.648,0
46,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0095367431640625,0.0104904174804687,0.0104904174804687,0.0038455639566693,0.0042915344238281,0.0207424163818359,0.0207424163818359,0.496,1.424,0.0,0.0,8.88,9.04,8.264,118.448,7.736,20.0,20.0,0.0,-109.62514877319332,-322.2259283065796,210.85214614868164,448.533320426941,0.0062942504882812,0.0086307525634765,0.0278949737548828,0.0111341476440429,7623.12,0
47,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063293608859996,0.0088214874267578,0.009775161743164,0.009775161743164,0.0056425730387369,0.0067710876464843,0.0083446502685546,0.0083446502685546,0.496,1.424,0.0,0.0,6.576,6.864,4.272,113.256,3.704,20.0,20.0,0.0,-40.67337512969971,-210.52134037017825,252.53653526306152,449.7710227966309,0.005960464477539,0.0063657760620117,0.0193119049072265,0.0108083089192708,16.984,0
48,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066650976048837,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0038408651584532,0.0042915344238281,0.00762939453125,0.00762939453125,0.496,1.392,0.0,0.0,6.448,7.008,3.744,122.384,4.232,33.33333333333333,20.0,0.0,-110.9814643859863,-268.230676651001,336.6171717643738,552.0346403121948,0.0058174133300781,0.007486343383789,0.0225543975830078,0.0118255615234375,22691.392,0
49,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070908769446225,0.009775161743164,0.0107288360595703,0.0107288360595703,0.003835206390709,0.0042915344238281,0.0133514404296875,0.0133514404296875,0.496,1.424,0.0,0.0,6.096,5.728,8.264,117.192,7.736,25.0,40.0,0.0,-89.00799751281738,-267.0092582702637,266.643762588501,482.9354763031006,0.0059127807617187,0.0083684921264648,0.0262975692749023,0.0109434127807617,7471.384,0
50,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062966346740722,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0126361846923828,0.0126361846923828,0.496,1.424,0.0,0.0,8.88,9.04,3.744,112.0,4.232,20.0,20.0,0.0,-113.16642761230466,-320.9844827651977,212.1214866638184,443.7928438186646,0.0072002410888671,0.0102519989013671,0.021982192993164,0.0117301940917968,0.0,0
51,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062310695648193,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0126361846923828,0.0126361846923828,0.496,1.36,0.0,0.0,6.576,6.864,3.744,112.0,4.232,20.0,20.0,0.0,-46.3085412979126,-211.74860000610352,251.30105018615723,443.65422725677496,0.0060081481933593,0.0075340270996093,0.0229835510253906,0.0116348266601562,0.0,0
52,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059616506396241,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,6.448,7.008,8.264,113.256,7.736,33.33333333333333,20.0,0.0,-114.5034313201904,-268.5150504112244,336.6057276725769,546.0778713226318,0.0063180923461914,0.0090837478637695,0.026559829711914,0.0109195709228515,1.192,0
53,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064849853515625,0.0089645385742187,0.0078678131103515,0.0078678131103515,0.0038660090902577,0.0045299530029296,0.0126361846923828,0.0126361846923828,0.496,1.36,0.0,0.0,6.096,5.728,3.744,134.024,4.232,25.0,40.0,0.0,-97.80387878417967,-273.6047108968099,266.6788101196289,476.9055366516113,0.0058174133300781,0.0073909759521484,0.0226497650146484,0.0115871429443359,5235.312,0
54,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061929522462152,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0045949762517755,0.0061988830566406,0.0107288360595703,0.0107288360595703,0.496,1.424,0.0,0.0,8.88,9.04,3.744,113.256,4.232,20.0,20.0,0.0,-116.21291637420651,-314.492404460907,213.23508024215695,442.665982246399,0.0064373016357421,0.007486343383789,0.0230789184570312,0.0118732452392578,96.824,0
55,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0075748310753362,0.009775161743164,0.0109672546386718,0.0109672546386718,0.0038464649552044,0.0042915344238281,0.011444091796875,0.011444091796875,0.496,1.424,0.0,0.0,6.576,6.864,8.264,121.824,7.736,20.0,20.0,0.0,-50.34999847412109,-212.75228261947632,252.4211406707764,445.15240192413336,0.006413459777832,0.009322166442871,0.0261306762695312,0.0109195709228515,59470.432,0
56,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0074194438421904,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.0038507266547352,0.0042915344238281,0.0150203704833984,0.0150203704833984,0.496,1.424,0.0,0.0,6.448,7.008,3.744,117.192,4.232,33.33333333333333,20.0,0.0,-104.28302288055414,-263.49228620529175,334.36650037765503,554.2587041854858,0.0061511993408203,0.0081062316894531,0.0220775604248046,0.011301040649414,35872.336,0
57,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.007241519529428,0.009775161743164,0.0104904174804687,0.0104904174804687,0.0039073619765308,0.0045299530029296,0.0162124633789062,0.0162124633789062,0.496,1.424,0.0,0.0,6.096,5.728,3.744,117.192,4.232,25.0,40.0,0.0,-81.00724220275879,-266.995906829834,266.6615645090739,489.7292137145996,0.0069618225097656,0.0084877014160156,0.0236988067626953,0.0120162963867187,5575.616,0
58,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.007241519529428,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0039073619765308,0.0045299530029296,0.0157356262207031,0.0157356262207031,0.496,1.424,0.0,0.0,8.88,9.04,8.264,117.192,7.736,20.0,20.0,0.0,-105.7122468948364,-323.5028982162476,209.75643396377563,453.8620233535767,0.0064373016357421,0.0088930130004882,0.0282049179077148,0.0114679336547851,5575.616,0
59,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.007241519529428,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0039073619765308,0.0045299530029296,0.0150203704833984,0.0150203704833984,0.496,1.424,0.0,0.0,6.576,6.864,3.744,117.192,4.232,20.0,20.0,0.0,-35.5712890625,-209.23078060150144,251.653790473938,449.68779087066656,0.0061988830566406,0.0080108642578125,0.0220775604248046,0.0115394592285156,5575.616,0
60,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062285371087676,0.0085830688476562,0.0086069107055664,0.0067949295043945,0.0081062316894531,0.0081062316894531,0.0106096267700195,0.0107049942016601,1.344,2.208,0.0,0.0,6.448,7.008,3.744,113.256,4.232,33.33333333333333,20.0,0.0,-108.2055330276489,-268.2431936264038,338.6160135269165,554.1128635406494,0.005960464477539,0.0074386596679687,0.0214576721191406,0.0111579895019531,1.192,0
61,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062925898613621,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.00762939453125,0.00762939453125,0.496,1.36,0.0,0.0,6.096,5.728,8.264,113.256,7.736,25.0,40.0,0.0,-84.97118949890137,-266.99503262837726,266.65528615315753,483.9389801025391,0.0060319900512695,0.0086069107055664,0.0300407409667968,0.0121116638183593,1.192,0
62,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006363759586467,0.0090599060058593,0.00762939453125,0.00762939453125,0.0054836273193359,0.0054836273193359,0.0138282775878906,0.0138282775878906,0.496,1.36,0.0,0.0,8.88,9.04,3.744,113.256,4.232,20.0,20.0,0.0,-109.60404872894284,-322.2397565841675,211.34382486343384,449.0064382553101,0.005960464477539,0.0075817108154296,0.0225067138671875,0.0119209289550781,1.192,0
63,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063562393188476,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0162124633789062,0.0162124633789062,0.496,1.36,0.0,0.0,6.576,6.864,3.744,112.0,4.232,20.0,20.0,0.0,-40.63854217529297,-210.4997038841248,250.06818771362305,448.47643375396734,0.0062942504882812,0.0081062316894531,0.0229835510253906,0.0118255615234375,0.0,0
64,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061368942260742,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0100135803222656,0.0100135803222656,0.496,1.36,0.0,0.0,6.448,7.008,8.792,112.0,7.208,33.33333333333333,20.0,0.0,-110.98210811614987,-268.22322607040405,338.59872817993164,554.119086265564,0.0065167744954427,0.0086784362792968,0.0262260437011718,0.0110322778875177,0.0,0
65,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062537193298339,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.00762939453125,0.00762939453125,0.496,1.36,0.0,0.0,6.096,5.728,3.744,112.0,4.232,25.0,40.0,0.0,-89.61730003356934,-267.01124509175617,266.66029294331867,477.92110443115234,0.0062465667724609,0.0080585479736328,0.0232219696044921,0.0120162963867187,0.0,0
66,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061702728271484,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0133514404296875,0.0133514404296875,0.496,1.36,0.0,0.0,8.88,9.04,3.744,112.0,4.232,20.0,20.0,0.0,-112.7324819564819,-320.99735736846924,211.86423301696777,444.2865133285523,0.0062465667724609,0.0078678131103515,0.0258445739746093,0.0128746032714843,0.0,0
67,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062985206717875,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0109672546386718,0.0109672546386718,0.496,1.36,0.0,0.0,6.576,6.864,8.264,113.256,7.736,20.0,20.0,0.0,-45.63748836517334,-211.74663305282596,251.5658140182495,443.9655542373658,0.0064373016357421,0.0091075897216796,0.033116340637207,0.0126838684082031,1.192,0
68,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061965794954898,0.0082015991210937,0.00762939453125,0.00762939453125,0.0046760805191532,0.005960464477539,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,6.448,7.008,3.744,133.112,4.232,33.33333333333333,20.0,0.0,-115.22643566131588,-268.501341342926,336.59958839416504,546.4160919189453,0.0071525573730468,0.0106334686279296,0.0217437744140625,0.0114917755126953,231.512,0
69,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063523207560624,0.0083208084106445,0.00762939453125,0.00762939453125,0.0044761165495841,0.0054836273193359,0.0095367431640625,0.0095367431640625,0.496,1.424,0.0,0.0,6.096,5.728,4.272,118.448,3.704,25.0,40.0,0.0,-93.06068420410156,-266.63923263549805,266.68039957682294,476.9343852996826,0.0060200691223144,0.0066995620727539,0.0200271606445312,0.0111659367879231,207.224,0
70,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063025951385498,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0107288360595703,0.0107288360595703,0.496,1.424,0.0,0.0,8.88,9.04,8.264,112.0,7.736,20.0,20.0,0.0,-116.1800384521484,-319.7289705276489,213.126540184021,442.6772594451905,0.0060081481933593,0.008392333984375,0.0276088714599609,0.0111341476440429,0.0,0
71,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006190538406372,0.0083684921264648,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0123977661132812,0.0123977661132812,0.496,1.36,0.0,0.0,6.576,6.864,3.744,112.0,4.232,20.0,20.0,0.0,-50.654006004333496,-213.0191326141357,252.53289937973025,444.33004856109625,0.0073909759521484,0.0094413757324218,0.0222682952880859,0.0117301940917968,0.0,0
72,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062215328216552,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,6.448,7.008,3.744,112.0,4.232,33.33333333333333,20.0,0.0,-104.3084859848022,-263.2297873497009,334.3623876571655,554.2137861251831,0.0062465667724609,0.0079631805419921,0.0230789184570312,0.012063980102539,0.0,0
73,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061559677124023,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0140666961669921,0.0140666961669921,0.496,1.36,0.0,0.0,6.096,5.728,8.264,112.0,7.736,25.0,40.0,0.0,-81.04157447814941,-266.9912974039714,266.6388352711995,490.2491569519043,0.0060796737670898,0.0084161758422851,0.0313043594360351,0.0119686126708984,0.0,0
74,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006277169754256,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0126361846923828,0.0126361846923828,0.496,1.36,0.0,0.0,8.88,9.04,3.744,113.256,4.232,20.0,20.0,0.0,-106.18162155151364,-323.494017124176,209.7049355506897,453.3047199249268,0.0060558319091796,0.007486343383789,0.0216960906982421,0.0113487243652343,1.192,1
75,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064995488509756,0.0085353851318359,0.00762939453125,0.00762939453125,0.0066757202148437,0.007486343383789,0.0092983245849609,0.0092983245849609,0.496,1.36,0.0,0.0,6.576,6.864,0.0,119.928,0.0,20.0,20.0,0.0,-35.96646785736084,-208.98675918579104,251.97458267211917,450.56996345520025,0.0,0.0,4359.039974212647,4359.039783477783,7.288,1
76,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061217825211102,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0143051147460937,0.0143051147460937,0.496,1.424,2.0,0.0,6.448,7.008,0.0,113.256,0.0,33.33333333333333,20.0,0.0,-108.20095539093016,-268.48918199539185,338.3423686027527,553.3866167068481,0.0,0.0,4359.020447731018,4359.020352363586,1.192,1
77,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063948111959023,0.0088214874267578,0.0143051147460937,0.0143051147460937,0.0057220458984375,0.0059127807617187,0.021219253540039,0.021219253540039,0.496,1.36,2.0,0.0,6.096,5.728,0.0,117.904,0.0,25.0,40.0,0.0,-86.45524978637695,-267.3409779866536,266.6991551717122,483.5571765899658,0.0,0.0,4359.034776687622,4359.029452006022,5.328,1
78,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063955783843994,0.0090599060058593,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0083446502685546,0.0083446502685546,0.496,1.424,3.0,0.0,8.88,9.04,0.0,112.0,0.0,20.0,20.0,0.0,-109.5403432846069,-321.9778537750244,210.66540479660037,449.020266532898,0.0,0.0,4359.031820297241,4359.028736750285,0.0,1
79,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0126361846923828,0.0126361846923828,0.496,1.36,3.0,0.0,6.576,6.864,0.0,112.0,0.0,20.0,20.0,0.0,-40.33520221710205,-210.2532386779785,250.99056959152225,448.5763549804688,0.0,0.0,4359.040260314941,4359.032233556111,0.0,1
80,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062203407287597,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0066757202148437,0.0066757202148437,0.496,1.36,1.0,0.0,6.448,7.008,1.184,112.0,1.184,33.33333333333333,20.0,0.0,-111.3453149795532,-273.5006809234619,338.3585214614868,553.4109592437744,1889.2245292663572,4002.0871639251714,4359.021854400635,4359.016227722168,0.0,1
81,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0083446502685546,0.0183582305908203,0.0183582305908203,0.0047683715820312,0.0047683715820312,0.0083446502685546,0.0083446502685546,0.496,1.36,1.0,4.0,6.096,5.728,1.184,113.256,2.368,25.0,40.0,0.0,-89.24188613891602,-260.66136360168457,266.6459878285726,478.0546188354492,853.234052658081,3072.420620918274,4359.020137786865,4359.01681582133,1.192,1
82,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060621429892147,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0057816505432128,0.0072002410888671,0.0131130218505859,0.0131130218505859,0.496,1.36,0.0,2.0,8.88,9.04,1.776,121.824,1.776,20.0,20.0,0.0,-113.11385631561276,-320.71828842163086,212.18806505203247,443.4052705764771,508.2581705517239,2355.263328552247,4359.029221534729,4359.018981456757,8.896,1
83,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061419472765566,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0042915344238281,0.0042915344238281,0.0104904174804687,0.0104904174804687,0.496,1.36,0.0,4.0,6.576,6.864,1.776,113.256,2.368,20.0,20.0,0.0,-46.00741863250733,-211.5037441253662,251.48874521255493,443.7068462371827,-171.23730977376303,2053.2437086105347,4359.01346206665,4359.011809031169,1.192,1
84,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059998035430908,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.011444091796875,0.011444091796875,0.496,1.424,0.0,3.0,6.448,7.008,5.776,112.0,7.544,33.33333333333333,20.0,0.0,-114.81528282165525,-268.49365234375,336.331844329834,545.3555583953857,-1154.0099283059435,0.0188589096069335,4359.022927284241,4359.015464782715,0.0,1
85,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0147819519042968,0.0147819519042968,0.496,1.36,1.0,1.0,6.096,5.728,1.648,112.0,0.592,25.0,40.0,0.0,-93.05963516235352,-267.01998710632324,266.7086124420166,477.1700382232666,-1195.9662834803264,511.5045309066773,4359.031867980957,4359.022458394368,0.0,1
86,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059127807617187,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0069141387939453,0.0069141387939453,0.496,1.36,2.0,1.0,8.88,9.04,3.744,112.0,3.704,20.0,20.0,0.0,-116.5215730667114,-319.7145462036133,213.1231427192688,442.9837465286256,-1479.301108254327,0.0093460083007812,4359.027194976807,4359.019041061401,0.0,1
