time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,a1_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_c_packet_loss_dl_percentage,a1_packet_loss_dl_percentage,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066040771935373,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0038795833346209,0.0044107437133789,0.0152587890625,0.0152587890625,0.496,1.36,0.0,0.0,8.88,9.04,25.152,123.64,27.344,20.0,20.0,0.0,-106.00726604461669,-323.4916925430298,209.93274450302124,453.6389350891114,0.0063555581229073,0.0084877014160156,0.0223159790039062,0.0101430075509207,3538.592,0
11,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062320955950229,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0043255942208426,0.0057220458984375,0.0164508819580078,0.0164508819580078,0.496,1.424,0.0,0.0,6.576,6.864,25.152,113.256,27.344,20.0,20.0,0.0,-36.0753059387207,-209.01548862457275,251.73884630203247,449.6401071548463,0.0063555581229073,0.0084877014160156,0.0223159790039062,0.0101430075509207,62.168,0
12,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.496,1.392,0.0,0.0,6.448,7.008,25.152,113.256,27.344,33.33333333333333,20.0,0.0,-108.03401470184323,-268.7440514564514,338.376522064209,553.4666538238525,0.0063555581229073,0.0084877014160156,0.0223159790039062,0.0101430075509207,1.192,0
13,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070703440699084,0.009775161743164,0.011444091796875,0.011444091796875,0.0038480725622144,0.0042915344238281,0.009775161743164,0.009775161743164,0.496,1.36,0.0,0.0,6.096,5.728,25.152,127.576,27.344,25.0,40.0,0.0,-84.9968433380127,-266.6320006052653,266.6489283243816,483.7801933288574,0.0063555581229073,0.0084877014160156,0.0223159790039062,0.0101430075509207,16578.872,0
14,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061559677124023,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0100135803222656,0.0100135803222656,0.496,1.424,0.0,0.0,8.88,9.04,25.152,112.0,27.344,20.0,20.0,0.0,-109.6184968948364,-322.2302794456482,210.52700281143188,448.5708951950074,0.0063555581229073,0.0084877014160156,0.0223159790039062,0.0101430075509207,0.0,0
15,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062429904937744,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,6.576,6.864,25.152,112.0,27.344,20.0,20.0,0.0,-40.62600135803223,-210.5035185813904,251.1298656463623,448.7928628921509,0.0063555581229073,0.0084877014160156,0.0223159790039062,0.0101430075509207,0.0,0
16,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061714649200439,0.0081062316894531,0.013589859008789,0.013589859008789,0.0,0.0,0.0143051147460937,0.0143051147460937,0.496,1.36,0.0,0.0,6.448,7.008,4.52,112.0,3.504,33.33333333333333,20.0,0.0,-111.0124826431274,-268.25404167175293,338.3421301841736,553.3457040786743,0.0080108642578125,0.01068115234375,0.0237941741943359,0.0126361846923828,0.0,0
17,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006147878086982,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0071525573730468,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.496,1.36,0.0,0.0,6.096,5.728,3.744,113.256,4.232,25.0,40.0,0.0,-89.60018157958984,-266.9827938079834,266.704797744751,477.9855728149414,0.006103515625,0.0077724456787109,0.0259876251220703,0.0129222869873046,1.192,0
18,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063352916964251,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.496,1.36,0.0,0.0,8.88,9.04,3.744,113.256,4.232,20.0,20.0,0.0,-112.72745132446286,-320.99342346191406,212.05884218215945,444.2219257354737,0.0064849853515625,0.0078678131103515,0.0204086303710937,0.0108718872070312,1.192,0
19,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0052452087402343,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,6.576,6.864,8.264,113.256,7.736,20.0,20.0,0.0,-45.61419486999512,-211.7478847503662,251.5937089920044,444.0523624420167,0.0064611434936523,0.0083684921264648,0.026249885559082,0.0107049942016601,1.192,0
20,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061392784118652,0.0083684921264648,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0095367431640625,0.0095367431640625,0.496,1.36,0.0,0.0,6.448,7.008,3.744,112.0,4.232,33.33333333333333,20.0,0.0,-115.23830890655516,-268.51099729537964,336.34036779403687,545.3861951828003,0.0064373016357421,0.0084400177001953,0.0242233276367187,0.0127315521240234,0.0,0
21,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061976968945555,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0042120615641276,0.0049591064453125,0.0085830688476562,0.0085830688476562,0.496,1.36,0.0,0.0,6.096,5.728,3.744,117.192,4.232,25.0,40.0,0.0,-93.79873275756836,-266.9753233591716,266.68500900268555,477.5340080261231,0.0064373016357421,0.0082015991210937,0.0207424163818359,0.0117301940917968,29.048,0
22,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061668566803434,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.007033348083496,0.0075101852416992,0.0085830688476562,0.0085830688476562,0.496,1.36,0.0,0.0,8.88,9.04,8.264,117.192,7.736,20.0,20.0,0.0,-116.62220954895017,-319.4747567176819,213.11622858047485,442.3745393753052,0.006413459777832,0.008392333984375,0.0265121459960937,0.01068115234375,20.112,0
23,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061213970184326,0.0083684921264648,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0100135803222656,0.0100135803222656,0.496,1.424,0.0,0.0,6.576,6.864,3.744,112.0,4.232,20.0,20.0,0.0,-36.74280643463135,-207.7652812004089,246.5505599975586,443.2097673416138,0.0071048736572265,0.0103473663330078,0.0220298767089843,0.0120162963867187,0.0,0
24,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062012553808107,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.005960464477539,0.005960464477539,0.0088214874267578,0.0088214874267578,0.496,1.424,0.0,0.0,6.448,7.008,3.744,113.256,4.232,33.33333333333333,20.0,0.0,-104.29549217224115,-268.4931755065918,340.34013748168945,562.0460987091064,0.0061511993408203,0.008249282836914,0.0207424163818359,0.0107765197753906,1.192,0
25,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.496,1.36,0.0,0.0,6.096,5.728,8.792,113.256,7.208,25.0,40.0,0.0,-80.99846839904785,-266.9806480407715,266.68580373128253,490.2676582336426,0.0067816840277777,0.0098228454589843,0.0255107879638671,0.0107721848921342,1.192,0
26,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0140666961669921,0.0140666961669921,0.496,1.36,0.0,0.0,8.88,9.04,3.744,113.256,4.232,20.0,20.0,0.0,-133.40871334075922,-323.49473237991333,210.50608158111567,450.4168033599854,0.0061988830566406,0.0080585479736328,0.0223636627197265,0.0118255615234375,1.192,0
27,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0119209289550781,0.0119209289550781,0.496,1.36,0.0,0.0,6.576,6.864,3.744,113.256,4.232,20.0,20.0,0.0,-36.2795352935791,-209.2488408088684,251.16151571273804,450.1683712005616,0.0061988830566406,0.0081539154052734,0.0205516815185546,0.0108718872070312,1.192,0
28,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0061988830566406,0.0116825103759765,0.0116825103759765,0.496,1.36,0.0,0.0,6.448,7.008,8.264,113.256,7.736,33.33333333333333,20.0,0.0,-107.4970722198486,-268.2526111602783,338.35160732269287,554.0730953216553,0.006270408630371,0.0088214874267578,0.0261545181274414,0.0106096267700195,1.192,0
29,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0071048736572265,0.0069141387939453,0.0061988830566406,0.0061988830566406,0.0138282775878906,0.0161170959472656,1.344,2.208,0.0,0.0,6.096,5.728,3.744,113.256,4.232,25.0,40.0,0.0,-86.45801544189453,-267.31419563293457,266.67292912801105,483.5352897644043,0.005960464477539,0.0076770782470703,0.0211715698242187,0.0110149383544921,1.192,0
30,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0061988830566406,0.00762939453125,0.00762939453125,0.496,1.36,0.0,0.0,8.88,9.04,3.744,113.256,4.232,20.0,20.0,0.0,-109.6187114715576,-321.9692707061768,210.95138788223267,448.4389543533326,0.0062942504882812,0.0080585479736328,0.0207901000976562,0.0110626220703125,1.192,0
31,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061288994936207,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.011444091796875,0.011444091796875,0.496,1.36,0.0,0.0,6.576,6.864,8.264,113.256,7.736,20.0,20.0,0.0,-40.62952995300293,-210.5119824409485,250.7151961326599,448.21565151214605,0.0059843063354492,0.0083684921264648,0.0289201736450195,0.0110387802124023,1.192,0
32,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062427710537886,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.005960464477539,0.005960464477539,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,6.448,7.008,4.272,113.256,3.704,33.33333333333333,20.0,0.0,-111.28699779510497,-268.265962600708,338.3402228355408,554.061770439148,0.005960464477539,0.0067949295043945,0.0203847885131835,0.0110069910685221,1.192,0
33,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060102832851125,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0100135803222656,0.0100135803222656,0.496,1.36,0.0,0.0,6.096,5.728,3.744,113.256,4.232,25.0,40.0,0.0,-89.22362327575684,-267.2817707061768,266.68715476989746,483.5742950439453,0.0072002410888671,0.0085830688476562,0.0208854675292968,0.0112056732177734,1.192,0
34,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006113052368164,0.0083684921264648,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0150203704833984,0.0150203704833984,0.496,1.36,0.0,0.0,8.88,9.04,8.264,112.0,7.736,20.0,20.0,0.0,-113.12274932861324,-320.7678198814392,212.11391687393188,443.8351154327393,0.0061750411987304,0.0081300735473632,0.0263929367065429,0.010848045349121,0.0,0
35,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068493259763254,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0038619732623768,0.0045299530029296,0.0066757202148437,0.0066757202148437,0.496,1.36,0.0,0.0,6.576,6.864,3.744,143.152,4.232,20.0,20.0,0.0,-45.963430404663086,-211.50445938110352,251.299262046814,443.6606407165528,0.0066757202148437,0.0087261199951171,0.0239372253417968,0.01220703125,28188.08,0
36,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006852458365521,0.0092983245849609,0.009775161743164,0.009775161743164,0.0038485155037954,0.0040531158447265,0.0143051147460937,0.0143051147460937,0.496,1.424,0.0,0.0,6.448,7.008,3.744,117.192,4.232,33.33333333333333,20.0,0.0,-115.5433893203735,-268.7367796897888,336.6087079048157,546.4009761810303,0.0061988830566406,0.0077247619628906,0.0209808349609375,0.0111579895019531,1614.488,0
