time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_c_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063863772790408,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0052792685372488,0.0116825103759765,0.0116825103759765,0.0067949295043945,0.0062670026506696,0.0078678131103515,0.496,1.424,6.448,7.04,134.592,33.33333333333333,20.0,25.152,27.344,-113.18731307983396,-268.50736141204834,336.3385200500488,546.021580696106,0.0215053558349609,0.0097547258649553,62.272,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062449143664671,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0049802992078993,0.013589859008789,0.013589859008789,0.0058650970458984,0.0062670026506696,0.0078678131103515,0.496,1.424,6.096,5.76,115.616,25.0,40.0,25.152,27.344,-90.6363010406494,-266.97079340616864,266.66704813639325,478.3264636993408,0.0215053558349609,0.0097547258649553,52.328,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063317332101698,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.005501967210036,0.0083446502685546,0.0083446502685546,0.0066280364990234,0.0062670026506696,0.0078678131103515,0.496,1.424,8.88,9.072,114.84,20.0,20.0,25.152,27.344,-114.43881988525388,-320.48577070236206,212.374210357666,443.9783096313477,0.0215053558349609,0.0097547258649553,39.576,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063741207122802,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0062670026506696,0.0078678131103515,0.496,1.424,6.576,6.928,112.0,20.0,20.0,25.152,27.344,-47.30169773101807,-212.01151609420776,251.06137990951535,443.77324581146246,0.0215053558349609,0.0097547258649553,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0081300735473632,0.0095367431640625,0.0095367431640625,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0062670026506696,0.0078678131103515,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,25.152,27.344,-116.92624092102048,-268.74858140945435,336.5867733955384,546.3505268096924,0.0215053558349609,0.0097547258649553,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006338357925415,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0062670026506696,0.0078678131103515,0.496,1.36,6.096,5.76,112.0,25.0,40.0,25.152,27.344,-94.63520050048828,-266.64241154988605,266.65234565734863,477.2992610931397,0.0215053558349609,0.0097547258649553,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063435948310206,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0065565109252929,0.0116825103759765,0.0116825103759765,0.0082969665527343,0.0062670026506696,0.0078678131103515,0.496,1.36,8.88,10.24,113.256,16.666666666666664,20.0,25.152,27.344,-39.61195945739746,-261.78112030029297,208.74422788619995,438.80920410156256,0.0215053558349609,0.0097547258649553,7.344,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063396081691834,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0051657358805338,0.0100135803222656,0.0100135803222656,0.0058412551879882,0.0,0.0,0.496,1.424,6.576,5.76,122.536,25.0,20.0,0.0,0.0,-81.01754188537598,-267.0023441314697,250.69904327392575,454.0616989135743,0.0,0.0,20.704,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061051762519191,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.005960464477539,0.0107288360595703,0.0107288360595703,0.005960464477539,0.0062942504882812,0.0080585479736328,0.496,1.36,6.448,7.04,113.256,33.33333333333333,20.0,4.52,3.504,-106.46326541900632,-268.7479257583618,340.5945897102356,562.0225667953491,0.0231266021728515,0.0123500823974609,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059401988983154,0.0081300735473632,0.00762939453125,0.00762939453125,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0057220458984375,0.0062227249145507,0.496,1.36,6.096,5.76,112.0,25.0,40.0,4.272,3.704,-83.41875076293945,-267.0084635416667,266.6688760121663,484.37671661376953,0.0197887420654296,0.0109275182088216,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063240528106689,0.0088453292846679,0.0081062316894531,0.0081062316894531,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0064849853515625,0.008702278137207,0.496,1.36,8.88,9.072,112.0,20.0,20.0,8.264,7.736,-107.12862014770504,-322.71653413772583,210.4958295822144,449.864673614502,0.0275611877441406,0.0112295150756835,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064489318103325,0.0085830688476562,0.00762939453125,0.00762939453125,0.0048732757568359,0.0083446502685546,0.0083446502685546,0.005960464477539,0.0,0.0,0.496,1.424,6.576,6.928,132.424,20.0,20.0,0.0,0.0,-38.58680725097656,-209.990918636322,251.1820197105408,449.3603706359864,0.0,0.0,106.936,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062978267669677,0.0083684921264648,0.0090599060058593,0.0090599060058593,0.0054240226745605,0.0090599060058593,0.0090599060058593,0.0064611434936523,0.0059127807617187,0.0074386596679687,0.496,1.424,6.448,7.04,112.0,33.33333333333333,20.0,3.744,4.232,-109.33651924133298,-268.01830530166626,338.34511041641235,554.0693283081055,0.0233650207519531,0.0116348266601562,20.96,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0071525573730468,0.0056743621826171,0.0073909759521484,0.496,1.36,6.096,5.76,113.256,25.0,40.0,3.744,4.232,-86.61117553710938,-266.99113845825195,266.6619618733724,483.5397243499756,0.0224590301513671,0.011301040649414,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0045299530029296,0.0112056732177734,0.0112056732177734,0.0045299530029296,0.0060717264811197,0.0077724456787109,0.496,1.36,8.88,9.072,113.256,20.0,20.0,12.008,11.968,-110.90805530548091,-321.7425346374512,211.28219366073608,448.3458518981934,0.0281810760498046,0.0110308329264322,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0083446502685546,0.00762939453125,0.00762939453125,0.0057220458984375,0.0133514404296875,0.0133514404296875,0.0057220458984375,0.0058650970458984,0.0072479248046875,0.496,1.36,6.576,6.928,113.256,20.0,20.0,3.744,4.232,-42.95942783355713,-210.7279896736145,250.39583444595337,447.8466749191285,0.0210285186767578,0.0109672546386718,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0057220458984375,0.0060796737670898,0.007939338684082,0.496,1.36,6.448,7.04,113.256,33.33333333333333,20.0,8.264,7.736,-113.46867084503172,-268.7584161758423,338.3440375328064,551.2439727783203,0.0266075134277343,0.0106573104858398,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0083446502685546,0.0079870223999023,0.0065565109252929,0.0057220458984375,0.00762939453125,0.0080108642578125,0.0057220458984375,0.0,0.0,1.344,2.208,6.096,5.76,113.256,25.0,40.0,0.0,0.0,-91.20969772338869,-266.62389437357587,266.67078336079913,477.5002479553223,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062272100165338,0.008559226989746,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0081539154052734,0.0068187713623046,0.0093936920166015,0.496,1.36,8.88,9.072,119.712,20.0,20.0,3.744,4.232,-114.1109466552734,-320.50198316574097,212.67086267471316,443.6272621154786,0.0207424163818359,0.0108242034912109,7.68,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0071048736572265,0.0091552734375,0.496,1.424,6.576,6.928,112.0,20.0,20.0,3.744,4.232,-48.01368713378906,-212.0044231414795,251.0054707527161,442.9468393325806,0.0222682952880859,0.0115394592285156,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061466919248969,0.0083446502685546,0.009775161743164,0.009775161743164,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0078678131103515,0.0061829884847005,0.008249282836914,0.496,1.36,6.448,7.04,113.256,33.33333333333333,20.0,12.008,11.968,-116.46752357482907,-268.7494158744812,336.3338112831116,545.3863620758057,0.0263690948486328,0.0106175740559895,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0081300735473632,0.0104904174804687,0.0104904174804687,0.0047683715820312,0.0145435333251953,0.0145435333251953,0.0047683715820312,0.0057697296142578,0.0071048736572265,0.496,1.36,6.096,5.76,112.696,25.0,40.0,3.744,4.232,-94.64845657348631,-266.6357358296712,266.65457089742023,476.5978336334229,0.0213623046875,0.0109672546386718,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0062227249145507,0.0082731246948242,0.496,1.36,8.88,10.24,113.256,16.666666666666664,20.0,8.264,7.736,-32.0338249206543,-261.79332733154297,209.2129588127136,454.2826890945435,0.0267505645751953,0.0106573104858398,1.192,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061511993408203,0.008249282836914,0.0073909759521484,0.0073909759521484,0.005824225289481,0.00762939453125,0.00762939453125,0.0066280364990234,0.0,0.0,0.496,1.424,6.576,5.76,126.856,25.0,20.0,0.0,0.0,-81.0429573059082,-267.0137882232666,250.4839301109314,453.956151008606,0.0,0.0,32.632,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0066280364990234,0.0082969665527343,0.496,1.424,6.448,7.04,117.192,33.33333333333333,20.0,3.744,4.232,-106.1683893203735,-268.496572971344,340.352475643158,561.3843202590942,0.0212669372558593,0.0112056732177734,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061488151550292,0.0081300735473632,0.00762939453125,0.00762939453125,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0059127807617187,0.007486343383789,0.496,1.36,6.096,5.76,112.0,25.0,40.0,3.744,4.232,-78.79619598388672,-260.6441179911296,266.6615645090739,489.33844566345215,0.0205516815185546,0.0107288360595703,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062048435211181,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0062942504882812,0.0083446502685546,0.496,1.36,8.88,9.072,112.0,20.0,20.0,7.488,8.464,-107.37407207489012,-327.7209997177124,211.3102674484253,449.8310327529908,0.0282049179077148,0.0113248825073242,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062023721090177,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0044754573277064,0.0078678131103515,0.0078678131103515,0.0058650970458984,0.0062227249145507,0.0084400177001953,0.496,1.424,6.576,6.928,125.0,20.0,20.0,8.264,7.736,-38.61756324768066,-209.999680519104,250.36442279815677,448.6952781677247,0.029301643371582,0.0113725662231445,257.656,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006174096966734,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0052452087402343,0.0095367431640625,0.0095367431640625,0.0063419342041015,0.0060796737670898,0.0082015991210937,0.496,1.424,6.448,7.04,115.712,33.33333333333333,20.0,8.264,7.736,-109.55631732940672,-267.98176765441895,338.35524320602417,553.3967733383179,0.027775764465332,0.010991096496582,37.168,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061419472765566,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0042915344238281,0.0085830688476562,0.0085830688476562,0.0042915344238281,0.0,0.0,0.496,1.36,6.096,5.76,113.256,25.0,40.0,0.0,0.0,-86.6358757019043,-267.0183181762696,266.640583674113,482.9643249511719,0.0,0.0,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062799453735351,0.0088214874267578,0.009775161743164,0.009775161743164,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.496,1.36,8.88,9.072,112.0,20.0,20.0,0.0,0.0,-111.36066913604732,-321.7443823814392,211.15732192993164,448.0862140655518,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061309337615966,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0060081481933593,0.0075340270996093,0.496,1.36,6.576,6.928,112.0,20.0,20.0,3.744,4.232,-42.62509346008301,-211.0034823417664,252.527117729187,450.5023479461671,0.0214576721191406,0.0111579895019531,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059282779693603,0.0079154968261718,0.00762939453125,0.00762939453125,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0060319900512695,0.0081300735473632,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,7.488,8.464,-113.08338642120358,-268.2188153266907,336.3339900970459,545.315957069397,0.0290870666503906,0.0110626220703125,0.0,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0078916549682617,0.0081062316894531,0.0081062316894531,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0107288360595703,0.0107288360595703,0.496,1.36,6.096,5.76,112.0,25.0,40.0,0.592,0.592,-91.45622253417967,-267.33120282491046,266.6962146759033,477.56519317626953,868.0405139923096,868.0284023284912,0.0,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062047845066183,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0061988830566406,0.0147819519042968,0.0147819519042968,0.0063896179199218,0.0074590955461774,0.0102519989013671,0.496,1.36,8.88,9.072,116.656,20.0,20.0,4.784,6.816,-114.12084102630612,-320.2517032623291,212.5719785690308,443.6107397079468,868.0275440216064,868.0173669542585,4.304,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061537455586553,0.008702278137207,0.0073909759521484,0.0073909759521484,0.0048364911760602,0.0133514404296875,0.0133514404296875,0.005960464477539,0.0137488047281901,0.0157356262207031,0.496,1.424,6.576,6.928,133.088,20.0,20.0,2.704,1.648,-48.01783561706543,-211.99381351470947,251.0938048362732,443.05109977722174,868.0406093597412,868.0272102355957,40.6,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060684052272815,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0131130218505859,0.0131130218505859,0.005960464477539,0.0097155570983886,0.0108957290649414,0.496,1.424,6.448,7.04,113.256,33.33333333333333,20.0,3.464,2.976,-116.24586582183836,-268.75776052474976,336.34859323501587,545.4064607620239,868.0228233337402,868.0155754089355,1.192,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063419342041015,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0090003013610839,0.0108242034912109,0.496,1.36,6.096,5.76,112.0,25.0,40.0,3.68,3.64,-94.64826583862305,-266.65568351745605,266.6611671447754,476.7220973968506,868.0319309234619,868.0192232131958,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060304480405589,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0090599060058593,0.0102043151855468,0.496,1.424,8.88,10.24,114.296,16.666666666666664,20.0,2.176,1.12,-39.58330154418945,-261.7910385131836,208.61738920211792,442.2731399536133,868.0146932601929,868.0142164230347,2.008,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006319871589319,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0057220458984375,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0086625417073567,0.0108718872070312,0.496,1.424,6.576,5.76,117.192,25.0,20.0,2.872,2.384,-81.04066848754883,-266.9969399770101,251.0586380958557,454.20482158660894,868.0194854736328,868.0171966552734,10.76,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060212612152099,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0143051147460937,0.0143051147460937,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,1.056,0.528,-106.09052181243894,-268.48673820495605,340.33453464508057,561.3370895385742,868.0484294891357,868.0484294891357,0.0,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060992454414937,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0042915344238281,0.009775161743164,0.009775161743164,0.0042915344238281,0.0100135803222656,0.0100135803222656,0.496,1.36,6.096,5.76,113.256,25.0,40.0,0.592,0.592,-83.46138000488281,-267.3209508260091,266.70177777608234,484.2170238494873,868.0248737335205,868.0193424224854,1.192,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060007939884318,0.0081062316894531,0.00762939453125,0.00762939453125,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.0092983245849609,0.0068346659342447,0.0091552734375,0.496,1.36,8.88,9.072,113.256,20.0,20.0,2.096,3.112,-107.790732383728,-322.74800539016724,210.9739780426025,449.6019124984742,868.0213451385498,868.02077293396,1.192,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064550940670184,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0042915344238281,0.0081062316894531,0.0081062316894531,0.0042915344238281,0.0145435333251953,0.0145435333251953,0.496,1.36,6.576,6.928,113.256,20.0,20.0,1.056,0.528,-38.570475578308105,-209.9881172180176,250.68700313568115,448.68564605712896,868.0423498153687,868.0390119552612,1.192,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062358379364013,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0092983245849609,0.0092983245849609,0.0,0.010848045349121,0.0109434127807617,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,1.184,1.184,-109.569239616394,-267.981231212616,338.3614420890808,553.4268856048584,868.0195569992065,868.0155873298645,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060260295867919,0.0083684921264648,0.0088214874267578,0.0088214874267578,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0087193080357142,0.0127792358398437,0.496,1.36,6.096,5.76,112.0,25.0,40.0,5.248,6.752,-86.62652969360352,-267.0438289642334,266.632874806722,483.5091590881348,868.0211544036865,868.0172562599182,0.0,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060689449310302,0.0081300735473632,0.0100135803222656,0.0100135803222656,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0134706497192382,0.0166177749633789,0.496,1.36,8.88,9.072,112.0,20.0,20.0,1.648,1.12,-117.05634593963616,-321.7213749885559,211.26073598861691,443.9735651016236,868.0361986160278,868.0250644683838,0.0,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061445897168452,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.007969992501395,0.0112056732177734,0.496,1.36,6.576,6.928,118.368,20.0,20.0,4.784,6.816,-42.30766296386719,-210.74986457824707,250.4260540008545,447.8628396987916,868.0230140686035,868.0159023829868,5.792,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061514365732373,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0057220458984375,0.0092983245849609,0.0092983245849609,0.0057220458984375,0.0120004018147786,0.0145912170410156,0.496,1.424,6.448,7.04,113.256,33.33333333333333,20.0,2.704,1.648,-113.01891803741452,-268.74202489852905,338.3476734161377,550.9714603424072,868.0366516113281,868.0268923441569,1.192,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061882075978748,0.0081062316894531,0.01068115234375,0.0104904174804687,0.0090599060058593,0.0103712081909179,0.0119924545288085,0.0090599060058593,0.0076889991760253,0.0103712081909179,1.344,2.208,6.096,5.76,113.256,25.0,40.0,3.464,2.976,-91.42932891845705,-266.9751644134521,266.6720549265544,477.4564743041992,868.0264711380005,868.0205941200256,1.192,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006147878086982,0.00762939453125,0.009775161743164,0.009775161743164,0.0050067901611328,0.0078678131103515,0.0078678131103515,0.0050067901611328,0.0093579292297363,0.0132560729980468,0.496,1.36,8.88,9.072,113.256,20.0,20.0,3.152,3.64,-114.09699916839595,-320.2400207519531,212.5665545463562,443.6618804931641,868.0272102355957,868.0168986320496,1.192,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059771537780761,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0084638595581054,0.0089406967163085,0.496,1.36,6.576,6.928,112.0,20.0,20.0,2.176,1.12,-48.37160110473633,-212.2628688812256,251.10292434692383,443.0415868759156,868.022608757019,868.0213689804077,0.0,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062179565429687,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0086625417073567,0.0117301940917968,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,2.872,2.384,-116.54236316680904,-268.224835395813,336.34430170059204,545.4269170761108,868.0120229721069,868.0113554000854,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0081300735473632,0.009775161743164,0.009775161743164,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0138282775878906,0.0138282775878906,0.496,1.36,6.096,5.76,112.0,25.0,40.0,1.056,0.528,-94.64111328125,-267.0281728108724,266.668160756429,477.2483348846436,868.0353164672852,868.0353164672852,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061893463134765,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0107288360595703,0.0107288360595703,0.496,1.36,8.88,10.24,112.0,16.666666666666664,20.0,0.592,0.592,-39.66245651245117,-261.7809772491455,208.8380455970764,442.1061277389527,868.0176734924316,868.0148124694824,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060321074988454,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0063578287760416,0.0116825103759765,0.0116825103759765,0.0072956085205078,0.0071525573730468,0.0102519989013671,0.496,1.36,6.576,5.76,117.784,25.0,20.0,2.096,3.112,-80.98974227905273,-266.9833501180013,250.5894899368286,453.9901494979859,868.015718460083,868.0136203765869,5.144,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060884823352832,0.0083446502685546,0.00762939453125,0.00762939453125,0.0054359436035156,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0147819519042968,0.0147819519042968,0.496,1.424,6.448,7.04,120.808,33.33333333333333,20.0,1.056,0.528,-106.4059734344482,-268.7557339668274,340.5861258506775,562.0601654052734,868.0477142333984,868.046760559082,29.032,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.0045299530029296,0.0107288360595703,0.0107288360595703,0.0045299530029296,0.0102519989013671,0.0104427337646484,0.496,1.424,6.096,5.76,113.256,25.0,40.0,1.184,1.184,-82.67431259155273,-266.6597366333008,266.6935125986735,489.3815040588379,868.0167198181152,868.0145144462585,1.192,1
