time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_packet_loss_ul_percentage,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061493108768274,0.0081062316894531,0.009775161743164,0.009775161743164,0.005801518758138,0.0076770782470703,0.0081062316894531,0.0081062316894531,0.007682376437717,0.0071128209431966,0.0074307123819986,0.011444091796875,0.0100135803222656,0.0100135803222656,0.0,0.496,1.36,7.936,6.432,9.856,10.24,118.448,85.01742102883078,85.03365516662598,17.064,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059964069769011,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0054836273193359,0.0054836273193359,0.0107288360595703,0.0107288360595703,0.0084913693941556,0.0065803527832031,0.0062783559163411,0.012516975402832,0.0096321105957031,0.0089406967163085,0.0,0.496,1.36,19.576,20.096,6.448,7.04,112.136,85.01527706782024,85.03046035766602,1.192,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060655102871432,0.0083446502685546,0.00762939453125,0.00762939453125,0.0040531158447265,0.0040531158447265,0.0073909759521484,0.0073909759521484,0.0,0.0084400177001953,0.0061392784118652,0.0,0.0132560729980468,0.0073194503784179,0.0,0.496,1.36,0.0,0.0,6.096,5.76,113.816,85.03437042236328,85.03437042236328,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060655102871432,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0040531158447265,0.0040531158447265,0.0081062316894531,0.0081062316894531,0.008559226989746,0.0065565109252929,0.0066757202148437,0.0131845474243164,0.0086784362792968,0.0077486038208007,0.0,0.496,1.36,7.736,8.264,5.6,5.76,113.816,85.01590622795953,85.02826690673828,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060655102871432,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0040531158447265,0.0040531158447265,0.0092983245849609,0.0092983245849609,0.0,0.0063578287760416,0.007033348083496,0.0,0.0079870223999023,0.0084638595581054,0.0,0.496,1.36,0.0,0.0,9.856,10.24,113.816,0.0,0.0,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060655102871432,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0040531158447265,0.0040531158447265,0.011444091796875,0.011444091796875,0.0088691711425781,0.0057697296142578,0.0069141387939453,0.012969970703125,0.0074386596679687,0.0083446502685546,0.0,0.496,1.36,4.232,3.744,6.448,7.04,113.816,85.01620292663574,85.02697944641113,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060837049991036,0.0078678131103515,0.0098228454589843,0.0081062316894531,0.0043255942208426,0.0056266784667968,0.0154972076416015,0.0206470489501953,0.0090599060058593,0.0072002410888671,0.0079870223999023,0.0090599060058593,0.0101089477539062,0.0089168548583984,0.0,1.344,2.208,0.592,0.592,6.096,5.76,141.808,85.01768112182617,85.02845764160156,273.744,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059049908477481,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0065167744954427,0.0078678131103515,0.009775161743164,0.009775161743164,0.0088214874267578,0.0054240226745605,0.0085830688476562,0.0133514404296875,0.0061273574829101,0.0093936920166015,0.0,0.496,1.36,7.872,6.896,5.6,5.76,115.76,85.01846449715751,85.03036499023438,10.264,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095585154063,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0065565109252929,0.0066518783569335,0.00762939453125,0.00762939453125,0.0083128611246744,0.0059207280476888,0.0065962473551432,0.0122547149658203,0.0071525573730468,0.007033348083496,0.0,0.496,1.36,11.968,12.008,9.856,10.24,113.256,85.0153923034668,85.03084182739258,3.664,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006193010677845,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0038870671547283,0.0045299530029296,0.0083446502685546,0.0083446502685546,0.007735358344184,0.005340576171875,0.0081459681193033,0.0110626220703125,0.0061988830566406,0.010848045349121,0.0,0.496,1.36,7.208,7.208,6.448,7.04,123.64,85.0147008895874,85.02824306488037,6643.288,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060539149758803,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0154972076416015,0.0072479248046875,0.0075101852416992,0.0154972076416015,0.0103950500488281,0.0084638595581054,0.0,0.496,1.36,0.528,1.056,6.096,5.76,111.44,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060351926888992,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0067949295043945,0.0079870223999023,0.0,0.008559226989746,0.0093698501586914,0.0,0.496,1.36,0.0,0.0,5.6,5.76,112.56,0.0,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058713585439354,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0085353851318359,0.0069936116536458,0.0072717666625976,0.0113964080810546,0.0096559524536132,0.0082254409790039,0.0,0.496,1.36,4.232,3.744,9.856,10.24,110.88,85.0184440612793,85.03036499023438,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064014231117026,0.0084638595581054,0.0088214874267578,0.0088214874267578,0.0039147294085958,0.0047683715820312,0.0092983245849609,0.0092983245849609,0.0083446502685546,0.0055313110351562,0.0075499216715494,0.0126838684082031,0.0070571899414062,0.0094175338745117,0.0,0.496,1.36,4.232,3.744,6.448,7.04,126.064,85.01524925231934,85.0250244140625,5056.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059356783876324,0.0081062316894531,0.00762939453125,0.00762939453125,0.0040878852208455,0.0048398971557617,0.0104904174804687,0.0104904174804687,0.0086264176802201,0.0077724456787109,0.0057816505432128,0.0112056732177734,0.0117778778076171,0.0063657760620117,0.0,0.496,1.36,9.056,8.08,6.096,5.76,118.448,85.01702088576097,85.03341674804688,514.176,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057920294614573,0.0073909759521484,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0057220458984375,0.0089274512396918,0.005960464477539,0.0074505805969238,0.0123977661132812,0.0071048736572265,0.0100135803222656,0.0,0.496,1.36,7.144,7.672,5.6,5.76,113.256,85.01669338771275,85.02426147460938,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061573673836627,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0069141387939453,0.0069141387939453,0.0087261199951171,0.006715456644694,0.0075101852416992,0.0135183334350585,0.0082254409790039,0.0092983245849609,0.0,0.496,1.36,7.736,8.264,9.856,10.24,113.256,85.01613140106201,85.02941131591797,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061452388763427,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0056743621826171,0.0065167744954427,0.0,0.0063419342041015,0.0079870223999023,0.0,0.496,1.36,0.0,0.0,6.448,7.04,112.0,0.0,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059805294074634,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0038858187400688,0.0045299530029296,0.0069141387939453,0.0069141387939453,0.0,0.0072479248046875,0.0066757202148437,0.0,0.0107288360595703,0.0084161758422851,0.0,0.496,1.36,0.0,0.0,6.096,5.76,129.936,0.0,0.0,3272.184,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062842867267665,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.003868611014668,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0085353851318359,0.0054836273193359,0.007033348083496,0.01373291015625,0.0072002410888671,0.008249282836914,0.0,0.496,1.36,4.232,3.744,5.6,5.76,117.192,85.01706123352051,85.02845764160156,2239.944,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059282779693603,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0,0.0,0.013589859008789,0.013589859008789,0.0084400177001953,0.005801518758138,0.0067551930745442,0.0133752822875976,0.00762939453125,0.0078678131103515,0.0,0.496,1.36,8.464,7.488,9.856,10.24,112.0,85.01636981964111,85.03360748291016,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059994140473922,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0123977661132812,0.0123977661132812,0.0087564641779119,0.0059127807617187,0.0079075495402018,0.0119209289550781,0.0070095062255859,0.0109672546386718,0.0,0.496,1.36,8.328,8.856,6.448,7.04,117.752,85.01568207373985,85.03141403198242,8.712,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059901185296661,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0057220458984375,0.0057220458984375,0.0104904174804687,0.0104904174804687,0.0082254409790039,0.0089645385742187,0.0098943710327148,0.0121593475341796,0.0128746032714843,0.0132083892822265,0.0,0.496,1.36,3.64,3.152,6.096,5.76,113.256,85.01005172729492,85.0102424621582,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060153007507324,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0057220458984375,0.0183582305908203,0.0183582305908203,0.0081539154052734,0.0056028366088867,0.0069737434387207,0.013136863708496,0.0063896179199218,0.0084877014160156,0.0,0.496,1.36,7.736,8.264,5.6,5.76,112.696,85.01386642456055,85.02733707427979,1.192,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059651623805755,0.0078678131103515,0.009775161743164,0.009775161743164,0.0042915344238281,0.0042915344238281,0.0088214874267578,0.0088214874267578,0.0,0.0065565109252929,0.0065565109252929,0.0,0.0079870223999023,0.0078678131103515,0.0,0.496,1.36,0.0,0.0,9.856,10.24,114.376,0.0,0.0,1.192,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059130179941357,0.0078678131103515,0.00762939453125,0.00762939453125,0.0051259994506835,0.0061750411987304,0.0128746032714843,0.0128746032714843,0.00762939453125,0.006103515625,0.0068346659342447,0.0106096267700195,0.0089645385742187,0.0091791152954101,0.0,0.496,1.36,3.704,2.688,6.448,7.04,117.192,85.01696586608887,85.0285530090332,24.144,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062143802642822,0.0083446502685546,0.00762939453125,0.00762939453125,0.004132588704427,0.0051259994506835,0.0102519989013671,0.0102519989013671,0.0131130218505859,0.0056136738170276,0.0071525573730468,0.0131130218505859,0.0066757202148437,0.0095367431640625,0.0,0.496,1.36,0.528,1.056,15.984,29.488,112.0,85.04247665405273,85.04247665405273,69.68,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007325527714748,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0038535922181372,0.0045299530029296,0.0088214874267578,0.0088214874267578,0.0091791152954101,0.0056028366088867,0.0079870223999023,0.0150918960571289,0.007486343383789,0.0097036361694335,0.0,0.496,1.36,8.464,7.488,5.6,5.76,142.032,85.01450220743816,85.02035140991211,28572.272,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061823589967028,0.008559226989746,0.0083446502685546,0.0083446502685546,0.004385198865618,0.0060319900512695,0.0162124633789062,0.0162124633789062,0.0086466471354166,0.0065167744954427,0.0071525573730468,0.0123977661132812,0.0091791152954101,0.0095367431640625,0.0,0.496,1.36,11.968,12.536,9.856,10.24,117.752,85.01461148262024,85.03186702728271,282.048,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063116327295162,0.0085830688476562,0.00762939453125,0.00762939453125,0.0042915344238281,0.0042915344238281,0.0154972076416015,0.0154972076416015,0.0091791152954101,0.0067624178799715,0.0075193551870492,0.0123977661132812,0.0095367431640625,0.0091075897216796,0.0,0.496,1.36,3.704,2.688,27.44,19.536,114.312,85.01819769541423,85.03282070159912,1.192,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060215372170133,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0049471855163574,0.0080823898315429,0.0181198120117187,0.0181198120117187,0.0083843866984049,0.0060796737670898,0.006103515625,0.0131130218505859,0.0073909759521484,0.0071048736572265,0.0,0.496,1.36,4.032,5.576,6.592,6.416,123.64,85.01243591308594,85.01627445220947,126.624,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061502504111522,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0064373016357421,0.0095367431640625,0.0095367431640625,0.0,0.0079870223999023,0.0072121620178222,0.0,0.0120401382446289,0.0078916549682617,0.0,0.496,1.36,0.0,0.0,5.6,5.76,113.256,0.0,0.0,1.192,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061502504111522,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0085830688476562,0.0063578287760416,0.0065167744954427,0.0130176544189453,0.0072717666625976,0.0079870223999023,0.0,0.496,1.36,4.232,3.744,9.856,10.24,113.256,85.0153923034668,85.02564430236816,1.192,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061502504111522,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0084877014160156,0.0063419342041015,0.0064373016357421,0.0125885009765625,0.009775161743164,0.0083446502685546,0.0,0.496,1.36,4.232,3.744,6.448,7.04,113.256,85.01715660095215,85.0306510925293,1.192,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059203346176902,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0057697296142578,0.0061988830566406,0.0061988830566406,0.0081062316894531,0.0063419342041015,0.0072717666625976,0.0107288360595703,0.0077724456787109,0.0081300735473632,0.0,0.496,1.36,4.824,4.336,6.096,5.76,118.064,85.01705527305603,85.0330114364624,5.488,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061760045061207,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0083276203700474,0.0070929527282714,0.0061988830566406,0.0128746032714843,0.0104188919067382,0.007176399230957,0.0,0.496,1.36,11.376,11.416,5.6,5.76,110.88,85.01499891281128,85.03410816192627,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0133514404296875,0.0133514404296875,0.0084638595581054,0.0067949295043945,0.0069538752237955,0.0126600265502929,0.0082254409790039,0.008702278137207,0.0,0.496,1.36,7.736,8.264,9.856,10.24,113.256,85.01873016357422,85.02907752990723,1.192,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060743360377069,0.0081062316894531,0.0064849853515625,0.0057220458984375,0.005960464477539,0.005960464477539,0.0106096267700195,0.0107049942016601,0.0,0.0069141387939453,0.0075499216715494,0.0,0.0095367431640625,0.0095367431640625,0.0,1.344,2.208,0.0,0.0,6.448,7.04,113.256,0.0,0.0,1.192,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059463707684296,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0057220458984375,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0,0.0061511993408203,0.0070929527282714,0.0,0.007486343383789,0.0080347061157226,0.0,0.496,1.36,0.0,0.0,6.096,5.76,114.376,0.0,0.0,1.192,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060182629209576,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0087261199951171,0.0079870223999023,0.0084638595581054,0.0120162963867187,0.012373924255371,0.009465217590332,0.0,0.496,1.36,4.232,3.744,5.6,5.76,110.88,85.01605987548828,85.02655029296875,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061174430469475,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0090599060058593,0.0074704488118489,0.0072717666625976,0.012516975402832,0.010848045349121,0.0094175338745117,0.0,0.496,1.36,4.824,4.336,9.856,10.24,113.12,85.01973748207092,85.03856658935547,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061225891113281,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0084180098313551,0.007486343383789,0.0060796737670898,0.0134468078613281,0.0113964080810546,0.0071525573730468,0.0,0.496,1.36,10.848,10.36,6.448,7.04,112.0,85.01640955607097,85.03146171569824,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060129165649414,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0094175338745117,0.0097274780273437,0.0069141387939453,0.0144243240356445,0.0165462493896484,0.0097274780273437,0.0,0.496,1.36,4.76,4.8,6.096,5.76,112.0,85.01520156860352,85.02449989318848,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060992454414937,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0057220458984375,0.0112056732177734,0.0112056732177734,0.0079154968261718,0.0069737434387207,0.005960464477539,0.0114679336547851,0.0100374221801757,0.0063657760620117,0.0,0.496,1.36,7.736,8.264,5.6,5.76,113.256,85.01436710357666,85.02864837646484,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060179724765183,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0052452087402343,0.0052452087402343,0.0133514404296875,0.0133514404296875,0.0,0.0059207280476888,0.00762939453125,0.0,0.0066757202148437,0.0085830688476562,0.0,0.496,1.36,0.0,0.0,9.856,10.24,112.136,0.0,0.0,1.192,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061585535457478,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0045299530029296,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0,0.0053882598876953,0.0074307123819986,0.0,0.0069141387939453,0.0090599060058593,0.0,0.496,1.36,0.0,0.0,6.448,7.04,113.256,85.03532409667969,85.03532409667969,1.192,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062380264054483,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0087738037109375,0.0076770782470703,0.0064969062805175,0.0122547149658203,0.0107288360595703,0.007176399230957,0.0,0.496,1.36,4.232,3.744,6.096,5.76,112.56,85.01040935516357,85.0121259689331,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061395749523865,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0085353851318359,0.0075697898864746,0.0080466270446777,0.0122070312499999,0.0106573104858398,0.0092983245849609,0.0,0.496,1.36,8.464,7.488,5.6,5.76,112.56,85.01899242401123,85.03444194793701,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062073119963058,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0119209289550781,0.0119209289550781,0.007765633719308,0.0072320302327473,0.00762939453125,0.0118970870971679,0.0101327896118164,0.009775161743164,0.0,0.496,1.36,11.44,10.952,9.856,10.24,110.88,85.01629829406738,85.03084182739258,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0138282775878906,0.0069141387939453,0.0071525573730468,0.0138282775878906,0.0105857849121093,0.0090599060058593,0.0,0.496,1.36,0.528,1.056,6.448,7.04,112.56,85.03460884094238,85.03460884094238,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060926569570409,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0045299530029296,0.0045299530029296,0.0143051147460937,0.0143051147460937,0.0079870223999023,0.0078678131103515,0.0081062316894531,0.0115394592285156,0.0106334686279296,0.0125646591186523,0.0,0.496,1.36,7.736,8.264,6.096,5.76,113.816,85.01383993360731,85.02111434936523,1.192,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0064373016357421,0.0064373016357421,0.0,0.0060200691223144,0.0082254409790039,0.0,0.0085353851318359,0.0095844268798828,0.0,0.496,1.36,0.0,0.0,5.6,5.76,113.256,0.0,0.0,1.192,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059832280604683,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.005960464477539,0.005960464477539,0.0133514404296875,0.0133514404296875,0.0089168548583984,0.0062783559163411,0.0070730845133463,0.012063980102539,0.0078678131103515,0.0081062316894531,0.0,0.496,1.36,4.232,3.744,9.856,10.24,112.136,85.01591682434082,85.02721786499023,1.192,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060987472534179,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0236034393310546,0.0236034393310546,0.0102519989013671,0.0072002410888671,0.0069141387939453,0.0102519989013671,0.0111103057861328,0.0082254409790039,0.0,0.496,1.36,0.592,0.592,6.448,7.04,112.0,85.01672744750977,85.02640724182129,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00598245454066,0.0082254409790039,0.0081062316894531,0.0081062316894531,0.0047236680984497,0.0065565109252929,0.011444091796875,0.011444091796875,0.0093248155381944,0.0088214874267578,0.00762939453125,0.0139236450195312,0.0157833099365234,0.0086307525634765,0.0,0.496,1.36,7.872,6.896,6.096,5.76,141.248,85.01645496913365,85.02459526062012,148.432,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062364662809324,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0041663646697998,0.0050306320190429,0.0133514404296875,0.0133514404296875,0.0082969665527343,0.0084638595581054,0.00762939453125,0.0111103057861328,0.0125885009765625,0.0102519989013671,0.0,0.496,1.36,11.968,12.008,5.6,5.76,118.312,85.01543998718262,85.03317832946777,446.832,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0104904174804687,0.0104904174804687,0.008702278137207,0.0062386194864908,0.0062386194864908,0.0118017196655273,0.0073909759521484,0.0071525573730468,0.0,0.496,1.36,4.824,4.336,9.856,10.24,112.0,85.01753211021423,85.0353479385376,0.0,1
