time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_packet_loss_ul_percentage,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060141086578369,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0047683715820312,0.0047683715820312,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.696,0.0,0.0,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058436393737792,0.0078916549682617,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0123977661132812,0.0123977661132812,0.006258487701416,0.0,0.0,0.0084161758422851,0.0,0.0,0.0,0.496,1.36,15.544,14.52,0.0,0.0,112.0,0.0098466873168945,0.0216007232666015,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058554186679349,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0077486038208007,0.0080347061157226,0.0140666961669921,0.0140666961669921,0.0056266784667968,0.0,0.0,0.0071525573730468,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,120.624,0.0113487243652343,0.0201702117919921,13.776,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058554186679349,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0077486038208007,0.0080347061157226,0.0081062316894531,0.0081062316894531,0.0058174133300781,0.0,0.0,0.008249282836914,0.0,0.0,0.0,0.496,1.36,11.968,12.008,0.0,0.0,120.624,0.0102837880452473,0.0251293182373046,13.776,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058554186679349,0.0078678131103515,0.0088214874267578,0.0069141387939453,0.0077486038208007,0.0080347061157226,0.0116825103759765,0.0124454498291015,0.0057220458984375,0.0,0.0,0.0072479248046875,0.0,0.0,0.0,1.344,2.208,4.232,3.744,0.0,0.0,120.624,0.0105857849121093,0.0204086303710937,13.776,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059118318320506,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0050067901611328,0.0050067901611328,0.0078678131103515,0.0078678131103515,0.0074148178100585,0.0,0.0,0.0098943710327148,0.0,0.0,0.0,0.496,1.36,7.736,8.264,0.0,0.0,113.256,0.010991096496582,0.0278234481811523,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057822406882106,0.0073909759521484,0.00762939453125,0.00762939453125,0.0052849451700846,0.0073909759521484,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,51.552,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060230198473033,0.0080823898315429,0.0061988830566406,0.0061988830566406,0.0049591064453125,0.006866455078125,0.0121593475341796,0.0121593475341796,0.005960464477539,0.0,0.0,0.0077247619628906,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,118.448,0.0109195709228515,0.0211715698242187,39.112,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069488599462416,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0039806682101929,0.0047683715820312,0.0069141387939453,0.0069141387939453,0.0060558319091796,0.0,0.0,0.0077724456787109,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,143.152,0.0108242034912109,0.0204086303710937,5574.152,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062298774719238,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0042404447283063,0.0052452087402343,0.0119209289550781,0.0119209289550781,0.0057379404703776,0.0,0.0,0.0081539154052734,0.0,0.0,0.0,0.496,1.36,11.968,12.008,0.0,0.0,112.0,0.0104109446207682,0.0264167785644531,1107.36,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063464193060846,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0042451752556694,0.0050067901611328,0.0181198120117187,0.0181198120117187,0.0057220458984375,0.0,0.0,0.0072956085205078,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,117.752,0.0103473663330078,0.0198841094970703,993.952,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063008929959577,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0042408070665724,0.0054121017456054,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0,0.0,0.0087261199951171,0.0,0.0,0.0,0.496,1.36,7.736,8.264,0.0,0.0,121.824,0.0105619430541992,0.0263452529907226,913.424,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060019801505169,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.004876743663441,0.0059366226196289,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,218.72,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064989820641664,0.0085830688476562,0.00762939453125,0.00762939453125,0.004155907088411,0.0051021575927734,0.0066757202148437,0.0066757202148437,0.0055789947509765,0.0,0.0,0.0073432922363281,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,117.888,0.0108718872070312,0.0212669372558593,1640.664,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808540570853,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0044288057269472,0.0056743621826171,0.009775161743164,0.009775161743164,0.0056743621826171,0.0,0.0,0.0072956085205078,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,118.448,0.0107765197753906,0.0210285186767578,261.24,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059127807617187,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0090599060058593,0.0090599060058593,0.005801518758138,0.0,0.0,0.0080108642578125,0.0,0.0,0.0,0.496,1.36,11.968,12.008,0.0,0.0,112.0,0.0109036763509114,0.028848648071289,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060430847772277,0.0080823898315429,0.0090599060058593,0.0090599060058593,0.0042319297790527,0.0051736831665039,0.0083446502685546,0.0083446502685546,0.0059127807617187,0.0,0.0,0.0077247619628906,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,121.056,0.0111103057861328,0.0219345092773437,73.712,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060814530102174,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.003970586336576,0.0047683715820312,0.0119209289550781,0.0119209289550781,0.0056982040405273,0.0,0.0,0.0076532363891601,0.0,0.0,0.0,0.496,1.36,7.736,8.264,0.0,0.0,117.192,0.0104665756225585,0.0258684158325195,863.984,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061436826959619,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.003873256214878,0.0042915344238281,0.0066757202148437,0.0066757202148437,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0125408172607421,0.0096797943115234,0.0,0.496,1.36,0.0,0.0,1.696,1.696,118.312,0.0,0.0,2528.576,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056980842321961,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0057220458984375,0.0,0.0,0.0072956085205078,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,112.136,0.0104904174804687,0.0201702117919921,1.192,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058679438349026,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0061988830566406,0.0102519989013671,0.0102519989013671,0.0089168548583984,0.0,0.0,0.0127792358398437,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,113.256,85.01901626586914,85.03265380859375,1.192,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058845501040937,0.00762939453125,0.00762939453125,0.00762939453125,0.0050067901611328,0.0050067901611328,0.0138282775878906,0.0138282775878906,0.0081062316894531,0.0,0.0,0.0120162963867187,0.0,0.0,0.0,0.496,1.36,11.968,12.008,0.0,0.0,113.256,85.01807848612468,85.0334644317627,1.192,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060118880926394,0.0078678131103515,0.00762939453125,0.00762939453125,0.0042336658366675,0.0052452087402343,0.0102519989013671,0.0102519989013671,0.0101089477539062,0.0,0.0,0.0144481658935546,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,129.536,85.01572608947754,85.02697944641113,1070.232,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058746337890625,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0061988830566406,0.0061988830566406,0.007947285970052,0.0,0.0,0.0124454498291015,0.0,0.0,0.0,0.496,1.36,7.208,7.208,0.0,0.0,112.0,85.01414819197221,85.02864837646484,0.0,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061705560967473,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0042336658366675,0.0050067901611328,0.0121593475341796,0.0121593475341796,0.0095367431640625,0.0,0.0,0.0095367431640625,0.0,0.0,0.0,0.496,1.36,0.528,1.584,0.0,0.0,122.384,0.0,0.0,948.056,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063985439356911,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0041824540281607,0.0050067901611328,0.0100135803222656,0.0100135803222656,0.0109672546386718,0.0,0.0,0.0109672546386718,0.0,0.0,0.0,0.496,1.36,0.592,0.592,0.0,0.0,118.312,85.01887321472168,85.02864837646484,1359.768,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062811374664306,0.0085830688476562,0.00762939453125,0.00762939453125,0.0042132748902299,0.0052452087402343,0.0128746032714843,0.0128746032714843,0.0101327896118164,0.0,0.0,0.0149250030517578,0.0,0.0,0.0,0.496,1.36,3.64,3.152,0.0,0.0,117.328,85.01017093658447,85.01026630401611,1146.424,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057936889197438,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0064373016357421,0.0121593475341796,0.0121593475341796,0.0083446502685546,0.0,0.0,0.0116348266601562,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,114.376,85.02074082692464,85.0365161895752,1.192,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063068238063831,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0042337732216746,0.0052452087402343,0.0061988830566406,0.0061988830566406,0.0086466471354166,0.0,0.0,0.0122547149658203,0.0,0.0,0.0,0.496,1.36,11.968,12.008,0.0,0.0,122.52,85.01526287623814,85.02874374389648,1849.68,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0042430753630351,0.0052452087402343,0.0088214874267578,0.0088214874267578,0.0078201293945312,0.0,0.0,0.0113964080810546,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,117.192,85.01482009887695,85.02440452575684,1150.952,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063649457485521,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0041948174530605,0.0051259994506835,0.0073909759521484,0.0073909759521484,0.008392333984375,0.0,0.0,0.0130653381347656,0.0,0.0,0.0,0.496,1.36,7.736,8.264,0.0,0.0,117.192,85.01732349395752,85.03210544586182,1033.344,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0042773004788071,0.005340576171875,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,666.6,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005814829483408,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0053048133850097,0.0063180923461914,0.0126361846923828,0.0126361846923828,0.0087261199951171,0.0,0.0,0.0131607055664062,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,118.312,85.01772880554199,85.0287914276123,27.392,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058620130244772,0.00762939453125,0.0123977661132812,0.0123977661132812,0.005960464477539,0.005960464477539,0.0095367431640625,0.0095367431640625,0.0083446502685546,0.0,0.0,0.0112533569335937,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,113.256,85.01605987548828,85.02640724182129,1.192,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060292618784738,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0045482928936298,0.0063180923461914,0.0126361846923828,0.0126361846923828,0.0079631805419921,0.0,0.0,0.0102996826171875,0.0,0.0,0.49504950495049505,0.496,1.36,4.232,3.744,0.0,0.0,120.92,85.01895268758138,85.03580093383789,158.752,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069684321337407,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0039151761675371,0.0047683715820312,0.0083446502685546,0.0083446502685546,0.0084746967662464,0.0,0.0,0.0116825103759765,0.0,0.0,0.0,0.496,1.36,8.328,8.856,0.0,0.0,118.448,85.0132703781128,85.02628803253174,7144.504,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059032440185546,0.0081062316894531,0.0066757202148437,0.0057220458984375,0.0,0.0,0.009775161743164,0.0118732452392578,0.0077486038208007,0.0,0.0,0.010848045349121,0.0,0.0,0.0,1.344,2.208,3.64,3.152,0.0,0.0,112.0,85.00993251800537,85.0102186203003,0.0,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0045877514463482,0.0065326690673828,0.0071525573730468,0.0071525573730468,0.0088930130004882,0.0,0.0,0.0146865844726562,0.0,0.0,0.0,0.496,1.36,7.736,8.264,0.0,0.0,121.264,85.01882553100586,85.0316047668457,284.984,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059960493400915,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0045299530029296,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,95.976,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062273509466826,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0039027617858336,0.0046730041503906,0.0128746032714843,0.0128746032714843,0.0097274780273437,0.0,0.0,0.012063980102539,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,117.192,85.01605987548828,85.0283145904541,5992.76,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061127218869653,0.0080823898315429,0.0085830688476562,0.0085830688476562,0.0044666990941884,0.0055789947509765,0.0123977661132812,0.0123977661132812,0.0088691711425781,0.0,0.0,0.0119686126708984,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,118.448,85.01677513122559,85.02845764160156,405.128,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953596293632,0.0087738037109375,0.0071525573730468,0.0071525573730468,0.0043533466480396,0.005340576171875,0.0083446502685546,0.0083446502685546,0.007765633719308,0.0,0.0,0.0116348266601562,0.0,0.0,0.0,0.496,1.36,11.44,10.952,0.0,0.0,119.008,85.01688639322917,85.03093719482422,245.144,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059840702774501,0.0083208084106445,0.0081062316894531,0.0081062316894531,0.0047432748894942,0.0064849853515625,0.0107288360595703,0.0107288360595703,0.0091393788655598,0.0,0.0,0.0138282775878906,0.0,0.0,0.0,0.496,1.36,4.76,4.8,0.0,0.0,118.448,85.0149154663086,85.02497673034668,131.832,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058228696756695,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0068545341491699,0.0,0.0,0.0092506408691406,0.0,0.0,0.0,0.496,1.36,3.704,2.688,0.0,0.0,112.56,85.01795927683513,85.03222465515137,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058282719980372,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.004434585571289,0.0061988830566406,0.009775161743164,0.009775161743164,0.0085433324178059,0.0,0.0,0.0131130218505859,0.0,0.0,0.0,0.496,1.36,4.032,5.576,0.0,0.0,122.384,85.0101113319397,85.01155376434326,141.048,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060844903040413,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,110.88,0.0,0.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057363510131835,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0093936920166015,0.0,0.0,0.0136852264404296,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,112.0,85.02001762390137,85.03155708312988,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066348150664684,0.0092267990112304,0.0073909759521484,0.0073909759521484,0.0041522520923942,0.0050067901611328,0.009775161743164,0.009775161743164,0.0085353851318359,0.0,0.0,0.0125408172607421,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,128.832,85.01572608947754,85.02564430236816,2638.376,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061025760443927,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0041773978700029,0.0050067901611328,0.0150203704833984,0.0150203704833984,0.0082174936930338,0.0,0.0,0.0116348266601562,0.0,0.0,0.0,0.496,1.36,11.968,12.008,0.0,0.0,123.64,85.01537640889485,85.0316047668457,896.16,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066815638074687,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0040876794848921,0.0050067901611328,0.00762939453125,0.00762939453125,0.0086784362792968,0.00762939453125,0.0107288360595703,0.0129222869873046,0.00762939453125,0.0107288360595703,0.0,0.496,1.36,4.232,3.744,0.848,0.848,119.568,85.01405715942383,85.02311706542969,3291.856,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064337073858059,0.0086307525634765,0.009775161743164,0.009775161743164,0.0042227598337026,0.0052452087402343,0.0078678131103515,0.0078678131103515,0.0086069107055664,0.0131130218505859,0.00762939453125,0.014805793762207,0.0131130218505859,0.00762939453125,0.0,0.496,1.36,7.736,8.264,0.848,0.848,111.44,85.01420021057129,85.02788543701172,965.472,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006190538406372,0.0086069107055664,0.0078678131103515,0.0078678131103515,0.0042291787954477,0.0051498413085937,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.632,0.0,0.0,620.424,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062756019063515,0.0087976455688476,0.00762939453125,0.00762939453125,0.0042525771396612,0.0052452087402343,0.0104904174804687,0.0104904174804687,0.0090599060058593,0.0,0.0,0.0126361846923828,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,117.752,85.01429557800293,85.02411842346191,1440.744,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061693758067518,0.0083208084106445,0.0109672546386718,0.0109672546386718,0.0041723251342773,0.0052452087402343,0.0102519989013671,0.0102519989013671,0.0088214874267578,0.0,0.0,0.0088214874267578,0.0,0.0,0.0,0.496,1.36,0.592,0.592,0.0,0.0,122.384,85.0229263305664,85.03117561340332,911.584,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062930583953857,0.0083684921264648,0.0107288360595703,0.0107288360595703,0.004133757422952,0.0049352645874023,0.0104904174804687,0.0104904174804687,0.0085353851318359,0.0,0.0,0.0123977661132812,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,117.328,85.0161075592041,85.02802848815918,1919.584,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059070871837103,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0050067901611328,0.0050067901611328,0.011444091796875,0.011444091796875,0.0089577266148158,0.0,0.0,0.013899803161621,0.0,0.0,0.0,0.496,1.36,11.376,11.416,0.0,0.0,113.256,85.0154956181844,85.02819538116455,1.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059628368017092,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0064373016357421,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0089168548583984,0.0,0.0,0.0118255615234375,0.0,0.0,0.0,0.496,1.36,4.232,3.744,0.0,0.0,113.256,85.01529693603516,85.02564430236816,1.192,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0085115432739257,0.0064373016357421,0.0063578287760416,0.0140905380249023,0.0074386596679687,0.0067710876464843,0.0,0.496,1.36,7.736,8.264,5.232,6.16,113.12,85.01558303833008,85.02929210662842,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063691820417131,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0039237936848539,0.0045299530029296,0.0095367431640625,0.0095367431640625,0.0,0.005197525024414,0.0064770380655924,0.0,0.0064373016357421,0.0082254409790039,0.0,0.496,1.36,0.0,0.0,6.448,7.04,127.576,0.0,0.0,4043.496,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059974193572998,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0081539154052734,0.0074386596679687,0.0072121620178222,0.0111103057861328,0.0104904174804687,0.0079631805419921,0.0,0.496,1.36,4.232,3.744,6.096,5.76,112.0,85.0182056427002,85.02979278564453,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059306621551513,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0084877014160156,0.0054836273193359,0.006258487701416,0.0112533569335937,0.0061988830566406,0.0068426132202148,0.0,0.496,1.36,4.232,3.744,5.6,5.76,112.0,85.01596450805664,85.02702713012695,0.0,1
