time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0071147880931892,0.0090360641479492,0.0042609118540352,0.0052452087402343,0.0062227249145507,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0086545944213867,0.0183820724487304,1.696,1.696,6.096,5.76,8.264,7.736,25.0,118.448,40.0,0.011610984802246,0.0309705734252929,-357.8676700592041,723.114538192749,-534.683624903361,533.2531134287516,1856.896,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070754568375165,0.0090599060058593,0.0042998999880071,0.0052452087402343,0.0,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0,0.0183820724487304,1.696,1.696,8.88,9.072,0.0,0.0,20.0,117.888,20.0,0.0,0.0,-378.56037616729736,707.7008008956909,-589.4653797149658,462.65149116516113,970.224,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069082373439675,0.0088214874267578,0.004303716395023,0.0052452087402343,0.0,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0,0.0183820724487304,1.696,1.696,6.576,6.928,0.0,0.0,20.0,118.448,20.0,0.0,0.0,-380.2793264389038,754.1279792785645,-532.4920415878296,588.9591574668884,1212.408,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067196082119917,0.0092983245849609,0.0042881039406755,0.0054836273193359,0.006866455078125,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0096797943115234,0.0183820724487304,1.696,1.696,6.448,7.04,3.744,4.232,33.33333333333333,117.192,20.0,0.0119209289550781,0.0232219696044921,-317.33877658843994,706.3827276229858,-479.52085733413696,549.4404435157776,2462.88,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065523593579951,0.0090599060058593,0.004384828650433,0.0054597854614257,0.0057220458984375,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0076770782470703,0.0183820724487304,1.696,1.696,6.096,5.76,7.488,8.464,25.0,117.192,40.0,0.0118732452392578,0.0298261642456054,-360.77260971069336,721.2718963623047,-533.9513619740804,533.7140560150146,763.968,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060856342315673,0.0081300735473632,0.004589557647705,0.005507469177246,0.0060240427652994,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0084400177001953,0.0183820724487304,1.696,1.696,8.88,9.072,12.008,11.968,20.0,116.632,20.0,0.0109672546386718,0.0283718109130859,-382.410192489624,705.1900625228882,-588.7400507926941,464.6382927894592,61.504,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065338611602783,0.0081062316894531,0.0,0.0,0.0056743621826171,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0071525573730468,0.0183820724487304,1.696,1.696,6.576,6.928,3.744,4.232,20.0,112.0,20.0,0.0117778778076171,0.0239372253417968,-383.1353187561035,749.2431640625,-532.2455763816833,587.3882174491882,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067551930745442,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0058650970458984,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0073432922363281,0.0183820724487304,1.696,1.696,6.448,7.04,4.52,3.504,33.33333333333333,113.256,20.0,0.0113487243652343,0.0224113464355468,-322.3532199859619,701.7682075500488,-481.0182452201843,543.9637899398804,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067050821088217,0.0085353851318359,0.0054836273193359,0.0066757202148437,0.0,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0,0.0183820724487304,1.696,1.696,6.096,5.76,0.0,0.0,25.0,119.576,40.0,0.0,0.0,-345.58143615722656,733.216667175293,-520.9629535675049,533.7579250335693,12.68,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0081062316894531,0.0054836273193359,0.0054836273193359,0.0055789947509765,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0070095062255859,0.0183820724487304,1.696,1.696,8.88,9.072,3.744,4.232,20.0,112.696,20.0,0.0114917755126953,0.0231742858886718,-371.5929746627808,714.0793800354004,-592.2271609306335,461.0655307769776,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065648555755615,0.0081062316894531,0.0,0.0,0.0069618225097656,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0098228454589843,0.0183820724487304,1.696,1.696,6.576,6.928,3.744,4.232,20.0,112.0,20.0,0.0116825103759765,0.02288818359375,-372.6195573806762,763.7351512908936,-532.2414636611938,590.6825065612793,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065242128419171,0.0083446502685546,0.0041181390935724,0.0050067901611328,0.0060240427652994,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0080108642578125,0.0183820724487304,1.696,1.696,6.448,7.04,12.008,11.968,33.33333333333333,127.576,20.0,0.011444091796875,0.0306129455566406,-307.64176845550537,712.3177289962769,-477.7398705482483,549.576997756958,122.376,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006717030364688,0.0087976455688476,0.00457763671875,0.0052928924560546,0.006103515625,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0078201293945312,0.0183820724487304,1.696,1.696,6.096,5.76,3.744,4.232,25.0,122.384,40.0,0.0116825103759765,0.0235557556152343,-353.44810485839844,727.6692867279053,-533.6989561716715,533.3491961161295,24.984,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067639350891113,0.0083446502685546,0.0,0.0,0.0065326690673828,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0083684921264648,0.0183820724487304,1.696,1.696,8.88,9.072,8.264,7.736,20.0,112.0,20.0,0.0117778778076171,0.0296831130981445,-375.0682830810547,711.7511034011841,-590.9603834152222,460.8901143074036,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069587688727919,0.0085830688476562,0.0043530617990801,0.0052452087402343,0.0,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0,0.0183820724487304,1.696,1.696,6.576,6.928,0.0,0.0,20.0,123.64,20.0,0.0,0.0,-376.84948444366455,758.6930513381958,-532.5284004211426,591.5452241897583,979.552,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0078916549682617,0.0046888987223307,0.0049114227294921,0.0055313110351562,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0070095062255859,0.0183820724487304,1.696,1.696,6.448,7.04,3.744,4.232,33.33333333333333,112.696,20.0,0.011301040649414,0.0225067138671875,-313.0166292190552,708.5031509399414,-478.235125541687,548.4868288040161,12.696,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072044901328511,0.0092983245849609,0.0038974853315239,0.0045299530029296,0.005960464477539,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0072956085205078,0.0183820724487304,1.696,1.696,6.096,5.76,3.744,4.232,25.0,123.08,40.0,0.0103473663330078,0.0197410583496093,-427.2456645965576,724.2043495178223,-563.3540948232015,533.6673259735107,29060.392,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073945344384036,0.0095367431640625,0.0039632358248271,0.0047683715820312,0.0065485636393229,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.008249282836914,0.0183820724487304,1.696,1.696,8.88,9.072,12.008,11.968,20.0,117.192,20.0,0.011603037516276,0.0311851501464843,-352.46148109436035,707.7499151229858,-567.975103855133,462.746798992157,2851.52,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073945344384036,0.0095367431640625,0.0039632358248271,0.0047683715820312,0.0069141387939453,0.0122785568237304,0.0137090682983398,0.0140905380249023,0.0087738037109375,0.0183820724487304,1.696,1.696,6.576,6.928,3.744,4.232,20.0,117.192,20.0,0.0109195709228515,0.0213146209716796,-380.0086498260498,753.953742980957,-532.2274565696716,588.7960195541382,2851.52,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073945344384036,0.0095367431640625,0.0039632358248271,0.0047683715820312,0.0062942504882812,0.0,0.0,0.0,0.0085353851318359,0.0,0.0,0.0,6.448,7.04,8.264,7.736,33.33333333333333,117.192,20.0,0.0120401382446289,0.0307321548461914,-317.3292636871338,704.8565149307251,-480.0173044204712,549.6644377708435,2851.52,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073945344384036,0.0095367431640625,0.0039632358248271,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.76,0.0,0.0,25.0,117.192,40.0,0.0,0.0,-361.80152893066406,720.4317569732666,-534.3184471130371,533.3058834075928,2851.52,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006488561630249,0.0083446502685546,0.0057220458984375,0.0070571899414062,0.0064849853515625,0.0,0.0,0.0,0.0088691711425781,0.0,0.0,0.0,8.88,9.072,3.744,4.232,20.0,116.632,20.0,0.0111579895019531,0.0220298767089843,-382.8782320022583,705.414891242981,-588.489830493927,464.9660587310791,15.36,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067528207503741,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0059127807617187,0.0,0.0,0.0,0.0073432922363281,0.0,0.0,0.0,6.576,6.928,3.744,4.232,20.0,113.256,20.0,0.0116825103759765,0.0231266021728515,-383.51714611053467,749.076247215271,-532.229483127594,587.143063545227,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069048798199996,0.0090599060058593,0.0038789940921013,0.0045299530029296,0.0057220458984375,0.0,0.0,0.0,0.0072002410888671,0.0,0.0,0.0,6.448,7.04,3.744,4.232,33.33333333333333,139.216,20.0,0.011301040649414,0.0222206115722656,-323.0996370315552,701.6889095306396,-480.8007478713989,544.0029501914978,14391.08,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078406664404538,0.0102519989013671,0.0038832175631483,0.0042915344238281,0.0058412551879882,0.0,0.0,0.0,0.0076055526733398,0.0,0.0,0.0,6.096,5.76,12.536,11.44,25.0,118.448,40.0,0.0106096267700195,0.0282526016235351,-344.79284286499023,733.220386505127,-520.6124782562256,533.6798826853434,13403.504,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066530704498291,0.0085830688476562,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0079631805419921,0.0,0.0,0.0,8.88,9.072,8.264,7.736,20.0,112.0,20.0,0.0114202499389648,0.0284671783447265,-371.8895196914673,713.964319229126,-592.4873352050781,460.8948826789856,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066626071929931,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.928,0.0,0.0,20.0,112.0,20.0,0.0,0.0,-372.597861289978,763.8881206512451,-532.473087310791,590.8624529838562,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067663192749023,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.04,0.0,0.0,33.33333333333333,112.0,20.0,0.0,0.0,-314.0403747558594,712.9861831665039,-482.0176959037781,549.5523810386658,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067329406738281,0.0081062316894531,0.0,0.0,0.006723403930664,0.0,0.0,0.0,0.0091552734375,0.0,0.0,0.0,6.096,5.76,3.744,4.232,25.0,112.0,40.0,0.0129222869873046,0.0255107879638671,-349.0286350250244,727.8806209564209,-527.6616414388021,533.491055170695,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067067146301269,0.0085830688476562,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0083684921264648,0.0,0.0,0.0,8.88,9.072,7.488,8.464,20.0,112.0,20.0,0.0118970870971679,0.0303030014038085,-375.6516695022583,711.5419626235962,-590.949296951294,460.5681300163269,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063364778585101,0.0088214874267578,0.0042915344238281,0.0042915344238281,0.0059445699055989,0.0,0.0,0.0,0.0078678131103515,0.0,0.0,0.0,6.576,6.928,12.008,11.968,20.0,113.256,20.0,0.0110944112141927,0.0272750854492187,-376.8460273742676,758.7985754013062,-532.5098037719727,591.7823910713196,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067683099543006,0.0095367431640625,0.0038759324325978,0.0045299530029296,0.0061273574829101,0.0,0.0,0.0,0.0081062316894531,0.0,0.0,0.0,6.448,7.04,8.264,7.736,33.33333333333333,143.848,20.0,0.0109195709228515,0.027775764465332,-312.26933002471924,708.1773996353149,-478.2930612564087,548.4739542007446,22320.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073209923891285,0.0092983245849609,0.003814697265625,0.003814697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.76,0.0,0.0,25.0,113.256,40.0,0.0,0.0,-356.8214416503906,724.3190288543701,-533.951203028361,533.7319374084473,1.192,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066304206848144,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,9.072,0.0,0.0,20.0,112.0,20.0,0.0,0.0,-378.8856983184815,707.9288482666016,-589.988112449646,463.1919860839844,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006638765335083,0.0083446502685546,0.0,0.0,0.005960464477539,0.0,0.0,0.0,0.007486343383789,0.0,0.0,0.0,6.576,6.928,3.744,4.232,20.0,112.0,20.0,0.0112533569335937,0.0213146209716796,-380.3006887435913,752.998423576355,-532.4749946594238,588.0524516105652,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066280364990234,0.0081300735473632,0.0,0.0,0.0059127807617187,0.0,0.0,0.0,0.0081539154052734,0.0,0.0,0.0,6.448,7.04,7.488,8.464,33.33333333333333,112.0,20.0,0.0115633010864257,0.0307321548461914,-318.0333137512207,705.9580087661743,-479.77524995803833,550.0008463859558,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066769123077392,0.0085830688476562,0.0,0.0,0.0061670939127604,0.0,0.0,0.0,0.0084400177001953,0.0,0.0,0.0,6.096,5.76,12.008,11.968,25.0,112.0,40.0,0.011444091796875,0.0293254852294921,-361.8113040924072,720.343828201294,-534.3106587727865,533.3964824676514,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066401353522912,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0062227249145507,0.0,0.0,0.0,0.0079154968261718,0.0,0.0,0.0,8.88,9.072,8.264,7.736,20.0,113.256,20.0,0.0128746032714843,0.0287055969238281,-382.8535556793213,702.9548168182373,-588.4779691696167,464.5775556564331,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006535753088804,0.0078678131103515,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.928,0.0,0.0,20.0,113.256,20.0,0.0,0.0,-383.53254795074463,749.3872165679932,-531.9950580596924,587.6918435096741,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0074442150523361,0.0096559524536132,0.0038916085854608,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.04,0.0,0.0,33.33333333333333,143.848,20.0,0.0,0.0,-322.2837448120117,701.8492221832275,-481.0260534286499,548.6848950386047,41697.176,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078380107879638,0.0100135803222656,0.0040198481360147,0.004887580871582,0.006103515625,0.0,0.0,0.0,0.0079154968261718,0.0,0.0,0.0,6.096,5.76,3.744,4.232,25.0,116.632,40.0,0.0109195709228515,0.0211715698242187,-364.7428035736084,712.4542236328125,-533.9617729187012,526.9982814788818,966.208,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066733360290527,0.0081300735473632,0.0,0.0,0.0057458877563476,0.0,0.0,0.0,0.0081062316894531,0.0,0.0,0.0,8.88,9.072,7.488,8.464,20.0,112.0,20.0,0.0113487243652343,0.0295162200927734,-365.9172534942627,714.1209125518799,-582.4889540672302,460.7370495796204,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067675113677978,0.0083446502685546,0.0,0.0,0.0066757202148437,0.0,0.0,0.0,0.0086784362792968,0.0,0.0,0.0,6.576,6.928,12.008,11.968,20.0,112.0,20.0,0.0113487243652343,0.0286579132080078,-372.6344347000122,763.6016845703125,-532.493531703949,591.0685658454895,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065290927886962,0.0078678131103515,0.0,0.0,0.0072320302327473,0.0,0.0,0.0,0.010538101196289,0.0,0.0,0.0,6.448,7.04,8.792,7.208,33.33333333333333,112.0,20.0,0.0116391615434126,0.0286102294921875,-307.3230266571045,712.5840425491333,-477.2468209266663,549.522340297699,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067694270195652,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.76,0.0,0.0,25.0,117.192,40.0,0.0,0.0,-353.0309200286865,727.7959823608398,-534.0283711751302,533.2129001617432,9.784,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006593875030973,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,9.072,0.0,0.0,20.0,113.256,20.0,0.0,0.0,-376.0590791702271,712.1924161911011,-591.202974319458,460.78890562057495,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069268698831206,0.0089406967163085,0.0038986336695004,0.0045299530029296,0.0064373016357421,0.0,0.0,0.0,0.0081539154052734,0.0,0.0,0.0,6.576,6.928,3.744,4.232,20.0,139.216,20.0,0.0113487243652343,0.0212669372558593,-375.843071937561,758.6717844009399,-532.2477221488953,591.8369293212891,8169.744,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078773024070322,0.0100135803222656,0.0038907524863011,0.0045299530029296,0.0057458877563476,0.0,0.0,0.0,0.0081539154052734,0.0,0.0,0.0,6.448,7.04,7.488,8.464,33.33333333333333,117.888,20.0,0.010991096496582,0.0248670578002929,-312.3126268386841,708.0482721328735,-478.2917499542236,548.7216711044312,17742.752,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078773024070322,0.0100135803222656,0.0038907524863011,0.0045299530029296,0.0059763590494791,0.0,0.0,0.0,0.0077724456787109,0.0,0.0,0.0,6.096,5.76,12.008,11.968,25.0,117.888,40.0,0.0120321909586588,0.0298023223876953,-356.8950653076172,723.2163429260254,-534.2233975728353,533.2164764404297,17742.752,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078773024070322,0.0100135803222656,0.0038907524863011,0.0045299530029296,0.005960464477539,0.0102519989013671,0.0094175338745117,0.0142574310302734,0.0083446502685546,0.013136863708496,1.696,1.696,8.88,9.072,8.264,7.736,20.0,117.888,20.0,0.0107765197753906,0.0283718109130859,-378.9673328399658,707.9105138778687,-589.7762775421143,463.1425142288208,17742.752,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078773024070322,0.0100135803222656,0.0038907524863011,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.928,0.0,0.0,20.0,117.888,20.0,0.0,0.0,-394.5994377136231,866.283655166626,-612.4855279922485,668.2038903236389,17742.752,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068837521122951,0.0088214874267578,0.0041921933492024,0.0059366226196289,0.0069459279378255,0.0,0.0,0.0,0.0091075897216796,0.0,0.0,0.0,6.448,6.256,10.776,11.312,40.0,132.768,20.0,0.0101089477539062,0.0210762023925781,-360.0410461425781,705.6372404098511,-533.6615244547526,549.8917102813721,270.336,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067782402038574,0.0083446502685546,0.0,0.0,0.0060558319091796,0.0,0.0,0.0,0.0077724456787109,0.0,0.0,0.0,5.6,6.544,3.744,4.232,20.0,112.0,25.0,0.0110626220703125,0.0215530395507812,-318.9626216888428,720.7665920257568,-479.737401008606,533.6016813913981,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067777301541608,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0065565109252929,0.0,0.0,0.0,0.0094413757324218,0.0,0.0,0.0,6.096,5.76,7.488,8.464,25.0,113.256,40.0,0.0113248825073242,0.0284910202026367,-362.3949527740479,718.5731410980225,-534.339189529419,533.514658610026,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072577420402975,0.0092983245849609,0.0038941328316325,0.0045299530029296,0.0057856241861979,0.0,0.0,0.0,0.0079154968261718,0.0,0.0,0.0,9.856,10.24,12.008,11.968,16.666666666666664,128.832,16.666666666666664,0.010999043782552,0.0288963317871093,-403.4538745880127,749.1762638092041,-576.2163162231445,521.4499473571777,23219.64,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0071041654832292,0.0090599060058593,0.003936615857211,0.0045299530029296,0.0060558319091796,0.0,0.0,0.0,0.0086069107055664,0.0,0.0,0.0,5.6,5.76,8.264,7.736,25.0,118.448,25.0,0.0117301940917968,0.0289201736450195,-363.1670475006104,716.8966293334961,-533.6400667826334,533.3186785380045,963.68,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062084197998046,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.04,0.0,0.0,33.33333333333333,112.0,20.0,0.0,0.0,-323.6618995666504,701.3042211532593,-481.4953804016113,544.6355938911438,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006263256072998,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.76,0.0,0.0,25.0,112.0,40.0,0.0,0.0,-345.49288749694824,729.8725605010986,-520.3507741292318,533.1966082255045,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0078916549682617,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0078678131103515,0.0,0.0,0.0,9.856,10.24,3.744,4.232,16.666666666666664,112.0,16.666666666666664,0.0114917755126953,0.02288818359375,-394.9977397918701,763.9761924743652,-579.3640613555908,521.384859085083,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0085830688476562,0.0,0.0,0.0062253740098741,0.0,0.0,0.0,0.0082015991210937,0.0,0.0,0.0,6.448,6.256,8.016,7.936,40.0,112.0,20.0,0.0110973011363636,0.030517578125,-351.2319564819336,712.5000715255737,-533.66486231486,548.943281173706,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063204765319824,0.0086069107055664,0.0090599060058593,0.0090599060058593,0.0063419342041015,0.0,0.0,0.0,0.0080585479736328,0.0,0.0,0.0,5.6,6.544,12.008,11.968,20.0,112.696,25.0,0.0113805135091145,0.0301837921142578,-308.96568298339844,728.9366722106934,-477.4734377861023,533.7261358896891,1.192,0
