time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061619281768798,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063412397810556,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.011444091796875,0.011444091796875,0.0057697296142578,0.0038667422969166,0.0045299530029296,0.0072956085205078,0.0111579895019531,0.0208854675292968,0.496,1.36,0.0,0.0,143.152,3.744,4.232,0.0,0.0,9081.392,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060007939884318,0.0078678131103515,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0059366226196289,0.0047683715820312,0.0047683715820312,0.0088453292846679,0.010991096496582,0.028085708618164,0.496,1.424,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061514365732373,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0072638193766276,0.0073909759521484,0.0073909759521484,0.0112056732177734,0.0108559926350911,0.0278949737548828,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00601593810733,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0060399373372395,0.0039399099006927,0.00457763671875,0.0077247619628906,0.0106854872270063,0.0247955322265625,0.496,1.36,0.0,0.0,120.92,8.792,7.208,0.0,0.0,1494.152,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060141086578369,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060820579528808,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0102519989013671,0.0102519989013671,0.006103515625,0.0,0.0,0.007486343383789,0.0110149383544921,0.0207424163818359,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545040130615,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0069141387939453,0.0069141387939453,0.006413459777832,0.0,0.0,0.0079154968261718,0.0116825103759765,0.0290155410766601,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0065008799235026,0.0090599060058593,0.0090599060058593,0.0088214874267578,0.0113169352213541,0.0279426574707031,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059818153950705,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0057458877563476,0.0090599060058593,0.0090599060058593,0.0078916549682617,0.010085105895996,0.0247716903686523,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061044598569964,0.0083208084106445,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0053246815999348,0.0066757202148437,0.0,0.0,0.0,0.496,1.36,0.0,0.0,118.448,0.0,0.0,0.0,0.0,16.6,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058662891387939,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0183582305908203,0.0183582305908203,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058960914611816,0.0076532363891601,0.0083446502685546,0.0083446502685546,0.0,0.0,0.011444091796875,0.011444091796875,0.0058650970458984,0.0,0.0,0.0071525573730468,0.0111103057861328,0.021982192993164,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060892105102539,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0,0.009775161743164,0.009775161743164,0.0064611434936523,0.0,0.0,0.0087499618530273,0.0114917755126953,0.0310182571411132,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063210285355892,0.0083446502685546,0.00762939453125,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0123977661132812,0.0123977661132812,0.0059264046805245,0.0047964208266314,0.0076770782470703,0.0084400177001953,0.0103265047073364,0.0253915786743164,0.496,1.36,0.848,0.848,127.576,12.536,11.44,0.0107288360595703,0.0107288360595703,194.824,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063262733758664,0.0085830688476562,0.0064373016357421,0.0072002410888671,0.0,0.0,0.0094175338745117,0.0095129013061523,0.0062227249145507,0.0041565805111291,0.0050067901611328,0.0083923339843749,0.0108242034912109,0.0248432159423828,1.344,2.272,0.0,0.0,131.376,8.264,7.736,0.0,0.0,1022.032,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062213085665561,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0045095171247209,0.0053882598876953,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.984,0.0,0.0,0.0,0.0,215.336,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060666905771387,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0054836273193359,0.0074625015258789,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.096,0.0,0.0,0.0,0.0,44.768,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063287149561513,0.0085830688476562,0.00762939453125,0.00762939453125,0.0133514404296875,0.0133514404296875,0.0123977661132812,0.0123977661132812,0.0066280364990234,0.0040194567512063,0.0050067901611328,0.0086784362792968,0.0107288360595703,0.0205039978027343,0.496,1.424,0.848,0.848,118.448,3.744,4.232,0.0083446502685546,0.0083446502685546,2625.544,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060968731173235,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0059843063354492,0.0038701783186234,0.0045299530029296,0.008392333984375,0.0108718872070312,0.0270366668701171,0.496,1.424,0.0,0.0,117.192,7.488,8.464,0.0,0.0,8755.592,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063578287760416,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0138282775878906,0.0138282775878906,0.006103515625,0.0039014635206777,0.0045299530029296,0.008249282836914,0.0105857849121093,0.0264167785644531,0.496,1.424,0.0,0.0,117.192,12.008,11.968,0.0,0.0,3625.776,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006708932753226,0.0088214874267578,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0058889389038085,0.0038651685148767,0.0045299530029296,0.0079154968261718,0.0102043151855468,0.0251054763793945,0.496,1.392,0.0,0.0,117.192,8.264,7.736,0.0,0.0,12644.664,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064467909324228,0.0088214874267578,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.00405063876858,0.0050067901611328,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,0.0,3729.384,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061858998666895,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0040061830535648,0.0050067901611328,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.656,0.0,0.0,0.0,0.0,1336.824,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060784934770942,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0063896179199218,0.0066757202148437,0.008392333984375,0.008249282836914,0.0107765197753906,0.0198841094970703,0.496,1.424,0.0,0.0,116.368,3.744,4.232,0.0,0.0,4.016,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062154071165783,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0063180923461914,0.0040140827145196,0.0047683715820312,0.0088214874267578,0.0111341476440429,0.0281572341918945,0.496,1.424,0.0,0.0,115.52,7.488,8.464,0.0,0.0,2184.16,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062320955950229,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0060558319091796,0.0040863835534384,0.0052452087402343,0.0085830688476562,0.0108559926350911,0.0267505645751953,0.496,1.424,0.0,0.0,114.36,12.008,11.968,0.0,0.0,829.168,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063554564518715,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.0040840967900335,0.0050067901611328,0.007939338684082,0.010228157043457,0.0254631042480468,0.496,1.424,0.0,0.0,114.664,8.264,7.736,0.0,0.0,1863.8,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063720627210626,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0039925404402642,0.0047683715820312,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,0.0,3299.784,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060951709747314,0.0081539154052734,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0041893550327845,0.0050067901611328,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,69.688,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064396505872604,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0062942504882812,0.0046417117118835,0.0072479248046875,0.0077247619628906,0.0107288360595703,0.0196456909179687,0.496,1.392,0.0,0.0,123.64,3.744,4.232,0.0,0.0,273.024,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.005046526590983,0.005960464477539,0.0080108642578125,0.0099919059059836,0.0262260437011718,0.496,1.424,0.0,0.0,113.256,8.016,7.936,0.0,0.0,45.968,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061751598149389,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0059434345790318,0.005960464477539,0.005960464477539,0.0076055526733398,0.0107288360595703,0.0276565551757812,0.496,1.392,0.0,0.0,113.256,12.536,11.44,0.0,0.0,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0061511993408203,0.0,0.0,0.0079631805419921,0.0111341476440429,0.0283718109130859,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060188770294189,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006115436553955,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0070571899414062,0.0,0.0,0.0099658966064453,0.011301040649414,0.0217914581298828,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061233444969252,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0063419342041015,0.00762939453125,0.0089645385742187,0.0089645385742187,0.0110864639282226,0.0280141830444335,0.496,1.36,0.0,0.0,115.712,7.488,8.464,0.0,0.0,3.36,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0060558319091796,0.0085830688476562,0.0085830688476562,0.0084877014160156,0.011142094930013,0.0276565551757812,0.496,1.424,0.0,0.0,112.696,12.008,11.968,0.0,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060387511751545,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.00762939453125,0.00762939453125,0.006866455078125,0.0073909759521484,0.0073909759521484,0.0089406967163085,0.0103950500488281,0.0249862670898437,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060126556092826,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.496,1.36,0.0,0.0,114.728,0.0,0.0,0.0,0.0,2.44,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059676170349121,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062625385025172,0.0084638595581054,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0060081481933593,0.0065167744954427,0.0089406967163085,0.0075817108154296,0.0113487243652343,0.0213146209716796,0.496,1.36,0.0,0.0,126.16,3.744,4.232,0.0,0.0,12.432,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0060272216796875,0.0039339065551757,0.0046968460083007,0.0081062316894531,0.0106334686279296,0.0249385833740234,0.496,1.424,0.0,0.0,112.0,18.264,19.776,0.0,0.0,1024.88,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059722092351302,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0063101450602213,0.005960464477539,0.0074386596679687,0.0088691711425781,0.0115871429443359,0.0269889831542968,0.496,1.424,0.0,0.0,121.288,12.008,11.968,0.0,0.0,54.072,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059070871837103,0.0078678131103515,0.00762939453125,0.00762939453125,0.0054836273193359,0.0054836273193359,0.0147819519042968,0.0147819519042968,0.0066757202148437,0.0042915344238281,0.0042915344238281,0.0093936920166015,0.0109239058061079,0.026702880859375,0.496,1.424,0.848,0.848,113.256,8.792,7.208,0.0112056732177734,0.0112056732177734,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059864308574412,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0057220458984375,0.005960464477539,0.0,0.0,0.0,0.496,1.392,0.0,0.0,115.712,0.0,0.0,0.0,0.0,7.576,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062885850963025,0.0085830688476562,0.0063180923461914,0.0066041946411132,0.0,0.0,0.0120401382446289,0.0169038772583007,0.0,0.0045065786324295,0.005960464477539,0.0,0.0,0.0,1.344,2.272,0.0,0.0,122.384,0.0,0.0,0.0,0.0,438.168,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067563792366293,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0,0.0,0.013589859008789,0.013589859008789,0.0062465667724609,0.0039592195985105,0.0047683715820312,0.0082015991210937,0.0114917755126953,0.0225543975830078,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,5643.416,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006037950515747,0.0078678131103515,0.00762939453125,0.00762939453125,0.0145435333251953,0.0145435333251953,0.0109672546386718,0.0109672546386718,0.006270408630371,0.00762939453125,0.00762939453125,0.0085830688476562,0.0116825103759765,0.0284194946289062,0.496,1.424,0.848,0.848,112.0,7.488,8.464,0.005960464477539,0.005960464477539,4.92,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063507118035311,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0,0.0,0.00762939453125,0.00762939453125,0.0062306722005208,0.003940994675095,0.0045299530029296,0.0081062316894531,0.0109672546386718,0.0281810760498046,0.496,1.392,0.0,0.0,121.824,12.008,11.968,0.0,0.0,2105.16,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064302198957688,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.00762939453125,0.00762939453125,0.0062942504882812,0.0050862630208333,0.006103515625,0.0087261199951171,0.0111341476440429,0.0260353088378906,0.496,1.424,0.0,0.0,116.544,8.264,7.736,0.0,0.0,39.352,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060185864197081,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0046421499813304,0.006866455078125,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,0.0,146.968,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060221449059633,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.496,1.392,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006037950515747,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.00762939453125,0.00762939453125,0.0069141387939453,0.0,0.0,0.0090599060058593,0.0110149383544921,0.0201702117919921,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062496355264493,0.0087976455688476,0.0095367431640625,0.0095367431640625,0.0,0.0,0.009775161743164,0.009775161743164,0.0063843197292751,0.0090599060058593,0.0092506408691406,0.008392333984375,0.0110756267200816,0.0274181365966796,0.496,1.36,0.0,0.0,119.776,8.016,7.936,0.0,0.0,7.344,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0061194101969401,0.0073909759521484,0.0073909759521484,0.0082969665527343,0.012524922688802,0.0322341918945312,0.496,1.424,0.0,0.0,117.192,12.008,11.968,0.0,0.0,6.024,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060280757163887,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0062465667724609,0.00762939453125,0.00762939453125,0.0083684921264648,0.0117301940917968,0.028228759765625,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,0.0,5.304,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219047812087,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058418482690308,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0095367431640625,0.0095367431640625,0.005960464477539,0.0090599060058593,0.0090599060058593,0.0077247619628906,0.0112533569335937,0.0215530395507812,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061257050769163,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0063180923461914,0.0067949295043945,0.0084161758422851,0.0084161758422851,0.0110626220703125,0.0294685363769531,0.496,1.36,0.0,0.0,119.024,7.488,8.464,0.0,0.0,6.448,1
