time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0065926888688879,0.0044756788548415,0.0057220458984375,0.0092983245849609,0.0092983245849609,0.0057220458984375,0.0107288360595703,0.0107288360595703,0.0104427337646484,0.0074386596679687,0.0197887420654296,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.784,0.0,0.0,0.0,884.168,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0066389491902061,0.0044586502503011,0.0052452087402343,0.011444091796875,0.011444091796875,0.0061988830566406,0.0092983245849609,0.0092983245849609,0.0117301940917968,0.0078678131103515,0.0217914581298828,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.6,0.0,0.0,0.0,661.416,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064527217428482,0.0046047509885301,0.005960464477539,0.0081062316894531,0.0081062316894531,0.0065803527832031,0.0083446502685546,0.0083446502685546,0.011301040649414,0.0086307525634765,0.0264883041381835,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,430.328,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059497356414794,0.0044458052691291,0.0055313110351562,0.0071525573730468,0.0071525573730468,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,167.512,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059840702774501,0.0045116131122295,0.0059127807617187,0.0069141387939453,0.0069141387939453,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.32,0.0,0.0,0.0,95.96,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062047845066183,0.0046832220894949,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.432,0.0,0.0,0.0,129.552,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006253176396436,0.0045299530029296,0.005960464477539,0.0064373016357421,0.0064373016357421,0.0062465667724609,0.0071525573730468,0.0071525573730468,0.0110149383544921,0.0081062316894531,0.0195980072021484,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,116.112,0.0,0.0,0.0,304.992,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061241548452804,0.0042438507080078,0.0057697296142578,0.0083446502685546,0.0083446502685546,0.0064849853515625,0.0112056732177734,0.0112056732177734,0.0109672546386718,0.0085353851318359,0.0209808349609375,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,154.264,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0062060000291511,0.0045065786324295,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0065565109252929,0.0073909759521484,0.0073909759521484,0.0110864639282226,0.0084400177001953,0.0241518020629882,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,115.336,0.0,0.0,0.0,427.736,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0069319312252215,0.0039231325377528,0.0047683715820312,0.0092983245849609,0.0092983245849609,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.424,0.0,0.0,0.0,11302.776,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0065393115750592,0.0039363575872973,0.0047683715820312,0.0083446502685546,0.0083446502685546,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,5908.728,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.008559226989746,0.006263799006396,0.0040366731840988,0.0054836273193359,0.0067949295043945,0.0070810317993164,0.0,0.010848045349121,0.0122785568237304,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,623.008,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059082733457954,0.0047683715820312,0.0047683715820312,0.0061988830566406,0.0061988830566406,0.0062465667724609,0.0078678131103515,0.0078678131103515,0.0115394592285156,0.0082015991210937,0.0214576721191406,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062439572158737,0.0061988830566406,0.0061988830566406,0.0083446502685546,0.0083446502685546,0.0076770782470703,0.0104904174804687,0.0104904174804687,0.0114917755126953,0.0111103057861328,0.020599365234375,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060713291168212,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0062942504882812,0.0131130218505859,0.0131130218505859,0.0104904174804687,0.0083446502685546,0.0244617462158203,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083923339843749,0.0062417984008789,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060725212097167,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060701370239257,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0101327896118164,0.0136613845825195,0.0,0.005960464477539,0.0072956085205078,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061917660841301,0.0085830688476562,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0066637992858886,0.0107288360595703,0.0107288360595703,0.0101566314697265,0.009322166442871,0.0206708908081054,0.0,0.0,0.496,1.36,0.0,0.0,14.52,15.544,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061561812215776,0.0064373016357421,0.0064373016357421,0.00762939453125,0.00762939453125,0.0060081481933593,0.0073909759521484,0.0073909759521484,0.0113964080810546,0.0074386596679687,0.0216484069824218,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0062510741883842,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0061511993408203,0.0073909759521484,0.0073909759521484,0.011301040649414,0.0088214874267578,0.0256061553955078,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061643123626708,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060427188873291,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006157217673885,0.0044094042831592,0.0052928924560546,0.0073909759521484,0.0073909759521484,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,775.64,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0065120298471023,0.0042059052158409,0.0052452087402343,0.0069141387939453,0.0069141387939453,0.006103515625,0.009775161743164,0.009775161743164,0.0110626220703125,0.0079631805419921,0.0206947326660156,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,116.552,0.0,0.0,0.0,1233.104,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0066863428248037,0.0045476136384186,0.0057220458984375,0.0107288360595703,0.0107288360595703,0.0085353851318359,0.0121593475341796,0.0121593475341796,0.0119209289550781,0.0126361846923828,0.02288818359375,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.952,0.0,0.0,0.0,604.568,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063487798860757,0.0046412150065104,0.005507469177246,0.00762939453125,0.00762939453125,0.0065088272094726,0.0133514404296875,0.0133514404296875,0.0106334686279296,0.0085830688476562,0.0239372253417968,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,118.448,0.0,0.0,0.0,200.352,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064042535158667,0.0043798376012731,0.0057220458984375,0.0095367431640625,0.0095367431640625,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,679.608,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006348339479361,0.0046583322378305,0.0056266784667968,0.0088214874267578,0.0088214874267578,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.632,0.0,0.0,0.0,77.224,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062166754879168,0.007788340250651,0.0084877014160156,0.0092983245849609,0.0092983245849609,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.392,0.0,0.0,0.0,6.312,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0062572956085205,0.004693865776062,0.0054836273193359,0.0071525573730468,0.0071525573730468,0.0064849853515625,0.0069141387939453,0.0069141387939453,0.012063980102539,0.0082969665527343,0.022745132446289,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,34.56,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060820579528808,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0064849853515625,0.011444091796875,0.011444091796875,0.0117301940917968,0.0082015991210937,0.0222682952880859,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061240850710401,0.0061988830566406,0.0071048736572265,0.0092983245849609,0.0092983245849609,0.0063657760620117,0.00762939453125,0.00762939453125,0.0112533569335937,0.0084638595581054,0.0252723693847656,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,120.432,0.0,0.0,0.0,9.608,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063971717758934,0.0051498413085937,0.0063419342041015,0.0064373016357421,0.0064373016357421,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,52.648,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060383636172455,0.0048081080118815,0.0055313110351562,0.0069141387939453,0.0069141387939453,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,36.96,0.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0065737102755266,0.005346078139085,0.0064373016357421,0.0081062316894531,0.0081062316894531,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.392,0.0,0.0,0.0,56.112,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061395749523865,0.0050251300518329,0.0063419342041015,0.0085830688476562,0.0085830688476562,0.0071048736572265,0.0071525573730468,0.0071525573730468,0.0102996826171875,0.0085830688476562,0.0192642211914062,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.392,0.0,0.0,0.0,27.352,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0076532363891601,0.0059974193572998,0.0057220458984375,0.0057220458984375,0.0092983245849609,0.0092983245849609,0.0066280364990234,0.0152587890625,0.0152587890625,0.0115871429443359,0.0079154968261718,0.0213146209716796,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,2.104,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006031634202644,0.006096703665597,0.0075340270996093,0.009775161743164,0.009775161743164,0.0058889389038085,0.0078678131103515,0.0078678131103515,0.0107049942016601,0.008392333984375,0.0228881835937499,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,114.392,0.0,0.0,0.0,14.728,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061363276868763,0.006258487701416,0.0073671340942382,0.0083446502685546,0.0083446502685546,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,7.504,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0062165874065739,0.0054041544596354,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,13.376,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062354720465027,0.0047683715820312,0.005340576171875,0.0081062316894531,0.0081062316894531,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,5.4,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059675814500495,0.0048213534884982,0.0057697296142578,0.0064373016357421,0.0075817108154296,0.0061988830566406,0.0109672546386718,0.0109672546386718,0.0103950500488281,0.0080108642578125,0.0192642211914062,0.0,0.0,1.344,2.208,0.0,0.0,3.744,4.232,114.392,0.0,0.0,0.0,18.936,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0062799453735351,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0058650970458984,0.011444091796875,0.011444091796875,0.0104904174804687,0.0073909759521484,0.0192642211914062,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006132457979876,0.0061988830566406,0.0061988830566406,0.0073909759521484,0.0073909759521484,0.006270408630371,0.0090599060058593,0.0090599060058593,0.0100135803222656,0.0090837478637695,0.0238418579101562,0.0,0.0,0.496,1.36,0.0,0.0,8.792,7.736,114.456,0.0,0.0,0.0,2.168,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0094890594482421,0.0066287411844789,0.0039758160710334,0.0047683715820312,0.0085830688476562,0.0085830688476562,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,125.992,0.0,0.0,0.0,5639.872,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0064088337457002,0.0039950013160705,0.0050067901611328,0.0071525573730468,0.0071525573730468,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1755.52,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061075485760892,0.0061988830566406,0.0061988830566406,0.00762939453125,0.00762939453125,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060268895543036,0.0047683715820312,0.0047683715820312,0.0128746032714843,0.0128746032714843,0.005960464477539,0.0073909759521484,0.0073909759521484,0.0109672546386718,0.0073909759521484,0.0203609466552734,0.0,0.0,0.496,1.36,0.848,0.848,3.744,4.232,113.256,0.0,0.0081062316894531,0.0081062316894531,1.192,0.0107288360595703,0.0107288360595703,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061678886413574,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0060558319091796,0.009775161743164,0.009775161743164,0.0120162963867187,0.0076770782470703,0.0229835510253906,0.0,0.0,0.496,1.36,0.848,0.848,3.744,4.232,112.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0064373016357421,0.0064373016357421,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0087499618530273,0.0063017302868412,0.0042673200368881,0.0050067901611328,0.0090599060058593,0.0090599060058593,0.0060796737670898,0.0088214874267578,0.0088214874267578,0.011754035949707,0.0086307525634765,0.0255107879638671,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,132.768,0.0,0.0,0.0,1165.28,0.0,0.0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060517989580904,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0.0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0059115886688232,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060802668481323,0.0052452087402343,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061500363233612,0.0040677877572866,0.0050067901611328,0.0102519989013671,0.0102519989013671,0.0059127807617187,0.0116825103759765,0.0116825103759765,0.0108718872070312,0.007486343383789,0.020456314086914,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,134.024,0.0,0.0,0.0,1369.808,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061372026282163,0.0045299530029296,0.0045299530029296,0.0112056732177734,0.0112056732177734,0.0067710876464843,0.0100135803222656,0.0100135803222656,0.0123977661132812,0.0091552734375,0.0237941741943359,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061559677124023,0.0,0.0,0.00762939453125,0.00762939453125,0.0061273574829101,0.009775161743164,0.009775161743164,0.0111818313598632,0.0084400177001953,0.0250101089477539,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059401988983154,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0169277191162109,0.0169277191162109,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060784816741943,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083684921264648,0.0061690807342529,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060731498756218,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0088691711425781,0.0100135803222656,0.0100135803222656,0.0116825103759765,0.0138282775878906,0.0221729278564453,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059853738813257,0.0061988830566406,0.0061988830566406,0.0081062316894531,0.0081062316894531,0.0065326690673828,0.0152587890625,0.0152587890625,0.0138282775878906,0.0092029571533203,0.0252246856689453,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061490642490671,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0078678131103515,0.0078678131103515,0.0105619430541992,0.0090599060058593,0.0256061553955078,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
