time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.848,0.0,0.0,29.776,0.0,0.0052452087402343,0.0052452087402343,6.216,0.0164508819580078,0.0164508819580078,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0078201293945312,0.0,0.0,0.0142097473144531,0.01220703125,0.0276088714599609,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0070571899414062,0.0,0.0,0.0123023986816406,0.0088691711425781,0.0239372253417968,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.006723403930664,0.0,0.0,0.0121116638183593,0.0091075897216796,0.0273942947387695,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0077724456787109,0.0,0.0,0.0130176544189453,0.0096797943115234,0.0250816345214843,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0063419342041015,0.0,0.0,0.0125885009765625,0.0080108642578125,0.0243663787841796,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0060796737670898,0.0,0.0,0.0113725662231445,0.0083684921264648,0.0257015228271484,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0055789947509765,0.0,0.0,0.0136852264404296,0.0063896179199218,0.0261306762695312,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0064849853515625,0.0,0.0,0.0109195709228515,0.0085353851318359,0.0205039978027343,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0070095062255859,0.0,0.0,0.0113964080810546,0.009465217590332,0.0262975692749023,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0107288360595703,0.0126361846923828,0.0,0.0110864639282226,0.014042854309082,0.0,0.0,0.0,0.0,0.0,1.696,1.696,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0061988830566406,0.0,0.0,0.0125408172607421,0.0081539154052734,0.0236034393310546,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.005960464477539,0.0,0.0,0.0115394592285156,0.007486343383789,0.022125244140625,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0063419342041015,0.0,0.0,0.0109195709228515,0.0085830688476562,0.0257253646850585,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.776,0.0,0.0,0.0,6.216,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0090507360605093,0.0061988830566406,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.92,40.208,0.0,0.0,29.776,0.0,0.0088055928548177,0.0122070312499999,6.216,0.0076477344219501,0.0099658966064453,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0072877238115926,0.0048185649671052,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.424,0.0,0.496,0.0,0.0,113.36,0.0,0.0,0.0,79.208,0.0073909759521484,0.0073909759521484,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060709511361471,0.0042915344238281,0.0055789947509765,0.0085830688476562,0.0085830688476562,0.0061511993408203,0.0140666961669921,0.0140666961669921,0.0113964080810546,0.0078678131103515,0.0216960906982421,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,128.312,0.0,0.0,0.0,162.768,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088453292846679,0.0064289569854736,0.0,0.0,0.0090599060058593,0.0090599060058593,0.005960464477539,0.0147819519042968,0.0147819519042968,0.0115394592285156,0.0076770782470703,0.0220298767089843,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0087738037109375,0.0060720396746555,0.0046854433806046,0.0079631805419921,0.0064373016357421,0.0064373016357421,0.006270408630371,0.0088214874267578,0.0088214874267578,0.0113248825073242,0.0090599060058593,0.0274896621704101,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,123.64,0.0,0.0,0.0,234.6,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060956869552384,0.0052452087402343,0.0052452087402343,0.0066757202148437,0.0066757202148437,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060517989580904,0.0052452087402343,0.0052452087402343,0.0081062316894531,0.0081062316894531,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061612998323487,0.0039591239048884,0.0047683715820312,0.0069141387939453,0.0069141387939453,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,131.504,0.0,0.0,0.0,3400.816,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078916549682617,0.0061202049255371,0.0048160552978515,0.0053882598876953,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0078678131103515,0.0078678131103515,0.0113964080810546,0.0087738037109375,0.0211238861083984,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,18.216,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062036277049809,0.0046552237817796,0.0060081481933593,0.0081062316894531,0.0081062316894531,0.0065326690673828,0.0107288360595703,0.0107288360595703,0.0119209289550781,0.0086307525634765,0.0223159790039062,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,408.376,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0066001816551284,0.0044304190330135,0.0054359436035156,0.00762939453125,0.00762939453125,0.0061511993408203,0.0119209289550781,0.0119209289550781,0.0103712081909179,0.0090837478637695,0.0239133834838867,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.088,0.0,0.0,0.0,651.384,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0065789364352084,0.0043920248993172,0.0054836273193359,0.009775161743164,0.009775161743164,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.888,0.0,0.0,0.0,788.36,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064526454056843,0.0045632207116415,0.0054836273193359,0.00762939453125,0.00762939453125,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,481.168,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006152851746814,0.0044504801432291,0.0054836273193359,0.0069141387939453,0.0069141387939453,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.584,0.0,0.0,0.0,410.704,0.0,0.0,0
