time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0109672546386718,0.0109672546386718,0.0061750411987304,0.0,0.0,0.0,0.0083684921264648,0.0,0.0113248825073242,0.0263929367065429,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0157356262207031,0.0157356262207031,0.0061273574829101,0.0,0.0,0.0,0.008392333984375,0.0,0.0117063522338867,0.0288724899291992,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0066757202148437,0.0066757202148437,0.0070730845133463,0.0084400177001953,0.0133514404296875,0.0133514404296875,0.0064730644226074,0.0,0.0,0.0,0.0088453292846679,0.0,0.0108718872070312,0.0272750854492187,0.496,1.36,0.0,0.0,119.624,16.528,15.472,6.984,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0073909759521484,0.0073909759521484,0.0070730845133463,0.0084400177001953,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0073909759521484,0.0073909759521484,0.0070730845133463,0.0084400177001953,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0071525573730468,0.0071525573730468,0.0070730845133463,0.0084400177001953,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.00762939453125,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0083446502685546,0.0083446502685546,0.0066280364990234,0.0,0.0,0.0,0.0092029571533203,0.0,0.0110864639282226,0.0282049179077148,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0073909759521484,0.0073909759521484,0.0070730845133463,0.0084400177001953,0.0083446502685546,0.0083446502685546,0.0064611434936523,0.0,0.0,0.0,0.0090837478637695,0.0,0.0120401382446289,0.0305652618408203,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0061988830566406,0.0061988830566406,0.0070730845133463,0.0084400177001953,0.0092983245849609,0.0092983245849609,0.0065207481384277,0.0,0.0,0.0,0.0095367431640625,0.0,0.0112295150756835,0.0260591506958007,0.496,1.36,0.0,0.0,119.624,16.528,15.472,6.984,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0070730845133463,0.0084400177001953,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.00762939453125,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0078678131103515,0.0078678131103515,0.0071048736572265,0.0,0.0,0.0,0.0092267990112304,0.0,0.0114917755126953,0.0286102294921875,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0123977661132812,0.0123977661132812,0.0070730845133463,0.0084400177001953,0.0081062316894531,0.0081062316894531,0.0066041946411132,0.0,0.0,0.0,0.009918212890625,0.0,0.0114917755126953,0.028848648071289,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.00762939453125,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0052452087402343,0.0052452087402343,0.006270408630371,0.0,0.0,0.0,0.0086069107055664,0.0,0.0109445481073288,0.0274181365966796,0.496,1.36,0.0,0.0,119.624,17.056,15.472,6.984,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.00762939453125,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0081062316894531,0.0081062316894531,0.0070730845133463,0.0084400177001953,0.0126361846923828,0.0126361846923828,0.0,0.0085830688476562,0.0096559524536132,0.009918212890625,0.0,0.0112771987915039,0.0,0.0,0.496,1.36,1.696,1.696,119.624,0.0,0.0,6.984,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0070730845133463,0.0084400177001953,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0075578689575195,0.0072717666625976,0.0070730845133463,0.0084400177001953,0.0107288360595703,0.013589859008789,0.0060319900512695,0.0,0.0,0.0,0.0088453292846679,0.0,0.0110149383544921,0.0287532806396484,1.344,2.208,0.0,0.0,119.624,7.488,8.464,6.984,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0063419342041015,0.0,0.0,0.0,0.0090599060058593,0.0,0.0118494033813476,0.0313043594360351,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0069141387939453,0.0069141387939453,0.0068426132202148,0.0,0.0,0.0,0.0091075897216796,0.0,0.0112533569335937,0.0293254852294921,0.496,1.36,0.0,0.0,119.624,16.528,15.472,6.984,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0071525573730468,0.0071525573730468,0.0070730845133463,0.0084400177001953,0.0121593475341796,0.0121593475341796,0.0064373016357421,0.0,0.0,0.0,0.0090599060058593,0.0,0.0115633010864257,0.0295877456665039,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.00762939453125,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0071525573730468,0.0071525573730468,0.0072002410888671,0.0,0.0,0.0,0.0110864639282226,0.0,0.0117778778076171,0.0303030014038085,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0065251400596217,0.0,0.0,0.0,0.0090599060058593,0.0,0.011489504859561,0.0312328338623046,0.496,1.36,0.0,0.0,119.624,17.056,14.944,6.984,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0066757202148437,0.0066757202148437,0.0070730845133463,0.0084400177001953,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.005960464477539,0.005960464477539,0.0070730845133463,0.0084400177001953,0.0119209289550781,0.0119209289550781,0.0061750411987304,0.0,0.0,0.0,0.0088214874267578,0.0,0.0110149383544921,0.0290870666503906,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.011444091796875,0.011444091796875,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0056690639919704,0.0,0.0,0.0,0.0066280364990234,0.0,0.0118944380018446,0.0305652618408203,0.496,1.36,0.0,0.0,119.624,6.96,7.936,6.984,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0092983245849609,0.0092983245849609,0.0068057667125355,0.0,0.0,0.0,0.0088214874267578,0.0,0.0107938593084161,0.0264644622802734,0.496,1.36,0.0,0.0,119.624,8.792,8.264,6.984,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0061988830566406,0.0061988830566406,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.006103515625,0.0,0.0,0.0,0.0081777572631835,0.0,0.0113725662231445,0.0292062759399414,0.496,1.36,0.0,0.0,119.624,8.264,7.736,6.984,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0070730845133463,0.0084400177001953,0.0083446502685546,0.0083446502685546,0.0065803527832031,0.0,0.0,0.0,0.0088691711425781,0.0,0.010840098063151,0.0234603881835937,0.496,1.36,0.0,0.0,119.624,10.776,11.312,6.984,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0095367431640625,0.0095367431640625,0.0070730845133463,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.0,0.003814697265625,0.0,0.003814697265625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.008,119.624,0.0,0.0,6.984,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0,0.0,0.0070730845133463,0.0084400177001953,0.0,0.0,0.0061511993408203,0.0102519989013671,0.0134706497192382,0.0102519989013671,0.0078201293945312,0.0137567520141601,0.01220703125,0.0236988067626953,0.0,0.0,1.472,0.784,119.624,3.744,4.232,6.984,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0,0.0,0.0070730845133463,0.0084400177001953,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0081300735473632,0.0,0.0111103057861328,0.0286817550659179,0.0,0.0,0.0,0.0,119.624,7.488,8.464,6.984,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0107288360595703,0.0107288360595703,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0066121419270833,0.0098546346028645,0.007718801498413,0.0121116638183593,0.0087261199951171,0.010228157043457,0.0119845072428385,0.0291347503662109,0.496,1.36,10.752,24.592,119.624,12.008,11.968,6.984,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0090599060058593,0.0090599060058593,0.0060319900512695,0.0,0.0,0.0,0.0081539154052734,0.0,0.0109672546386718,0.0271558761596679,0.496,1.36,0.0,0.0,119.624,8.264,7.736,6.984,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.011444091796875,0.011444091796875,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0109672546386718,0.0109672546386718,0.0070730845133463,0.0084400177001953,0.0090599060058593,0.0090599060058593,0.0,0.0079207950168185,0.0088214874267578,0.0107288360595703,0.0,0.0108718872070312,0.0,0.0,0.496,1.36,21.856,13.648,119.624,0.0,0.0,6.984,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0107288360595703,0.0107288360595703,0.0070730845133463,0.0084400177001953,0.013589859008789,0.013589859008789,0.006103515625,0.0,0.011444091796875,0.0,0.0079154968261718,0.011444091796875,0.0110149383544921,0.0210762023925781,0.496,1.36,0.496,0.0,119.624,3.744,4.232,6.984,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0102519989013671,0.0102519989013671,0.0070730845133463,0.0084400177001953,0.0157356262207031,0.0157356262207031,0.0065803527832031,0.0,0.0,0.0,0.0083446502685546,0.0,0.0111818313598632,0.0281333923339843,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0061648232596261,0.0,0.0,0.0,0.0084400177001953,0.0,0.0106692314147949,0.0278949737548828,0.496,1.36,0.0,0.0,119.624,12.536,11.44,6.984,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0095367431640625,0.0095367431640625,0.0070730845133463,0.0084400177001953,0.0131130218505859,0.0131130218505859,0.0068081749810112,0.0,0.0,0.0,0.0086784362792968,0.0,0.0110973011363636,0.0264644622802734,0.496,1.36,0.0,0.0,119.624,8.792,7.208,6.984,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.013589859008789,0.013589859008789,0.0070730845133463,0.0084400177001953,0.0195503234863281,0.0195503234863281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0123977661132812,0.0123977661132812,0.0062465667724609,0.0,0.0,0.0,0.0079154968261718,0.0,0.0107288360595703,0.0207424163818359,0.496,1.36,0.0,0.0,119.624,3.744,4.232,6.984,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0073909759521484,0.0070730845133463,0.0084400177001953,0.0131130218505859,0.0148296356201171,0.0057220458984375,0.0,0.0,0.0,0.0078678131103515,0.0,0.0108242034912109,0.0286817550659179,1.344,2.208,0.0,0.0,119.624,7.488,8.464,6.984,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0095367431640625,0.0095367431640625,0.0070730845133463,0.0084400177001953,0.0138282775878906,0.0138282775878906,0.0063578287760416,0.0,0.0,0.0,0.0084877014160156,0.0,0.0109195709228515,0.0268459320068359,0.496,1.36,0.0,0.0,119.624,12.008,11.968,6.984,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0104904174804687,0.0104904174804687,0.0061273574829101,0.0,0.0,0.0,0.0081300735473632,0.0,0.010848045349121,0.0267982482910156,0.496,1.36,0.0,0.0,119.624,8.264,7.736,6.984,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0081062316894531,0.0081062316894531,0.0070730845133463,0.0084400177001953,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.013589859008789,0.013589859008789,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0088214874267578,0.0088214874267578,0.006103515625,0.0,0.0,0.0,0.0079154968261718,0.0,0.0108242034912109,0.0206947326660156,0.496,1.36,0.0,0.0,119.624,3.744,4.232,6.984,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.006103515625,0.0,0.0,0.0,0.0085830688476562,0.0,0.0112295150756835,0.029301643371582,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0152587890625,0.0152587890625,0.0057220458984375,0.0,0.0,0.0,0.0078678131103515,0.0,0.0114599863688151,0.02899169921875,0.496,1.36,0.0,0.0,119.624,12.008,11.968,6.984,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0128746032714843,0.0128746032714843,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.0062227249145507,0.0,0.0,0.0,0.0083684921264648,0.0,0.0113248825073242,0.0286817550659179,0.496,1.36,0.0,0.0,119.624,8.264,7.736,6.984,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0100135803222656,0.0100135803222656,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0140666961669921,0.0140666961669921,0.0070730845133463,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.006103515625,0.0,0.0,0.0,0.0079154968261718,0.0,0.0108242034912109,0.0206947326660156,0.496,1.36,0.0,0.0,119.624,3.744,4.232,6.984,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0109672546386718,0.0109672546386718,0.0070730845133463,0.0084400177001953,0.0092983245849609,0.0092983245849609,0.005960464477539,0.0,0.0,0.0,0.0081300735473632,0.0,0.0109434127807617,0.0289201736450195,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
