time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060218395573077,0.0080823898315429,0.0092983245849609,0.0092983245849609,0.0054836273193359,0.0060558319091796,0.0095367431640625,0.0095367431640625,0.0065326690673828,0.0,0.0,0.0,0.0086069107055664,0.0,0.0114798545837402,0.0263929367065429,0.496,1.36,0.0,0.0,117.888,16.528,15.472,5.536,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059461593627929,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006107004677377,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0053002284123347,0.0071048736572265,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,133.336,0.0,0.0,61.08,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061680428424284,0.0085830688476562,0.00762939453125,0.00762939453125,0.0061988830566406,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,114.36,0.0,0.0,37.936,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065535455200802,0.0085830688476562,0.00762939453125,0.00762939453125,0.0057641197653377,0.0071048736572265,0.0109672546386718,0.0109672546386718,0.0063180923461914,0.0,0.0,0.0,0.0086069107055664,0.0,0.0113248825073242,0.028395652770996,0.496,1.424,0.0,0.0,114.84,7.488,8.464,52.776,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063800811767578,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0045299530029296,0.0045299530029296,0.011444091796875,0.011444091796875,0.006413459777832,0.0,0.0,0.0,0.0088930130004882,0.0,0.0116825103759765,0.0308513641357421,0.496,1.424,0.0,0.0,112.696,7.488,8.464,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0061988830566406,0.0061988830566406,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0,0.0,0.0,0.0083684921264648,0.0,0.0111937522888183,0.0272035598754882,0.496,1.424,0.0,0.0,113.256,16.528,15.472,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062320955950229,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060609742706897,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.006258487701416,0.0084877014160156,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,121.28,0.0,0.0,25.664,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061678886413574,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0071525573730468,0.0,0.0,0.0,0.0115871429443359,0.0,0.0123262405395507,0.0313997268676757,0.496,1.424,0.0,0.0,112.0,7.488,8.464,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061368942260742,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0059339735243055,0.0,0.0,0.0,0.0067710876464843,0.0,0.0113357197154651,0.0293254852294921,0.496,1.424,0.0,0.0,112.0,8.016,7.936,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060743360377069,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0064015388488769,0.0,0.0,0.0,0.0086069107055664,0.0,0.0118017196655273,0.029611587524414,0.496,1.36,0.0,0.0,113.256,16.528,15.472,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063238792049074,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0049613770984468,0.005960464477539,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,133.68,0.0,0.0,85.432,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0056982040405273,0.0066995620727539,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,44.848,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060939788818359,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059938430786132,0.0078916549682617,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0052452087402343,0.0052452087402343,0.006270408630371,0.0,0.0,0.0,0.0088214874267578,0.0,0.0115633010864257,0.0301837921142578,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060081481933593,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0050067901611328,0.0050067901611328,0.006723403930664,0.0116825103759765,0.0140666961669921,0.015115737915039,0.0088453292846679,0.0157833099365234,0.011754035949707,0.0309467315673828,0.496,1.36,1.696,1.696,112.0,7.488,8.464,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061595439910888,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0061737863641036,0.0,0.0,0.0,0.0085830688476562,0.0,0.0107969556535993,0.0264644622802734,0.496,1.36,0.0,0.0,112.0,17.056,14.944,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059901185296661,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0104904174804687,0.0104904174804687,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059450443704329,0.0078678131103515,0.0079631805419921,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0151395797729492,0.020003318786621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,113.256,0.0,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062540834173193,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0055631001790364,0.0056743621826171,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,120.968,0.0,0.0,8.872,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060784816741943,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0066518783569335,0.0,0.0,0.0,0.0088214874267578,0.0,0.0120401382446289,0.0272512435913085,0.496,1.424,0.0,0.0,112.0,7.488,8.464,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060534477233886,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0062227249145507,0.0,0.0,0.0,0.0086307525634765,0.0,0.0115156173706054,0.027775764465332,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0065088272094726,0.0,0.0,0.0,0.0090599060058593,0.0,0.011301040649414,0.0284433364868164,0.496,1.36,0.0,0.0,112.0,16.528,15.472,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063601662130916,0.0087499618530273,0.0069141387939453,0.0069141387939453,0.0073432922363281,0.0089645385742187,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,124.288,0.0,0.0,13.64,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061481305868318,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0056028366088867,0.0068426132202148,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,119.76,0.0,0.0,18.992,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062415848917035,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0,0.0,0.0,0.0089168548583984,0.0,0.0118494033813476,0.030827522277832,0.496,1.36,0.0,0.0,113.256,7.488,8.464,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061570144281154,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0048251379103887,0.0069141387939453,0.0128746032714843,0.0128746032714843,0.0066041946411132,0.0,0.0,0.0,0.0093698501586914,0.0,0.0115156173706054,0.0286102294921875,0.496,1.36,0.0,0.0,125.0,7.488,8.464,117.576,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0044731866745721,0.0064373016357421,0.0061988830566406,0.0061988830566406,0.0061273574829101,0.0,0.0,0.0,0.0086307525634765,0.0,0.0110983848571777,0.0276565551757812,0.496,1.424,0.0,0.0,114.456,16.528,15.472,176.056,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059759616851806,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061440467834472,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059616506396241,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0,0.0,0.0,0.0088453292846679,0.0,0.0115633010864257,0.0298738479614257,0.496,1.36,0.0,0.0,113.256,7.488,8.464,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0078678131103515,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0064108106825086,0.0,0.0,0.0,0.0092029571533203,0.0,0.0121810219504616,0.0331401824951171,0.496,1.36,0.0,0.0,113.256,8.016,7.936,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060312818772722,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0072717666625976,0.0077486038208007,0.0162124633789062,0.0162124633789062,0.0063061714172363,0.0,0.0,0.0,0.0088214874267578,0.0,0.0113844871520996,0.0276565551757812,0.496,1.36,0.0,0.0,116.656,16.528,15.472,4.304,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061128197646722,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0055233637491861,0.0075101852416992,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,131.832,0.0,0.0,39.408,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059664249420166,0.00762939453125,0.009775161743164,0.009775161743164,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0063101450602213,0.0,0.0,0.0,0.0089168548583984,0.0,0.0101407368977864,0.0230789184570312,0.496,1.424,0.0,0.0,112.0,10.776,11.312,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061798095703125,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059343689116672,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0069406297471788,0.0,0.0,0.0,0.0096797943115234,0.0,0.0124194405295632,0.0307559967041015,0.496,1.36,0.0,0.0,114.296,8.016,7.936,2.008,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061646546467696,0.0081062316894531,0.00762939453125,0.00762939453125,0.0066757202148437,0.0074386596679687,0.0081062316894531,0.0081062316894531,0.0060319900512695,0.0,0.0,0.0,0.0088453292846679,0.0,0.0119686126708984,0.0292301177978515,0.496,1.424,0.0,0.0,118.448,7.488,8.464,11.952,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063115684547234,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0057220458984375,0.0069141387939453,0.0069141387939453,0.0065326690673828,0.0,0.0,0.0,0.009465217590332,0.0,0.0112533569335937,0.0266075134277343,0.496,1.424,0.0,0.0,113.256,16.528,15.472,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059094595078805,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059187412261962,0.0078678131103515,0.005960464477539,0.005960464477539,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006117820739746,0.0081300735473632,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059616565704345,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0,0.0,0.0,0.0089168548583984,0.0,0.0108003616333007,0.0271558761596679,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060927867889404,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.00762939453125,0.00762939453125,0.0061511993408203,0.0,0.0,0.0,0.0091075897216796,0.0,0.0115394592285156,0.0287055969238281,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060268895543036,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0071525573730468,0.0071525573730468,0.0060915946960449,0.0054836273193359,0.0116825103759765,0.0054836273193359,0.0083446502685546,0.0116825103759765,0.0111222267150878,0.0275850296020507,0.496,1.36,0.848,0.848,113.256,16.528,15.472,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006305637644298,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0119209289550781,0.0119209289550781,0.0,0.0109672546386718,0.0057220458984375,0.0109672546386718,0.0,0.0057220458984375,0.0,0.0,0.496,1.36,0.848,0.848,113.256,0.0,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0066757202148437,0.0066757202148437,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078201293945312,0.0066757202148437,0.0070730845133463,0.0084400177001953,0.012516975402832,0.0147104263305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,119.624,0.0,0.0,6.984,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.011444091796875,0.011444091796875,0.0072956085205078,0.0,0.0,0.0,0.0103950500488281,0.0,0.011301040649414,0.0284671783447265,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0073909759521484,0.0073909759521484,0.0070730845133463,0.0084400177001953,0.0119209289550781,0.0119209289550781,0.0060081481933593,0.0,0.0,0.0,0.0083684921264648,0.0,0.0118255615234375,0.0307798385620117,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.005960464477539,0.005960464477539,0.0070730845133463,0.0084400177001953,0.00762939453125,0.00762939453125,0.0061631202697753,0.0,0.0,0.0,0.0086069107055664,0.0,0.0111579895019531,0.0272750854492187,0.496,1.36,0.0,0.0,119.624,16.528,15.472,6.984,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0102519989013671,0.0102519989013671,0.0070730845133463,0.0084400177001953,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0107288360595703,0.0107288360595703,0.0070730845133463,0.0084400177001953,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.00762939453125,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0102519989013671,0.0102519989013671,0.0063896179199218,0.0,0.0,0.0,0.0086307525634765,0.0,0.0111818313598632,0.0275373458862304,0.496,1.36,0.0,0.0,119.624,7.488,8.464,6.984,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0070730845133463,0.0084400177001953,0.0071525573730468,0.0071525573730468,0.0063578287760416,0.0,0.0,0.0,0.0078201293945312,0.0,0.0113790685480291,0.0290870666503906,0.496,1.36,0.0,0.0,119.624,8.016,7.936,6.984,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0071525573730468,0.0071525573730468,0.0070730845133463,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.0065088272094726,0.0,0.0,0.0,0.0090599060058593,0.0,0.0113487243652343,0.026702880859375,0.496,1.36,0.0,0.0,119.624,16.528,15.472,6.984,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0070730845133463,0.0084400177001953,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0064373016357421,0.0064373016357421,0.0070730845133463,0.0084400177001953,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0066757202148437,0.0066757202148437,0.0070730845133463,0.0084400177001953,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
