time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059914588928222,0.0078678131103515,0.0,0.0,0.0,0.006103515625,0.0,0.007486343383789,0.0101566314697265,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0193119049072265,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.005960464477539,0.005960464477539,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005953452166389,0.0078678131103515,0.0040233135223388,0.0044584274291992,0.0,0.0065803527832031,0.0,0.0087261199951171,0.0105857849121093,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0197887420654296,0,0.496,1.36,0.0,0.0,132.768,3.744,4.232,0.0,270.336,0.0064373016357421,0.0064373016357421,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060617923736572,0.0083684921264648,0.0,0.0,0.0,0.0063180923461914,0.0,0.0086784362792968,0.0106334686279296,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0258922576904296,0,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0073909759521484,0.0073909759521484,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063222030113483,0.0085353851318359,0.0038781835442859,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,0.0,15245.392,0.0073909759521484,0.0073909759521484,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067418164545946,0.0090360641479492,0.0039304842789207,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,118.448,0.0,0.0,0.0,8936.736,0.0092983245849609,0.0092983245849609,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061988830566406,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0088214874267578,0.0088214874267578,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061028039277489,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0061988830566406,0.0,0.0081539154052734,0.0103473663330078,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0199317932128906,0,0.496,1.392,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0066757202148437,0.0066757202148437,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059854984283447,0.0081062316894531,0.0,0.0,0.0,0.0064373016357421,0.0,0.008249282836914,0.0110626220703125,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0220298767089843,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0064373016357421,0.0064373016357421,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061237812042236,0.0083684921264648,0.0,0.0,0.0,0.0060081481933593,0.0,0.008392333984375,0.0111579895019531,0.00762939453125,0.00762939453125,0.0,0.0,0.0288963317871093,0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.00762939453125,0.00762939453125,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060963630676269,0.0078916549682617,0.0,0.0,0.0095367431640625,0.0,0.0097274780273437,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0102519989013671,0.0148296356201171,0.0,0,0.496,1.36,1.696,1.696,112.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061488151550292,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066342561141304,0.0090599060058593,0.0038796084192259,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,144.408,0.0,0.0,0.0,30344.28,0.0073909759521484,0.0073909759521484,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071478362130646,0.0099897384643554,0.0038816052463214,0.0045299530029296,0.0,0.0070571899414062,0.0,0.0100612640380859,0.0109672546386718,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0210285186767578,0,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,8508.648,0.0128746032714843,0.0128746032714843,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060577297685158,0.0078678131103515,0.0050067901611328,0.0050067901611328,0.0,0.0060558319091796,0.0,0.0078201293945312,0.0110626220703125,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0214099884033203,0,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.011444091796875,0.011444091796875,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059688091278076,0.0081300735473632,0.0,0.0,0.0,0.0061511993408203,0.0,0.008392333984375,0.0118017196655273,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0294208526611328,0,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0064373016357421,0.0064373016357421,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058233737945556,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00596284866333,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059366226196289,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060399373372395,0.0081062316894531,0.0047683715820312,0.0047683715820312,0.0,0.0064373016357421,0.0,0.0079631805419921,0.011301040649414,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0216960906982421,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0069141387939453,0.0069141387939453,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069832456284675,0.0095367431640625,0.0038795418791718,0.0045299530029296,0.0,0.0069618225097656,0.0,0.0086307525634765,0.0102996826171875,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0196456909179687,0,0.496,1.36,0.0,0.0,144.408,3.744,4.232,0.0,20550.496,0.0061988830566406,0.0061988830566406,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060292618784738,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0061194101969401,0.0,0.0073432922363281,0.009796836159446,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0236034393310546,0,0.496,1.424,0.0,0.0,113.256,8.792,7.208,0.0,1.192,0.009775161743164,0.009775161743164,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069283022738919,0.009775161743164,0.0041563370648552,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0188350677490234,0.0188350677490234,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,122.384,0.0,0.0,0.0,4221.784,0.0073909759521484,0.0073909759521484,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061166286468505,0.0078916549682617,0.0061988830566406,0.007796287536621,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,41.12,0.0073909759521484,0.0073909759521484,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060367584228515,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0,0.496,1.392,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062048435211181,0.0081300735473632,0.0,0.0,0.0,0.0059127807617187,0.0,0.0072956085205078,0.0119686126708984,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0226020812988281,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0073909759521484,0.0073909759521484,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061360164661312,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0,0.0060558319091796,0.0,0.007486343383789,0.0109672546386718,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0206470489501953,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0083446502685546,0.0083446502685546,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061502734434257,0.0083446502685546,0.0039562582969665,0.0045299530029296,0.0,0.0060081481933593,0.0,0.008392333984375,0.0105142593383789,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0253677368164062,0,0.496,1.36,0.0,0.0,139.216,8.264,7.736,0.0,3167.824,0.0054836273193359,0.0054836273193359,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060529851201754,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.009775161743164,0.009775161743164,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060268895543036,0.0078678131103515,0.0056028366088867,0.0068426132202148,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0,0.496,1.392,0.0,0.0,117.192,0.0,0.0,0.0,17.408,0.0066757202148437,0.0066757202148437,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060423096614097,0.0078678131103515,0.0047418806287977,0.0074386596679687,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,117.192,0.0,0.0,0.0,92.968,0.0073909759521484,0.0073909759521484,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064148761258266,0.0085830688476562,0.0045610510784646,0.005960464477539,0.0,0.0060558319091796,0.0,0.00762939453125,0.0104904174804687,0.0131130218505859,0.0136852264404296,0.0,0.0,0.0200271606445312,0,1.344,2.272,0.0,0.0,122.384,3.744,4.232,0.0,376.784,0.0064611434936523,0.0056028366088867,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062119308395765,0.0081062316894531,0.0041415182392248,0.0050544738769531,0.0,0.0079154968261718,0.0,0.0125408172607421,0.01068115234375,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0198841094970703,0,0.496,1.424,0.0,0.0,114.6,3.744,4.232,0.0,852.248,0.0061988830566406,0.0061988830566406,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061217825211102,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.006103515625,0.0,0.0083684921264648,0.0108003616333007,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0245332717895507,0,0.496,1.424,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0.0071525573730468,0.0071525573730468,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061460316474801,0.0088214874267578,0.0051657358805338,0.0077724456787109,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0,0.496,1.392,0.0,0.0,121.336,0.0,0.0,0.0,57.752,0.0107288360595703,0.0107288360595703,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066686384748704,0.0090599060058593,0.0040298801357463,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,115.584,0.0,0.0,0.0,2271.312,0.00762939453125,0.00762939453125,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066009920034835,0.0092983245849609,0.0041322370546054,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,2026.88,0.0083446502685546,0.0083446502685546,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063625734243819,0.0085830688476562,0.0040539956180811,0.0047683715820312,0.0,0.0058174133300781,0.0,0.0070095062255859,0.0099658966064453,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0185966491699218,0,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,2612.072,0.0078678131103515,0.0078678131103515,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060565436064307,0.0083446502685546,0.0046491622924804,0.0058174133300781,0.0,0.0061988830566406,0.0,0.0079631805419921,0.0101089477539062,0.0,0.0,0.0,0.0,0.0186443328857421,0,0.0,1.424,0.0,0.0,114.52,3.744,4.232,0.0,162.096,1060.7328414916992,1060.7328414916992,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062415848917035,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0062465667724609,0.0,0.0081300735473632,0.010085105895996,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0254154205322265,1,0.496,2.48,0.0,0.0,114.392,8.264,7.736,0.0,2.104,0.011444091796875,0.011444091796875,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059250557776724,0.0078678131103515,0.0064373016357421,0.0068187713623046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.24,0.0,0.0,118.448,0.0,0.0,50.0,8.112,1044.7304248809814,1044.7304248809814,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061056401469919,0.0081062316894531,0.0041651438517742,0.0050067901611328,0.0162124633789062,0.0,0.0162124633789062,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0040531158447265,0.0040531158447265,0.0,1,0.496,3.296,0.848,0.848,118.448,0.0,0.0,50.0,719.64,0.011444091796875,0.011444091796875,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006999119673625,0.0092983245849609,0.0040866915877783,0.0047683715820312,0.0054836273193359,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0,0.0,1.424,0.848,0.848,118.448,0.0,0.0,0.0,7132.752,146373.71850013733,146373.71850013733,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065815448760986,0.0083446502685546,0.0,0.0,0.0,0.0058174133300781,0.0,0.0074386596679687,0.0109672546386718,0.0,0.0,0.0,0.0,0.0204086303710937,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065779685974121,0.0085830688476562,0.0,0.0,0.0,0.0061988830566406,0.0,0.0079631805419921,0.0098546346028645,0.0,0.0,0.0,0.0,0.0171661376953125,1,0.0,3.536,0.0,0.0,112.0,4.272,3.704,0.0,0.0,144320.01638412476,144320.01638412476,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064160564158222,0.0083208084106445,0.0048398971557617,0.0076532363891601,0.0,0.005801518758138,0.0,0.0069618225097656,0.0107071616432883,0.0,0.0,0.0,0.0,0.0252723693847656,0,0.0,0.0,0.0,0.0,127.016,8.792,7.208,0.0,182.272,0.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066033643276537,0.0090599060058593,0.0040301844962415,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.832,0.0,0.0,117.192,0.0,0.0,100.0,6540.872,0.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059414858841777,0.0078678131103515,0.0051259994506835,0.0056028366088867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,7.28,0.0,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059248796149865,0.0078678131103515,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,7.568,0.0,0.0,113.256,0.0,0.0,0.0,1.192,140289.01433944702,140289.01433944702,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060541712822605,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0059127807617187,0.0,0.0075340270996093,0.0102043151855468,0.0,0.0,0.0,0.0,0.0188827514648437,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059865600434108,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0062942504882812,0.0,0.0088214874267578,0.0102996826171875,0.0,0.0,0.0,0.0,0.0191688537597656,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061285495758056,0.0085830688476562,0.0,0.0,0.0,0.0059127807617187,0.0,0.007939338684082,0.0104427337646484,0.0,0.0,0.0,0.0,0.0248908996582031,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006105899810791,0.0088214874267578,0.0,0.0,0.0,0.0063578287760416,0.0,0.0086307525634765,0.0097592671712239,0.0,0.0,0.0,0.0,0.0193595886230468,0,0.0,0.0,0.0,0.0,112.0,10.776,11.312,0.0,0.0,0.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006190538406372,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061547756195068,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063728019235214,0.0088214874267578,0.0041585702162522,0.0050067901611328,0.0,0.005960464477539,0.0,0.0076770782470703,0.0099658966064453,0.0,0.0,0.0,0.0,0.0179290771484375,0,0.0,0.0,0.0,0.0,144.408,3.744,4.232,0.0,3488.912,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065092993254708,0.0090360641479492,0.0042174991808439,0.0052452087402343,0.0,0.0069618225097656,0.0,0.0088214874267578,0.0105857849121093,0.0,0.0,0.0,0.0,0.01983642578125,0,0.0,8.848,0.0,0.0,118.144,3.744,4.232,100.0,1889.504,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060719637135368,0.0078678131103515,0.0045299530029296,0.0045299530029296,0.0,0.0062227249145507,0.0,0.0086069107055664,0.0110864639282226,0.0,0.0,0.0,0.0,0.0253200531005859,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,100.0,1.192,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059866905212402,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059235095977783,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059296242633269,0.0081062316894531,0.0069141387939453,0.009012222290039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,13.408,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061666965484619,0.0081300735473632,0.0,0.0,0.0,0.0061511993408203,0.0,0.0073909759521484,0.0106334686279296,0.0,0.0,0.0,0.0,0.0195026397705078,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061028039277489,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0062942504882812,0.0,0.0080585479736328,0.0116348266601562,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0222682952880859,0,0.848,6.992,0.0,0.0,113.256,3.744,4.232,100.0,1.192,0.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00597469842256,0.0081062316894531,0.0045299530029296,0.0045299530029296,0.0,0.0062227249145507,0.0,0.0083684921264648,0.0105619430541992,0.0,0.0,0.0,0.0,0.0248670578002929,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,100.0,1.192,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061205963590251,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,11.6,0.0,0.0,113.256,0.0,0.0,0.0,1.192,123905.01070022584,123905.01070022584,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060102314624971,0.0081062316894531,0.0040514128548758,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,1478.544,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067329406738281,0.0090599060058593,0.0040059009294831,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,6900.032,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061166286468505,0.0078678131103515,0.0,0.0,0.0,0.0065803527832031,0.0,0.0088214874267578,0.0108718872070312,0.0,0.0,0.0,0.0,0.0203132629394531,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
