time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0060067247988572,0.0073115030924479,0.0052452087402343,0.0052452087402343,0.0080585479736328,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0045299530029296,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.392,5.104,5.76,113.256,25.152,27.344,0.0218391418457031,0.0105040413992745,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060088563673567,0.0073115030924479,0.0047683715820312,0.0047683715820312,0.0080585479736328,0.0145435333251953,0.0145435333251953,0.0079870223999023,0.0084638595581054,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.36,5.104,5.76,118.448,25.152,27.344,0.0218391418457031,0.0105040413992745,6.512,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006032820364729,0.0073115030924479,0.0073909759521484,0.0073909759521484,0.0080585479736328,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.424,5.104,5.76,113.256,25.152,27.344,0.0218391418457031,0.0105040413992745,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060796737670898,0.0073115030924479,0.0069141387939453,0.0069141387939453,0.0080585479736328,0.0078678131103515,0.0078678131103515,0.0045082785866477,0.0054836273193359,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.36,5.104,5.76,132.768,25.152,27.344,0.0218391418457031,0.0105040413992745,85.656,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060367584228515,0.0073115030924479,0.0069141387939453,0.0069141387939453,0.0080585479736328,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.424,5.104,5.76,112.0,25.152,27.344,0.0218391418457031,0.0105040413992745,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060242001372988,0.0073115030924479,0.0057220458984375,0.0057220458984375,0.0080585479736328,0.00762939453125,0.00762939453125,0.0060081481933593,0.008392333984375,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.36,5.104,5.76,119.76,25.152,27.344,0.0218391418457031,0.0105040413992745,28.744,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060257033922185,0.0073115030924479,0.0071525573730468,0.0071525573730468,0.0080585479736328,0.0078678131103515,0.0078678131103515,0.0053167343139648,0.0063657760620117,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.424,5.104,5.76,117.192,25.152,27.344,0.0218391418457031,0.0105040413992745,67.312,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060221449059633,0.0073115030924479,0.005960464477539,0.005960464477539,0.0080585479736328,0.0133514404296875,0.0133514404296875,0.005801518758138,0.0075817108154296,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.424,5.104,5.76,113.256,25.152,27.344,0.0218391418457031,0.0105040413992745,15.24,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085353851318359,0.0061566019293122,0.0073115030924479,0.0064373016357421,0.0064373016357421,0.0080585479736328,0.0064373016357421,0.0064373016357421,0.0049366670496323,0.0059127807617187,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.392,5.104,5.76,123.64,25.152,27.344,0.0218391418457031,0.0105040413992745,143.832,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0058809916178385,0.0073115030924479,0.0092983245849609,0.0092983245849609,0.0080585479736328,0.0131130218505859,0.0131130218505859,0.005960464477539,0.005960464477539,0.0083446502685546,0.0066348484584263,0.0085830688476562,0.0092983245849609,0.496,1.424,5.104,5.76,113.256,25.152,27.344,0.0218391418457031,0.0105040413992745,1.192,0
