time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063092837779979,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0091552734375,0.0095367431640625,0.0095367431640625,0.0051535092867337,0.0070095062255859,0.0082015991210937,0.0,0.0,0.0102996826171875,0.496,1.424,8.88,9.072,123.64,0.0,0.0,0.0,0.0,106.024,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059948631780064,0.0055789947509765,0.013589859008789,0.013589859008789,0.0065803527832031,0.0109672546386718,0.0109672546386718,0.0047683715820312,0.0047683715820312,0.0084877014160156,0.0,0.0,0.0094413757324218,0.496,1.424,6.576,6.928,113.256,0.0,0.0,0.0,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060153007507324,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0080108642578125,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0073512395222981,0.0,0.0,0.008702278137207,0.496,1.36,6.448,7.04,112.0,0.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059073514277392,0.0063419342041015,0.00762939453125,0.00762939453125,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0048279762268066,0.0059127807617187,0.0074505805969238,0.0070995754665798,0.0090599060058593,0.0084877014160156,0.496,1.36,6.096,5.76,122.384,8.016,7.936,0.0300407409667968,0.0118775801225142,29.28,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086069107055664,0.0062525272369384,0.0066280364990234,0.005960464477539,0.005960464477539,0.0086784362792968,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0070571899414062,0.0061273574829101,0.0084161758422851,0.0088214874267578,0.496,1.424,8.88,9.072,112.0,7.488,8.464,0.0296831130981445,0.0119686126708984,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009012222290039,0.0063609607113993,0.0064849853515625,0.0104904174804687,0.0104904174804687,0.0072479248046875,0.0112056732177734,0.0112056732177734,0.0050187110900878,0.0071048736572265,0.0066757202148437,0.0063896179199218,0.0085830688476562,0.0094413757324218,0.496,1.36,6.576,6.928,127.576,16.528,15.472,0.0286340713500976,0.0109434127807617,190.496,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083208084106445,0.0061316065268941,0.0056743621826171,0.0095367431640625,0.0108718872070312,0.0075817108154296,0.0106096267700195,0.0116586685180664,0.0050365924835205,0.0059366226196289,0.0073512395222981,0.0,0.0,0.0090599060058593,1.344,2.272,6.448,7.04,117.376,0.0,0.0,0.0,0.0,30.992,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0058483369279615,0.0072479248046875,0.0112056732177734,0.0112056732177734,0.0112533569335937,0.0066757202148437,0.0066757202148437,0.0045072464715866,0.0052452087402343,0.0068545341491699,0.0,0.0,0.0073909759521484,0.496,1.424,6.096,5.76,118.448,0.0,0.0,0.0,0.0,155.24,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061339671068852,0.0059127807617187,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0085830688476562,0.0085830688476562,0.0049273173014322,0.0052452087402343,0.0086784362792968,0.0,0.0,0.0107765197753906,0.496,1.424,8.88,9.072,115.968,0.0,0.0,0.0,0.0,7.32,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063264369964599,0.0062942504882812,0.0090599060058593,0.0090599060058593,0.0087261199951171,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0082969665527343,0.0059843063354492,0.0083684921264648,0.0107288360595703,0.496,1.424,6.576,6.928,112.0,7.488,8.464,0.029921531677246,0.0111818313598632,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0059902667999267,0.0069618225097656,0.0069141387939453,0.0069141387939453,0.008249282836914,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0071525573730468,0.0064849853515625,0.0084161758422851,0.0082254409790039,0.496,1.36,6.448,7.04,112.0,7.488,8.464,0.0281810760498046,0.0111341476440429,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059851284684806,0.0058174133300781,0.0107288360595703,0.0107288360595703,0.0065326690673828,0.0107288360595703,0.0107288360595703,0.0051021575927734,0.0063896179199218,0.0071525573730468,0.0062346458435058,0.0085830688476562,0.0087499618530273,0.496,1.36,6.096,5.76,120.488,16.528,15.472,0.0274658203125,0.011301040649414,12.216,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0060589159306009,0.0062465667724609,0.0064373016357421,0.0064373016357421,0.0073432922363281,0.0083446502685546,0.0083446502685546,0.0038838854023054,0.0045299530029296,0.0080108642578125,0.0,0.0,0.0104427337646484,0.496,1.424,8.88,9.072,117.192,0.0,0.0,0.0,0.0,2874.424,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006192922592163,0.0063419342041015,0.00762939453125,0.00762939453125,0.0076770782470703,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0065803527832031,0.0,0.0,0.0097274780273437,0.496,1.424,6.576,6.928,112.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006163474356774,0.0062465667724609,0.00762939453125,0.00762939453125,0.0084877014160156,0.0092983245849609,0.0092983245849609,0.0047683715820312,0.0051498413085937,0.0087420145670572,0.0,0.0,0.0096559524536132,0.496,1.36,6.448,7.04,116.544,0.0,0.0,0.0,0.0,4.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060695913893666,0.0064849853515625,0.0090599060058593,0.0090599060058593,0.0086784362792968,0.0107288360595703,0.0107288360595703,0.0052452087402343,0.0052452087402343,0.00840425491333,0.0066518783569335,0.008392333984375,0.0101804733276367,0.496,1.424,6.096,5.76,113.256,7.488,8.464,0.0272274017333984,0.0110149383544921,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061490642490671,0.0057220458984375,0.0081062316894531,0.0081062316894531,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.00762939453125,0.006723403930664,0.0090360641479492,0.0096321105957031,0.496,1.36,8.88,9.072,113.256,7.488,8.464,0.0309705734252929,0.0118732452392578,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082731246948242,0.0061509655971153,0.0061511993408203,0.0090599060058593,0.0090599060058593,0.0081539154052734,0.0102519989013671,0.0102519989013671,0.0047358599576083,0.0054836273193359,0.0064849853515625,0.0060200691223144,0.0081300735473632,0.007486343383789,0.496,1.36,6.576,6.928,127.312,16.528,15.472,0.0284433364868164,0.0110387802124023,163.36,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059390068054199,0.0061511993408203,0.0119209289550781,0.0119209289550781,0.0071048736572265,0.0102519989013671,0.0102519989013671,0.005960464477539,0.005960464477539,0.0092585881551106,0.0,0.0,0.0127553939819335,0.496,1.424,6.448,7.04,112.0,0.0,0.0,0.0,0.0,2.088,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061481305868318,0.0063896179199218,0.0061988830566406,0.0061988830566406,0.0078201293945312,0.0145435333251953,0.0145435333251953,0.0046518113878038,0.0061988830566406,0.0091195106506347,0.0,0.0,0.0098943710327148,0.496,1.392,6.096,5.76,122.384,0.0,0.0,0.0,0.0,371.144,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061690807342529,0.0067710876464843,0.0092983245849609,0.0092983245849609,0.0093936920166015,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0075817108154296,0.0,0.0,0.0088691711425781,0.496,1.424,8.88,9.072,112.0,0.0,0.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006291403699277,0.0069618225097656,0.0109672546386718,0.0109672546386718,0.0092506408691406,0.0116825103759765,0.0116825103759765,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0061273574829101,0.0086069107055664,0.0077724456787109,0.496,1.392,6.576,6.928,113.256,7.488,8.464,0.030517578125,0.0111341476440429,1.192,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082731246948242,0.0061334348192401,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0111103057861328,0.0112056732177734,0.0112056732177734,0.0044845399402436,0.0052452087402343,0.0068346659342447,0.0,0.0,0.0083446502685546,0.496,1.36,6.448,7.04,126.928,0.0,0.0,868.0534362792969,868.0505752563477,157.432,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061158517106848,0.0065803527832031,0.0071525573730468,0.0071525573730468,0.0086784362792968,0.0126361846923828,0.0126361846923828,0.0057220458984375,0.0057220458984375,0.0061988830566406,0.0115633010864257,0.0126123428344726,0.0072479248046875,0.496,1.424,6.096,5.76,113.256,1.184,1.184,868.0168628692627,868.0140376091003,1.192,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060522556304931,0.0060081481933593,0.0107288360595703,0.0107288360595703,0.0071048736572265,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0080108642578125,0.0063975652058919,0.008702278137207,0.0096797943115234,0.496,1.36,8.88,9.072,112.0,4.192,6.224,868.0154085159302,868.0126667022705,0.0,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0063008929959577,0.0056743621826171,0.0083446502685546,0.0083446502685546,0.0062465667724609,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0066757202148437,0.0077724456787109,0.013589859008789,0.0137805938720703,0.0092029571533203,0.496,1.36,6.576,6.928,117.192,2.112,1.056,868.0359601974487,868.0356740951538,7.736,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061309337615966,0.0064373016357421,0.009775161743164,0.009775161743164,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0,0.0,0.00762939453125,0.0085830688476562,0.0116348266601562,0.0107288360595703,0.496,1.424,6.448,7.04,112.0,3.28,4.296,868.016242980957,868.0133819580078,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0059878826141357,0.0068187713623046,0.00762939453125,0.00762939453125,0.0093460083007812,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0071525573730468,0.0091961451939174,0.0138759613037109,0.0080585479736328,0.496,1.36,6.096,5.76,112.0,5.392,5.352,868.0311918258667,868.0190145969391,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0059343689116672,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.0102519989013671,0.0154972076416015,0.0154972076416015,0.0052452087402343,0.0052452087402343,0.006723403930664,0.0080267588297526,0.0106096267700195,0.0081062316894531,0.496,1.36,8.88,9.072,113.256,5.744,4.768,868.0211067199707,868.0141568183899,1.192,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059663952879644,0.0063896179199218,0.0081062316894531,0.0081062316894531,0.0079631805419921,0.0126361846923828,0.0126361846923828,0.0054836273193359,0.0054836273193359,0.0062942504882812,0.0141859054565429,0.0144720077514648,0.0075817108154296,0.496,1.36,6.576,6.928,113.256,2.112,1.056,0.0,0.0,1.192,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060007939884318,0.005960464477539,0.009775161743164,0.009775161743164,0.0071525573730468,0.0107288360595703,0.0107288360595703,0.0045299530029296,0.0045299530029296,0.0089009602864583,0.0,0.0,0.0120401382446289,0.496,1.36,6.448,7.04,113.256,0.0,0.0,0.0,0.0,1.192,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059378147125244,0.0074386596679687,0.0100135803222656,0.0100135803222656,0.0103473663330078,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0063180923461914,0.0,0.0,0.0068426132202148,0.496,1.36,6.096,5.76,112.0,0.0,0.0,868.0353164672852,868.0353164672852,0.0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006105899810791,0.0073432922363281,0.00762939453125,0.00762939453125,0.0087738037109375,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.0107288360595703,0.496,1.36,8.88,9.072,112.0,0.592,0.592,868.0467367172241,868.027925491333,0.0,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0058507919311523,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0068187713623046,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0072002410888671,0.0087261199951171,0.0100135803222656,0.0081062316894531,0.496,1.36,6.576,6.928,112.0,3.088,3.84,868.0270195007324,868.0170263562884,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060760974884033,0.0053882598876953,0.0078678131103515,0.0078678131103515,0.0064849853515625,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0084241231282552,0.0077784061431884,0.0115156173706054,0.0104904174804687,0.496,1.36,6.448,7.04,112.0,5.84,7.344,868.0206537246704,868.014931678772,0.0,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062605634850649,0.0082015991210937,0.0090599060058593,0.0090599060058593,0.0122547149658203,0.0107288360595703,0.0107288360595703,0.00762939453125,0.00762939453125,0.0063776969909667,0.0112397330147879,0.0153064727783203,0.0084161758422851,0.496,1.36,6.096,5.76,113.256,5.784,4.816,868.0426120758057,868.0246216910226,1.192,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061893937599599,0.005960464477539,0.0090599060058593,0.0090599060058593,0.0070571899414062,0.0078678131103515,0.0078678131103515,0.0052452087402343,0.0052452087402343,0.0068187713623046,0.008392333984375,0.0098228454589843,0.0081539154052734,0.496,1.36,8.88,9.072,113.256,3.088,3.84,868.018627166748,868.0135806401571,1.192,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061775321391091,0.0060081481933593,0.0066757202148437,0.0066757202148437,0.0073432922363281,0.0123977661132812,0.0123977661132812,0.0047683715820312,0.0047683715820312,0.0069141387939453,0.0089577266148158,0.0117778778076171,0.00762939453125,0.496,1.36,6.576,6.928,113.256,5.248,6.752,868.1177616119385,868.0456638336182,1.192,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060093402862548,0.0070095062255859,0.0085830688476562,0.0093460083007812,0.0111579895019531,0.0094175338745117,0.0098943710327148,0.0,0.0,0.006874402364095,0.010848045349121,0.0126600265502929,0.0092983245849609,1.344,2.208,6.448,7.04,112.0,2.64,1.056,868.0376291275024,868.0373430252075,0.0,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061285495758056,0.0071048736572265,0.0081062316894531,0.0081062316894531,0.0103473663330078,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0070929527282714,0.008392333984375,0.0103950500488281,0.0078916549682617,0.496,1.36,6.096,5.76,112.0,3.28,4.296,868.0293560028076,868.0176394326346,0.0,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.005878210067749,0.007486343383789,0.0069141387939453,0.0069141387939453,0.0103950500488281,0.011444091796875,0.011444091796875,0.0,0.0,0.0089168548583984,0.0089577266148158,0.0119686126708984,0.0098228454589843,0.496,1.36,8.88,9.072,112.0,5.392,5.352,868.0222034454346,868.0159023829868,0.0,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006335973739624,0.0064373016357421,0.00762939453125,0.00762939453125,0.0072002410888671,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0078201293945312,0.0069538752237955,0.0096559524536132,0.0092983245849609,0.496,1.36,6.576,6.928,112.0,5.744,4.768,868.01917552948,868.0142760276794,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006163474356774,0.0051021575927734,0.0085830688476562,0.0085830688476562,0.0065803527832031,0.0119209289550781,0.0119209289550781,0.0072717666625976,0.007939338684082,0.0069141387939453,0.0152587890625,0.0158309936523437,0.0084638595581054,0.496,1.36,6.448,7.04,118.448,2.112,1.056,0.0,0.0,11.568,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062299811321756,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0128746032714843,0.0128746032714843,0.0128746032714843,0.0046914623629662,0.0061988830566406,0.0067949295043945,0.0,0.0,0.0072479248046875,0.496,1.424,6.096,5.76,142.232,0.0,0.0,0.0,0.0,287.992,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063969721248493,0.0082015991210937,0.0081062316894531,0.0081062316894531,0.0134944915771484,0.0126361846923828,0.0126361846923828,0.005960464477539,0.005960464477539,0.0078201293945312,0.0,0.0,0.009775161743164,0.496,1.424,8.88,9.072,113.256,0.0,0.0,0.0,0.0,1.192,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0061094760894775,0.0064849853515625,0.0152587890625,0.0152587890625,0.0087261199951171,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0069618225097656,0.0,0.0,0.0093936920166015,0.496,1.424,6.576,6.928,112.0,0.0,0.0,868.0407285690308,868.0404424667358,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0061023235321044,0.006103515625,0.0069141387939453,0.0069141387939453,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0080664952596028,0.0091791152954101,0.0096559524536132,0.0106096267700195,0.496,1.36,6.448,7.04,112.0,1.184,1.184,868.0163621902466,868.0129051208496,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060868263244628,0.006866455078125,0.0069141387939453,0.0069141387939453,0.0085353851318359,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0085234642028808,0.0066359837849934,0.0091791152954101,0.0103235244750976,0.496,1.36,6.096,5.76,112.0,4.192,6.224,868.0136442184448,868.0123090744019,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087261199951171,0.0060814182932783,0.0066280364990234,0.0078678131103515,0.0078678131103515,0.0080108642578125,0.0107288360595703,0.0107288360595703,0.0043483007521856,0.005960464477539,0.0074386596679687,0.0141859054565429,0.0142812728881835,0.009012222290039,0.496,1.36,8.88,9.072,132.296,2.112,1.056,868.0416345596313,868.0392503738403,158.664,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061016177656638,0.0063419342041015,0.0109672546386718,0.0109672546386718,0.0091075897216796,0.0081062316894531,0.0081062316894531,0.0054836273193359,0.0054836273193359,0.0089645385742187,0.0091791152954101,0.0100374221801757,0.0113964080810546,0.496,1.36,6.576,6.928,113.256,1.184,1.184,868.0222988128662,868.0170178413391,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.005988932367581,0.0062942504882812,0.0104904174804687,0.0104904174804687,0.0094890594482421,0.0100135803222656,0.0100135803222656,0.0054836273193359,0.0054836273193359,0.0070730845133463,0.0077486038208007,0.0100135803222656,0.0095367431640625,0.496,1.424,6.448,7.04,113.256,4.192,6.224,868.0168628692627,868.0132389068604,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062297232708527,0.0088691711425781,0.0088214874267578,0.0088214874267578,0.0127315521240234,0.0119209289550781,0.0119209289550781,0.0061988830566406,0.0061988830566406,0.007033348083496,0.0128746032714843,0.0140190124511718,0.0073194503784179,0.496,1.36,6.096,5.76,113.256,2.64,1.056,868.0436849594116,868.0399656295776,1.192,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059902667999267,0.0062942504882812,0.0095367431640625,0.0095367431640625,0.0077724456787109,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0073432922363281,0.0095367431640625,0.0123023986816406,0.0082015991210937,0.496,1.36,8.88,9.072,112.0,3.28,4.296,868.0213212966919,868.0151700973511,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0063133239746093,0.0072002410888671,0.0119209289550781,0.0119209289550781,0.0090599060058593,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0062465667724609,0.0089577266148158,0.0111103057861328,0.0079631805419921,0.496,1.36,6.576,6.928,112.0,5.92,5.352,868.031644821167,868.0188996451242,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084877014160156,0.0062895984184451,0.0056743621826171,0.0088214874267578,0.0088214874267578,0.0071048736572265,0.013589859008789,0.013589859008789,0.0041280473981584,0.0049114227294921,0.0083446502685546,0.0069141387939453,0.0094175338745117,0.0102519989013671,0.496,1.36,6.448,7.04,133.24,5.744,4.768,868.016791343689,868.0127859115601,362.824,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0059831142425537,0.0093460083007812,0.0073909759521484,0.0073909759521484,0.0132083892822265,0.013589859008789,0.013589859008789,0.0,0.0,0.0073909759521484,0.0147819519042968,0.0151634216308593,0.008702278137207,0.496,1.424,6.096,5.76,112.0,2.112,1.056,0.0,0.0,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060731498756218,0.0071128209431966,0.0116825103759765,0.0116825103759765,0.0101327896118164,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0052452087402343,0.0072320302327473,0.0,0.0,0.0082254409790039,0.496,1.36,9.856,10.24,113.256,0.0,0.0,0.0,0.0,1.192,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061727874907688,0.0081658363342285,0.0071525573730468,0.0071525573730468,0.0126123428344726,0.0107288360595703,0.0107288360595703,0.0045299530029296,0.0045299530029296,0.0082850456237792,0.0,0.0,0.0088214874267578,0.496,1.36,5.6,5.76,113.256,0.0,0.0,0.0,0.0,1.192,1
