time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060577297685158,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0,0.0094413757324218,0.0115633010864257,0.0,0.0158548355102539,0.0095367431640625,0.0095367431640625,0.0,0.0,0.496,0.0,1.36,0.0,1.696,1.696,0.0,113.256,0.0,0.0,1.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059592783154539,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0050067901611328,0.0050067901611328,0.0,0.0094413757324218,0.0115633010864257,0.0,0.0158548355102539,0.0073909759521484,0.0073909759521484,0.0,0.0,0.496,0.0,1.36,0.0,1.696,1.696,0.0,113.256,0.0,0.0,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060689449310302,0.0078916549682617,0.0085830688476562,0.0085830688476562,0.0071525573730468,0.0,0.0,0.0,0.0094413757324218,0.0115633010864257,0.0,0.0158548355102539,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,0.0,1.36,0.0,1.696,1.696,0.0,112.0,0.0,0.0,0.0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061500072479248,0.0086069107055664,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0,0.0,0.0055789947509765,0.0094413757324218,0.0115633010864257,0.0072002410888671,0.0158548355102539,0.0081062316894531,0.0081062316894531,0.0109195709228515,0.021219253540039,0.496,0.0,1.36,0.0,1.696,1.696,3.744,112.0,4.232,0.0,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058650970458984,0.0078678131103515,0.00762939453125,0.00762939453125,0.0071525573730468,0.0,0.0,0.0057220458984375,0.0094413757324218,0.0115633010864257,0.0070095062255859,0.0158548355102539,0.0095367431640625,0.0095367431640625,0.0106334686279296,0.0200748443603515,0.496,0.0,1.36,0.0,1.696,1.696,3.744,112.0,4.232,0.0,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064326721487693,0.0089406967163085,0.0073909759521484,0.0073909759521484,0.0071525573730468,0.0039320412604601,0.0047683715820312,0.0061511993408203,0.0094413757324218,0.0115633010864257,0.0081062316894531,0.0158548355102539,0.0171661376953125,0.0171661376953125,0.0096321105957031,0.0229120254516601,0.496,0.0,1.36,0.0,1.696,1.696,8.264,143.152,7.736,0.0,7403.64,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072972691474269,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0,0.0039217949810727,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,117.888,0.0,0.0,21915.584,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072387185427221,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0,0.0039081099844373,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,25570.76,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072753075325843,0.0097513198852539,0.0116825103759765,0.0116825103759765,0.0,0.0038661697160673,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,33703.352,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068785539313928,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0,0.0039442291472877,0.0047683715820312,0.0057220458984375,0.0,0.0,0.0073909759521484,0.0,0.0162124633789062,0.0162124633789062,0.0103473663330078,0.0202178955078125,0.496,0.0,1.424,0.0,0.0,0.0,3.744,117.192,4.232,0.0,7391.408,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059616565704345,0.0078916549682617,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0056743621826171,0.0,0.0,0.0072956085205078,0.0,0.0157356262207031,0.0157356262207031,0.0104904174804687,0.0201702117919921,0.496,0.0,1.424,0.0,0.0,0.0,3.744,112.0,4.232,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060892105102539,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0069141387939453,0.0,0.0,0.0095367431640625,0.0,0.0112056732177734,0.0112056732177734,0.010991096496582,0.0264406204223632,0.496,0.0,1.36,0.0,0.0,0.0,8.264,112.0,7.736,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062987134961659,0.0085830688476562,0.0072717666625976,0.0083208084106445,0.0,0.0042491837551719,0.0054597854614257,0.0,0.0,0.0,0.0,0.0,0.0084638595581054,0.0089406967163085,0.0,0.0,1.344,0.0,2.208,0.0,0.0,0.0,0.0,127.464,0.0,0.0,1318.144,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059735122604749,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0,0.0056028366088867,0.0056982040405273,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,113.256,0.0,0.0,4.384,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059284381012418,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.017404556274414,0.017404556274414,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060494266339202,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0092983245849609,0.0092983245849609,0.0060081481933593,0.0,0.0,0.0076770782470703,0.0,0.0100135803222656,0.0100135803222656,0.0100612640380859,0.0190258026123046,0.496,0.0,1.36,0.0,0.0,0.0,3.744,113.256,4.232,0.0,1.192,0
