time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059103965759277,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062992077062625,0.008559226989746,0.0047683715820312,0.0047683715820312,0.005960464477539,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0076770782470703,0.0,0.0,0.0106334686279296,0.0202655792236328,0.496,1.36,0.0,0.0,3.744,4.232,0.0,121.696,3940.008074045181,3940.010619163513,12.464,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060963630676269,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.00762939453125,0.00762939453125,0.0,0.0,0.0094890594482421,0.0,0.0,0.0106334686279296,0.0197887420654296,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,3940.006916339581,3940.00883102417,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062166754879168,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0060717264811197,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0084400177001953,0.0,0.0,0.0106970469156901,0.0271797180175781,0.496,1.36,0.0,0.0,12.008,11.968,0.0,113.256,3940.008401870728,3940.010929107666,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061241548452804,0.0085830688476562,0.00762939453125,0.00762939453125,0.0060081481933593,0.011444091796875,0.011444091796875,0.0,0.0,0.0074386596679687,0.0,0.0,0.0116348266601562,0.0223159790039062,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,3940.007209777832,3940.0078296661377,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062070640863156,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0067949295043945,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0084161758422851,0.0,0.0,0.011610984802246,0.0280618667602539,0.496,1.36,0.0,0.0,8.264,7.736,0.0,121.008,3940.007601465498,3940.009355545044,18.496,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061316065268941,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,122.384,3940.024971961975,3940.0510787963863,114.24,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060200691223144,0.0086069107055664,0.0071525573730468,0.0071525573730468,0.007486343383789,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0098228454589843,0.0,0.0,0.0129222869873046,0.0245094299316406,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,3940.0076866149902,3940.0076866149902,24.352,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006197702766645,0.0083446502685546,0.00762939453125,0.00762939453125,0.0060558319091796,0.0102519989013671,0.0102519989013671,0.0,0.0,0.00762939453125,0.0,0.0,0.0110626220703125,0.0212669372558593,0.496,1.392,0.0,0.0,3.744,4.232,0.0,122.384,3940.0076866149902,3940.0076866149902,19.576,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062107446774914,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0060240427652994,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0083446502685546,0.0,0.0,0.0110785166422526,0.0280380249023437,0.496,1.424,0.0,0.0,12.008,11.968,0.0,114.6,3940.0155544281006,3940.0155544281006,106.696,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062522603504693,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0062465667724609,0.00762939453125,0.00762939453125,0.0,0.0,0.0081539154052734,0.0,0.0,0.0107288360595703,0.0203132629394531,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,3940.0113821029663,3940.015983581543,109.824,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059735774993896,0.0078678131103515,0.00762939453125,0.00762939453125,0.0064849853515625,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0095605850219726,0.0,0.0,0.0114679336547851,0.0279188156127929,0.496,1.424,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058928532386893,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,7.304,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832146370765,0.0081062316894531,0.0123977661132812,0.0123977661132812,0.006103515625,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0078201293945312,0.0,0.0,0.012969970703125,0.0237464904785156,0.496,1.424,0.0,0.0,3.744,4.232,50.0,118.448,3940.01579284668,3940.01579284668,6.472,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832146370765,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0087261199951171,0.0,0.0,0.0119686126708984,0.0237464904785156,0.496,1.424,0.0,0.0,3.744,4.232,50.0,118.448,3940.01579284668,3940.01579284668,6.472,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832146370765,0.0081062316894531,0.00762939453125,0.00762939453125,0.0067551930745442,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0087261199951171,0.0,0.0,0.011142094930013,0.0288009643554687,0.496,1.424,0.0,0.0,12.008,11.968,50.0,118.448,3940.01579284668,3940.01579284668,6.472,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832146370765,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0061392784118652,0.0147819519042968,0.0147819519042968,0.0054836273193359,0.0054836273193359,0.0067710876464843,0.0088214874267578,0.0088214874267578,0.0123977661132812,0.0230073928833007,0.496,1.36,0.848,0.848,4.272,3.704,50.0,118.448,3940.01579284668,3940.01579284668,6.472,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024593353271,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0058889389038085,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0083684921264648,0.0,0.0,0.0108957290649414,0.0252485275268554,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,3940.009593963623,3940.011978149414,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061556404712153,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0073909759521484,0.0073909759521484,0.0121593475341796,0.0121593475341796,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.496,1.424,0.848,0.848,0.0,0.0,0.0,132.768,3940.008362134298,3940.011429786682,86.848,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0083446502685546,0.0063180923461914,0.0077486038208007,0.0060558319091796,0.0112056732177734,0.0125408172607421,0.0,0.0,0.0080585479736328,0.0,0.0,0.0110626220703125,0.0209331512451171,1.344,2.272,0.0,0.0,3.744,4.232,0.0,112.0,3940.0409013032913,3940.134048461914,1.192,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0081300735473632,0.0061988830566406,0.0061988830566406,0.0057697296142578,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0075817108154296,0.0,0.0,0.0105857849121093,0.0204086303710937,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060265607172899,0.0083208084106445,0.0107288360595703,0.0107288360595703,0.0065485636393229,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0085353851318359,0.0,0.0,0.0106493631998697,0.0261783599853515,0.496,1.36,0.0,0.0,12.008,11.968,0.0,119.76,0.0,0.0,28.744,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061656705182583,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0060081481933593,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0077247619628906,0.0,0.0,0.01068115234375,0.020456314086914,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,3940.010070800781,3940.01305103302,81.36,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060591204413052,0.0078201293945312,0.0071525573730468,0.0071525573730468,0.0063180923461914,0.00762939453125,0.00762939453125,0.0,0.0,0.0082254409790039,0.0,0.0,0.0113248825073242,0.0269889831542968,0.496,1.424,0.0,0.0,8.264,7.736,0.0,123.64,3940.008401870728,3940.012693405152,142.64,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058465929173711,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,3940.012137095133,3940.014410018921,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059818153950705,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0073909759521484,0.0,0.0,0.0112533569335937,0.0215530395507812,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,3940.007925033569,3940.007925033569,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062951900688885,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0057697296142578,0.00762939453125,0.00762939453125,0.0,0.0,0.0072479248046875,0.0,0.0,0.0103473663330078,0.0193595886230468,0.496,1.36,0.0,0.0,3.744,4.232,0.0,125.72,3940.009202275957,3940.011763572693,55.704,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0063737233479817,0.00762939453125,0.00762939453125,0.0,0.0,0.0092029571533203,0.0,0.0,0.0106970469156901,0.0262737274169921,0.496,1.392,0.0,0.0,12.008,11.968,0.0,115.496,3940.0076508522034,3940.0092363357535,94.768,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0057697296142578,0.009775161743164,0.009775161743164,0.0,0.0,0.0074386596679687,0.0,0.0,0.0106334686279296,0.0203132629394531,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.456,3940.007834598936,3940.010452270508,3.36,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061249732971191,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0060319900512695,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0081539154052734,0.0,0.0,0.0107049942016601,0.0255823135375976,0.496,1.424,0.0,0.0,8.264,7.736,0.0,112.0,3940.006643533706,3940.007591247559,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063381572761157,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,121.776,0.0,0.0,110.936,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063157549091413,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0056743621826171,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0072956085205078,0.0,0.0,0.0112533569335937,0.0217437744140625,0.496,1.424,0.0,0.0,3.744,4.232,0.0,137.312,3940.007993153163,3940.0091648101807,169.896,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063175051083118,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0061988830566406,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0077247619628906,0.0,0.0,0.0108718872070312,0.0210285186767578,0.496,1.424,0.0,0.0,3.744,4.232,0.0,135.896,3940.006606719073,3940.007543563843,193.208,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059990321888643,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0060240427652994,0.0102519989013671,0.0102519989013671,0.0,0.0,0.008249282836914,0.0,0.0,0.01068115234375,0.0266075134277343,0.496,1.424,0.0,0.0,12.008,11.968,0.0,137.152,3940.007050832113,3940.008783340454,70.592,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064066140958578,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0064849853515625,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0087261199951171,0.0,0.0,0.0106334686279296,0.0202178955078125,0.496,1.392,0.0,0.0,3.744,4.232,0.0,122.608,3940.0070905685434,3940.007758140564,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062518649631076,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0062465667724609,0.0095367431640625,0.0095367431640625,0.0042915344238281,0.0042915344238281,0.0083684921264648,0.0121593475341796,0.0121593475341796,0.0111818313598632,0.0270843505859375,0.496,1.392,1.008,0.976,8.264,7.736,0.0,103.296,3940.007890973772,3940.0107383728023,44.04,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.784,0.496,0.0,0.0,0.0,0.0,0.0,0.0,37.832,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063419342041015,0.0,0.0,0.0085830688476562,0.0095844268798828,0.0085353851318359,0.008702278137207,0.0099420547485351,0.0107288360595703,0.0206947326660156,0.0,0.0,8.208,4.352,3.744,4.232,0.0,0.0,0.0,0.0,18.536,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.0058174133300781,0.0104904174804687,0.0104904174804687,0.0079870223999023,0.0119924545288085,0.0075817108154296,0.0091393788655598,0.0133991241455078,0.0114917755126953,0.0224113464355468,0.496,1.36,26.016,38.528,3.744,4.232,0.0,1.832,3940.0070905685434,3940.0075674057007,2.32,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0065962473551432,0.0123977661132812,0.0123977661132812,0.0081062316894531,0.0101566314697265,0.0091075897216796,0.0077486038208007,0.0102519989013671,0.0114281972249348,0.0293731689453125,0.496,1.36,20.144,6.208,12.008,11.968,0.0,0.0,3940.0076866149902,3940.0084495544434,29.48,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164508819580078,0.0164508819580078,0.0058174133300781,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0075817108154296,0.0,0.0,0.0108242034912109,0.0210285186767578,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103712081909179,0.0118017196655273,0.0128746032714843,0.0128746032714843,0.0061750411987304,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0083446502685546,0.0143051147460937,0.0143051147460937,0.0101566314697265,0.0249147415161132,0.496,1.36,0.0,0.848,8.264,7.736,0.0,1.936,3940.00776608785,3940.008497238159,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073455628894624,0.009012222290039,0.0083446502685546,0.0083446502685546,0.0,0.0078678131103515,0.0078678131103515,0.0075764126247829,0.0092983245849609,0.0,0.0098347663879394,0.0133514404296875,0.0,0.0,0.496,1.36,13.648,21.504,0.0,0.0,0.0,50.008,3940.0070309638977,3940.0083780288696,1.464,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071712568694469,0.008559226989746,0.0119209289550781,0.0119209289550781,0.0066876411437988,0.011444091796875,0.011444091796875,0.0,0.0,0.0090837478637695,0.0,0.0,0.0110507011413574,0.0240087509155273,0.496,1.36,0.0,0.0,14.52,15.544,66.66666666666666,58.0,3940.009832382202,3940.009832382202,1.464,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071712568694469,0.008559226989746,0.0107288360595703,0.0107288360595703,0.0062942504882812,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0080585479736328,0.0,0.0,0.0116825103759765,0.0226497650146484,0.496,1.776,0.0,0.0,3.744,4.232,66.66666666666666,58.0,3940.009832382202,3940.009832382202,1.464,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071712568694469,0.008559226989746,0.0088214874267578,0.0088214874267578,0.0061988830566406,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0083446502685546,0.0,0.0,0.0114917755126953,0.0272750854492187,0.496,1.776,0.0,0.0,12.008,11.968,66.66666666666666,58.0,3940.009832382202,3940.009832382202,1.464,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071712568694469,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0077247619628906,0.0,0.0,0.0114917755126953,0.020599365234375,0.496,1.776,0.0,0.0,3.744,4.232,66.66666666666666,58.0,3940.009832382202,3940.009832382202,1.464,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061530785020349,0.0083446502685546,0.00762939453125,0.00762939453125,0.0072956085205078,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0102996826171874,0.0,0.0,0.0109672546386718,0.0266075134277343,0.496,1.776,0.0,0.0,8.264,7.736,0.0,115.44,3940.007925033569,3940.007925033569,8.872,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061202049255371,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,3940.008759498596,3940.008854866028,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060375650130694,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0070095062255859,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0087261199951171,0.0,0.0,0.0115871429443359,0.02288818359375,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.904,0.0,0.0,1.464,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066353907039509,0.0085830688476562,0.007033348083496,0.0084638595581054,0.0060081481933593,0.0095367431640625,0.0112533569335937,0.0,0.0,0.0079154968261718,0.0,0.0,0.0119209289550781,0.0239849090576171,1.344,2.624,0.0,0.0,3.744,4.232,0.0,113.632,3940.008044242859,3940.00871181488,1.464,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067598679486443,0.0087499618530273,0.0057220458984375,0.0057220458984375,0.0060399373372395,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0082731246948242,0.0,0.0,0.0115174513596754,0.0277996063232421,0.496,1.776,0.0,0.0,10.952,9.584,0.0,133.12,3940.009832382202,3940.011954307556,1.656,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006392227476509,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0071227550506591,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0088214874267578,0.0,0.0,0.0107628958565848,0.0179767608642578,0.496,1.776,0.0,0.0,4.8,6.616,0.0,113.16,0.0,0.0,1.656,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0059843063354492,0.00762939453125,0.00762939453125,0.0,0.0,0.0086069107055664,0.0,0.0,0.0111818313598632,0.0263452529907226,0.496,1.776,0.0,0.0,8.264,7.736,0.0,113.256,3940.009832382202,3940.009832382202,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067504484262039,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,122.648,3940.010150273641,3940.012168884277,1.656,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065037267125068,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,122.208,3940.008640289306,3940.0091409683223,3.784,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006260871887207,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0063419342041015,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0083446502685546,0.0,0.0,0.0113487243652343,0.0217437744140625,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.0,3940.0088787078857,3940.009450912476,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119960784912,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0059366226196289,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0083446502685546,0.0,0.0,0.0109434127807617,0.0289440155029296,0.496,1.776,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006265640258789,0.0083446502685546,0.0128746032714843,0.0128746032714843,0.0065224511282784,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0095844268798828,0.0,0.0,0.0110566616058349,0.0287294387817382,0.496,1.776,0.0,0.0,12.536,11.44,0.0,112.0,0.0,0.0,2.848,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063625734243819,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0063896179199218,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0086307525634765,0.0,0.0,0.0107765197753906,0.026869773864746,0.496,1.776,0.0,0.0,8.264,7.736,0.0,113.16,3940.008401870728,3940.0091648101807,6.472,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064468383789062,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.6,0.0,0.0,9.72,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063741207122802,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
