time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061583518981933,0.0081062316894531,0.00762939453125,0.00762939453125,0.0063419342041015,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0089645385742187,0.0,0.0,0.0118255615234375,0.0233173370361328,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0065326690673828,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0085830688476562,0.0,0.0,0.0119447708129882,0.0300407409667968,0.496,1.424,0.0,0.0,8.264,7.736,0.0,117.192,0.0043988227844238,0.0069618225097656,174.608,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060439109802246,0.0083684921264648,0.0078678131103515,0.0078678131103515,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060218395573077,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.006103515625,0.009775161743164,0.009775161743164,0.0,0.0,0.007486343383789,0.0,0.0,0.0107288360595703,0.0195503234863281,0.496,1.36,0.0,0.0,3.744,4.232,0.0,122.384,0.004384828650433,0.0057220458984375,424.8,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061893937599599,0.0081062316894531,0.00762939453125,0.00762939453125,0.006103515625,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0080108642578125,0.0,0.0,0.0112533569335937,0.0209331512451171,0.496,1.424,0.0,0.0,3.744,4.232,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0060796737670898,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0082015991210937,0.0,0.0,0.0105351209640502,0.027775764465332,0.496,1.36,0.0,0.0,12.536,11.44,0.0,113.256,0.0057220458984375,0.0057220458984375,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063791507627905,0.0088691711425781,0.00762939453125,0.00762939453125,0.0061511993408203,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0078678131103515,0.0,0.0,0.0108718872070312,0.0209808349609375,0.496,1.36,0.0,0.0,3.744,4.232,0.0,132.696,0.0040155273300033,0.0047683715820312,4068.288,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0081300735473632,0.0102519989013671,0.0102519989013671,0.005960464477539,0.0147819519042968,0.0147819519042968,0.0,0.0,0.007939338684082,0.0,0.0,0.0105142593383789,0.0253677368164062,0.496,1.424,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0071525573730468,0.0,0.0,0.0105857849121093,0.0201702117919921,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060936983893899,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0058650970458984,0.0071525573730468,0.0071525573730468,0.0,0.0,0.007486343383789,0.0,0.0,0.0104427337646484,0.0202178955078125,0.496,1.36,0.0,0.0,3.744,4.232,0.0,132.768,0.0043145145278379,0.005197525024414,744.664,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066898836947903,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0061353047688802,0.0066757202148437,0.0066757202148437,0.0,0.0,0.008249282836914,0.0,0.0,0.0107288360595703,0.0258922576904296,0.496,1.36,0.0,0.0,12.008,11.968,0.0,118.448,0.0040333809735257,0.0050067901611328,4293.784,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060814530102174,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0058174133300781,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0075340270996093,0.0,0.0,0.0110626220703125,0.0213146209716796,0.496,1.424,0.0,0.0,3.744,4.232,0.0,113.256,0.0081062316894531,0.0081062316894531,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061288994936207,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0060796737670898,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0081539154052734,0.0,0.0,0.010991096496582,0.0245332717895507,0.496,1.424,0.0,0.0,8.264,7.736,0.0,113.256,0.0045299530029296,0.0045299530029296,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059890747070312,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0108718872070312,0.0,0.0,0.0112533569335937,0.0199794769287109,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0059127807617187,0.0090599060058593,0.0090599060058593,0.00762939453125,0.00762939453125,0.0073432922363281,0.0181198120117187,0.0181198120117187,0.0117778778076171,0.0227928161621093,0.496,1.36,0.848,0.848,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0065803527832031,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0083446502685546,0.0,0.0,0.0112215677897135,0.0264644622802734,0.496,1.36,0.0,0.0,12.008,11.968,0.0,117.192,0.0045299530029296,0.0052928924560546,22.864,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006150508272475,0.0085830688476562,0.0081062316894531,0.0096321105957031,0.0065326690673828,0.009775161743164,0.0099658966064453,0.0081062316894531,0.0081062316894531,0.0080585479736328,0.0042915344238281,0.0042915344238281,0.0112056732177734,0.021219253540039,1.344,2.24,0.848,0.848,3.744,4.232,0.0,141.112,0.0049500238327752,0.00762939453125,151.688,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062720610363648,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0062253740098741,0.0119209289550781,0.0119209289550781,0.0,0.0,0.008392333984375,0.0,0.0,0.0106638128107244,0.0269412994384765,0.496,1.392,0.0,0.0,8.792,7.208,0.0,115.84,0.0044417381286621,0.005507469177246,730.592,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064586525532736,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0048784109262319,0.005960464477539,63.072,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060224533081054,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0058174133300781,0.00762939453125,0.00762939453125,0.0,0.0,0.0075340270996093,0.0,0.0,0.0110626220703125,0.0215053558349609,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0045100847880045,0.0072956085205078,130.832,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072864476095866,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0063896179199218,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0086784362792968,0.0,0.0,0.009775161743164,0.0188350677490234,0.496,1.36,0.0,0.0,3.744,4.232,0.0,127.576,0.0038811429807409,0.0045299530029296,35969.168,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067746639251708,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0068187713623046,0.0088214874267578,0.0088214874267578,0.0,0.0,0.009012222290039,0.0,0.0,0.011761983235677,0.0271320343017578,0.496,1.424,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061416625976562,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0058174133300781,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0073909759521484,0.0,0.0,0.0105857849121093,0.0203609466552734,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060968731173235,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0062942504882812,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0086307525634765,0.0,0.0,0.0108957290649414,0.0256061553955078,0.496,1.36,0.0,0.0,8.264,7.736,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066257104641053,0.0094413757324218,0.00762939453125,0.00762939453125,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,134.024,0.0038485178786717,0.0045299530029296,15781.488,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074763796222743,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.005960464477539,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0076770782470703,0.0,0.0,0.0108242034912109,0.0207901000976562,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.888,0.003878048064179,0.0045299530029296,35124.512,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072026252746582,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0059127807617187,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0072479248046875,0.0,0.0,0.0124454498291015,0.0241756439208984,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065195560455322,0.0081300735473632,0.0090599060058593,0.0090599060058593,0.0058492024739583,0.0071525573730468,0.0071525573730468,0.0,0.0,0.008249282836914,0.0,0.0,0.0110944112141927,0.028085708618164,0.496,1.424,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065338611602783,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0059127807617187,0.0162124633789062,0.0162124633789062,0.0,0.0,0.007486343383789,0.0,0.0,0.010538101196289,0.0199317932128906,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065124034881591,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0063419342041015,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0,0.0,0.0109672546386718,0.0269651412963867,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065743923187255,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062747974300858,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0056266784667968,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0071048736572265,0.0,0.0,0.0106334686279296,0.020599365234375,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0107288360595703,0.0107288360595703,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006907228110493,0.0093936920166015,0.0078678131103515,0.0078678131103515,0.0063896179199218,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0077247619628906,0.0,0.0,0.0106334686279296,0.0198841094970703,0.496,1.36,0.0,0.0,3.744,4.232,0.0,142.824,0.0038697054393612,0.0045299530029296,17332.104,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071702617229801,0.009775161743164,0.011444091796875,0.011444091796875,0.0061137335641043,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0082731246948242,0.0,0.0,0.0099390745162963,0.026106834411621,0.496,1.424,0.0,0.0,12.536,11.44,0.0,118.448,0.0039012265390614,0.0045299530029296,19272.656,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070410581370491,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0,0.0,0.00762939453125,0.0,0.0,0.0115871429443359,0.0210285186767578,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0039478627646841,0.0047683715820312,8672.208,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061559677124023,0.0081300735473632,0.0088214874267578,0.0088214874267578,0.0061194101969401,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0081062316894531,0.0,0.0,0.0104904174804687,0.0262260437011718,0.496,1.424,0.0,0.0,8.792,7.208,0.0,112.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,114.84,0.006258487701416,0.0087976455688476,33.168,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062859058380126,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.006103515625,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0077724456787109,0.0,0.0,0.0111579895019531,0.0213623046875,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0083446502685546,0.00762939453125,0.00762939453125,0.0058174133300781,0.009775161743164,0.009775161743164,0.0,0.0,0.0075340270996093,0.0,0.0,0.0115871429443359,0.0228404998779296,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0088214874267578,0.0088214874267578,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061443196007268,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0133514404296875,0.0133514404296875,0.0,0.0,0.008249282836914,0.0,0.0,0.0110944112141927,0.029611587524414,0.496,1.36,0.0,0.0,12.008,11.968,0.0,113.256,0.0039953934518914,0.0045299530029296,1056.76,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075096037329697,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0057697296142578,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0072956085205078,0.0,0.0,0.010538101196289,0.0197887420654296,0.496,1.36,0.0,0.0,3.744,4.232,0.0,138.656,0.0038668695463819,0.0045299530029296,54634.256,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074562148668279,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0061988830566406,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0085830688476562,0.0,0.0,0.0106096267700195,0.0268220901489257,0.496,1.424,0.0,0.0,8.264,7.736,0.0,117.192,0.00385254148453,0.0042915344238281,4929.656,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065517425537109,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067889690399169,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0061392784118652,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0083684921264648,0.0,0.0,0.0112533569335937,0.0246047973632812,0.496,1.392,0.0,0.0,14.52,15.544,0.0,112.0,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065803527832031,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0061511993408203,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0079631805419921,0.0,0.0,0.0120162963867187,0.0225543975830078,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064754486083984,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0057731355939592,0.0083446502685546,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0072002410888671,0.0081062316894531,0.0081062316894531,0.0106394290924072,0.0265836715698242,0.496,1.36,0.848,0.848,12.536,11.44,0.0,112.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060660329031113,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0063419342041015,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0083446502685546,0.0,0.0,0.0107288360595703,0.020599365234375,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0090599060058593,0.0090599060058593,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062806594774918,0.0088214874267578,0.0083446502685546,0.0096797943115234,0.0063896179199218,0.0116825103759765,0.0124454498291015,0.0102519989013671,0.0102519989013671,0.0082015991210937,0.0081062316894531,0.0081062316894531,0.0111103057861328,0.0266075134277343,1.344,2.208,0.848,0.848,8.264,7.736,0.0,142.248,0.0039174339988014,0.0047683715820312,6068.496,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072438918535982,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.888,0.0039293438276511,0.0047683715820312,19836.168,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006256103515625,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0060558319091796,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0077247619628906,0.0,0.0,0.0107288360595703,0.0206947326660156,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059819221496582,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0059127807617187,0.0126361846923828,0.0126361846923828,0.0,0.0,0.00762939453125,0.0,0.0,0.0111103057861328,0.0215053558349609,0.496,1.392,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060296058654785,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0061829884847005,0.00762939453125,0.00762939453125,0.0,0.0,0.0081062316894531,0.0,0.0,0.0110626220703125,0.0268936157226562,0.496,1.36,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060951709747314,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0058650970458984,0.009775161743164,0.009775161743164,0.0,0.0,0.0075817108154296,0.0,0.0,0.0110626220703125,0.0209331512451171,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006162112032003,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0056982040405273,0.009775161743164,0.009775161743164,0.0,0.0,0.0077009201049804,0.0,0.0,0.0109672546386718,0.0259876251220703,0.496,1.36,0.0,0.0,8.264,7.736,0.0,113.256,3940.009832382202,3940.009832382202,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059687676121346,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,3940.01054763794,3940.01054763794,0.0,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061111070623445,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0058650970458984,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0075340270996093,0.0,0.0,0.0107288360595703,0.0202655792236328,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,3940.1759574341672,3940.434336662293,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061011314392089,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0079154968261718,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0109672546386718,0.0,0.0,0.0104904174804687,0.0201225280761718,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0063737233479817,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0092029571533203,0.0,0.0,0.0105222066243489,0.0260353088378906,0.496,1.36,0.0,0.0,12.008,11.968,0.0,112.0,3940.012693405152,3940.014982223511,1.192,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059914588928222,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0060558319091796,0.00762939453125,0.00762939453125,0.0,0.0,0.0079631805419921,0.0,0.0,0.0107288360595703,0.0205516815185546,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,1.192,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063898493942705,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0059366226196289,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0079154968261718,0.0,0.0,0.0110864639282226,0.0283718109130859,0.496,1.36,0.0,0.0,8.264,7.736,0.0,143.152,0.0,0.0,5293.104,1
