time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723854064941,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.005960464477539,0.006103515625,0.005960464477539,0.0077724456787109,0.012063980102539,0.0,0.0,0.0,0.0,0.0,0.0234127044677734,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060826391723025,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0109672546386718,0.0068187713623046,0.0109672546386718,0.0093936920166015,0.0119209289550781,0.0,0.0,0.0,0.0,0.0052054723103841,0.022745132446289,0.0078678131103515,0.496,1.392,0.0,0.0,117.192,3.744,4.232,0.0,63.664,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0112056732177734,0.0065565109252929,0.0112056732177734,0.0089406967163085,0.0113844871520996,0.0,0.0,0.0,0.0,0.0045299530029296,0.0283718109130859,0.0045299530029296,0.496,1.392,0.0,0.0,113.256,12.536,11.44,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060838253343876,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.00762939453125,0.0069141387939453,0.00762939453125,0.0086784362792968,0.011301040649414,0.0,0.0,0.0,0.0,0.0090599060058593,0.0211238861083984,0.0090599060058593,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0054836273193359,0.0064373016357421,0.0054836273193359,0.008702278137207,0.0114202499389648,0.0,0.0,0.0,0.0,0.0047683715820312,0.0267744064331054,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0047683715820312,0.0,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0116825103759765,0.0064373016357421,0.0116825103759765,0.0087261199951171,0.011444091796875,0.0,0.0,0.0,0.0,0.0047683715820312,0.0218391418457031,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0123977661132812,0.0061511993408203,0.0123977661132812,0.0079154968261718,0.0123500823974609,0.0063180923461914,0.005960464477539,0.0069856643676757,0.0071048736572265,0.0047683715820312,0.0240802764892578,0.0047683715820312,0.496,1.36,1.696,1.696,113.256,3.744,4.232,0.0,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0066757202148437,0.0066598256429036,0.0066757202148437,0.0085830688476562,0.0114917755126953,0.0,0.0,0.0,0.0,0.0047683715820312,0.0294208526611328,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0061988830566406,0.0067710876464843,0.0071525573730468,0.0068187713623046,0.0075340270996093,0.0091552734375,0.0118732452392578,0.0,0.0,0.0,0.0,0.0047683715820312,0.0230789184570312,0.0047683715820312,1.344,2.208,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0126361846923828,0.0061723921034071,0.0126361846923828,0.0076770782470703,0.0111189755526455,0.0,0.0,0.0,0.0,0.0078678131103515,0.0293254852294921,0.0078678131103515,0.496,1.36,0.0,0.0,113.256,8.792,7.208,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060921284689832,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0,0.0083446502685546,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061375079768719,0.0083446502685546,0.00762939453125,0.00762939453125,0.0090599060058593,0.0061988830566406,0.0090599060058593,0.0080108642578125,0.0124931335449218,0.0,0.0,0.0,0.0,0.0082254409790039,0.0234603881835937,0.0088930130004882,0.496,1.36,0.0,0.0,117.056,3.744,4.232,0.0,4.704,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059676170349121,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0065326690673828,0.0109672546386718,0.0092029571533203,0.0124931335449218,0.0,0.0,0.0,0.0,0.0073909759521484,0.0243663787841796,0.0073909759521484,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,3.256,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062413734964805,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0066121419270833,0.0066757202148437,0.0089645385742187,0.0116507212320963,0.0,0.0,0.0,0.0,0.0052452087402343,0.0298976898193359,0.0052452087402343,0.496,1.424,0.0,0.0,118.128,12.008,11.968,0.0,2.296,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059890747070312,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.007486343383789,0.0066757202148437,0.0093936920166015,0.0117301940917968,0.0,0.0,0.0,0.0,0.0,0.0226020812988281,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061011314392089,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0062465667724609,0.0057220458984375,0.008392333984375,0.0111103057861328,0.0,0.0,0.0,0.0,0.0,0.0293493270874023,0.0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0,0.0090599060058593,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064123922319554,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0066280364990234,0.0078678131103515,0.0089645385742187,0.0126361846923828,0.0,0.0,0.0,0.0,0.0047683715820312,0.0244617462158203,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0128746032714843,0.0063419342041015,0.0128746032714843,0.008249282836914,0.0122547149658203,0.0,0.0,0.0,0.0,0.0047683715820312,0.023508071899414,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0085830688476562,0.009775161743164,0.009775161743164,0.0073909759521484,0.0064690907796223,0.0073909759521484,0.0086784362792968,0.0117937723795572,0.0,0.0,0.0,0.0,0.0052452087402343,0.0285148620605468,0.0060081481933593,0.496,1.424,0.0,0.0,119.984,12.008,11.968,0.0,7.408,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063884549024628,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0061988830566406,0.0063896179199218,0.0061988830566406,0.008249282836914,0.0121593475341796,0.0,0.0,0.0,0.0,0.0044806250210466,0.0232696533203125,0.0057220458984375,0.496,1.392,0.0,0.0,127.48,3.744,4.232,0.0,415.12,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065001682262515,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0069141387939453,0.0068902969360351,0.0069141387939453,0.0089406967163085,0.0117778778076171,0.0,0.0,0.0,0.0,0.0045904472692688,0.0309228897094726,0.0055789947509765,0.496,1.424,0.0,0.0,114.648,8.264,7.736,0.0,496.264,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006291403699277,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0045090390924821,0.0,0.005340576171875,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,389.8,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062555369764271,0.0083446502685546,0.005960464477539,0.005960464477539,0.0064373016357421,0.0056266784667968,0.0064373016357421,0.0072002410888671,0.0110149383544921,0.0,0.0,0.0,0.0,0.0042574746268136,0.0209331512451171,0.0050067901611328,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,319.024,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058608268623921,0.0083446502685546,0.011444091796875,0.011444091796875,0.0064373016357421,0.0069141387939453,0.0064373016357421,0.0096797943115234,0.0115394592285156,0.0,0.0,0.0,0.0,0.0052452087402343,0.0217437744140625,0.0052452087402343,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062552578930784,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.006564458211263,0.0088214874267578,0.0089645385742187,0.0112692515055338,0.0,0.0,0.0,0.0,0.0043262134898792,0.0279903411865234,0.0054836273193359,0.496,1.424,0.0,0.0,123.64,12.008,11.968,0.0,839.024,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060367584228515,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0126361846923828,0.0074386596679687,0.0126361846923828,0.0096797943115234,0.0123500823974609,0.0,0.0,0.0,0.0,0.0046789646148681,0.0243663787841796,0.0060796737670898,0.496,1.392,0.0,0.0,112.0,3.744,4.232,0.0,94.368,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060399373372395,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0095367431640625,0.0062465667724609,0.0095367431640625,0.0081777572631835,0.0116825103759765,0.0,0.0,0.0,0.0,0.0053346157073974,0.0297784805297851,0.0070571899414062,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,54.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0078678131103515,0.00762939453125,0.00762939453125,0.0133514404296875,0.0,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060368054018819,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0092983245849609,0.0061511993408203,0.0092983245849609,0.0086307525634765,0.0106334686279296,0.0,0.0,0.0,0.0,0.0045167075263129,0.0250577926635742,0.0060796737670898,0.496,1.424,0.0,0.0,127.576,14.52,15.544,0.0,269.776,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0071525573730468,0.0057816505432128,0.0071525573730468,0.0062942504882812,0.0110467274983723,0.0,0.0,0.0,0.0,0.0047683715820312,0.0197887420654296,0.0047683715820312,0.496,1.392,0.0,0.0,113.256,4.272,3.704,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103990089834,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0064690907796223,0.0085830688476562,0.0092983245849609,0.011603037516276,0.0,0.0,0.0,0.0,0.005960464477539,0.0285148620605468,0.005960464477539,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061790148417154,0.0082731246948242,0.0081062316894531,0.0081062316894531,0.0104904174804687,0.0065803527832031,0.0104904174804687,0.008249282836914,0.014352798461914,0.0,0.0,0.0,0.0,0.0046081230288646,0.0291824340820312,0.005960464477539,0.496,1.424,0.0,0.0,128.832,3.744,4.232,0.0,448.024,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0060558319091796,0.0088214874267578,0.0088453292846679,0.0113487243652343,0.0,0.0,0.0,0.0,0.0047981739044189,0.028848648071289,0.005960464477539,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,67.072,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061280656569074,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0061988830566406,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0040551109792797,0.0,0.0047683715820312,0.496,1.424,0.0,0.0,122.384,0.0,0.0,0.0,2043.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069034633351795,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0116825103759765,0.0065803527832031,0.0116825103759765,0.0087261199951171,0.0112533569335937,0.0,0.0,0.0,0.0,0.0040325203891379,0.0211715698242187,0.0047683715820312,0.496,1.424,0.0,0.0,114.968,3.744,4.232,0.0,6084.04,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0133514404296875,0.0070095062255859,0.0133514404296875,0.0096797943115234,0.0131607055664062,0.0,0.0,0.0,0.0,0.0043180253770616,0.025796890258789,0.005197525024414,0.496,1.392,0.0,0.0,112.0,3.744,4.232,0.0,83.88,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066839415451575,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0064690907796223,0.0100135803222656,0.0088691711425781,0.0112215677897135,0.0127553939819335,0.0143051147460937,0.0160932540893554,0.0200271606445312,0.0041153851677389,0.0277519226074218,0.0050067901611328,0.496,1.424,1.696,1.696,123.64,12.008,11.968,0.0,3972.136,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0157356262207031,0.0088691711425781,0.0157356262207031,0.0128746032714843,0.0132083892822265,0.0,0.0,0.0,0.0,0.0042219956715901,0.0247955322265625,0.005340576171875,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,198.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060602949170643,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0092983245849609,0.0061511993408203,0.0092983245849609,0.008392333984375,0.0112771987915039,0.0,0.0,0.0,0.0,0.0042397042979364,0.0294446945190429,0.0054836273193359,0.496,1.424,0.0,0.0,123.64,8.264,7.736,0.0,651.896,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119308395765,0.0085830688476562,0.0090599060058593,0.0119209289550781,0.0116825103759765,0.0,0.012063980102539,0.0,0.0,0.0,0.0,0.0,0.0,0.0042337359804095,0.0,0.0052928924560546,1.344,2.272,0.0,0.0,117.192,0.0,0.0,0.0,967.16,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.013589859008789,0.0070571899414062,0.013589859008789,0.0094890594482421,0.0116825103759765,0.0,0.0,0.0,0.0,0.0042120615641276,0.0216484069824218,0.0050306320190429,0.496,1.392,0.0,0.0,117.192,3.744,4.232,0.0,1192.08,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065725241134415,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.006723403930664,0.0078678131103515,0.008392333984375,0.0109195709228515,0.0,0.0,0.0,0.0,0.0040355365946545,0.0206470489501953,0.0047683715820312,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,2075.384,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064017167731897,0.0085830688476562,0.013589859008789,0.013589859008789,0.0095367431640625,0.0061670939127604,0.0095367431640625,0.0085830688476562,0.0110467274983723,0.0,0.0,0.0,0.0,0.0041860048888159,0.0278472900390625,0.0052452087402343,0.496,1.424,0.0,0.0,117.192,12.008,11.968,0.8130081300813009,1126.224,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062106859565961,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0133514404296875,0.0055432319641113,0.0133514404296875,0.0062227249145507,0.0108083089192708,0.0,0.0,0.0,0.0,0.0139395395914713,0.0196695327758789,0.0154495239257813,0.496,1.424,0.0,0.0,118.448,4.272,3.704,62.96296296296296,306.208,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061174430469475,0.0083208084106445,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0061988830566406,0.0085830688476562,0.0081539154052734,0.010848045349121,0.0,0.0,0.0,0.0,0.0050569835462068,0.0271558761596679,0.006723403930664,0.496,1.424,0.0,0.0,118.448,8.264,7.736,66.66666666666666,172.664,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065104796154664,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0123977661132812,0.0,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0082032155182402,0.0,0.0063419342041015,0.496,1.424,0.0,0.0,118.448,0.0,0.0,65.69767441860465,578.712,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064420462840825,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0107288360595703,0.0069618225097656,0.0107288360595703,0.0086784362792968,0.0112056732177734,0.0,0.0,0.0,0.0,0.0063838629887021,0.0211238861083984,0.0055551528930664,0.496,1.424,0.0,0.0,117.192,3.744,4.232,73.99103139013454,580.864,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061122932244296,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0062942504882812,0.0078678131103515,0.0082015991210937,0.0118255615234375,0.0,0.0,0.0,0.0,0.0098250633062318,0.0231266021728515,0.005960464477539,0.496,1.424,0.0,0.0,117.192,3.744,4.232,72.25806451612902,440.6,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063447809931057,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0063260396321614,0.0100135803222656,0.0086307525634765,0.0106652577718098,0.0,0.0,0.0,0.0,0.004932993934268,0.0265121459960937,0.0061988830566406,0.496,1.424,0.0,0.0,117.192,12.008,11.968,62.5,409.984,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063364778585101,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0150203704833984,0.0069141387939453,0.0150203704833984,0.0092983245849609,0.0116825103759765,0.0,0.0,0.0,0.0,0.004887580871582,0.0220775604248046,0.0058412551879882,0.496,1.424,0.0,0.0,117.192,3.744,4.232,75.23809523809524,214.096,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061265271694505,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0065088272094726,0.0064373016357421,0.0085830688476562,0.0114202499389648,0.0,0.0,0.0,0.0,0.0049686431884765,0.0257730484008789,0.005960464477539,0.496,1.424,0.0,0.0,117.192,8.264,7.736,73.40425531914893,223.016,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060956869552384,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0121593475341796,0.0,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,100.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060938372470364,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0123977661132812,0.0061988830566406,0.0123977661132812,0.0074386596679687,0.0117301940917968,0.0,0.0,0.0,0.0,0.0050501389936967,0.0229358673095703,0.005960464477539,0.496,1.392,0.0,0.0,118.448,3.744,4.232,75.0,81.08,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060434958234948,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0085830688476562,0.006103515625,0.0085830688476562,0.0077724456787109,0.0107765197753906,0.0,0.0,0.0,0.0,0.0,0.0205039978027343,0.0,0.496,1.392,0.0,0.0,113.256,3.744,4.232,100.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060990526171153,0.0082969665527343,0.0095367431640625,0.0095367431640625,0.0121593475341796,0.0065167744954427,0.0121593475341796,0.0095844268798828,0.010840098063151,0.0,0.0,0.0,0.0,0.0094413757324218,0.0269412994384765,0.0064373016357421,0.496,1.392,0.0,0.0,122.696,12.008,11.968,71.22302158273382,733.632,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063661319106372,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0078678131103515,0.0070571899414062,0.0078678131103515,0.008249282836914,0.0108242034912109,0.0,0.0,0.0,0.0,0.0059408684299416,0.0203132629394531,0.0057220458984375,0.496,1.424,0.0,0.0,117.192,3.744,4.232,73.06273062730627,764.248,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059044361114501,0.0078678131103515,0.00762939453125,0.00762939453125,0.0064373016357421,0.0059843063354492,0.0064373016357421,0.0077009201049804,0.0106573104858398,0.0,0.0,0.0,0.0,0.0046888987223307,0.0262975692749023,0.0052452087402343,0.496,1.424,0.0,0.0,112.0,8.264,7.736,57.14285714285714,17.752,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058627128601074,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0104904174804687,0.0,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,57.14285714285714,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060141086578369,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0152587890625,0.0071048736572265,0.0152587890625,0.0092506408691406,0.0110626220703125,0.0,0.0,0.0,0.0,0.0,0.0202655792236328,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,57.14285714285714,0.0,1
