time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006265640258789,0.0085830688476562,0.0057220458984375,0.0057220458984375,0.0063828059605189,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006115436553955,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0063828059605189,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061416625976562,0.0078916549682617,0.0081062316894531,0.0081062316894531,0.0063828059605189,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060129165649414,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0063828059605189,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0063828059605189,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,113.256,25.152,27.344,0.0047683715820312,0.0047683715820312,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063872337341308,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0063828059605189,0.00762939453125,0.0143051147460937,0.0143051147460937,0.00762939453125,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.696,25.152,27.344,0.0047683715820312,0.0047683715820312,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058530580879438,0.0076055526733398,0.0071525573730468,0.0071525573730468,0.0063828059605189,0.0071525573730468,0.0123977661132812,0.0123977661132812,0.0082969665527343,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,115.632,25.152,27.344,0.0047683715820312,0.0047683715820312,3.28,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061488151550292,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0063828059605189,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.424,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060236454010009,0.0078678131103515,0.0112056732177734,0.0112056732177734,0.0063828059605189,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059747695922851,0.0076532363891601,0.0069141387939453,0.0069141387939453,0.0063828059605189,0.0,0.00762939453125,0.00762939453125,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062978267669677,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0063828059605189,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0047683715820312,0.0047683715820312,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061811787067073,0.008559226989746,0.0064373016357421,0.0064373016357421,0.0063828059605189,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0089168548583984,0.0083446502685546,0.009918212890625,0.0128746032714843,0.0128746032714843,0.0207424163818359,0.496,1.36,0.848,0.848,115.52,25.152,27.344,0.0047683715820312,0.0047683715820312,3.168,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059778250536872,0.0081062316894531,0.00762939453125,0.00762939453125,0.006866455078125,0.0053133283342633,0.0081062316894531,0.0081062316894531,0.005960464477539,0.0092983245849609,0.0124931335449218,0.0128746032714843,0.0128746032714843,0.0234603881835937,0.496,1.424,0.848,0.848,133.648,4.52,3.504,0.0047683715820312,0.0047683715820312,23.704,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006144857171721,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0064849853515625,0.0046805331581517,0.009775161743164,0.009775161743164,0.0051021575927734,0.0086307525634765,0.0117301940917968,0.0128746032714843,0.0128746032714843,0.0216007232666015,0.496,1.424,0.848,0.848,119.528,3.744,4.232,0.0047683715820312,0.0047683715820312,72.84,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061111070623445,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0067710876464843,0.0049526041204279,0.0102519989013671,0.0102519989013671,0.0059127807617187,0.0090599060058593,0.0119686126708984,0.0128746032714843,0.0128746032714843,0.0224590301513671,0.496,1.424,0.848,0.848,115.944,3.744,4.232,0.0047683715820312,0.0047683715820312,76.048,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006392227476509,0.0088214874267578,0.0066995620727539,0.0058412551879882,0.0066518783569335,0.0052094459533691,0.0092983245849609,0.0096797943115234,0.0066757202148437,0.0095367431640625,0.0107765197753906,0.0073909759521484,0.0073909759521484,0.0263452529907226,1.344,2.272,0.848,0.848,115.944,8.264,7.736,0.0140666961669921,0.0140666961669921,67.424,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0060081481933593,0.0051089695521763,0.0178813934326171,0.0178813934326171,0.0063419342041015,0.0076770782470703,0.0109672546386718,0.0,0.0,0.0209808349609375,0.496,1.424,0.0,0.0,116.136,3.744,4.232,0.0,0.0,103.344,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063210577514041,0.0088214874267578,0.00762939453125,0.00762939453125,0.0063896179199218,0.0048325611994816,0.0092983245849609,0.0092983245849609,0.0053644180297851,0.0082969665527343,0.0114917755126953,0.0,0.0,0.0222682952880859,0.496,1.424,0.0,0.0,116.008,3.744,4.232,0.0,0.0,106.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062201282765605,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0064611434936523,0.0047683715820312,0.0066757202148437,0.0066757202148437,0.0053644180297851,0.009322166442871,0.0108242034912109,0.0,0.0,0.0264167785644531,0.496,1.424,0.0,0.0,117.904,8.264,7.736,0.0,0.0,97.328,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063003879962581,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0066280364990234,0.0047111511230468,0.0081062316894531,0.0081062316894531,0.0056266784667968,0.0085830688476562,0.0138759613037109,0.0,0.0,0.0241279602050781,0.496,1.424,0.0,0.0,117.776,3.744,4.232,0.0,0.0,98.984,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062850442263159,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0061511993408203,0.0050643394733297,0.0090599060058593,0.0090599060058593,0.005960464477539,0.0079631805419921,0.0103950500488281,0.0,0.0,0.0192165374755859,0.496,1.424,0.0,0.0,118.352,3.744,4.232,0.0,0.0,118.488,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0069856643676757,0.0055631001790364,0.009775161743164,0.009775161743164,0.0075578689575195,0.0106811523437499,0.0108242034912109,0.0,0.0,0.0263929367065429,0.496,1.424,0.0,0.0,116.968,8.264,7.736,0.0,0.0,102.656,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065060990366769,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0063419342041015,0.0051524904039171,0.0083446502685546,0.0083446502685546,0.0063180923461914,0.0077247619628906,0.0112056732177734,0.0,0.0,0.0209331512451171,0.496,1.424,0.0,0.0,114.52,3.744,4.232,0.0,0.0,62.992,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062925898613621,0.0088214874267578,0.005960464477539,0.005960464477539,0.0069618225097656,0.0049802992078993,0.0085830688476562,0.0085830688476562,0.0059127807617187,0.0088214874267578,0.0123500823974609,0.0,0.0,0.0235557556152343,0.496,1.424,0.0,0.0,116.136,3.744,4.232,0.0,0.0,70.96,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118224034855,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.006103515625,0.005190189068134,0.0088214874267578,0.0088214874267578,0.0063896179199218,0.0075340270996093,0.0110626220703125,0.0,0.0,0.0211238861083984,0.496,1.424,0.0,0.0,116.264,3.744,4.232,0.0,0.0,40.088,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006349525641446,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.006270408630371,0.0050176273692737,0.0071525573730468,0.0071525573730468,0.0059366226196289,0.0088453292846679,0.0108242034912109,0.0,0.0,0.0281572341918945,0.496,1.424,0.0,0.0,116.008,8.264,7.736,0.0,0.0,76.88,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064880541055509,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0063896179199218,0.0049074490865071,0.0107288360595703,0.0107288360595703,0.0061273574829101,0.0082015991210937,0.0125408172607421,0.0,0.0,0.0242233276367187,0.496,1.424,0.0,0.0,117.648,3.744,4.232,0.0,0.0,84.896,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062803230663337,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0052622386387416,0.0064373016357421,0.0064373016357421,0.005960464477539,0.008392333984375,0.0108718872070312,0.0,0.0,0.0270366668701171,0.496,1.424,0.0,0.0,115.952,8.264,7.736,0.0,0.0,45.424,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063051091562403,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0,0.005035400390625,0.011444091796875,0.011444091796875,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.84,0.0,0.0,0.0,0.0,92.184,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063756212073179,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0062942504882812,0.0049064033909847,0.0143051147460937,0.0143051147460937,0.0057697296142578,0.0079631805419921,0.01220703125,0.0,0.0,0.0238418579101562,0.496,1.424,0.0,0.0,114.584,3.744,4.232,0.0,0.0,71.848,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0061988830566406,0.0053842862447102,0.0073909759521484,0.0073909759521484,0.0063896179199218,0.0077724456787109,0.0116348266601562,0.0,0.0,0.0223159790039062,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.0,55.472,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059676170349121,0.0076532363891601,0.0088214874267578,0.0088214874267578,0.0061194101969401,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0084877014160156,0.0112533569335937,0.0,0.0,0.0278472900390625,0.496,1.392,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058996677398681,0.0076532363891601,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0078678131103515,0.0111103057861328,0.0,0.0,0.0210285186767578,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061585535457478,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0062942504882812,0.00762939453125,0.0138282775878906,0.0138282775878906,0.00762939453125,0.0088214874267578,0.0110149383544921,0.0,0.0,0.0271081924438476,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059770707467302,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0,0.0066757202148437,0.0092983245849609,0.0092983245849609,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059841877192407,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.006103515625,0.0069141387939453,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0077724456787109,0.011301040649414,0.0,0.0,0.0210762023925781,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059342384338378,0.00762939453125,0.0061988830566406,0.0061988830566406,0.006103515625,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0079154968261718,0.0113487243652343,0.0,0.0,0.0218868255615234,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006256103515625,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0069777170817057,0.0,0.009775161743164,0.009775161743164,0.0,0.0088691711425781,0.0113646189371744,0.0,0.0,0.0277519226074218,0.496,1.36,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061464309692382,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0063419342041015,0.0,0.00762939453125,0.00762939453125,0.0,0.008392333984375,0.0111579895019531,0.0,0.0,0.0214099884033203,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060105323791503,0.0081300735473632,0.0088214874267578,0.0088214874267578,0.0062227249145507,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0086784362792968,0.0119447708129882,0.0,0.0,0.0271320343017578,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059818153950705,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0050067901611328,0.0140666961669921,0.0140666961669921,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057315351951181,0.00762939453125,0.0057220458984375,0.0057220458984375,0.0060558319091796,0.0042915344238281,0.0157356262207031,0.0157356262207031,0.0042915344238281,0.0079154968261718,0.0117778778076171,0.0,0.0,0.0229358673095703,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058489652415413,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0060558319091796,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0075340270996093,0.0115871429443359,0.0,0.0,0.021982192993164,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060963630676269,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0062306722005208,0.0,0.00762939453125,0.00762939453125,0.0,0.0084877014160156,0.0110308329264322,0.0,0.0,0.0281333923339843,0.496,1.36,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060641765594482,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0063896179199218,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0085830688476562,0.0111579895019531,0.0,0.0,0.0203132629394531,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059735122604749,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0065088272094726,0.0051259994506835,0.0112056732177734,0.0112056732177734,0.0059843063354492,0.0090837478637695,0.0126123428344726,0.009775161743164,0.009775161743164,0.0309467315673828,0.496,1.424,0.848,0.848,117.192,8.264,7.736,0.0042915344238281,0.0042915344238281,18.992,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058841705322265,0.00762939453125,0.009775161743164,0.009775161743164,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0042915344238281,0.0042915344238281,0.0,0.496,1.36,0.848,0.848,112.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061739736528538,0.0083446502685546,0.0066518783569335,0.0056028366088867,0.0066280364990234,0.0092983245849609,0.00762939453125,0.0082015991210937,0.0092983245849609,0.0089645385742187,0.0118255615234375,0.0,0.0,0.0223636627197265,1.344,2.208,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063898551523388,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.006103515625,0.0045299530029296,0.0150203704833984,0.0150203704833984,0.0045299530029296,0.0079631805419921,0.0112533569335937,0.0,0.0,0.0201702117919921,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060707775514517,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0063419342041015,0.0088214874267578,0.0164508819580078,0.0164508819580078,0.0088214874267578,0.0084877014160156,0.0107924143473307,0.0,0.0,0.027322769165039,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060892105102539,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0059008598327636,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0066041946411132,0.0104109446207682,0.0,0.0,0.0182390213012695,0.496,1.36,0.0,0.0,112.0,4.272,3.704,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061213970184326,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0061511993408203,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0086069107055664,0.0108957290649414,0.0,0.0,0.0259876251220703,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061120801758997,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0041988160875108,0.0100135803222656,0.0100135803222656,0.004887580871582,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,143.152,0.0,0.0,0.0,0.0,413.904,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060963630676269,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0082969665527343,0.0107765197753906,0.0,0.0,0.0202178955078125,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0061511993408203,0.00762939453125,0.0081062316894531,0.0081062316894531,0.00762939453125,0.0082015991210937,0.0109195709228515,0.0,0.0,0.0202655792236328,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059818153950705,0.00762939453125,0.00762939453125,0.00762939453125,0.0065054212297712,0.0045299530029296,0.011444091796875,0.011444091796875,0.0045299530029296,0.0097513198852539,0.0115036964416503,0.0,0.0,0.0284910202026367,0.496,1.36,0.0,0.0,113.256,12.536,11.44,0.0,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061407611144715,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0072002410888671,0.0045299530029296,0.0107288360595703,0.0107288360595703,0.0045299530029296,0.009775161743164,0.0117301940917968,0.0,0.0,0.0226497650146484,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0059843063354492,0.0,0.00762939453125,0.00762939453125,0.0,0.0084161758422851,0.011301040649414,0.0,0.0,0.0274896621704101,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060713291168212,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058138370513916,0.0076532363891601,0.0066757202148437,0.0066757202148437,0.0064849853515625,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0082015991210937,0.0138282775878906,0.0,0.0,0.0244140625,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060224533081054,0.0081062316894531,0.00762939453125,0.00762939453125,0.0058412551879882,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0063657760620117,0.0104904174804687,0.0,0.0,0.0185966491699218,0.496,1.36,0.0,0.0,112.0,4.272,3.704,0.0,0.0,0.0,0
