time_seconds,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062882900238037,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0,0.0057220458984375,0.0063419342041015,0.0,0.0077724456787109,0.0,0.0119209289550781,0.0,0.0,0.0,0.0228404998779296,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063443183898925,0.0086069107055664,0.00762939453125,0.00762939453125,0.0088214874267578,0.0,0.0088214874267578,0.0063180923461914,0.0,0.0088214874267578,0.0,0.011301040649414,0.0,0.0,0.0,0.0265359878540039,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063443183898925,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.009775161743164,0.0,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075263884461041,0.0098943710327148,0.0164508819580078,0.0164508819580078,0.0145435333251953,0.0039029505945021,0.0145435333251953,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,143.152,0.0,28463.12,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063015682862536,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0126361846923828,0.0039706720369998,0.0126361846923828,0.0,0.0046253204345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,1213.784,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062581911608947,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0102519989013671,0.0061988830566406,0.0102519989013671,0.0064373016357421,0.0061988830566406,0.008392333984375,0.0,0.0113964080810546,0.0,0.0,0.0,0.0206947326660156,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064725359085158,0.0083446502685546,0.00762939453125,0.00762939453125,0.0123977661132812,0.0039924495396116,0.0123977661132812,0.0063896179199218,0.0047683715820312,0.0083446502685546,0.0,0.0110626220703125,0.0,0.0,0.0,0.0202655792236328,0.496,1.424,0.0,0.0,0.0,3.744,4.232,123.64,0.0,4396.248,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065286361162935,0.0090599060058593,0.00762939453125,0.00762939453125,0.0100135803222656,0.0041095834029348,0.0100135803222656,0.0066995620727539,0.0051259994506835,0.0089406967163085,0.0,0.011301040649414,0.0,0.0,0.0,0.0262022018432617,0.496,1.424,0.0,0.0,0.0,8.264,7.736,117.192,0.0,798.128,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061619281768798,0.0083684921264648,0.0123977661132812,0.0123977661132812,0.0131130218505859,0.0,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064278593157777,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0107288360595703,0.0047087669372558,0.0107288360595703,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,122.384,0.0,169.392,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062261647845975,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0057220458984375,0.0073909759521484,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.712,0.0,4.424,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061158517106848,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.00762939453125,0.0073909759521484,0.00762939453125,0.0061988830566406,0.0073909759521484,0.0079631805419921,0.0,0.0113487243652343,0.0,0.0,0.0,0.0213146209716796,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063862966660836,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0090599060058593,0.00762939453125,0.0090599060058593,0.006103515625,0.00762939453125,0.0078201293945312,0.0,0.0115871429443359,0.0,0.0,0.0,0.0220775604248046,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070917840097464,0.009465217590332,0.0100135803222656,0.0100135803222656,0.0088214874267578,0.003888187535887,0.0088214874267578,0.0062942504882812,0.0045299530029296,0.0091075897216796,0.0,0.0107765197753906,0.0,0.0,0.0,0.0254392623901367,0.496,1.424,0.0,0.0,0.0,8.264,7.736,128.832,0.0,25733.768,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065369392508891,0.0085830688476562,0.013589859008789,0.013589859008789,0.0078678131103515,0.0040077027820405,0.0078678131103515,0.0,0.0046968460083007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,970.848,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065672397613525,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0050067901611328,0.0116825103759765,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,112.0,0.0,15.792,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071808843329401,0.009775161743164,0.0090599060058593,0.0090599060058593,0.017404556274414,0.0038910749624047,0.017404556274414,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,122.384,0.0,30170.376,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064622110395289,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0,0.0073909759521484,0.0062942504882812,0.0,0.008249282836914,0.0,0.0110149383544921,0.0,0.0,0.0,0.0209331512451171,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006247515702129,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0123977661132812,0.0047683715820312,0.0123977661132812,0.0071525573730468,0.0047683715820312,0.0094890594482421,0.0,0.011444091796875,0.0,0.0,0.0,0.022125244140625,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060980592794086,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0078678131103515,0.0064373016357421,0.0061511993408203,0.0078678131103515,0.0085830688476562,0.0,0.0106096267700195,0.0,0.0,0.0,0.0250577926635742,0.496,1.36,0.0,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064878040933843,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0044573908266813,0.0088214874267578,0.0,0.005197525024414,0.0,0.0129938125610351,0.0,0.0147819519042968,0.0157594680786132,0.0149726867675781,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,128.272,0.0,253.416,0
