time_seconds,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006291403699277,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.00762939453125,0.0039347249255845,0.00762939453125,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,4981.896,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071917007218545,0.0100135803222656,0.0109672546386718,0.0109672546386718,0.0126361846923828,0.0039294655226224,0.0126361846923828,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.192,0.0,27350.248,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.007745638415588,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.0085830688476562,0.0039146701249682,0.0085830688476562,0.006103515625,0.0045299530029296,0.0079631805419921,0.0,0.0109672546386718,0.0,0.0,0.0,0.0210762023925781,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,48348.624,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074360501113815,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.00762939453125,0.0039285784650333,0.00762939453125,0.005960464477539,0.0045299530029296,0.0076770782470703,0.0,0.0102043151855468,0.0,0.0,0.0,0.0194072723388671,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,25289.448,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074275649420105,0.0097513198852539,0.0090599060058593,0.0090599060058593,0.0145435333251953,0.0054836273193359,0.0145435333251953,0.0067710876464843,0.0054836273193359,0.0095367431640625,0.0,0.0123977661132812,0.0,0.0,0.0,0.0287055969238281,0.496,1.424,0.0,0.0,0.0,8.264,7.736,118.448,0.0,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064750709155998,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0104904174804687,0.0047683715820312,0.0104904174804687,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061632981940881,0.0083446502685546,0.0092744827270507,0.0072717666625976,0.0103712081909179,0.0085830688476562,0.012373924255371,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062108039855957,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.0,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064384937286376,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.00762939453125,0.0,0.00762939453125,0.0066280364990234,0.0,0.0077247619628906,0.0,0.0108242034912109,0.0,0.0,0.0,0.0209331512451171,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063621997833251,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0131130218505859,0.0,0.0131130218505859,0.0065326690673828,0.0,0.0081539154052734,0.0,0.0132560729980468,0.0,0.0,0.0,0.0262260437011718,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062775611877441,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0,0.0066757202148437,0.006084856779679,0.0,0.0086307525634765,0.0,0.0097839920609085,0.0,0.0,0.0,0.0217437744140625,0.496,1.36,0.0,0.0,0.0,20.096,17.992,112.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064165695853855,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0107288360595703,0.0048130750656127,0.0107288360595703,0.0,0.0063657760620117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,133.112,0.0,235.072,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062909456762937,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0140666961669921,0.0044743220011393,0.0140666961669921,0.0,0.0055313110351562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.6,0.0,203.664,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063649457485521,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0081062316894531,0.005960464477539,0.0081062316894531,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063586235046386,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0126361846923828,0.0,0.0126361846923828,0.0064849853515625,0.0,0.0086784362792968,0.0,0.011301040649414,0.0,0.0,0.0,0.0200271606445312,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060367584228515,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0083446502685546,0.0,0.0083446502685546,0.0065803527832031,0.0,0.0080585479736328,0.0,0.0112056732177734,0.0,0.0,0.0,0.0212669372558593,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063502788543701,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0,0.0057220458984375,0.0061723921034071,0.0,0.0080108642578125,0.0,0.0109455802223899,0.0,0.0,0.0,0.0243186950683593,0.496,1.36,0.0,0.0,0.0,8.792,7.208,112.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006488561630249,0.0085830688476562,0.009775161743164,0.009775161743164,0.0069141387939453,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062670026506696,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0068346659342447,0.0069141387939453,0.0,0.0079154968261718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,119.928,0.0,7.288,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063934136385941,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.005960464477539,0.0069141387939453,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063738799447496,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0055631001790364,0.0081062316894531,0.0064373016357421,0.006103515625,0.007486343383789,0.0,0.0108718872070312,0.0,0.0,0.0,0.0198841094970703,0.496,1.424,0.0,0.0,0.0,3.744,4.232,119.16,0.0,6.52,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062489509582519,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0116825103759765,0.0,0.0116825103759765,0.0060558319091796,0.0,0.0078201293945312,0.0,0.0103473663330078,0.0,0.0,0.0,0.0188350677490234,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063586235046386,0.0088453292846679,0.0066757202148437,0.0066757202148437,0.005960464477539,0.0,0.005960464477539,0.0066041946411132,0.0,0.0089168548583984,0.0,0.011754035949707,0.0,0.0,0.0,0.0267744064331054,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060856342315673,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0092983245849609,0.0,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062036514282226,0.0083684921264648,0.0064373016357421,0.0064373016357421,0.0121593475341796,0.0,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063625036501416,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0100135803222656,0.0074505805969238,0.0100135803222656,0.0,0.0090837478637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,121.824,0.0,8.896,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060826391723025,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0138282775878906,0.0069141387939453,0.0138282775878906,0.0060558319091796,0.0069141387939453,0.00762939453125,0.0,0.0110626220703125,0.0,0.0,0.0,0.0210285186767578,0.496,1.424,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062380264054483,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0119209289550781,0.0066757202148437,0.0119209289550781,0.0068187713623046,0.0066757202148437,0.0085353851318359,0.0,0.0109195709228515,0.0,0.0,0.0,0.0197410583496093,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062644481658935,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0133514404296875,0.0,0.0133514404296875,0.0062465667724609,0.0,0.0090837478637695,0.0,0.0105142593383789,0.0,0.0,0.0,0.0253915786743164,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062942504882812,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0131130218505859,0.0,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006338357925415,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.013589859008789,0.0,0.013589859008789,0.0,0.0,0.0,0.0067949295043945,0.0,0.0054836273193359,0.0087976455688476,0.0060558319091796,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063443183898925,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.013589859008789,0.0,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062392125675334,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0050067901611328,0.0088214874267578,0.0061511993408203,0.0050067901611328,0.0079154968261718,0.0,0.0109672546386718,0.0,0.0,0.0,0.0197887420654296,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059924908538362,0.0078678131103515,0.00762939453125,0.00762939453125,0.0078678131103515,0.0083446502685546,0.0078678131103515,0.006103515625,0.0083446502685546,0.00762939453125,0.0,0.0111579895019531,0.0,0.0,0.0,0.0205039978027343,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063435948310206,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0078678131103515,0.0083446502685546,0.0067651271820068,0.0078678131103515,0.008559226989746,0.0,0.0103513399759928,0.0,0.0,0.0,0.0219345092773437,0.496,1.36,0.0,0.0,0.0,9.32,6.68,113.256,0.0,1.192,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062823295593261,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060356140136,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0061988830566406,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063281747239146,0.0088214874267578,0.00762939453125,0.00762939453125,0.0140666961669921,0.0058809916178385,0.0140666961669921,0.0,0.0086307525634765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,31.512,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063736461898655,0.0082254409790039,0.0069618225097656,0.0061988830566406,0.0095367431640625,0.0044295662327816,0.01068115234375,0.0060558319091796,0.0055551528930664,0.0076770782470703,0.0,0.0108718872070312,0.0,0.0,0.0,0.0205516815185546,1.344,2.272,0.0,0.0,0.0,3.744,4.232,140.672,0.0,424.768,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00641133525584,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0119209289550781,0.0043074289957682,0.0119209289550781,0.0065326690673828,0.0061511993408203,0.0088691711425781,0.0,0.0103950500488281,0.0,0.0,0.0,0.0189781188964843,0.496,1.424,0.0,0.0,0.0,3.744,4.232,118.448,0.0,153.896,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063830082959467,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.013589859008789,0.0040454951595498,0.013589859008789,0.0063578287760416,0.0047683715820312,0.0083446502685546,0.0,0.0107721848921342,0.0,0.0,0.0,0.0247955322265625,0.496,1.424,0.0,0.0,0.0,8.792,7.208,118.448,0.0,2255.512,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070144634435672,0.0095367431640625,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0039573433329758,0.0081062316894531,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,16882.4,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00618577003479,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.013589859008789,0.0,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060319900512695,0.0078678131103515,0.009775161743164,0.009775161743164,0.0102519989013671,0.0,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061511993408203,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0,0.0078678131103515,0.0070095062255859,0.0,0.0094890594482421,0.0,0.012063980102539,0.0,0.0,0.0,0.0229835510253906,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062191486358642,0.0086069107055664,0.0061988830566406,0.0061988830566406,0.0100135803222656,0.0,0.0100135803222656,0.0070571899414062,0.0,0.0100135803222656,0.0,0.0109672546386718,0.0,0.0,0.0,0.0197887420654296,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061893937599599,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0050067901611328,0.0128746032714843,0.0072479248046875,0.0050067901611328,0.0096559524536132,0.0,0.010848045349121,0.0,0.0,0.0,0.026249885559082,0.496,1.36,0.0,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062083723533212,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0047683715820312,0.0061988830566406,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063175164559037,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0088214874267578,0.0040816589140556,0.0088214874267578,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,144.408,0.0,2723.68,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067990810716923,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0040080812242296,0.0100135803222656,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,9042.656,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066828371873542,0.0092983245849609,0.0052452087402343,0.0052452087402343,0.011444091796875,0.004077685698298,0.011444091796875,0.0062942504882812,0.0050067901611328,0.0079154968261718,0.0,0.0113487243652343,0.0,0.0,0.0,0.0212669372558593,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,2697.168,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006716251373291,0.009322166442871,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0039824276916251,0.0078678131103515,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,100.0,9597.968,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064218815286361,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.00762939453125,0.0040632486343383,0.00762939453125,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,0.0,0.0,114.264,100.0,3565.328,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063507118035311,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0164508819580078,0.0071525573730468,0.0164508819580078,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,1.0,0.0,0.0,0.0,0.0,113.256,100.0,1.192,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063625734243819,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0045299530029296,0.0116825103759765,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,0.0,0.0,113.256,100.0,1.192,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062107446774914,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0078678131103515,0.0104904174804687,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,0.0,0.0,113.256,100.0,1.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060356140136,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.009775161743164,0.0,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062537193298339,0.0086069107055664,0.0073909759521484,0.0073909759521484,0.0123977661132812,0.0,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064301490783691,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.005960464477539,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061607360839843,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.011444091796875,0.0,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064660961501264,0.0089168548583984,0.0123977661132812,0.0123977661132812,0.011444091796875,0.0040612669072599,0.011444091796875,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,144.408,100.0,2498.272,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071950478128867,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.0143051147460937,0.0039942769120882,0.0143051147460937,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,100.0,15005.208,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073697307322284,0.0100135803222656,0.0088214874267578,0.0088214874267578,0.0145435333251953,0.0039740958218334,0.0145435333251953,0.0,0.0047683715820312,0.0,0.0096559524536132,0.0,0.0077486038208007,0.0110864639282226,0.0105142593383789,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,118.448,100.0,21370.368,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071501850488767,0.0095367431640625,0.009775161743164,0.009775161743164,0.0116825103759765,0.0039363988690454,0.0116825103759765,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,0.0,0.0,117.192,100.0,32839.096,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076471869625262,0.0102519989013671,0.009775161743164,0.009775161743164,0.0109672546386718,0.0039466366435973,0.0109672546386718,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,0.0,0.0,117.192,100.0,24271.8,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061535835266113,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
