time_seconds,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070102179228369,0.0100135803222656,0.0081062316894531,0.0081062316894531,0.0039389694979752,0.0077486038208007,0.0047683715820312,0.0077486038208007,0.0078439712524414,0.0,0.0092983245849609,0.0092983245849609,0.0082254409790039,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,117.192,0.0,5533.968,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061440467834472,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0045299530029296,0.0077486038208007,0.0057220458984375,0.0077486038208007,0.0078439712524414,0.0,0.0071525573730468,0.0071525573730468,0.0082254409790039,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,112.0,0.0,28.024,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062744216163559,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0039390895677649,0.0077486038208007,0.0045299530029296,0.0077486038208007,0.0078439712524414,0.0071048736572265,0.0102519989013671,0.0102519989013671,0.0082254409790039,0.0091075897216796,0.01220703125,0.0226497650146484,0.496,1.36,0.0,1.696,1.696,3.744,4.232,122.384,0.0,1298.232,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006218947986565,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0042354359346277,0.0077486038208007,0.0054836273193359,0.0077486038208007,0.0078439712524414,0.0060796737670898,0.0073909759521484,0.0073909759521484,0.0082254409790039,0.0066041946411132,0.0102917353312174,0.0185966491699218,0.496,1.36,0.0,1.696,1.696,4.272,3.704,117.12,0.0,995.704,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069330234338741,0.0095367431640625,0.0119209289550781,0.0119209289550781,0.003966336001717,0.0077486038208007,0.0047683715820312,0.0077486038208007,0.0078439712524414,0.006723403930664,0.013589859008789,0.013589859008789,0.0082254409790039,0.0088453292846679,0.0112771987915039,0.0280141830444335,0.496,1.36,0.0,1.696,1.696,8.264,7.736,117.12,0.0,11334.512,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065022175854975,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0044609889511234,0.0077486038208007,0.0054836273193359,0.0077486038208007,0.0078439712524414,0.0,0.0088214874267578,0.0088214874267578,0.0082254409790039,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,118.448,0.0,933.032,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064432324461675,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0046056414407397,0.0077486038208007,0.0061988830566406,0.0077486038208007,0.0078439712524414,0.0,0.0083446502685546,0.0083446502685546,0.0082254409790039,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,117.192,0.0,483.912,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073198062270434,0.0100135803222656,0.0064373016357421,0.0064373016357421,0.0039419592936737,0.0077486038208007,0.0047683715820312,0.0077486038208007,0.0078439712524414,0.0,0.011444091796875,0.011444091796875,0.0082254409790039,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,115.16,0.0,17719.536,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064776311466349,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0055176871163504,0.0077486038208007,0.0070095062255859,0.0077486038208007,0.0078439712524414,0.0068187713623046,0.0116825103759765,0.0116825103759765,0.0082254409790039,0.0088691711425781,0.0117301940917968,0.0215530395507812,0.496,1.36,0.0,1.696,1.696,3.744,4.232,115.608,0.0,98.944,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066164121105896,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0041942596435546,0.0077486038208007,0.0051498413085937,0.0077486038208007,0.0078439712524414,0.0058650970458984,0.0078678131103515,0.0078678131103515,0.0082254409790039,0.0073909759521484,0.0110149383544921,0.0207424163818359,0.496,1.36,0.0,1.696,1.696,3.744,4.232,117.192,0.0,1179.816,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062107446774914,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.004744529724121,0.0077486038208007,0.0052928924560546,0.0077486038208007,0.0078439712524414,0.0062253740098741,0.0092983245849609,0.0092983245849609,0.0082254409790039,0.0079154968261718,0.0102953477339311,0.0245571136474609,0.496,1.36,0.0,1.696,1.696,8.792,7.208,115.48,0.0,32.112,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061119718504656,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0041795064167804,0.0,0.0056266784667968,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,116.808,0.0,916.872,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065922737121582,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0040223521571005,0.0,0.0052452087402343,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,330.296,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068072614998653,0.009012222290039,0.0069141387939453,0.0069141387939453,0.0039991410239704,0.0,0.0047683715820312,0.0,0.0,0.0,0.0197887420654296,0.0197887420654296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,121.032,0.0,7281.864,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063435948310206,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0045961803860134,0.0,0.0063180923461914,0.0,0.0,0.0066757202148437,0.0090599060058593,0.0090599060058593,0.0,0.0089645385742187,0.0113964080810546,0.0215053558349609,0.496,1.36,0.0,0.0,0.0,3.744,4.232,117.192,0.0,288.464,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068346659342447,0.009775161743164,0.00762939453125,0.00762939453125,0.0040021527655505,0.0,0.0047683715820312,0.0,0.0,0.0063776969909667,0.0078678131103515,0.0078678131103515,0.0,0.0076055526733398,0.0101725260416666,0.0176429748535156,0.496,1.36,0.0,0.0,0.0,4.272,3.704,114.84,0.0,5291.328,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070090317607519,0.009775161743164,0.0081062316894531,0.0081062316894531,0.0040348711026163,0.0,0.0047683715820312,0.0,0.0,0.0070810317993164,0.0073909759521484,0.0073909759521484,0.0,0.0091314315795898,0.0102758407592773,0.0229835510253906,0.496,1.36,0.0,0.0,0.0,8.264,7.736,117.192,0.0,7628.968,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061882075978748,0.0083446502685546,0.0108718872070312,0.0085830688476562,0.004175937536991,0.0,0.005197525024414,0.0,0.0,0.0,0.011444091796875,0.0123977661132812,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,117.192,0.0,346.12,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061170378727699,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0045299530029296,0.0,0.0045299530029296,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065206894146397,0.0092506408691406,0.0069141387939453,0.0069141387939453,0.0039072597728056,0.0,0.0045299530029296,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,121.288,0.0,10586.44,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067052274647325,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.003913858699971,0.0,0.0045299530029296,0.0,0.0,0.006103515625,0.0140666961669921,0.0140666961669921,0.0,0.0077724456787109,0.0112056732177734,0.0207901000976562,0.496,1.36,0.0,0.0,0.0,3.744,4.232,118.448,0.0,6216.088,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062549114227294,0.0088214874267578,0.0128746032714843,0.0128746032714843,0.0044703483581542,0.0,0.0048637390136718,0.0,0.0,0.0060558319091796,0.0112056732177734,0.0112056732177734,0.0,0.0077247619628906,0.0104904174804687,0.0195980072021484,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,18.976,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062727928161621,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0062465667724609,0.0092983245849609,0.0092983245849609,0.0,0.0086307525634765,0.0104904174804687,0.0231027603149414,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063688448160001,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0046805331581517,0.0,0.00762939453125,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,120.536,0.0,383.888,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061526227353224,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.006258487701416,0.0,0.0077009201049804,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,0.0,42.176,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061776378367206,0.0090599060058593,0.0104904174804687,0.0104904174804687,0.0043173094053526,0.0,0.0055789947509765,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.52,0.0,371.88,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063712053959912,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0045564439561631,0.0,0.0050544738769531,0.0,0.0,0.006866455078125,0.0143051147460937,0.0143051147460937,0.0,0.0094413757324218,0.0116348266601562,0.0216960906982421,0.496,1.36,0.0,0.0,0.0,3.744,4.232,116.416,0.0,48.44,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065742152752262,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.0039370554798054,0.0,0.0047683715820312,0.0,0.0,0.0061511993408203,0.0140666961669921,0.0140666961669921,0.0,0.0079154968261718,0.0111579895019531,0.0206470489501953,0.496,1.36,0.0,0.0,0.0,3.744,4.232,118.448,0.0,9012.824,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062274932861328,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0065803527832031,0.0126361846923828,0.0126361846923828,0.0,0.0091075897216796,0.0107765197753906,0.0243663787841796,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060814530102174,0.0081062316894531,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.00762939453125,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.288,0.0,3.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059676170349121,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060546398162841,0.0078916549682617,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062819144025963,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0054836273193359,0.0,0.0054836273193359,0.0,0.0,0.0061988830566406,0.0143051147460937,0.0143051147460937,0.0,0.0079631805419921,0.0113487243652343,0.0213623046875,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
