time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064396622157332,0.0087976455688476,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0062518649631076,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0072479248046875,0.0114657662131569,0.0307559967041015,0.496,1.424,0.0,0.0,8.016,7.936,117.752,0.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059330463409423,0.0076532363891601,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0066129784835012,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0086307525634765,0.0112397330147879,0.0286102294921875,0.496,1.424,0.0,0.0,17.056,14.944,112.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058418542296443,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.136,0.0,0.0071525573730468,0.0071525573730468,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058329931580194,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.816,0.0,0.0045299530029296,0.0045299530029296,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061476230621337,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.696,0.0,0.0045299530029296,0.0045299530029296,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060677528381347,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0070929527282714,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0091791152954101,0.0112454096476236,0.0278711318969726,0.496,1.36,0.0,0.0,8.544,7.408,112.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059413909912109,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0063180923461914,0.0116825103759765,0.0116825103759765,0.0,0.0,0.008392333984375,0.0114917755126953,0.0300884246826171,0.496,1.36,0.0,0.0,7.488,8.464,112.0,0.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00599469288741,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0062741731342516,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0086307525634765,0.0108196621849423,0.0262260437011718,0.496,1.36,0.0,0.0,17.056,14.944,113.12,0.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060203686431424,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,111.44,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061727874907688,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0081062316894531,0.0081062316894531,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060138417713677,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0064373016357421,0.0064373016357421,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0064373016357421,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0087738037109375,0.0113790685480291,0.0307559967041015,0.496,1.36,0.0,0.0,8.016,7.936,113.816,0.0,0.0047683715820312,0.0047683715820312,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0064373016357421,0.009775161743164,0.009775161743164,0.0,0.0,0.0081539154052734,0.0111579895019531,0.0284671783447265,0.496,1.36,0.0,0.0,7.488,8.464,113.816,0.0,0.0047683715820312,0.0047683715820312,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0120401382446289,0.0100135803222656,0.0070095062255859,0.0109672546386718,0.0109672546386718,0.0159502029418945,0.0144004821777343,0.0098466873168945,0.0112533569335937,0.0279664993286132,0.496,1.36,1.696,1.696,16.528,15.472,113.816,0.0,0.0047683715820312,0.0047683715820312,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.816,0.0,0.0047683715820312,0.0047683715820312,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0081062316894531,0.0085830688476562,0.00762939453125,0.0,0.0,0.0,0.0101327896118164,0.0127077102661132,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,113.816,0.0,0.0047683715820312,0.0047683715820312,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061862134703115,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,144.408,0.0,0.0039552893873821,0.0047683715820312,4506.496,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069566292337851,0.0095367431640625,0.009775161743164,0.009775161743164,0.0,0.0,0.0061750411987304,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0081539154052734,0.0108718872070312,0.0279903411865234,0.496,1.424,0.0,0.0,7.488,8.464,118.448,0.0,0.0039415791435378,0.0045299530029296,17588.496,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070805596833181,0.0100135803222656,0.009775161743164,0.009775161743164,0.0,0.0,0.0059843063354492,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0086545944213867,0.011301040649414,0.0290870666503906,0.496,1.424,0.0,0.0,7.488,8.464,118.448,0.0,0.0039119651352149,0.0045299530029296,14152.448,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061295889868524,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0062365280954461,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0084400177001953,0.0108196621849423,0.0269412994384765,0.496,1.424,0.0,0.0,17.056,14.944,117.496,0.0,0.0081062316894531,0.0081062316894531,4.088,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061051762519191,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,116.376,0.0,0.0047981739044189,0.0063180923461914,131.6,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061030363916751,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.656,0.0,0.0057220458984375,0.0067949295043945,14.928,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059020519256591,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0181198120117187,0.0181198120117187,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060015711291082,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0059843063354492,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0085830688476562,0.0119209289550781,0.0293970108032226,0.496,1.36,0.0,0.0,7.488,8.464,121.08,0.0,0.0061988830566406,0.0068426132202148,17.36,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0067949295043945,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0090837478637695,0.0114202499389648,0.0287055969238281,0.496,1.424,0.0,0.0,7.488,8.464,113.256,0.0,0.0040250666001263,0.0049114227294921,748.864,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062082788627135,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0060915946960449,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0088453292846679,0.0119686126708984,0.0282049179077148,0.496,1.392,0.0,0.0,16.528,15.472,123.64,0.0,0.00396158014025,0.0045299530029296,1255.92,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065037267125068,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0039163955860892,0.0045299530029296,7930.768,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024239266272,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.12,0.0,0.0039117778846603,0.0045299530029296,1784.328,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060423456057153,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0075340270996093,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0127792358398437,0.0115394592285156,0.0293254852294921,0.496,1.36,0.0,0.0,7.488,8.464,110.88,0.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061163088170493,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0065565109252929,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0086069107055664,0.0112295150756835,0.0267505645751953,0.496,1.36,0.0,0.0,7.488,8.464,134.024,0.0,0.0039743720938306,0.0045299530029296,1238.104,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061434094268496,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0061631202697753,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0088453292846679,0.0107169151306152,0.0243663787841796,0.496,1.424,0.0,0.0,16.528,15.472,118.448,0.0,0.0040414856701362,0.0049829483032226,895.696,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062649792963915,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,116.656,0.0,0.0042110294490665,0.005340576171875,732.248,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067694270195652,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0038685337189705,0.0045299530029296,8348.384,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064966097399963,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0039800373530479,0.0050067901611328,2811.528,0
