time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
123,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061869621276855,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0,0.011444091796875,0.011444091796875,0.0,0.0081062316894531,0.0,0.0,0.0111579895019531,0.0195980072021484,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
124,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067278019432882,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0068187713623046,0.0040768651727871,0.0171661376953125,0.0171661376953125,0.0047683715820312,0.0086069107055664,0.0,0.0,0.0106573104858398,0.0257015228271484,0.496,1.36,0.0,0.0,7.736,8.264,143.152,0.0,0.0,8450.6,1
125,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062203407287597,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
126,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061671722111443,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0075817108154296,0.0052792685372488,0.0057220458984375,0.0057220458984375,0.0079631805419921,0.0089645385742187,0.0,0.0,0.0119686126708984,0.0232219696044921,0.496,1.36,0.0,0.0,4.232,3.744,123.64,0.0,0.0,59.544,1
127,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0064849853515625,0.0042222795032319,0.0126361846923828,0.0126361846923828,0.0050067901611328,0.0081062316894531,0.0,0.0,0.012969970703125,0.0253200531005859,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,2354.832,1
128,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065888090086687,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0064202717372349,0.0040698412196016,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0083446502685546,0.0,0.0,0.0109076499938964,0.0276565551757812,0.496,1.392,0.0,0.0,11.44,12.536,123.64,0.0,0.0,8202.392,1
129,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00618577003479,0.0086069107055664,0.0100135803222656,0.0100135803222656,0.0071048736572265,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0086307525634765,0.0,0.0,0.0123500823974609,0.0241756439208984,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
130,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0060081481933593,0.0,0.00762939453125,0.00762939453125,0.0,0.0075340270996093,0.0,0.0,0.0108242034912109,0.0202655792236328,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
131,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103515625,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0078201293945312,0.0,0.0,0.0109672546386718,0.0203609466552734,0.496,1.36,0.0,0.0,3.504,4.52,112.0,0.0,0.0,0.0,1
132,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066920822741938,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0040932180492449,0.0085830688476562,0.0085830688476562,0.0047683715820312,0.00762939453125,0.0,0.0,0.0117778778076171,0.022745132446289,0.496,1.36,0.0,0.0,4.232,3.744,132.768,0.0,0.0,13471.608,1
133,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006305637644298,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.006103515625,0.0073909759521484,0.0128746032714843,0.0128746032714843,0.0073909759521484,0.0078678131103515,0.0,0.0,0.0123977661132812,0.0235557556152343,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
134,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006251734465801,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.006066428290473,0.0054836273193359,0.0083446502685546,0.0083446502685546,0.0067949295043945,0.0072956085205078,0.0,0.0,0.010880556973544,0.0269412994384765,0.496,1.392,0.0,0.0,7.208,8.792,118.104,0.0,0.0,88.016,1
135,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060147578173344,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0065326690673828,0.0054836273193359,0.0140666961669921,0.0140666961669921,0.0060558319091796,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.0117301940917968,0.022125244140625,0.496,1.424,0.848,0.848,4.232,3.744,116.224,650.0115394592285,650.0115394592285,3.872,1
136,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062997068338726,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0064373016357421,0.0049708640738709,0.0078678131103515,0.0078678131103515,0.0065803527832031,0.0081062316894531,0.0,0.0,0.0128746032714843,0.0243663787841796,0.496,1.424,0.0,0.0,4.232,3.744,114.648,0.0,0.0,564.024,1
137,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062878452130218,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0060558319091796,0.0056982040405273,0.0128746032714843,0.0128746032714843,0.0083684921264648,0.0086069107055664,0.0112056732177734,0.0112056732177734,0.0112533569335937,0.0269412994384765,0.496,1.424,0.848,0.848,7.736,8.264,117.192,650.0120162963867,650.0120162963867,235.664,1
138,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061514365732373,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0052849451700846,0.0157356262207031,0.0157356262207031,0.0066757202148437,0.0077247619628906,0.0,0.0,0.0114917755126953,0.0219345092773437,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,54.368,1
139,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063898551523388,0.0090599060058593,0.00762939453125,0.00762939453125,0.0071525573730468,0.0052203734715779,0.009775161743164,0.009775161743164,0.0071525573730468,0.0104904174804687,0.0,0.0,0.0112056732177734,0.0214099884033203,0.496,1.424,0.0,0.0,4.232,3.744,114.648,0.0,0.0,370.48,1
140,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062921259662892,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0059366226196289,0.0050628886503331,0.0121593475341796,0.0121593475341796,0.0061273574829101,0.0079631805419921,0.0,0.0,0.0107765197753906,0.0269889831542968,0.496,1.424,0.0,0.0,7.736,8.264,115.648,0.0,0.0,235.536,1
141,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060596088371654,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0047343117850167,0.0061988830566406,0.0061988830566406,0.0061511993408203,0.0073909759521484,0.0,0.0,0.011444091796875,0.0216960906982421,0.496,1.424,0.0,0.0,4.232,3.744,116.224,0.0,0.0,56.328,1
142,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062260297265383,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0065326690673828,0.0058753149850027,0.00762939453125,0.00762939453125,0.007796287536621,0.0087261199951171,0.0083446502685546,0.0089168548583984,0.0111579895019531,0.0205039978027343,0.496,1.36,3.28,4.96,4.232,3.744,115.648,650.0087976455688,650.0096559524536,90.544,1
143,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062071861912362,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.006413459777832,0.0059008598327636,0.0090599060058593,0.0090599060058593,0.0078916549682617,0.0086069107055664,0.0054836273193359,0.0054836273193359,0.0108242034912109,0.0257492065429687,0.496,1.424,0.976,1.136,7.736,8.264,117.192,650.0146389007568,650.0146389007568,62.4,1
144,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062930583953857,0.0088453292846679,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0066757202148437,0.0205039978027343,0.0205039978027343,0.0066757202148437,0.0075817108154296,0.00762939453125,0.0082015991210937,0.0111103057861328,0.0209331512451171,0.496,1.424,2.368,2.752,4.232,3.744,112.0,650.0083208084106,650.0084161758423,10.6,1
145,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.006103515625,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0077724456787109,0.009775161743164,0.009775161743164,0.0117778778076171,0.0223159790039062,0.496,1.392,1.072,3.248,4.232,3.744,112.0,650.0105857849121,650.0105857849121,0.0,1
146,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062465667724609,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0064108106825086,0.0,0.0069141387939453,0.0069141387939453,0.0,0.008392333984375,0.0081062316894531,0.0081062316894531,0.0117041847922585,0.0293254852294921,0.496,1.36,1.344,0.816,7.208,8.792,112.0,650.0153541564941,650.0185966491699,0.0,1
147,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058181250273291,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0060558319091796,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0066757202148437,0.0078201293945312,0.0088214874267578,0.0088214874267578,0.0114917755126953,0.0223636627197265,0.496,1.36,0.992,0.784,4.232,3.744,113.256,650.0165462493896,650.0165462493896,1.192,1
148,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059687676121346,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0058650970458984,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0092983245849609,0.0073909759521484,0.0,0.0,0.0104427337646484,0.0195026397705078,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
149,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.00762939453125,0.00762939453125,0.0061459011501736,0.0050067901611328,0.0116825103759765,0.0116825103759765,0.0050067901611328,0.0080108642578125,0.0,0.0,0.0104037198153409,0.0240802764892578,0.496,1.36,0.0,0.0,7.208,8.792,113.256,0.0,0.0,1.192,1
150,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0058650970458984,0.0050067901611328,0.0100135803222656,0.0100135803222656,0.0050067901611328,0.0071525573730468,0.0,0.0,0.0115871429443359,0.0211238861083984,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
151,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059073514277392,0.00762939453125,0.0104904174804687,0.0104904174804687,0.0069618225097656,0.0088214874267578,0.013589859008789,0.013589859008789,0.0092029571533203,0.0087261199951171,0.0,0.0,0.0109195709228515,0.0201225280761718,0.496,1.36,0.0,0.0,4.232,3.744,117.136,0.0,0.0,4.56,1
152,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062537193298339,0.0083684921264648,0.0064373016357421,0.0064373016357421,0.0060081481933593,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0081777572631835,0.0,0.0,0.010991096496582,0.0259160995483398,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,1
153,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062215328216552,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0059127807617187,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0069141387939453,0.0,0.0,0.0115394592285156,0.0222206115722656,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
154,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062392125675334,0.0085830688476562,0.00762939453125,0.0082015991210937,0.006103515625,0.0083446502685546,0.012516975402832,0.0129938125610351,0.0083446502685546,0.00762939453125,0.0,0.0,0.0112056732177734,0.0208854675292968,1.344,2.208,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
155,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061929522462152,0.0083446502685546,0.005960464477539,0.005960464477539,0.0060319900512695,0.0069141387939453,0.0057220458984375,0.0057220458984375,0.0069141387939453,0.0079870223999023,0.0,0.0,0.0103473663330078,0.0239849090576171,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,1
156,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0058650970458984,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0064373016357421,0.0071048736572265,0.0,0.0,0.0111579895019531,0.0215053558349609,0.496,1.36,0.0,0.0,4.232,3.744,112.696,0.0,0.0,1.192,1
157,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061750411987304,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0057220458984375,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0068187713623046,0.0064373016357421,0.0075817108154296,0.0111103057861328,0.0213623046875,0.496,1.36,3.28,4.96,4.232,3.744,112.0,650.0089168548584,650.0098705291748,0.0,1
158,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061798095703125,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0063180923461914,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0088691711425781,0.0095367431640625,0.0095367431640625,0.0108718872070312,0.0264406204223632,0.496,1.36,0.976,1.136,7.736,8.264,112.0,650.0082015991211,650.0082015991211,0.0,1
159,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060296058654785,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0061511993408203,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0078201293945312,0.00762939453125,0.008392333984375,0.0118732452392578,0.022745132446289,0.496,1.36,2.368,2.752,4.232,3.744,112.0,650.0130891799927,650.0158548355103,0.0,1
160,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060880184173583,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0058650970458984,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0072956085205078,0.0061988830566406,0.0061988830566406,0.0115871429443359,0.0220298767089843,0.496,1.36,1.072,3.248,4.232,3.744,112.0,650.0203609466553,650.0203609466553,0.0,1
161,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0060319900512695,0.0064373016357421,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0081777572631835,0.0085830688476562,0.0085830688476562,0.0114202499389648,0.0282049179077148,0.496,1.36,1.344,0.816,7.736,8.264,113.256,650.0136852264404,650.0144481658936,1.192,1
162,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0154972076416015,0.0154972076416015,0.0064373016357421,0.0079154968261718,0.0083446502685546,0.0083446502685546,0.0115871429443359,0.0222682952880859,0.496,1.36,0.496,0.784,4.232,3.744,113.256,650.0110626220703,650.0110626220703,1.192,1
163,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005888108590349,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0062465667724609,0.0050067901611328,0.0104904174804687,0.0104904174804687,0.0050067901611328,0.0080108642578125,0.0,0.0,0.011444091796875,0.022125244140625,0.496,1.36,0.496,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
164,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061519040262757,0.0080585479736328,0.0088214874267578,0.0088214874267578,0.0058174133300781,0.0046226713392469,0.0104904174804687,0.0104904174804687,0.0075340270996093,0.0079631805419921,0.0,0.0,0.01068115234375,0.025486946105957,0.496,1.36,0.0,0.0,7.736,8.264,127.576,0.0,0.0,200.96,1
165,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063621997833251,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0065803527832031,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0088691711425781,0.0,0.0,0.01068115234375,0.0194072723388671,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
166,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061869621276855,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0070095062255859,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0103473663330078,0.0,0.0,0.0110149383544921,0.0205039978027343,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
167,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061309337615966,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0089645385742187,0.0,0.0,0.0110387802124023,0.0268459320068359,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,1
168,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062366523364982,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0070095062255859,0.0061511993408203,0.0133514404296875,0.0133514404296875,0.0088691711425781,0.0098228454589843,0.0,0.0,0.0111103057861328,0.0205516815185546,0.496,1.36,0.0,0.0,4.232,3.744,118.448,0.0,0.0,42.712,1
169,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060517989580904,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0064849853515625,0.0052452087402343,0.0116825103759765,0.0116825103759765,0.0052452087402343,0.0079631805419921,0.0,0.0,0.0112056732177734,0.0212669372558593,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
170,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.005960464477539,0.005960464477539,0.0083446502685546,0.0083446502685546,0.005960464477539,0.0083684921264648,0.0,0.0,0.0115156173706054,0.0307798385620117,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,1
171,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059080123901367,0.0083446502685546,0.009775161743164,0.009775161743164,0.005960464477539,0.0,0.009775161743164,0.009775161743164,0.0,0.0072479248046875,0.0,0.0,0.01068115234375,0.0201702117919921,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
172,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119960784912,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0058650970458984,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0072956085205078,0.0084638595581054,0.0104665756225585,0.0110626220703125,0.0208377838134765,0.496,1.36,3.28,4.96,4.232,3.744,112.0,650.0096321105957,650.011157989502,0.0,1
173,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061229686831953,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0061988830566406,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0083446502685546,0.0082969665527343,0.0081062316894531,0.0081062316894531,0.011301040649414,0.0207901000976562,0.496,1.36,0.976,1.136,4.232,3.744,117.192,650.0077247619629,650.0077247619629,10.888,1
174,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061745782500331,0.0084638595581054,0.00762939453125,0.00762939453125,0.0061988830566406,0.0043180253770616,0.011444091796875,0.011444091796875,0.0050067901611328,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0101089477539062,0.0181198120117187,0.496,1.424,2.368,2.752,4.232,3.744,143.152,650.0077247619629,650.0081062316895,3177.624,1
175,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072658652126198,0.0097513198852539,0.0121593475341796,0.0121593475341796,0.0063896179199218,0.004195429841989,0.0092983245849609,0.0092983245849609,0.0047683715820312,0.0084400177001953,0.00762939453125,0.00762939453125,0.0110149383544921,0.0201702117919921,0.496,1.36,1.072,3.248,4.232,3.744,118.448,650.0234603881836,650.0234603881836,48438.048,1
176,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071360333131091,0.0095367431640625,0.0123977661132812,0.0123977661132812,0.0060796737670898,0.0042847347993449,0.0131130218505859,0.0131130218505859,0.0050067901611328,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0111818313598632,0.028848648071289,0.496,1.424,1.344,0.816,7.736,8.264,118.448,650.017261505127,650.0176429748535,23542.152,1
177,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074771371218237,0.009775161743164,0.0126361846923828,0.0126361846923828,0.0,0.0042851969913863,0.0126361846923828,0.0126361846923828,0.0050067901611328,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.496,1.424,0.496,0.784,0.0,0.0,118.448,650.0194072723389,650.0194072723389,12036.04,1
178,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063228607177734,0.0081300735473632,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.496,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
179,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071018049032381,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0,0.0040461668916778,0.011444091796875,0.011444091796875,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,122.384,0.0,0.0,39015.608,1
180,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074597733530832,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0062108039855957,0.0040526879578293,0.0171661376953125,0.0171661376953125,0.0047683715820312,0.0084161758422851,0.0,0.0,0.0107288360595703,0.0238180160522461,0.496,1.424,0.0,0.0,15.544,14.52,117.192,0.0,0.0,31299.616,1
181,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068306922912597,0.0092983245849609,0.009775161743164,0.009775161743164,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
182,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060689449310302,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0065326690673828,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0078678131103515,0.0,0.0,0.0113964080810546,0.021982192993164,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
183,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0063896179199218,0.0112056732177734,0.0057220458984375,0.0057220458984375,0.0112056732177734,0.0088691711425781,0.0,0.0,0.012063980102539,0.0284910202026367,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,1
