time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066935126461199,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0061988830566406,0.0061988830566406,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065851211547851,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066919234192487,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.006723403930664,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0098228454589843,0.0119209289550781,0.0221729278564453,0.496,1.36,0.0,0.0,3.744,4.232,0.0,143.152,0.0039103684152007,0.0045299530029296,1722.92,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006728172302246,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0,0.0060081481933593,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0086307525634765,0.0113964080810546,0.029158592224121,0.496,1.424,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065577030181884,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0,0.0064032418387276,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0085115432739257,0.0108033418655395,0.0281333923339843,0.496,1.36,0.0,0.0,12.536,11.44,0.0,112.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064574663911885,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0063843197292751,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0073432922363281,0.0110539523037997,0.0252723693847656,0.496,1.36,0.0,0.0,8.792,7.208,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00647881730872,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0081062316894531,0.0081062316894531,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063862966660836,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.00762939453125,0.00762939453125,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007033348083496,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0,0.0065565109252929,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.00762939453125,0.0112056732177734,0.019073486328125,0.496,1.36,0.0,0.0,4.272,3.704,0.0,143.152,0.0039070596067412,0.0045299530029296,11626.776,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070130825042724,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0,0.0072717666625976,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0091552734374999,0.0114202499389648,0.0283241271972656,0.496,1.424,0.0,0.0,7.488,8.464,0.0,112.0,0.0039771863609362,0.0047683715820312,1742.088,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065998058413984,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0052452087402343,0.006028584071568,0.013589859008789,0.013589859008789,0.0052452087402343,0.0119209289550781,0.0119209289550781,0.0080585479736328,0.0114291906356811,0.0271797180175781,0.496,1.392,0.848,0.848,12.536,11.44,0.0,115.032,0.0078678131103515,0.0078678131103515,2.744,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065588951110839,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.009775161743164,0.0064373016357421,0.0109672546386718,0.0109672546386718,0.009775161743164,0.0042915344238281,0.0042915344238281,0.0091791152954101,0.0112533569335937,0.0267267227172851,0.496,1.424,0.848,0.848,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064230676907211,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0083446502685546,0.0083446502685546,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066092951380791,0.0081062316894531,0.0063419342041015,0.005960464477539,0.0,0.0,0.0088214874267578,0.0092029571533203,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,113.256,0.0088214874267578,0.0088214874267578,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066935126461199,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0060081481933593,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0075340270996093,0.0121116638183593,0.0233173370361328,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0047683715820312,0.0047683715820312,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065827369689941,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0064373016357421,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0086784362792968,0.0110864639282226,0.0278234481811523,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006929184626607,0.0090599060058593,0.0121593475341796,0.0121593475341796,0.0,0.0065962473551432,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0089645385742187,0.0111262003580729,0.0277519226074218,0.496,1.36,0.0,0.0,12.008,11.968,0.0,143.152,0.0039679172746729,0.0047683715820312,3752.6,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067053742669708,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0065088272094726,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0087976455688476,0.0110626220703125,0.0256538391113281,0.496,1.424,0.0,0.0,8.264,7.736,0.0,117.192,0.0041567760965098,0.0050067901611328,226.12,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066530704498291,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006580116725204,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,123.08,0.0039667323015738,0.0047683715820312,1528.272,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066460661627166,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0066757202148437,0.0066757202148437,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067018157807155,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0063896179199218,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0088691711425781,0.0119209289550781,0.0291109085083007,0.496,1.36,0.0,0.0,7.488,8.464,0.0,113.256,0.0054836273193359,0.0054836273193359,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068836024242081,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0069379806518554,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0089168548583984,0.0123500823974609,0.03204345703125,0.496,1.36,0.0,0.0,7.488,8.464,0.0,127.576,0.0038782755533854,0.0045299530029296,4508.312,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066673755645751,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0065326690673828,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0092267990112304,0.0108122825622558,0.0268459320068359,0.496,1.424,0.0,0.0,16.528,15.472,0.0,112.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070463312734471,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,122.384,0.0039011530962615,0.0045299530029296,8001.592,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067777301541608,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0038765768968421,0.0045299530029296,2915.888,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063884258270263,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067267251845022,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.006723403930664,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0090599060058593,0.0121116638183593,0.0295162200927734,0.496,1.36,0.0,0.0,7.488,8.464,0.0,113.256,0.0050067901611328,0.0050067901611328,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064562802291035,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0062942504882812,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0090599060058593,0.0116825103759765,0.0293731689453125,0.496,1.36,0.0,0.0,7.488,8.464,0.0,113.256,0.0088214874267578,0.0088214874267578,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066187844347597,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0,0.0064874950208162,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0095367431640625,0.0110580807640438,0.026702880859375,0.496,1.36,0.0,0.0,17.056,14.944,0.0,113.256,0.0066757202148437,0.0066757202148437,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065433979034423,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067090988159179,0.0086069107055664,0.0066757202148437,0.0066757202148437,0.0,0.0063419342041015,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0084877014160156,0.0098069508870442,0.0203609466552734,0.496,1.36,0.0,0.0,10.776,11.312,0.0,112.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065767765045166,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006486177444458,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0065326690673828,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0091075897216796,0.0121116638183593,0.031590461730957,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006723166698247,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0061750411987304,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0086069107055664,0.011301040649414,0.0296592712402343,0.496,1.36,0.0,0.0,7.488,8.464,0.0,113.256,0.0088214874267578,0.0088214874267578,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067895917750116,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0061631202697753,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0088214874267578,0.0108122825622558,0.0272989273071289,0.496,1.36,0.0,0.0,16.528,15.472,0.0,113.256,0.0090599060058593,0.0090599060058593,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066187844347597,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0085830688476562,0.0085830688476562,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065243244171142,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069870532137676,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,143.152,0.003925183924233,0.0045299530029296,9081.392,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064599514007568,0.0078916549682617,0.0109672546386718,0.0109672546386718,0.0,0.0064849853515625,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.008702278137207,0.0114679336547851,0.0294208526611328,0.496,1.424,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067055225372314,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.006270408630371,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0088453292846679,0.0106573104858398,0.026106834411621,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0045879467113597,0.006723403930664,387.24,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066099495723329,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.00762939453125,0.0065326690673828,0.0095367431640625,0.0095367431640625,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0088453292846679,0.0107407569885253,0.0260114669799804,0.496,1.36,0.848,0.848,16.528,15.472,0.0,121.48,0.0038731331918753,0.0045299530029296,1106.912,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066484384868868,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0,0.0064373016357421,0.0064373016357421,0.0071525573730468,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,0.0,0.0,113.256,0.0078678131103515,0.0078678131103515,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063874828281687,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0045299530029296,0.0045299530029296,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064551830291748,0.0078678131103515,0.0065565109252929,0.0060796737670898,0.0,0.0,0.0129938125610351,0.0142335891723632,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066244602203369,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0066518783569335,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0088453292846679,0.0118970870971679,0.0300407409667968,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066959857940673,0.0088453292846679,0.0069141387939453,0.0069141387939453,0.0,0.0065326690673828,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.009012222290039,0.0110864639282226,0.0280141830444335,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065362453460693,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0063776969909667,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0090599060058593,0.0108003616333007,0.0272035598754882,0.496,1.36,0.0,0.0,16.528,15.472,0.0,112.0,0.0,0.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066164121105896,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,3940.008799235026,3940.01202583313,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066448800006316,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,3940.008401870728,3940.008401870728,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064456047703377,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,3940.0076866149902,3940.0076866149902,0.0,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066161155700683,0.0083684921264648,0.0071525573730468,0.0071525573730468,0.0,0.0065088272094726,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0087738037109375,0.0109195709228515,0.0279188156127929,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065831995722073,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0065326690673828,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0083684921264648,0.0109434127807617,0.0269889831542968,0.496,1.36,0.0,0.0,7.488,8.464,0.0,117.192,3940.1711295632754,3940.378713607788,16.6,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066149234771728,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.006413459777832,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0088214874267578,0.0107884407043457,0.0261545181274414,0.496,1.424,0.0,0.0,16.528,15.472,0.0,112.0,3940.093479325286,3940.3263568878174,1.192,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064015388488769,0.0078678131103515,0.009775161743164,0.009775161743164,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,3940.0134256907872,3940.0150060653687,1.192,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006498098373413,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,3940.085863580509,3940.23232460022,194.824,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065347831237492,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,127.576,3940.141779716026,3940.335607528687,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068346659342447,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0063657760620117,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0088930130004882,0.0109672546386718,0.0281572341918945,0.496,1.424,0.0,0.0,7.488,8.464,11.180904522613066,131.376,3940.165019271397,3940.42763710022,1153.88,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067890280544167,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0,0.0061988830566406,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0090599060058593,0.0108718872070312,0.0263690948486328,0.496,1.424,0.0,0.0,7.488,8.464,94.85903814262024,115.984,3940.153175784696,3940.4335021972656,85.04,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068055521143545,0.0090360641479492,0.0083446502685546,0.0083446502685546,0.0,0.0066161155700683,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0092983245849609,0.0109314918518066,0.0274419784545898,0.496,1.424,0.0,0.0,16.528,15.472,96.10538373424971,116.096,3940.105683663312,3940.338349342346,589.472,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068244367542833,0.0090599060058593,0.00762939453125,0.00762939453125,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,68.42105263157895,118.448,3940.123953516521,3940.337538719177,2075.712,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070434304612192,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,3940.1326955082905,3940.330600738525,7800.056,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066033643276537,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.888,3940.008640289306,3940.01145362854,342.544,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068026395579475,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0061988830566406,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0086545944213867,0.0108957290649414,0.0265121459960937,0.496,1.424,0.0,0.0,7.488,8.464,0.0,114.296,3940.1578892458665,3940.428495407105,477.856,1
