time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067895917750116,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0069618225097656,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0091075897216796,0.0110864639282226,0.0271081924438476,0.496,1.424,0.0,0.0,7.488,8.464,0.0,114.264,3940.143889691457,3940.407371520996,978.832,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068453413930105,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.0061988830566406,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0086307525634765,0.0104790642147972,0.025033950805664,0.496,1.424,0.0,0.0,17.056,14.944,0.0,115.4,3940.161042833981,3940.427780151367,873.928,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067943364233519,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.112,3940.149405493808,3940.427350997925,25.448,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068156873408834,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.264,0.0,0.0,2166.496,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0,0.0062253740098741,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0072479248046875,0.0109889290549538,0.0271797180175781,0.496,1.424,0.0,0.0,8.016,7.936,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0063419342041015,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0086069107055664,0.0118494033813476,0.0299930572509765,0.496,1.424,0.0,0.0,7.488,8.464,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0061869621276855,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0086069107055664,0.0110745429992675,0.0263929367065429,0.496,1.424,0.0,0.0,16.528,15.472,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0,0.005960464477539,0.005960464477539,0.0076770782470703,0.0103712081909179,0.0144720077514648,0.0,0.0,0.0,0.496,1.424,1.696,1.696,0.0,0.0,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00679610979439,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,115.616,3940.0566178698873,3940.198421478272,822.568,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066876411437988,0.0085830688476562,0.007939338684082,0.0063180923461914,0.0,0.0061988830566406,0.0106096267700195,0.0126123428344726,0.0,0.0,0.0,0.0084877014160156,0.0118494033813476,0.0290155410766601,1.344,2.208,0.0,0.0,7.488,8.464,0.0,112.0,3940.011501312256,3940.011501312256,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065541267395019,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0065326690673828,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0086307525634765,0.0115394592285156,0.0291347503662109,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064992904663085,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0066041946411132,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0088214874267578,0.010991096496582,0.0257492065429687,0.496,1.36,0.0,0.0,16.528,15.472,0.0,112.0,0.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065883787551728,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.712,3940.010666847229,3940.011143684387,2.168,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066009920034835,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,3940.007925033569,3940.007925033569,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065748964376117,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,3940.1398162649134,3940.334177017212,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066101551055908,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0069936116536458,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0109672546386718,0.0113357197154651,0.0293254852294921,0.496,1.36,0.0,0.0,8.016,7.936,0.0,112.0,3940.006613731384,3940.007662773132,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065250776300382,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0062227249145507,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0088214874267578,0.0122308731079101,0.0311851501464843,0.496,1.36,0.0,0.0,7.488,8.464,0.0,114.728,3940.008074045181,3940.010380744934,3.632,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068283081054687,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.006103515625,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0084400177001953,0.0115275382995605,0.0302791595458984,0.496,1.424,0.0,0.0,16.528,15.472,0.0,112.0,3940.008163452149,3940.008163452149,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068782602699057,0.0089406967163085,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,126.16,3940.01054763794,3940.01054763794,1036.064,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067532062530517,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,3940.0161176919937,3940.014743804932,2.44,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006693424564777,0.0087976455688476,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,120.032,3940.083177610376,3940.221786499024,52.88,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065700173965228,0.0082969665527343,0.0069141387939453,0.0069141387939453,0.0,0.0066995620727539,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0092983245849609,0.0123500823974609,0.0329494476318359,0.496,1.424,0.0,0.0,7.488,8.464,0.0,134.016,3940.00843167305,3940.009903907776,2.168,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061883127748085,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.007033348083496,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0098466873168945,0.0127077102661132,0.032973289489746,0.496,1.36,0.0,0.0,7.488,8.464,0.0,131.96,3940.155183497946,3940.4122829437256,4.216,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065307991177428,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0065962473551432,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0093460083007812,0.0110626220703125,0.0275611877441406,0.496,1.424,0.0,0.0,12.008,11.968,0.0,132.992,3940.007009004292,3940.008974075317,870.264,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065112936085668,0.0092506408691406,0.0100135803222656,0.0100135803222656,0.0,0.0061511993408203,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0079154968261718,0.0112533569335937,0.0197887420654296,0.496,1.424,0.0,0.0,4.52,3.504,0.0,127.8,3940.070819854736,3940.221691131592,5211.32,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063502599322606,0.0086307525634765,0.0128746032714843,0.0128746032714843,0.0102519989013671,0.007025400797526,0.0150203704833984,0.0150203704833984,0.0102519989013671,0.00762939453125,0.00762939453125,0.0101089477539062,0.0122865041097005,0.0252246856689453,0.496,1.424,1.008,0.976,10.776,11.312,0.0,116.232,3940.0080839792886,3940.010452270508,48.464,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152587890625,0.0,0.0,0.0,0.0152587890625,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.784,0.496,0.0,0.0,0.0,0.0,0.0,0.0,2138.288,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085234642028808,0.0066280364990234,0.0,0.0,0.0104904174804687,0.0091791152954101,0.0116348266601562,0.0078201293945312,0.0111579895019531,0.0211238861083984,0.0,0.0,9.024,5.824,3.744,4.232,0.0,0.0,0.0,0.0,80.096,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082651774088541,0.0107765197753906,0.0126361846923828,0.0126361846923828,0.0097453594207763,0.0068426132202148,0.0154972076416015,0.0154972076416015,0.0132560729980468,0.0089804331461588,0.0122547149658203,0.0090837478637695,0.0121116638183593,0.031590461730957,0.496,1.392,20.752,32.512,7.488,8.464,0.0,1.832,3940.007209777832,3940.008163452149,123.568,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0081062316894531,0.006564458211263,0.009775161743164,0.009775161743164,0.0107765197753906,0.0085565778944227,0.0098705291748046,0.0088214874267578,0.0112215677897135,0.0293254852294921,0.496,1.392,24.592,10.752,12.008,11.968,0.0,0.0,3940.008282661438,3940.009522438049,30.944,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.006103515625,0.0200271606445312,0.0200271606445312,0.0,0.0,0.0,0.0088214874267578,0.0110626220703125,0.0271081924438476,0.496,1.36,0.0,0.0,8.264,7.736,0.0,0.0,0.0,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094175338745117,0.0098943710327148,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0264644622802734,0.0264644622802734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,1.936,3940.0080839792886,3940.008401870728,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075340270996093,0.009775161743164,0.0083446502685546,0.0083446502685546,0.0079870223999023,0.0,0.0107288360595703,0.0107288360595703,0.0101089477539062,0.0071525573730468,0.0097274780273437,0.0,0.0,0.0,0.496,1.36,13.648,21.856,0.0,0.0,0.0,57.184,3940.008211135864,3940.0097370147705,1.464,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075340270996093,0.009775161743164,0.0090599060058593,0.0090599060058593,0.0159740447998046,0.0060558319091796,0.0081062316894531,0.0081062316894531,0.0159740447998046,0.0,0.0,0.0075340270996093,0.012063980102539,0.0235557556152343,0.496,1.36,0.0,0.496,3.744,4.232,0.0,57.184,3940.008211135864,3940.0097370147705,1.464,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075340270996093,0.009775161743164,0.0112056732177734,0.0112056732177734,0.0,0.0067472457885742,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0094890594482421,0.0112533569335937,0.0292062759399414,0.496,1.776,0.0,0.0,7.488,8.464,0.0,57.184,3940.008211135864,3940.0097370147705,1.464,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075340270996093,0.009775161743164,0.0088214874267578,0.0088214874267578,0.0,0.0066121419270833,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0088214874267578,0.0119368235270182,0.0286579132080078,0.496,1.776,0.0,0.0,12.008,11.968,0.0,57.184,3940.008211135864,3940.0097370147705,1.464,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075340270996093,0.009775161743164,0.00762939453125,0.00762939453125,0.0,0.0070571899414062,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0097274780273437,0.0111103057861328,0.026249885559082,0.496,1.776,0.0,0.0,8.264,7.736,0.0,57.184,3940.008211135864,3940.0097370147705,1.464,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066091032589183,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,116.0,3940.0075674057007,3940.008044242859,8.872,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065791606903076,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,3940.006375312805,3940.0068521499634,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067219805361619,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0058412551879882,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0064373016357421,0.0113646189371744,0.0207424163818359,0.496,1.776,0.0,0.0,4.272,3.704,0.0,112.904,0.0,0.0,1.464,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063051091562403,0.0083446502685546,0.0078439712524414,0.0077486038208007,0.0,0.006013446384006,0.0096559524536132,0.0108957290649414,0.0,0.0,0.0,0.0070095062255859,0.0122893940318714,0.0319480895996093,1.344,2.624,0.0,0.0,8.016,7.936,0.0,114.192,3940.007209777832,3940.007591247559,1.464,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006738275584608,0.0090599060058593,0.0066757202148437,0.0066757202148437,0.0,0.0063101450602213,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0084877014160156,0.0122229258219401,0.0296592712402343,0.496,1.776,0.0,0.0,12.008,11.968,0.0,132.0,3940.006732940674,3940.007305145264,1.656,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064963161355198,0.0083208084106445,0.0092983245849609,0.0092983245849609,0.0,0.0059366226196289,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0080108642578125,0.010538101196289,0.0246286392211914,0.496,1.776,0.0,0.0,8.264,7.736,0.0,114.416,3940.006256103516,3940.006256103516,1.656,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.696,3940.007448196411,3940.007448196411,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066863428248037,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,122.512,3940.0068521499634,3940.006947517395,1.656,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063756212073179,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.006866455078125,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0096797943115234,0.0119686126708984,0.0230789184570312,0.496,1.776,0.0,0.0,3.744,4.232,0.0,122.208,3940.0089383125305,3940.011954307556,3.784,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0061750411987304,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0086069107055664,0.0113964080810546,0.0267982482910156,0.496,1.776,0.0,0.0,7.488,8.464,0.0,112.0,3940.009355545044,3940.0097370147705,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0060876210530598,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0083446502685546,0.0116348266601562,0.0275611877441406,0.496,1.776,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,1.192,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0061988830566406,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0083446502685546,0.0103235244750976,0.0259876251220703,0.496,1.776,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,1.656,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063708765589775,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.16,3940.009593963623,3940.01054763794,6.472,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063400363447654,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.16,0.0,0.0,9.72,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066733478906735,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0066757202148437,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.008392333984375,0.0116348266601562,0.0210285186767578,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.256,3940.008640289306,3940.008640289306,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066542625427246,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.006066428290473,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0071525573730468,0.010880556973544,0.0286102294921875,0.496,1.776,0.0,0.0,8.016,7.936,0.0,112.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067468899399486,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.006413459777832,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0086069107055664,0.0134706497192382,0.0296831130981445,0.496,1.776,0.0,0.0,8.264,7.736,0.0,122.008,3940.009593963623,3940.0115251541138,1.752,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067884056129265,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.256,3940.006732940674,3940.007781982422,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069485374944127,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,120.712,3940.0116205215454,3940.013813972473,1.192,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067710876464843,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,3940.011143684387,3940.012955665589,1.192,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006694698808205,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0067710876464843,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.009918212890625,0.0109195709228515,0.020599365234375,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.288,3940.008521080017,3940.009379386902,8.2,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065974335172283,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.006103515625,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.007486343383789,0.0129222869873046,0.0233650207519531,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.16,3940.0070905685434,3940.007758140564,1.72,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006488561630249,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0068426132202148,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0090599060058593,0.0113248825073242,0.0281572341918945,0.496,1.776,0.0,0.0,8.264,7.736,0.0,112.6,0.0,0.0,1.72,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006558871505284,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,114.448,3940.007925033569,3940.009641647339,1.72,1
