time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
20,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063352916964251,0.0083446502685546,0.00762939453125,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0,0.0062942504882812,0.0,0.0,0.0,0.008392333984375,0.0113487243652343,0.0210762023925781,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
21,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067305564880371,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0138282775878906,0.0138282775878906,0.0,0.0062465667724609,0.0,0.0,0.0,0.0079631805419921,0.0116825103759765,0.0219345092773437,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
22,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065791606903076,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0,0.0065326690673828,0.0,0.0,0.0,0.0087261199951171,0.0112374623616536,0.0270843505859375,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
23,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065374374389648,0.0078916549682617,0.0088214874267578,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.0,0.0061988830566406,0.0,0.0,0.0,0.0077724456787109,0.0130176544189453,0.0247478485107421,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
24,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066637992858886,0.0085830688476562,0.00762939453125,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0,0.006270408630371,0.0,0.0,0.0,0.0088214874267578,0.0110864639282226,0.0265836715698242,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
25,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.496,1.36,0.0,0.0,0.0,0.0,112.696,0.0,1.192,0
26,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941384083002,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0140666961669921,0.0140666961669921,0.0,0.0068187713623046,0.0,0.0,0.0,0.0094413757324218,0.0109195709228515,0.0207424163818359,0.0081062316894531,0.0081062316894531,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
27,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063673180727223,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0107288360595703,0.0107288360595703,0.0,0.0060558319091796,0.0,0.0,0.0,0.0076770782470703,0.0112056732177734,0.0210762023925781,0.0090599060058593,0.0090599060058593,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
28,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059523628753365,0.0078678131103515,0.0061988830566406,0.0071525573730468,0.0113248825073242,0.0125646591186523,0.0,0.0068505605061848,0.0,0.0,0.0,0.0087261199951171,0.0106493631998697,0.0249385833740234,0.0045746564865112,0.0064373016357421,1.344,2.208,0.0,0.0,11.968,12.008,141.248,0.0,148.432,0
29,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0085830688476562,0.0,0.0065326690673828,0.0,0.0,0.0,0.0080108642578125,0.0119686126708984,0.0232696533203125,0.0041186809539794,0.0050306320190429,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,446.832,0
30,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0060558319091796,0.0,0.0,0.0,0.0083684921264648,0.0113248825073242,0.0287055969238281,0.0041186809539794,0.0050306320190429,0.496,1.36,0.0,0.0,7.736,8.264,117.192,0.0,446.832,0
31,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041186809539794,0.0050306320190429,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,446.832,0
32,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059652091258793,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.00762939453125,0.00762939453125,0.0,0.0060558319091796,0.0,0.0,0.0,0.00762939453125,0.0109195709228515,0.0205516815185546,0.0090599060058593,0.0090599060058593,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
33,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059296242633269,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0,0.0066280364990234,0.0,0.0,0.0,0.0092029571533203,0.0113964080810546,0.0207424163818359,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
34,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0143051147460937,0.0143051147460937,0.0,0.0061194101969401,0.0,0.0,0.0,0.0084877014160156,0.0112056732177734,0.027322769165039,0.0064373016357421,0.0064373016357421,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
35,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.005960464477539,0.0,0.0,0.0,0.0076770782470703,0.0114917755126953,0.0220775604248046,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
36,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059831142425537,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0,0.0062465667724609,0.0,0.0,0.0,0.0086307525634765,0.0110626220703125,0.0271320343017578,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
37,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0083684921264648,0.00762939453125,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
38,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0,0.0060558319091796,0.0,0.0,0.0,0.0075817108154296,0.010538101196289,0.01983642578125,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
39,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808540570853,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0104904174804687,0.0104904174804687,0.0,0.0062465667724609,0.0,0.0,0.0,0.0081539154052734,0.0116348266601562,0.0220775604248046,0.0062783559163411,0.0086784362792968,0.496,1.36,0.0,0.0,4.232,3.744,118.448,0.0,15.32,0
40,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060126556092826,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0107288360595703,0.0107288360595703,0.0,0.0061829884847005,0.0,0.0,0.0,0.0087261199951171,0.010999043782552,0.026559829711914,0.0054836273193359,0.0054836273193359,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
41,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061846491116196,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0154972076416015,0.0063419342041015,0.0042915344238281,0.0154972076416015,0.0042915344238281,0.0081062316894531,0.0118732452392578,0.0226497650146484,0.0081062316894531,0.0081062316894531,0.496,1.36,0.848,0.848,4.232,3.744,113.256,0.0,1.192,0
42,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058841705322265,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0054836273193359,0.0066041946411132,0.0109672546386718,0.0054836273193359,0.0109672546386718,0.0091791152954101,0.0113487243652343,0.0266313552856445,0.0,0.0,0.496,1.36,0.848,0.848,7.736,8.264,112.0,0.0,0.0,0
43,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0083684921264648,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
44,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061571598052978,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.011444091796875,0.011444091796875,0.0,0.0064373016357421,0.0,0.0,0.0,0.0083446502685546,0.011444091796875,0.0202178955078125,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
45,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005958080291748,0.0078678131103515,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0,0.0064849853515625,0.0,0.0,0.0,0.0084400177001953,0.0115871429443359,0.0220298767089843,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
46,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060577297685158,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0107288360595703,0.0107288360595703,0.0,0.0067268099103655,0.0,0.0,0.0,0.0088214874267578,0.0115633010864257,0.0280141830444335,0.0092983245849609,0.0092983245849609,0.496,1.36,0.0,0.0,11.44,12.536,113.256,0.0,1.192,0
47,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061434094268496,0.0083208084106445,0.0069141387939453,0.0069141387939453,0.0133514404296875,0.0133514404296875,0.0,0.0063896179199218,0.0,0.0,0.0,0.0086784362792968,0.0127315521240234,0.0243186950683593,0.0053644180297851,0.0084638595581054,0.496,1.36,0.0,0.0,4.232,3.744,118.448,0.0,58.464,0
48,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061063624140041,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0,0.0071525573730468,0.0,0.0,0.0,0.0091075897216796,0.0113725662231445,0.0262260437011718,0.0061988830566406,0.0061988830566406,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
49,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062310695648193,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
50,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061225891113281,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0066757202148437,0.0066757202148437,0.0,0.0063419342041015,0.0,0.0,0.0,0.008249282836914,0.0108718872070312,0.0203609466552734,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
51,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062322616577148,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0064849853515625,0.0,0.0,0.0,0.0084877014160156,0.0118255615234375,0.0229835510253906,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
52,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005953311920166,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0,0.0069141387939453,0.0,0.0,0.0,0.0088691711425781,0.0112374623616536,0.0269889831542968,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
53,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0067710876464843,0.0,0.0,0.0,0.0089645385742187,0.0115871429443359,0.021219253540039,0.0050067901611328,0.0050067901611328,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
54,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.011444091796875,0.011444091796875,0.0,0.0066492292616102,0.0,0.0,0.0,0.0093936920166015,0.0115091150457208,0.026702880859375,0.0057220458984375,0.0057220458984375,0.496,1.36,0.0,0.0,7.208,8.792,113.256,0.0,1.192,0
55,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
56,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062272100165338,0.0083208084106445,0.0081062316894531,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0071525573730468,0.0,0.0,0.0,0.0102996826171875,0.0115871429443359,0.0221729278564453,0.0073909759521484,0.009012222290039,0.496,1.36,0.0,0.0,4.232,3.744,122.384,0.0,24.248,0
57,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066709518432617,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0109672546386718,0.0109672546386718,0.0,0.0062465667724609,0.0,0.0,0.0,0.0080585479736328,0.0113964080810546,0.0208854675292968,0.0038888170311488,0.0045299530029296,0.496,1.424,0.0,0.0,4.232,3.744,116.632,0.0,2221.448,0
58,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072490878221465,0.0096797943115234,0.0116825103759765,0.0116825103759765,0.0133514404296875,0.0133514404296875,0.0,0.0061988830566406,0.0,0.0,0.0,0.0085115432739257,0.0104755163192749,0.0259876251220703,0.0038619545994856,0.0045299530029296,0.496,1.36,0.0,0.0,11.44,12.536,137.96,0.0,53568.6,0
59,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072490878221465,0.0096797943115234,0.0133514404296875,0.0133514404296875,0.0150203704833984,0.0150203704833984,0.0,0.0064849853515625,0.0,0.0,0.0,0.0088691711425781,0.0107765197753906,0.0243663787841796,0.0038619545994856,0.0045299530029296,0.496,1.424,0.0,0.0,15.544,14.52,137.96,0.0,53568.6,0
60,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063582222060401,0.0090360641479492,0.0071525573730468,0.0082969665527343,0.0128746032714843,0.0130653381347656,0.0,0.0059339735243055,0.0,0.0,0.0,0.0076770782470703,0.0106638128107244,0.0247955322265625,0.0060200691223144,0.0072479248046875,1.344,2.272,0.0,0.0,7.208,8.792,118.448,0.0,15.232,0
61,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067028668847414,0.0088214874267578,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038893759388934,0.0045299530029296,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,9828.544,0
62,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061056401469919,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0143051147460937,0.0143051147460937,0.0,0.0062942504882812,0.0,0.0,0.0,0.0084400177001953,0.0115871429443359,0.0221729278564453,0.0066161155700683,0.0088930130004882,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,32.672,0
63,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064811896328902,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0131130218505859,0.0131130218505859,0.0,0.0064849853515625,0.0,0.0,0.0,0.0084400177001953,0.0112056732177734,0.0207901000976562,0.0041991472244262,0.0052452087402343,0.496,1.36,0.0,0.0,4.232,3.744,116.584,0.0,1438.432,0
64,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0063896179199218,0.0,0.0,0.0,0.0088691711425781,0.0116507212320963,0.0292778015136718,0.0043364132151884,0.0056266784667968,0.496,1.424,0.0,0.0,11.968,12.008,114.536,0.0,676.824,0
65,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066021781655686,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0075340270996093,0.0,0.0,0.0,0.0102519989013671,0.0108718872070312,0.0204086303710937,0.0043658800022576,0.0052452087402343,0.496,1.424,0.0,0.0,4.232,3.744,115.096,0.0,732.232,0
66,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061644843561732,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0061988830566406,0.0,0.0,0.0,0.0088214874267578,0.0112056732177734,0.0282049179077148,0.0042891015811842,0.0054836273193359,0.496,1.424,0.0,0.0,7.736,8.264,116.248,0.0,839.04,0
67,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918013166673,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0056743621826171,0.496,1.424,0.0,0.0,0.0,0.0,116.544,0.0,12.952,0
68,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061174430469475,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0064373016357421,0.0,0.0,0.0,0.0085830688476562,0.0117301940917968,0.022125244140625,0.0075101852416992,0.0076055526733398,0.496,1.424,0.0,0.0,4.232,3.744,117.648,0.0,5.296,0
69,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062956668362759,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0107288360595703,0.0107288360595703,0.0,0.0069141387939453,0.0,0.0,0.0,0.0095367431640625,0.0115394592285156,0.0214099884033203,0.0054836273193359,0.007033348083496,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,21.824,0
70,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219047812087,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0095367431640625,0.0095367431640625,0.0,0.006262461344401,0.0,0.0,0.0,0.0085830688476562,0.0115394592285156,0.0268459320068359,0.0051339467366536,0.0062942504882812,0.496,1.424,0.0,0.0,11.968,12.008,117.192,0.0,73.768,0
71,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060933146310682,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0,0.006866455078125,0.0,0.0,0.0,0.0083446502685546,0.0124931335449218,0.0240802764892578,0.0063180923461914,0.0071525573730468,0.496,1.424,0.0,0.0,4.232,3.744,114.968,0.0,10.272,0
72,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059236934529015,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0116825103759765,0.0116825103759765,0.0067949295043945,0.0061750411987304,0.0082254409790039,0.0086069107055664,0.0111818313598632,0.0088214874267578,0.0116348266601562,0.0289440155029296,0.0063578287760416,0.0074386596679687,0.496,1.424,1.696,1.696,7.736,8.264,114.584,0.0,9.768,0
73,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058809916178385,0.0069618225097656,0.496,1.424,0.0,0.0,0.0,0.0,114.712,0.0,8.312,0
74,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060596088371654,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0109672546386718,0.0109672546386718,0.0,0.0069737434387207,0.0,0.0,0.0,0.009012222290039,0.0115235646565755,0.0211000442504882,0.0063578287760416,0.0071048736572265,0.496,1.424,0.0,0.0,3.704,4.272,116.272,0.0,6.296,0
75,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062213085665561,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0,0.005960464477539,0.0,0.0,0.0,0.0064611434936523,0.0111262003580729,0.0202655792236328,0.0068346659342447,0.0084877014160156,0.496,1.424,0.0,0.0,3.704,4.272,116.304,0.0,6.136,0
76,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061457700068407,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0063737233479817,0.0,0.0,0.0,0.0086307525634765,0.0119686126708984,0.029611587524414,0.0051657358805338,0.0058174133300781,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,8.888,0
77,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006017400257623,0.0078678131103515,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0060558319091796,0.0,0.0,0.0,0.0074386596679687,0.0111579895019531,0.0216007232666015,0.0064373016357421,0.0064373016357421,0.496,1.424,0.0,0.0,4.232,3.744,115.608,0.0,3.32,0
78,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060185864197081,0.0083446502685546,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0,0.0058889389038085,0.0,0.0,0.0,0.0084161758422851,0.0115871429443359,0.0263690948486328,0.0056624412536621,0.0078439712524414,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,37.68,0
79,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060304480405589,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067551930745442,0.007486343383789,0.496,1.424,0.0,0.0,0.0,0.0,114.52,0.0,7.208,0
80,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063530841277013,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0063419342041015,0.0,0.0,0.0,0.0081539154052734,0.0136375427246093,0.0252246856689453,0.0058174133300781,0.0071048736572265,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,19.672,0
81,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005981709697459,0.0083446502685546,0.00762939453125,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0,0.0060081481933593,0.0,0.0,0.0,0.0075340270996093,0.0117301940917968,0.0223159790039062,0.0052054723103841,0.0078201293945312,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,94.768,0
82,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061209839169341,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0131130218505859,0.0131130218505859,0.0,0.006723403930664,0.0,0.0,0.0,0.0085830688476562,0.0113646189371744,0.0272750854492187,0.0053246815999348,0.00762939453125,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,46.08,0
