time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062108039855957,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0090599060058593,0.0065803527832031,0.008702278137207,0.0105857849121093,0.0120401382446289,0.0088214874267578,0.0107765197753906,0.0259876251220703,0.0,0.0,0.496,1.36,1.696,1.696,11.968,12.008,112.0,0.0,0.0,0
11,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061466919248969,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0152587890625,0.0152587890625,0.0,0.0065326690673828,0.0,0.0,0.0,0.0087738037109375,0.0110626220703125,0.0205516815185546,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
12,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062214201362571,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0067287021213107,0.0,0.0,0.0,0.0090599060058593,0.0105987895618785,0.0243186950683593,0.0085830688476562,0.0085830688476562,0.496,1.36,0.0,0.0,7.208,8.792,113.256,0.0,1.192,0
13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061229686831953,0.0081062316894531,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
14,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060188770294189,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0102519989013671,0.0102519989013671,0.0,0.0062942504882812,0.0,0.0,0.0,0.0081539154052734,0.0114917755126953,0.0201702117919921,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
15,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060045719146728,0.0078678131103515,0.00762939453125,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0,0.0072002410888671,0.0,0.0,0.0,0.0093936920166015,0.0121116638183593,0.022745132446289,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
16,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006265640258789,0.0088214874267578,0.011444091796875,0.011444091796875,0.0095367431640625,0.0095367431640625,0.0,0.0063578287760416,0.0,0.0,0.0,0.0085830688476562,0.0110944112141927,0.0269889831542968,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
17,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059688091278076,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0,0.0067710876464843,0.0,0.0,0.0,0.008249282836914,0.0119209289550781,0.0221729278564453,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
18,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059924908538362,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.013589859008789,0.013589859008789,0.0,0.0062227249145507,0.0,0.0,0.0,0.007939338684082,0.0110864639282226,0.0290870666503906,0.0081062316894531,0.0081062316894531,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
19,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061051762519191,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
