time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072753075325843,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0,0.0038952735412576,0.0045299530029296,0.0,0.0061988830566406,0.0112056732177734,0.0112056732177734,0.0077724456787109,0.0105857849121093,0.0200271606445312,0.496,1.424,0.0,0.0,3.744,4.232,0.0,0.0,118.448,33354.04,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074924808917659,0.0107288360595703,0.0112056732177734,0.0112056732177734,0.0,0.0039056634355331,0.0045299530029296,0.0,0.0060319900512695,0.0133514404296875,0.0133514404296875,0.008392333984375,0.011301040649414,0.0290870666503906,0.496,1.424,0.0,0.0,7.488,8.464,0.0,0.0,118.448,26493.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076958196080146,0.0104904174804687,0.0092983245849609,0.0100612640380859,0.0,0.0039330995290376,0.0047683715820312,0.0,0.0068346659342447,0.0131130218505859,0.0155925750732421,0.0090599060058593,0.0114599863688151,0.0274181365966796,1.344,2.272,0.0,0.0,12.008,11.968,0.0,0.0,117.192,23287.024,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073233647132987,0.009775161743164,0.0121593475341796,0.0121593475341796,0.0,0.0038878534285286,0.0047683715820312,0.0,0.0059843063354492,0.0157356262207031,0.0157356262207031,0.0083446502685546,0.010538101196289,0.0264406204223632,0.496,1.424,0.0,0.0,8.264,7.736,0.0,0.0,117.192,6076.472,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073233647132987,0.009775161743164,0.0100135803222656,0.0100135803222656,0.0,0.0038878534285286,0.0047683715820312,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,6076.472,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069437928460723,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0038358652703115,0.0042915344238281,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,9797.76,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060927867889404,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0063180923461914,0.0093460083007812,0.0,0.0058650970458984,0.0085830688476562,0.0085830688476562,0.0077247619628906,0.0110626220703125,0.0212669372558593,0.496,1.392,0.0,0.0,3.744,4.232,0.0,0.0,112.0,43.632,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060987472534179,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0060319900512695,0.0095367431640625,0.0095367431640625,0.0086307525634765,0.0117301940917968,0.0312566757202148,0.496,1.36,0.0,0.0,7.488,8.464,0.0,0.0,112.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0064849853515625,0.0104904174804687,0.0104904174804687,0.0088691711425781,0.011905034383138,0.0298976898193359,0.496,1.36,0.0,0.0,12.008,11.968,0.0,0.0,113.256,1.192,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060956869552384,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0060399373372395,0.0090599060058593,0.0090599060058593,0.006866455078125,0.0110539523037997,0.0286102294921875,0.496,1.36,0.0,0.0,8.792,7.208,0.0,0.0,113.256,1.192,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060009956359863,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0066757202148437,0.0152587890625,0.0152587890625,0.0087261199951171,0.012063980102539,0.0222682952880859,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,112.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0061988830566406,0.0081062316894531,0.0081062316894531,0.0090599060058593,0.0119447708129882,0.0294923782348632,0.496,1.36,0.0,0.0,7.488,8.464,0.0,0.0,112.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006035566329956,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0063691820417131,0.0071525573730468,0.0071525573730468,0.0083684921264648,0.0114887952804565,0.0292062759399414,0.496,1.36,0.0,0.0,12.536,11.44,0.0,0.0,112.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060577297685158,0.0078678131103515,0.009775161743164,0.009775161743164,0.0079870223999023,0.0081062316894531,0.0081062316894531,0.0109434127807617,0.0060796737670898,0.0112056732177734,0.0112056732177734,0.0086069107055664,0.0111579895019531,0.0260353088378906,0.496,1.36,1.696,1.696,8.264,7.736,0.0056028366088867,0.006270408630371,113.256,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059497890187733,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0070571899414062,0.0081062316894531,0.0081062316894531,0.0096797943115234,0.0118732452392578,0.0216960906982421,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,112.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061655044555664,0.0086069107055664,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0061988830566406,0.0071525573730468,0.0071525573730468,0.0086069107055664,0.0125885009765625,0.0298500061035156,0.496,1.36,0.0,0.0,7.488,8.464,0.0,0.0,112.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285495758056,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0060399373372395,0.0119209289550781,0.0119209289550781,0.0087738037109375,0.0119209289550781,0.0273704528808593,0.496,1.36,0.0,0.0,12.008,11.968,0.0,0.0,112.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006183385848999,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0063896179199218,0.0092983245849609,0.0092983245849609,0.0089406967163085,0.0107526779174804,0.0260114669799804,0.496,1.36,0.0,0.0,8.264,7.736,0.0,0.0,112.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059984216642616,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060399373372395,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0060558319091796,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0124931335449218,0.0243663787841796,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,113.256,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006040334701538,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0066041946411132,0.0123977661132812,0.0123977661132812,0.0092983245849609,0.0118970870971679,0.0279903411865234,0.496,1.36,0.0,0.0,7.488,8.464,0.0,0.0,112.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060438522564366,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0054155077253069,0.0071048736572265,0.0,0.0061829884847005,0.0061988830566406,0.0061988830566406,0.0085830688476562,0.0112533569335937,0.026702880859375,0.496,1.36,0.0,0.0,12.008,11.968,0.0,0.0,119.176,41.128,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006154252977794,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0050067901611328,0.0059366226196289,0.0,0.0059127807617187,0.0102519989013671,0.0102519989013671,0.0081539154052734,0.0107288360595703,0.0250101089477539,0.496,1.424,0.0,0.0,8.264,7.736,0.0,0.0,121.976,53.584,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0086069107055664,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0060558319091796,0.0233650207519531,0.0233650207519531,0.0081062316894531,0.0121116638183593,0.0239849090576171,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,113.256,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060348227472588,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0063180923461914,0.007176399230957,0.0,0.0066757202148437,0.0109672546386718,0.0109672546386718,0.0088691711425781,0.010317022150213,0.0269412994384765,0.496,1.36,0.0,0.0,8.016,7.936,0.0,0.0,115.648,3.296,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061651555503286,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0047867114727313,0.0058650970458984,0.0,0.0063419342041015,0.0128746032714843,0.0128746032714843,0.0080108642578125,0.0113646189371744,0.0270843505859375,0.496,1.424,0.0,0.0,12.008,11.968,0.0,0.0,137.96,63.32,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063216686248779,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0045672059059143,0.0054597854614257,0.0,0.0059843063354492,0.0127553939819335,0.0128507614135742,0.0084638595581054,0.0120162963867187,0.0272035598754882,1.344,2.272,0.0,0.0,8.264,7.736,0.0,0.0,112.0,184.256,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067302836707575,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0042190897762099,0.0047683715820312,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,2823.352,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062071861912362,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0,0.0047466971657492,0.0054836273193359,0.0,0.0060338240403395,0.0102519989013671,0.0102519989013671,0.0070571899414062,0.0099574818330652,0.0203132629394531,0.496,1.424,0.0,0.0,11.832,10.256,0.0,0.0,115.16,70.504,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059924908538362,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0069141387939453,0.0,0.006103515625,0.0073909759521484,0.0073909759521484,0.0076770782470703,0.0118255615234375,0.0205516815185546,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,113.256,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063103822926383,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0042915344238281,0.0042915344238281,0.0,0.0068902969360351,0.0073909759521484,0.0073909759521484,0.0094890594482421,0.0114202499389648,0.0306367874145507,0.496,1.36,0.0,0.0,7.488,8.464,0.0,0.0,113.256,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006115904041365,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0060002009073893,0.00762939453125,0.0,0.0063862119402204,0.0154972076416015,0.0154972076416015,0.0086069107055664,0.0105202198028564,0.0271797180175781,0.496,1.424,0.0,0.0,12.536,11.44,0.0,0.0,126.032,25.776,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062501430511474,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0066041946411132,0.0128746032714843,0.0128746032714843,0.0100612640380859,0.0110864639282226,0.0274896621704101,0.496,1.36,0.0,0.0,8.264,7.736,0.0,0.0,112.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060510635375976,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059854984283447,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059819221496582,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0061988830566406,0.0112056732177734,0.0112056732177734,0.0077247619628906,0.012063980102539,0.0207901000976562,0.496,1.36,0.0,0.0,3.744,4.232,0.0,0.0,112.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060685162473781,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0051259994506835,0.0076770782470703,0.0,0.005854500664605,0.0119209289550781,0.0119209289550781,0.0070095062255859,0.0109889290549538,0.0278949737548828,0.496,1.424,0.0,0.0,8.016,7.936,0.0,0.0,123.64,70.496,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064605619849228,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.004589557647705,0.0054836273193359,0.0,0.0063737233479817,0.0064373016357421,0.0064373016357421,0.008392333984375,0.0107129414876302,0.0266551971435546,0.496,1.424,0.0,0.0,12.008,11.968,0.0,0.0,136.768,436.736,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0060796737670898,0.0063657760620117,0.0,0.0060558319091796,0.013589859008789,0.013589859008789,0.0081539154052734,0.0109672546386718,0.027012825012207,0.496,1.424,0.0,0.0,8.264,7.736,0.0,0.0,113.256,11.104,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0109672546386718,0.0,0.0,0.0109672546386718,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.496,1.392,0.848,0.848,0.0,0.0,0.0042915344238281,0.0042915344238281,112.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063395500183105,0.0086069107055664,0.0116825103759765,0.0116825103759765,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,0.011444091796875,0.011444091796875,112.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061401592686845,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0064713614327566,0.0085353851318359,0.0,0.0061988830566406,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0107288360595703,0.0203132629394531,0.496,1.424,0.0,0.0,3.744,4.232,0.0,0.0,127.576,66.952,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063103822926383,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0040362862979664,0.0047922134399414,0.0,0.0058889389038085,0.0123977661132812,0.0123977661132812,0.0079631805419921,0.0111579895019531,0.026869773864746,0.496,1.424,0.0,0.0,7.488,8.464,0.0,0.0,121.824,1840.88,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068374199442344,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0038712493814226,0.0045299530029296,0.0,0.0062465667724609,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0110944112141927,0.0281810760498046,0.496,1.424,0.0,0.0,12.008,11.968,0.0,0.0,118.448,8368.992,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074252043620194,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0,0.0038570385865858,0.0045299530029296,0.0,0.0061988830566406,0.0090599060058593,0.0090599060058593,0.0085830688476562,0.0107526779174804,0.0249147415161132,0.496,1.424,0.0,0.0,8.264,7.736,0.0,0.0,118.448,28457.768,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075219881416547,0.0099897384643554,0.009775161743164,0.009775161743164,0.0,0.0038501626012879,0.0042915344238281,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,35359.168,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074609595151682,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.0,0.0038431083935123,0.0042915344238281,0.0,0.0,0.017404556274414,0.017404556274414,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,48541.728,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074326992034912,0.009775161743164,0.0169277191162109,0.0169277191162109,0.0,0.003892179097436,0.0045299530029296,0.0,0.0064373016357421,0.0243186950683593,0.0243186950683593,0.0080108642578125,0.0123500823974609,0.0229835510253906,0.496,1.424,0.0,0.0,3.744,4.232,0.0,0.0,116.632,32199.672,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075902511824422,0.009775161743164,0.0090599060058593,0.0090599060058593,0.0,0.0038860642460656,0.0045299530029296,0.0,0.0061988830566406,0.0119209289550781,0.0119209289550781,0.0088691711425781,0.0118732452392578,0.0294923782348632,0.496,1.424,0.0,0.0,7.488,8.464,0.0,0.0,117.192,10255.872,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073364124962346,0.0100135803222656,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0068505605061848,0.0143051147460937,0.0143051147460937,0.0090599060058593,0.0120957692464192,0.0300884246826171,0.496,1.424,0.0,0.0,12.008,11.968,0.0,0.0,117.192,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069665908813476,0.0095367431640625,0.0152587890625,0.0152587890625,0.0,0.00385291929964,0.0042915344238281,0.0,0.0069379806518554,0.011444091796875,0.011444091796875,0.0091075897216796,0.0113725662231445,0.0278711318969726,0.496,1.424,0.0,0.0,8.264,7.736,0.0,0.0,116.632,27717.504,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077297191808719,0.010228157043457,0.0102519989013671,0.0102519989013671,0.0,0.0038496306707706,0.0042915344238281,0.0,0.0,0.0171661376953125,0.0171661376953125,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,35794.648,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007460613061886,0.0095367431640625,0.0104904174804687,0.0104904174804687,0.0,0.0039017484657737,0.0045299530029296,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,9155.048,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063625734243819,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0038659277041096,0.0042915344238281,0.0,0.0067710876464843,0.0090599060058593,0.0090599060058593,0.0092506408691406,0.0119209289550781,0.0226497650146484,0.496,1.424,0.0,0.0,3.744,4.232,0.0,0.0,113.256,1332.072,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059938430786132,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.005960464477539,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0113725662231445,0.0307798385620117,0.496,1.36,0.0,0.0,7.488,8.464,0.0,0.0,112.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062071861912362,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0062942504882812,0.0107288360595703,0.0107288360595703,0.0087261199951171,0.0111579895019531,0.0269889831542968,0.496,1.36,0.0,0.0,12.008,11.968,0.0,0.0,117.192,8.904,0
