time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,F-node
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005955696105957,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060602949170643,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0070929527282714,0.0057220458984375,0.0089168548583984,0.0072956085205078,0.0104427337646484,0.0197887420654296,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,121.688,0.0,0.0,0.0,23.088,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061170378727699,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.0073909759521484,0.006103515625,0.0073909759521484,0.0076770782470703,0.0117778778076171,0.0209808349609375,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062320955950229,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0123977661132812,0.0123977661132812,0.0050067901611328,0.0060319900512695,0.0050067901611328,0.0083684921264648,0.010538101196289,0.0254631042480468,0.0,0.496,1.36,0.0,1.696,1.696,8.264,7.736,113.256,0.0,0.0122785568237304,0.0152349472045898,1.192,0.0166654586791992,0.014662742614746,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059284381012418,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0090599060058593,0.0090599060058593,0.0057220458984375,0.0,0.0078201293945312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.344,0.0,0.0,0.0,19.464,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059452711367139,0.0080347061157226,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0049591064453125,0.0,0.0059127807617187,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,127.856,0.0,0.0,0.0,33.432,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060772895812988,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059437751770019,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0085830688476562,0.0085830688476562,0.0,0.0060558319091796,0.0,0.0078201293945312,0.0102996826171875,0.0195980072021484,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060162893155725,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0088214874267578,0.0088214874267578,0.0053133283342633,0.0056743621826171,0.0080108642578125,0.0071525573730468,0.0096321105957031,0.0182151794433593,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,127.912,0.0,0.0,0.0,40.904,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059663659275168,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.011444091796875,0.011444091796875,0.0082254409790039,0.0064849853515625,0.0083208084106445,0.0090599060058593,0.010991096496582,0.0254631042480468,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,116.016,0.0,0.0,0.0,3.664,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005981709697459,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0051259994506835,0.0,0.0056028366088867,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.6,0.0,0.0,0.0,3.248,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060546398162841,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0096559524536132,0.0097513198852539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059167937477036,0.0078439712524414,0.0107288360595703,0.0107288360595703,0.0083446502685546,0.0083446502685546,0.006096703665597,0.0,0.0082969665527343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,118.736,0.0,0.0,0.0,17.288,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060510635375976,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0044504801432291,0.006103515625,0.0049114227294921,0.0080108642578125,0.0107288360595703,0.0207901000976562,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,21.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061139021769608,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0075499216715494,0.0060081481933593,0.008249282836914,0.0078201293945312,0.0103950500488281,0.0195026397705078,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,116.88,0.0,0.0,0.0,6.536,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060695913893666,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0112056732177734,0.0112056732177734,0.0056028366088867,0.0064373016357421,0.0073432922363281,0.0084638595581054,0.0105619430541992,0.0251293182373046,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,7.712,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058513375657114,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0050067901611328,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059414858841777,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0102519989013671,0.0102519989013671,0.0085830688476562,0.0064202717372349,0.0085830688476562,0.0091791152954101,0.0097155570983886,0.0180006027221679,0.0,0.496,1.36,0.0,0.0,0.0,11.304,10.784,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060868263244628,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060391426086425,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0,0.0058174133300781,0.0,0.0072956085205078,0.0115871429443359,0.0219345092773437,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060872333805735,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0065167744954427,0.006103515625,0.0083446502685546,0.0078678131103515,0.0098228454589843,0.0179290771484375,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,127.032,0.0,0.0,0.0,15.648,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062572956085205,0.0086069107055664,0.0081062316894531,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0,0.0059127807617187,0.0,0.0081300735473632,0.0108718872070312,0.0274419784545898,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061585535457478,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0052452087402343,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059830015571556,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063123054874753,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.013589859008789,0.013589859008789,0.0046779369485789,0.0,0.0057697296142578,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,128.848,0.0,0.0,0.0,209.304,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063139407788936,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0046321323939732,0.0061511993408203,0.0057220458984375,0.0080108642578125,0.0111103057861328,0.0215053558349609,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,210.352,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006103990089834,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0048060166208367,0.005960464477539,0.0065326690673828,0.0076770782470703,0.0111579895019531,0.0217437744140625,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,163.656,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061549950594925,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0045935312906901,0.0062227249145507,0.0054359436035156,0.0082731246948242,0.0111818313598632,0.0246047973632812,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,114.264,0.0,0.0,0.0,125.416,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058901309967041,0.00762939453125,0.011444091796875,0.011444091796875,0.0131130218505859,0.0131130218505859,0.0044107437133789,0.0,0.004887580871582,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,18.992,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062670026506696,0.0085830688476562,0.0128746032714843,0.0128746032714843,0.0109672546386718,0.0109672546386718,0.0054836273193359,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,121.352,0.0,0.0,0.0,121.168,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065329051253819,0.0092744827270507,0.0109672546386718,0.0109672546386718,0.0123977661132812,0.0123977661132812,0.0050493649074009,0.0,0.0062465667724609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,116.048,0.0,0.0,0.0,94.592,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064951358455242,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0048305677331012,0.006103515625,0.0059127807617187,0.0075340270996093,0.0107288360595703,0.0208854675292968,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,117.264,0.0,0.0,0.0,104.008,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065025405504217,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.011444091796875,0.011444091796875,0.0050618098332331,0.0057697296142578,0.0061988830566406,0.0075340270996093,0.0111579895019531,0.0211238861083984,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,114.6,0.0,0.0,0.0,91.056,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062807282405113,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0083446502685546,0.0083446502685546,0.0049400329589843,0.0067472457885742,0.0054836273193359,0.0086307525634765,0.010085105895996,0.0239849090576171,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,115.112,0.0,0.0,0.0,65.288,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065321946025487,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0051212310791015,0.0,0.0062465667724609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.048,0.0,0.0,0.0,63.224,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062427710537886,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.005648686335637,0.0,0.0073432922363281,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,114.76,0.0,0.008702278137207,0.0095605850219726,32.424,0.0070571899414062,0.0066757202148437,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063127546168085,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0119209289550781,0.0119209289550781,0.0049727303641183,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.888,0.0,0.0,0.0,59.88,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063027485762492,0.0083208084106445,0.0078678131103515,0.0078678131103515,0.011444091796875,0.011444091796875,0.0049150907076322,0.0063896179199218,0.0057220458984375,0.008249282836914,0.0116825103759765,0.021982192993164,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,116.144,0.0,0.0,0.0,74.768,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061811787067073,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0119209289550781,0.0119209289550781,0.0047860322175202,0.006103515625,0.0054359436035156,0.0077247619628906,0.0102996826171875,0.0187873840332031,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,116.304,0.0,0.0,0.0,67.64,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063759265559734,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0069141387939453,0.0069141387939453,0.0053310394287109,0.006270408630371,0.0068187713623046,0.0083684921264648,0.010085105895996,0.0243425369262695,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,116.88,0.0,0.0,0.0,67.416,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064242538528062,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0140666961669921,0.0140666961669921,0.0048652291297912,0.0,0.0056982040405273,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.616,0.0,0.0,0.0,140.72,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062166754879168,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0050342999971829,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.624,0.0,0.0,0.0,91.872,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062463295400439,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0044892473918635,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.728,0.0,0.0,0.0,253.688,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063186854272339,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0101327896118164,0.0115633010864257,0.0048279762268066,0.0060081481933593,0.0055551528930664,0.0076770782470703,0.01068115234375,0.0200748443603515,0.0,1.344,2.208,0.0,0.0,0.0,3.744,4.232,115.752,0.0,0.0,0.0,82.176,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064042535158667,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0050524447826628,0.0058650970458984,0.0062942504882812,0.0071048736572265,0.0103473663330078,0.0195026397705078,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,116.064,0.0,0.0,0.0,196.696,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063594024960357,0.0090360641479492,0.0126361846923828,0.0126361846923828,0.0102519989013671,0.0102519989013671,0.0049760264735068,0.006103515625,0.0057220458984375,0.0081777572631835,0.0101089477539062,0.0234842300415039,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,117.392,0.0,0.0,0.0,104.2,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006152851746814,0.0083208084106445,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.0046312808990478,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.904,0.0,0.0,0.0,212.48,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062854728888516,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.0048390141239872,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.792,0.0,0.0,0.0,82.104,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063222439134891,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0049114227294921,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.752,0.0,0.0,0.0,73.352,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064195092044659,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0053147474924723,0.0066757202148437,0.0073194503784179,0.0091552734375,0.0102996826171875,0.0196456909179687,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,114.904,0.0,0.0,0.0,64.432,0.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062392125675334,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.011444091796875,0.011444091796875,0.0048478444417317,0.0060081481933593,0.0054836273193359,0.0076770782470703,0.0113964080810546,0.0217914581298828,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,115.112,0.0,0.0,0.0,56.472,0.0,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062472749464582,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0088214874267578,0.0050365924835205,0.0063180923461914,0.0058412551879882,0.0086069107055664,0.0114202499389648,0.0299692153930664,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,115.584,0.0,0.0,0.0,39.04,0.0,0.0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062012553808107,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0107288360595703,0.0107288360595703,0.0056624412536621,0.0,0.0066280364990234,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,9.296,0.0,0.0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061233444969252,0.0081062316894531,0.00762939453125,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0054836273193359,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.136,0.0,0.0,0.0,4.784,0.0,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061351473968808,0.0081062316894531,0.009775161743164,0.009775161743164,0.0104904174804687,0.0104904174804687,0.0073909759521484,0.0,0.0086784362792968,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,119.296,0.0,0.0,0.0,14.48,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059068202972412,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0102519989013671,0.0102519989013671,0.0,0.0067710876464843,0.0,0.0095844268798828,0.0105857849121093,0.0201702117919921,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059211254119873,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0055789947509765,0.0,0.0070571899414062,0.0109672546386718,0.0191211700439453,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060672190651964,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0157356262207031,0.0157356262207031,0.0049114227294921,0.0063048468695746,0.0072002410888671,0.0077724456787109,0.010858882557262,0.0274181365966796,0.0,0.496,1.36,0.0,0.0,0.0,8.792,7.208,117.192,0.0,0.0,0.0,51.512,0.0,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059580921533688,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059782569088152,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0095367431640625,0.0095367431640625,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006017400257623,0.0081062316894531,0.009775161743164,0.009775161743164,0.0109672546386718,0.0109672546386718,0.0050067901611328,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058889389038085,0.0078916549682617,0.0104904174804687,0.0104904174804687,0.0116825103759765,0.0116825103759765,0.0,0.0059127807617187,0.0,0.00762939453125,0.0107288360595703,0.0206470489501953,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061309337615966,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0062465667724609,0.0,0.0080585479736328,0.0102996826171875,0.0186920166015625,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059795379638671,0.0078678131103515,0.0112056732177734,0.0112056732177734,0.0140666961669921,0.0140666961669921,0.0,0.0066757202148437,0.0,0.0087738037109375,0.0105857849121093,0.0236034393310546,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
