time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,F-node
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060105323791503,0.0078916549682617,0.009775161743164,0.009775161743164,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059853738813257,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0100135803222656,0.0,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060992454414937,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0154972076416015,0.0154972076416015,0.0052452087402343,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006089756144813,0.0078678131103515,0.011444091796875,0.011444091796875,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0070095062255859,0.0083446502685546,0.0098705291748046,0.0112056732177734,0.0203609466552734,0.0,0.496,1.36,0.0,0.0,0.848,3.744,4.232,113.256,100.0,0.0069141387939453,0.0069141387939453,1.192,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061702728271484,0.0083684921264648,0.0092983245849609,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0,0.0062942504882812,0.0,0.0077724456787109,0.0109195709228515,0.0203132629394531,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061261653900146,0.0081062316894531,0.00762939453125,0.00762939453125,0.0119209289550781,0.0119209289550781,0.0,0.0062882900238037,0.0,0.0076532363891601,0.0100135803222656,0.0213623046875,0.0,0.496,1.36,0.0,0.0,0.0,9.32,6.68,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060880184173583,0.0081062316894531,0.00762939453125,0.00762939453125,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006105899810791,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061075485760892,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0088214874267578,0.0092983245849609,0.0,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062427710537886,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0059127807617187,0.0069141387939453,0.0076770782470703,0.0110149383544921,0.019073486328125,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006152851746814,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0143051147460937,0.0143051147460937,0.0056624412536621,0.0065803527832031,0.0080108642578125,0.0089168548583984,0.0105857849121093,0.01983642578125,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,118.448,100.0,0.0,0.0,29.856,0.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059094595078805,0.0078678131103515,0.008392333984375,0.0066757202148437,0.0100135803222656,0.0105857849121093,0.0085830688476562,0.0066041946411132,0.0085830688476562,0.0089645385742187,0.0114202499389648,0.0299453735351562,0.0,1.344,2.208,0.0,0.0,0.0,8.264,7.736,114.584,100.0,0.0,0.0,2.296,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061942309868044,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0042940440930818,0.0,0.0053882598876953,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,137.96,100.0,0.0,0.0,1037.672,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072328170927444,0.0099897384643554,0.009775161743164,0.009775161743164,0.0123977661132812,0.0123977661132812,0.0040782226243586,0.0063578287760416,0.0047683715820312,0.0085353851318359,0.0097274780273437,0.0195980072021484,0.0,0.496,1.36,0.0,0.0,0.0,10.776,11.312,122.384,100.0,0.0,0.0,13694.08,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058674812316894,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059426720462628,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0055432319641113,0.0047683715820312,0.0061273574829101,0.0100930531819661,0.0180006027221679,0.0,0.496,1.36,0.0,0.0,0.0,4.272,3.704,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068919331419701,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0123977661132812,0.0123977661132812,0.004048693459735,0.006103515625,0.0047683715820312,0.0076770782470703,0.0109672546386718,0.0202655792236328,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,123.04,100.0,0.0,0.0,20833.288,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063696903968924,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0059339735243055,0.0061988830566406,0.0070095062255859,0.0105337663130326,0.0247955322265625,0.0,0.496,1.36,0.0,0.0,0.0,8.792,7.208,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060892105102539,0.0078916549682617,0.0081062316894531,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061253410073655,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.712,100.0,0.0,0.0,2.424,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060253804272944,0.0080823898315429,0.0100135803222656,0.0100135803222656,0.0119209289550781,0.0119209289550781,0.0054240226745605,0.0,0.0073194503784179,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,122.384,100.0,0.0,0.0,34.992,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061678886413574,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.006103515625,0.0,0.0079154968261718,0.0102996826171875,0.0187397003173828,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.007021660898246,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0121593475341796,0.0121593475341796,0.0040870086819517,0.0061511993408203,0.0047683715820312,0.0078201293945312,0.0107288360595703,0.0192165374755859,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,128.832,100.0,0.0,0.0,18446.528,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060363788509843,0.0081062316894531,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0054836273193359,0.0058889389038085,0.0054836273193359,0.0081539154052734,0.0103473663330078,0.0242233276367187,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060312818772722,0.0083208084106445,0.0081062316894531,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.005046526590983,0.0,0.0077247619628906,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,115.968,100.0,0.0,0.0,97.248,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059425830841064,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060973781170231,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0138282775878906,0.0138282775878906,0.0055817996754365,0.0,0.009012222290039,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,118.32,100.0,0.0,0.0,150.776,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060987472534179,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0152587890625,0.0152587890625,0.0,0.0065803527832031,0.0,0.009012222290039,0.0102996826171875,0.0184535980224609,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059366226196289,0.0078916549682617,0.0090599060058593,0.0090599060058593,0.0116825103759765,0.0116825103759765,0.0,0.0066757202148437,0.0,0.008249282836914,0.0109195709228515,0.0210285186767578,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060340065268141,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0150203704833984,0.0150203704833984,0.0088214874267578,0.006103515625,0.0088214874267578,0.0083446502685546,0.0107765197753906,0.0237464904785156,0.0,0.496,1.36,0.0,0.0,3.312,8.264,7.736,113.256,0.0,1359.7789605458577,2654.0652751922607,1.192,3062.427282333374,3062.427282333374,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061384061487709,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.005960464477539,0.0,0.0082015991210937,0.0,0.0,0.0,1.0,0.496,1.36,1.0,0.0,3.312,0.0,0.0,129.256,50.0,344.1234429677328,1638.4097576141355,29.672,2048.011779785156,2048.011779785156,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062214201362571,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0085830688476562,0.0085830688476562,0.005960464477539,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.848,0.848,0.0,0.0,113.256,0.0,0.0047683715820312,0.0047683715820312,1.192,0.0188350677490234,0.0188350677490234,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006265640258789,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.496,1.36,1.0,3.632,4.288,0.0,0.0,112.0,66.66666666666666,-1277.9066562652588,0.0083446502685546,0.0,0.0154972076416015,0.0154972076416015,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061118602752685,0.0083446502685546,0.009775161743164,0.009775161743164,0.0069141387939453,0.0069141387939453,0.0,0.0059127807617187,0.0,0.007486343383789,0.0101566314697265,0.0192642211914062,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059866905212402,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0058650970458984,0.0,0.0073909759521484,0.0115871429443359,0.0229358673095703,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060510635375976,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0,0.0058412551879882,0.0,0.0081300735473632,0.0100135803222656,0.0231027603149414,0.0,0.496,1.36,0.0,1.344,1.136,8.264,7.736,112.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0134468078613281,0.0109672546386718,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060114694471976,0.0078678131103515,0.009775161743164,0.009775161743164,0.00762939453125,0.00762939453125,0.0092983245849609,0.0,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006089756144813,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0052452087402343,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059877462054959,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.00762939453125,0.00762939453125,0.0054836273193359,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060856342315673,0.0081300735473632,0.00762939453125,0.00762939453125,0.0107288360595703,0.0107288360595703,0.0,0.0072002410888671,0.0,0.0106334686279296,0.010538101196289,0.019693374633789,0.0,0.496,1.36,0.0,0.0,0.848,3.744,4.232,112.0,100.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006234467919193,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0046491622924804,0.0056743621826171,0.0060796737670898,0.0071525573730468,0.0115871429443359,0.0230312347412109,0.0,0.496,1.36,0.0,0.0,3.312,3.744,4.232,117.192,0.0,21647.14320500692,42147.50800132752,63.664,85974.50304031372,85974.50304031372,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060892105102539,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0,0.006270408630371,0.0,0.0091314315795898,0.0105619430541992,0.0251531600952148,0.0,0.496,1.36,1.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,84928.0104637146,84928.0104637146,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006183385848999,0.0083684921264648,0.0087499618530273,0.0075101852416992,0.0120401382446289,0.0136613845825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060126556092826,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0071525573730468,0.0071525573730468,0.0090599060058593,0.0,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,0.0,0.0,113.256,50.0,0.0,0.0,1.192,82879.0090084076,82879.0090084076,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061787183011942,0.0083446502685546,0.00762939453125,0.00762939453125,0.009775161743164,0.009775161743164,0.0083446502685546,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,50.0,0.0,0.0,1.192,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063068238063831,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.00762939453125,0.00762939453125,0.0078678131103515,0.0061511993408203,0.0078678131103515,0.007486343383789,0.0107288360595703,0.0202655792236328,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061893463134765,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.009775161743164,0.009775161743164,0.0,0.0056624412536621,0.0,0.0062227249145507,0.0101327896118164,0.0180006027221679,0.0,0.496,1.36,0.0,0.0,0.0,4.272,3.704,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059449672698974,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0,0.0062227249145507,0.0,0.0084161758422851,0.0114202499389648,0.0267982482910156,0.0,0.496,1.36,1.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,78848.01125526428,78848.01125526428,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061357021331787,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060784816741943,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006129245946903,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0071525573730468,0.0071525573730468,0.0070730845133463,0.0,0.0093936920166015,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,14.104,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063393375661113,0.0085830688476562,0.00762939453125,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0069141387939453,0.0081539154052734,0.0084400177001953,0.0110626220703125,0.0105857849121093,0.0195503234863281,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,117.056,0.0,0.0,0.0,4.704,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006028584071568,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0069936116536458,0.005960464477539,0.008249282836914,0.0073909759521484,0.0107765197753906,0.0201225280761718,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,119.384,0.0,0.0,0.0,6.744,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060415267944335,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0116825103759765,0.0116825103759765,0.0,0.0062227249145507,0.0,0.0084400177001953,0.0101327896118164,0.0228166580200195,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006270408630371,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060045719146728,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006258487701416,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00604705430975,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0100135803222656,0.0100135803222656,0.0092983245849609,0.0059127807617187,0.0092983245849609,0.0073909759521484,0.0109195709228515,0.0209808349609375,1.0,0.496,1.36,0.0,0.0,6.256,3.744,4.232,113.256,100.0,5304.438670476277,25804.803466796875,1.192,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061028039277489,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0057220458984375,0.0049471855163574,0.0057220458984375,0.005507469177246,0.0112652778625488,0.0222444534301757,0.0,0.496,1.36,0.0,0.0,0.0,3.216,3.704,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061307634626116,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0119209289550781,0.0119209289550781,0.0071525573730468,0.0092983245849609,0.0078201293945312,0.0092983245849609,0.0104904174804687,0.0104904174804687,0.0,0.496,1.36,0.0,0.0,0.0,0.528,0.528,121.24,100.0,0.0,0.0,8.6,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063931069722989,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0138282775878906,0.0138282775878906,0.0045728147699591,0.0063657760620117,0.0054836273193359,0.0089168548583984,0.0105619430541992,0.0236988067626953,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,127.48,100.0,0.0,0.0,676.472,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006608108975994,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0048160552978515,0.0,0.0058650970458984,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.648,100.0,0.0,0.0,388.04,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065808272480371,0.0092983245849609,0.00762939453125,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0047792087901722,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,480.608,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061739736528538,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0157356262207031,0.0157356262207031,0.005648686335637,0.0,0.0075817108154296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,73.896,0.0,0.0,1
