time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068572030138613,0.0092983245849609,0.0056028366088867,0.0063776969909667,0.0066518783569335,0.0084161758422851,0.0081062316894531,0.0081062316894531,0.0039154628537735,0.0045299530029296,0.0109672546386718,0.0109672546386718,0.0,0.0,0.496,1.424,5.6,5.76,0.0,0.0,113.256,0.0,0.0,3012.664,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0085830688476562,0.0079870223999023,0.0092983245849609,0.0088453292846679,0.0134944915771484,0.00762939453125,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0067710876464843,0.0082969665527343,0.496,1.424,1.344,1.28,3.744,4.232,113.256,0.0123023986816406,0.0239372253417968,1.192,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064730644226074,0.0088214874267578,0.0060796737670898,0.0068545341491699,0.0066995620727539,0.0101566314697265,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0066757202148437,0.0092029571533203,0.496,1.36,5.6,5.76,7.488,8.464,112.0,0.0112295150756835,0.0298023223876953,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953067779541,0.0083684921264648,0.005960464477539,0.0061392784118652,0.0066995620727539,0.0070095062255859,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0060876210530598,0.008249282836914,0.496,1.36,5.6,5.76,12.008,11.968,112.0,0.0109036763509114,0.0268459320068359,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060451030731201,0.0081062316894531,0.0076889991760253,0.0081062316894531,0.0099897384643554,0.0101804733276367,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0176429748535156,0.0176429748535156,0.0,0.0,0.496,1.36,5.6,5.76,0.0,0.0,112.0,0.0,0.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060439109802246,0.0078678131103515,0.008702278137207,0.0065565109252929,0.0097990036010742,0.0084877014160156,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0062942504882812,0.0092983245849609,0.496,1.36,5.6,5.76,8.264,7.736,112.0,0.0123500823974609,0.033426284790039,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063091961305532,0.0088214874267578,0.0072717666625976,0.0057220458984375,0.008702278137207,0.0070571899414062,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.011444091796875,0.011444091796875,0.0,0.0,0.496,1.36,5.104,5.76,0.0,0.0,113.256,0.0,0.0,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069222012579729,0.0092983245849609,0.0075101852416992,0.0069737434387207,0.0079631805419921,0.0092744827270507,0.0064373016357421,0.0064373016357421,0.0038842780758962,0.0045299530029296,0.0188350677490234,0.0188350677490234,0.0057816505432128,0.0065326690673828,0.496,1.36,5.6,5.76,4.272,3.704,144.408,0.0101725260416666,0.0185966491699218,40344.216,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071926872328956,0.0095367431640625,0.0083446502685546,0.0077088673909505,0.0085353851318359,0.0098228454589843,0.0119209289550781,0.0119209289550781,0.0039216948718559,0.0045299530029296,0.0154972076416015,0.0154972076416015,0.0060558319091796,0.0077724456787109,0.496,1.424,4.752,4.48,3.744,4.232,118.448,0.0108242034912109,0.0206947326660156,2320.36,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071926872328956,0.0095367431640625,0.0075697898864746,0.007331371307373,0.0092506408691406,0.0079631805419921,0.0097274780273437,0.0085830688476562,0.0039216948718559,0.0045299530029296,0.0151395797729492,0.016188621520996,0.0062306722005208,0.0085830688476562,1.344,2.272,5.6,5.76,12.008,11.968,118.448,0.0110308329264322,0.0283241271972656,2320.36,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071926872328956,0.0095367431640625,0.0069141387939453,0.0050067901611328,0.0071048736572265,0.0053882598876953,0.0109672546386718,0.0109672546386718,0.0039216948718559,0.0045299530029296,0.0169277191162109,0.0169277191162109,0.0052928924560546,0.0060081481933593,0.496,1.392,1.344,1.28,3.744,4.232,118.448,0.0116348266601562,0.0218868255615234,2320.36,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071926872328956,0.0095367431640625,0.0079274177551269,0.0073909759521484,0.0103712081909179,0.0096321105957031,0.0092983245849609,0.0092983245849609,0.0039216948718559,0.0045299530029296,0.0123977661132812,0.0123977661132812,0.0062253740098741,0.0087261199951171,0.496,1.36,5.6,5.76,8.792,7.208,118.448,0.0112490220503373,0.0309944152832031,2320.36,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066947937011718,0.0088214874267578,0.0063776969909667,0.006258487701416,0.0083208084106445,0.0082969665527343,0.0066757202148437,0.0066757202148437,0.0083446502685546,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.496,1.36,5.6,5.76,0.0,0.0,116.632,0.0,0.0,9.784,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066077709197998,0.0083446502685546,0.0083446502685546,0.0069737434387207,0.0112295150756835,0.0086545944213867,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0061988830566406,0.0082015991210937,0.496,1.424,5.6,5.76,3.744,4.232,112.0,0.011444091796875,0.0229835510253906,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0086426734924316,0.0082850456237792,0.010085105895996,0.0129461288452148,0.0078678131103515,0.0078678131103515,0.0039190616247788,0.0045299530029296,0.0092983245849609,0.0092983245849609,0.0058174133300781,0.0073909759521484,0.496,1.36,5.6,5.76,3.744,4.232,113.256,0.0107288360595703,0.0209331512451171,2945.032,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073495118514351,0.0098705291748046,0.0076889991760253,0.0050862630208333,0.0094413757324218,0.005960464477539,0.0095367431640625,0.0095367431640625,0.0038969833238989,0.0045299530029296,0.0183582305908203,0.0183582305908203,0.0065485636393229,0.0087261199951171,0.496,1.36,5.104,5.76,12.008,11.968,144.408,0.0107447306315104,0.0276565551757812,23090.384,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0083446502685546,0.0080466270446777,0.0082254409790039,0.009322166442871,0.0123977661132812,0.011444091796875,0.011444091796875,0.0040531158447265,0.0040531158447265,0.0131130218505859,0.0131130218505859,0.0059127807617187,0.007486343383789,0.496,1.424,5.6,5.76,3.744,4.232,113.256,0.0112056732177734,0.0218868255615234,1.192,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061619281768798,0.0083446502685546,0.0065962473551432,0.0060796737670898,0.0078201293945312,0.0076055526733398,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0067022111680772,0.0086307525634765,0.496,1.392,5.6,4.976,8.792,7.208,112.0,0.0112706964666193,0.030517578125,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061690807342529,0.0081062316894531,0.0073909759521484,0.0069141387939453,0.0081539154052734,0.0077247619628906,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.496,1.36,4.752,5.264,0.0,0.0,112.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060141086578369,0.0081062316894531,0.0085830688476562,0.0061194101969401,0.0095844268798828,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0042517979939778,0.0051736831665039,0.0069141387939453,0.0069141387939453,0.0055313110351562,0.006866455078125,0.496,1.36,4.624,4.592,3.744,4.232,112.0,0.0103950500488281,0.0199317932128906,270.336,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118241478415,0.0083446502685546,0.007947285970052,0.0073115030924479,0.0092506408691406,0.011301040649414,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0061511993408203,0.0079154968261718,0.496,1.36,2.32,2.448,3.744,4.232,132.768,0.0114917755126953,0.0224590301513671,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0081062316894531,0.0082254409790039,0.0060796737670898,0.0112771987915039,0.0068426132202148,0.0066757202148437,0.0066757202148437,0.005960464477539,0.005960464477539,0.0145435333251953,0.0145435333251953,0.0062905825101412,0.0083446502685546,0.496,1.424,5.6,5.76,13.064,10.912,113.256,0.0107007868149701,0.028085708618164,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063870467391668,0.0085830688476562,0.0076889991760253,0.0076889991760253,0.0085353851318359,0.0095129013061523,0.0085830688476562,0.0085830688476562,0.0038758688043219,0.0045299530029296,0.0162124633789062,0.0162124633789062,0.0054240226745605,0.005960464477539,0.496,1.36,5.6,5.76,4.272,3.704,128.832,0.0106096267700195,0.0197887420654296,20832.16,0
