time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076470988811832,0.0100135803222656,0.0081062316894531,0.0069141387939453,0.010538101196289,0.0098466873168945,0.0131130218505859,0.0131130218505859,0.0039372910460463,0.0045299530029296,0.0121593475341796,0.0121593475341796,0.0063419342041015,0.0083446502685546,0.496,1.424,5.6,5.76,8.264,7.736,118.448,0.0106096267700195,0.0249624252319335,3351.16,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061047077178955,0.0081062316894531,0.0081062316894531,0.0079870223999023,0.0094890594482421,0.0124931335449218,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.496,1.424,5.6,5.76,0.0,0.0,112.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060164928436279,0.0078678131103515,0.0075101852416992,0.0054836273193359,0.0086545944213867,0.0072002410888671,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0058174133300781,0.0072479248046875,0.496,1.392,5.104,5.76,3.744,4.232,112.0,0.0104904174804687,0.0202655792236328,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006105899810791,0.0083446502685546,0.0075499216715494,0.0066161155700683,0.0095844268798828,0.0081300735473632,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0064849853515625,0.0087261199951171,0.496,1.36,5.6,4.976,3.744,4.232,112.0,0.0112056732177734,0.0217437744140625,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060427188873291,0.0078916549682617,0.0070730845133463,0.0069141387939453,0.0075340270996093,0.0073432922363281,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0064055124918619,0.0086307525634765,0.496,1.36,4.752,5.264,12.008,11.968,112.0,0.0112851460774739,0.0280380249023437,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062937760234472,0.0088214874267578,0.0072121620178222,0.0080466270446777,0.0085830688476562,0.0109434127807617,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.0162124633789062,0.0162124633789062,0.0060081481933593,0.0075817108154296,0.496,1.36,5.6,5.76,3.744,4.232,113.256,0.0107288360595703,0.0200748443603515,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0083446502685546,0.005960464477539,0.0096559524536132,0.0061511993408203,0.0137567520141601,0.013589859008789,0.013589859008789,0.0047683715820312,0.0047683715820312,0.0133514404296875,0.0133514404296875,0.0063419342041015,0.008702278137207,0.496,1.36,1.344,1.28,8.264,7.736,113.256,0.0111818313598632,0.0267982482910156,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069797902867413,0.0095367431640625,0.007331371307373,0.0083446502685546,0.0081300735473632,0.0133991241455078,0.0095367431640625,0.0095367431640625,0.0038834805012048,0.0045299530029296,0.0140666961669921,0.0140666961669921,0.0,0.0,0.496,1.36,5.6,5.76,0.0,0.0,144.408,0.0,0.0,35635.344,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075948238372802,0.009775161743164,0.00762939453125,0.0078082084655761,0.0098228454589843,0.0113248825073242,0.0081062316894531,0.0081062316894531,0.0039494922220075,0.0047683715820312,0.0150203704833984,0.0150203704833984,0.0066161155700683,0.0086069107055664,0.496,1.424,5.6,5.76,4.272,3.704,116.632,0.0108083089192708,0.0199079513549804,3216.392,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006737400643268,0.0088214874267578,0.0064373016357421,0.0066161155700683,0.0069141387939453,0.0077486038208007,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0102519989013671,0.0102519989013671,0.005960464477539,0.0075340270996093,0.496,1.424,5.6,5.76,3.744,4.232,117.192,0.0112533569335937,0.0210762023925781,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0085830688476562,0.0061988830566406,0.0065565109252929,0.0069379806518554,0.0070095062255859,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0063010624476841,0.0081062316894531,0.496,1.424,5.6,5.76,12.536,11.44,112.0,0.0107139348983764,0.0283718109130859,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059795379638671,0.0083446502685546,0.007331371307373,0.005960464477539,0.008249282836914,0.0077247619628906,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0073432922363281,0.0108718872070312,0.496,1.36,5.104,5.76,3.744,4.232,112.0,0.0116348266601562,0.0210285186767578,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060546398162841,0.0081062316894531,0.0072121620178222,0.0067353248596191,0.0078916549682617,0.0089883804321289,0.0071525573730468,0.0071525573730468,0.0,0.0,0.009775161743164,0.009775161743164,0.0069379806518554,0.0100374221801757,0.496,1.36,5.6,5.76,8.264,7.736,112.0,0.0107526779174804,0.0260829925537109,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062166754879168,0.0083446502685546,0.00762939453125,0.0093777974446614,0.008392333984375,0.0112056732177734,0.0066757202148437,0.0066757202148437,0.0081062316894531,0.0081062316894531,0.0123977661132812,0.0123977661132812,0.0,0.0,0.496,1.36,4.752,4.48,0.0,0.0,113.256,0.0,0.0,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060968731173235,0.0083446502685546,0.008702278137207,0.0061988830566406,0.01068115234375,0.0077486038208007,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0064969062805175,0.007939338684082,0.496,1.36,5.6,5.76,4.272,3.704,113.256,0.010848045349121,0.0195503234863281,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072009321572124,0.0095367431640625,0.0073909759521484,0.0069141387939453,0.0075817108154296,0.0092029571533203,0.0090599060058593,0.0090599060058593,0.0038801968752682,0.0045299530029296,0.0150203704833984,0.0150203704833984,0.0052452087402343,0.005960464477539,0.496,1.36,1.344,1.28,3.744,4.232,144.408,0.0124454498291015,0.0236034393310546,20550.496,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062048435211181,0.0078916549682617,0.0073909759521484,0.006258487701416,0.0087976455688476,0.0086307525634765,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0065803527832031,0.0092506408691406,0.496,1.424,5.6,5.76,12.008,11.968,112.0,0.0109195709228515,0.0277996063232421,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064845132355642,0.0087976455688476,0.0082254409790039,0.0064373016357421,0.011610984802246,0.0076770782470703,0.0078678131103515,0.0078678131103515,0.0041935436162362,0.0048160552978515,0.0088214874267578,0.0088214874267578,0.0060081481933593,0.00762939453125,0.496,1.392,5.6,5.76,3.744,4.232,122.384,0.0107765197753906,0.0207901000976562,3002.632,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063590149381267,0.0083446502685546,0.0066757202148437,0.0052452087402343,0.0080585479736328,0.0062227249145507,0.0080823898315429,0.007033348083496,0.0041882197062174,0.0050067901611328,0.0102519989013671,0.0119686126708984,0.006413459777832,0.0087738037109375,1.344,2.272,5.6,5.76,8.264,7.736,117.192,0.0105857849121093,0.0259637832641601,1260.272,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062310695648193,0.0083446502685546,0.0073909759521484,0.006258487701416,0.0092267990112304,0.0078439712524414,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.496,1.424,5.6,5.76,0.0,0.0,112.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060737133026123,0.0085830688476562,0.0064969062805175,0.0053246815999348,0.0072479248046875,0.0060558319091796,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0061869621276855,0.0081300735473632,0.496,1.36,5.104,5.76,14.52,15.544,112.0,0.0104069709777832,0.0223875045776367,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062368402433632,0.0088214874267578,0.0081062316894531,0.0070929527282714,0.0122547149658203,0.0092029571533203,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.0059127807617187,0.0075340270996093,0.496,1.36,5.6,5.76,3.744,4.232,113.256,0.0115394592285156,0.0221729278564453,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064024111119712,0.0088214874267578,0.0067551930745442,0.0058412551879882,0.008249282836914,0.0068426132202148,0.0078678131103515,0.0078678131103515,0.0039061067603793,0.0045299530029296,0.0095367431640625,0.0095367431640625,0.0062147776285807,0.0084877014160156,0.496,1.36,5.6,4.976,12.008,11.968,134.024,0.0113169352213541,0.0281810760498046,2775.048,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062071861912362,0.0083446502685546,0.0073115030924479,0.0063578287760416,0.00762939453125,0.0072956085205078,0.00762939453125,0.00762939453125,0.0039007928636338,0.0045299530029296,0.0112056732177734,0.0112056732177734,0.0058650970458984,0.0073909759521484,0.496,1.36,4.752,5.264,3.744,4.232,113.256,0.0111579895019531,0.0218391418457031,393.968,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0085830688476562,0.0071525573730468,0.0092983245849609,0.0082969665527343,0.0149250030517578,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0169277191162109,0.0169277191162109,0.0057935714721679,0.0083446502685546,0.496,1.424,4.624,4.592,8.264,7.736,112.0,0.0113725662231445,0.0265121459960937,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062071861912362,0.0083446502685546,0.0071525573730468,0.0064373016357421,0.0080585479736328,0.0080585479736328,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0063896179199218,0.0183582305908203,0.0183582305908203,0.0,0.0,0.496,1.36,2.32,2.448,0.0,0.0,117.192,0.0,0.0,17.408,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062992077062625,0.0085830688476562,0.007331371307373,0.006258487701416,0.0087738037109375,0.0076532363891601,0.0100135803222656,0.0100135803222656,0.0046805331581517,0.0061988830566406,0.0102519989013671,0.0102519989013671,0.0068187713623046,0.0086307525634765,0.496,1.424,5.6,5.76,3.744,4.232,127.016,0.0113964080810546,0.0217437744140625,318.16,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063008929959577,0.0085830688476562,0.0072121620178222,0.0057816505432128,0.0088214874267578,0.0073671340942382,0.0071525573730468,0.0071525573730468,0.0042466834039971,0.0052452087402343,0.0152587890625,0.0152587890625,0.0060081481933593,0.0075340270996093,0.496,1.424,5.6,5.76,3.744,4.232,117.192,0.0126838684082031,0.0228404998779296,966.68,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0085830688476562,0.0076889991760253,0.0057816505432128,0.008392333984375,0.0068426132202148,0.0107288360595703,0.0107288360595703,0.0040928522745768,0.0045299530029296,0.0121593475341796,0.0121593475341796,0.0061194101969401,0.0082969665527343,0.496,1.424,5.6,5.76,12.008,11.968,113.256,0.0110149383544921,0.0284671783447265,38.352,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0085830688476562,0.0069737434387207,0.0064373016357421,0.0098705291748046,0.0073194503784179,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0071048736572265,0.0088214874267578,0.496,1.392,5.6,5.76,3.744,4.232,113.256,0.0115394592285156,0.021982192993164,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060411060557645,0.0082015991210937,0.0075101852416992,0.0055631001790364,0.0102519989013671,0.006103515625,0.0083446502685546,0.0083446502685546,0.0042083128443304,0.0054836273193359,0.0112056732177734,0.0112056732177734,0.0060558319091796,0.0081539154052734,0.496,1.36,5.104,5.76,8.264,7.736,123.664,0.0107765197753906,0.0261783599853515,955.936,0
