time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_packet_loss_dl_percentage,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,F-node
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060415267944335,0.0083684921264648,0.0065088272094726,0.0058412551879882,0.0,0.0050067901611328,0.010848045349121,0.0141859054565429,0.0057697296142578,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,37.872,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059994140473922,0.0078439712524414,0.0069141387939453,0.0069141387939453,0.0070095062255859,0.0046044588088989,0.0116825103759765,0.0116825103759765,0.0058412551879882,0.0087261199951171,0.0111103057861328,0.0214576721191406,0.0,0.496,1.36,0.0,0.0,3.744,4.232,122.384,0.0,0.0,0.0,0.0,0.0,142.64,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060200691223144,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0057816505432128,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0061988830566406,0.0101725260416666,0.0181198120117187,0.0,0.496,1.36,0.0,0.0,4.272,3.704,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060987472534179,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.005960464477539,0.0,0.0112056732177734,0.0112056732177734,0.0,0.005960464477539,0.0165700912475585,0.0262022018432617,0.0,0.496,1.36,0.0,0.0,1.12,0.592,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059966947518142,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0067287021213107,0.0049884502704326,0.0057220458984375,0.0057220458984375,0.0068187713623046,0.0096797943115234,0.0092983245849609,0.0138044357299804,0.0,0.496,1.36,0.0,0.0,7.144,7.144,126.976,0.0,0.0,0.0,0.0,0.0,68.136,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061587531967918,0.008559226989746,0.0090599060058593,0.0090599060058593,0.0,0.0048319498697916,0.0107288360595703,0.0107288360595703,0.0061988830566406,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.752,0.0,0.0,0.0,0.0,0.0,83.528,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059793491174678,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0061988830566406,0.0133514404296875,0.0133514404296875,0.0063896179199218,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.712,0.0,0.0,0.0,0.0,0.0,3.36,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063669681549072,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063062894462358,0.008559226989746,0.0083446502685546,0.0083446502685546,0.0060558319091796,0.0051770891462053,0.005960464477539,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0118255615234375,0.0230312347412109,0.0,0.496,1.36,0.0,0.0,3.744,4.232,121.776,0.0,0.0,0.0,0.0,0.0,159.336,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060695913893666,0.0081062316894531,0.00762939453125,0.00762939453125,0.0064849853515625,0.0048975149790445,0.0109672546386718,0.0109672546386718,0.0058889389038085,0.0090599060058593,0.0105857849121093,0.01983642578125,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,184.512,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006031634202644,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0048442320390181,0.0064373016357421,0.0064373016357421,0.0059127807617187,0.009775161743164,0.0109672546386718,0.0231742858886718,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,0.0,164.08,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059144331677125,0.0080823898315429,0.00762939453125,0.00762939453125,0.0,0.0048637390136718,0.0119209289550781,0.0119209289550781,0.0055789947509765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,37.896,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060743360377069,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0071525573730468,0.0054836273193359,0.0054836273193359,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059818153950705,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0068505605061848,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0093460083007812,0.0101566314697265,0.0208854675292968,0.0,0.496,1.36,0.0,0.0,10.776,11.312,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006061288254771,0.0078678131103515,0.00762939453125,0.00762939453125,0.0060558319091796,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0078678131103515,0.0078201293945312,0.0119686126708984,0.0231742858886718,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,5.896,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061547756195068,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0065326690673828,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0088214874267578,0.011301040649414,0.0205039978027343,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006181001663208,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0063180923461914,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0088453292846679,0.0102758407592773,0.0225782394409179,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059783458709716,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059640229637943,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0092983245849609,0.0116825103759765,0.0116825103759765,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060067247988572,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0061988830566406,0.0116825103759765,0.0116825103759765,0.0061988830566406,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058964117249446,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0060081481933593,0.0050067901611328,0.0066757202148437,0.0066757202148437,0.0050067901611328,0.0077724456787109,0.0103473663330078,0.018930435180664,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060832500457763,0.0083446502685546,0.00762939453125,0.00762939453125,0.0075817108154296,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0094890594482421,0.0108718872070312,0.0192165374755859,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062768052263957,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0065565109252929,0.0047683715820312,0.0090599060058593,0.0090599060058593,0.007033348083496,0.0089168548583984,0.0106334686279296,0.0245094299316406,0.0,0.496,1.36,0.0,0.0,8.264,7.736,142.592,0.0,0.0,0.0,0.0,0.0,194.576,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061607360839843,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,112.0,0.0123977661132812,0.0,0.0123977661132812,0.0054836273193359,0.0054836273193359,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059962272644042,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,112.0,0.0071525573730468,0.0,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059545336671136,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0052452087402343,0.0145435333251953,0.0145435333251953,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058786192936683,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0065803527832031,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0088214874267578,0.0081062316894531,0.0111579895019531,0.020456314086914,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060819885105762,0.0082254409790039,0.0073909759521484,0.0073909759521484,0.0066280364990234,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0091552734375,0.0108242034912109,0.01983642578125,0.0,0.496,1.36,0.0,0.0,3.744,4.232,136.672,0.0,0.0,0.0,0.0,0.0,74.504,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059391135600075,0.0078678131103515,0.00762939453125,0.00762939453125,0.0059366226196289,0.0050332811143663,0.0085830688476562,0.0085830688476562,0.0073432922363281,0.0079631805419921,0.0101327896118164,0.0238656997680664,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,0.0,79.016,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060188770294189,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060123972373433,0.0080823898315429,0.0071525573730468,0.0071525573730468,0.0,0.0052452087402343,0.011444091796875,0.011444091796875,0.007176399230957,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,39.008,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060057640075683,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058347312965203,0.00762939453125,0.0071048736572265,0.005960464477539,0.0061988830566406,0.0047683715820312,0.0098943710327148,0.0136137008666992,0.0047683715820312,0.0081062316894531,0.0107288360595703,0.0201702117919921,0.0,1.344,2.208,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061521343156403,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0068187713623046,0.0047016143798828,0.0133514404296875,0.0133514404296875,0.0057220458984375,0.0082015991210937,0.0117301940917968,0.0224113464355468,0.0,0.496,1.36,0.0,0.0,3.744,4.232,128.832,0.0,0.0,0.0,0.0,0.0,213.592,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058896470778059,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0063657760620117,0.0052849451700846,0.0054836273193359,0.0054836273193359,0.0067949295043945,0.0089645385742187,0.0114679336547851,0.0265121459960937,0.0,0.496,1.36,0.0,0.0,8.264,7.736,118.448,0.0,0.0,0.0,0.0,0.0,53.648,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060749053955078,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061540320368096,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0054240226745605,0.0119209289550781,0.0119209289550781,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,104.832,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060057640075683,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060141086578369,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0065803527832031,0.0,0.0071525573730468,0.0071525573730468,0.0,0.009012222290039,0.0112056732177734,0.0209808349609375,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006050166517201,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.005960464477539,0.006258487701416,0.0054836273193359,0.0054836273193359,0.0083684921264648,0.0075817108154296,0.0105857849121093,0.0197887420654296,0.0,0.496,1.36,0.0,0.0,3.744,4.232,122.384,0.0,0.0,0.0,0.0,0.0,29.28,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060304480405589,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.005748536851671,0.0052452087402343,0.011444091796875,0.011444091796875,0.0052452087402343,0.006723403930664,0.0104687430641867,0.02288818359375,0.0,0.496,1.36,0.0,0.0,8.792,7.208,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060901922338149,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0048137846447172,0.0133514404296875,0.0133514404296875,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,128.832,0.0,0.0,0.0,0.0,0.0,191.688,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060796737670898,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0056624412536621,0.0126361846923828,0.0126361846923828,0.0067472457885742,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.376,0.0,0.0,0.0,0.0,0.0,30.992,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061716013286837,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.004887580871582,0.0128746032714843,0.0128746032714843,0.0065088272094726,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,154.048,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059877462054959,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0081062316894531,0.0084877014160156,0.0107765197753906,0.0201225280761718,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.712,0.0,0.0,0.0,0.0,0.0,6.128,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058746337890625,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0077724456787109,0.0109672546386718,0.0195980072021484,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060892105102539,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0062253740098741,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0076770782470703,0.0106854872270063,0.0262260437011718,0.0,0.496,1.36,0.0,0.0,8.792,7.208,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062023892122156,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0063975652058919,0.0092983245849609,0.0092983245849609,0.0089406967163085,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,121.744,0.0,0.0,0.0,0.0,0.0,13.408,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061115415969697,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0039227306842803,0.0128746032714843,0.0128746032714843,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,2875.616,0
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062000692187257,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0045299530029296,0.0131130218505859,0.0131130218505859,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060351926888992,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0063419342041015,0.0057220458984375,0.009775161743164,0.009775161743164,0.0057220458984375,0.0078201293945312,0.0111103057861328,0.021219253540039,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.288,0.0,0.0,0.0,0.0,0.0,3.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060176849365234,0.0078916549682617,0.0090599060058593,0.0090599060058593,0.0063419342041015,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0079154968261718,0.0125408172607421,0.024271011352539,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058913230895996,0.0076532363891601,0.00762939453125,0.00762939453125,0.0059366226196289,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0086069107055664,0.0103712081909179,0.0240564346313476,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006104216856115,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0056895342740145,0.0188350677490234,0.0188350677490234,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,127.312,0.0,0.0,0.0,0.0,0.0,163.36,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061028039277489,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0063180923461914,0.0061988830566406,0.0061988830566406,0.0075578689575195,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,0.0,0.0,3.28,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058770766986414,0.00762939453125,0.009775161743164,0.009775161743164,0.0,0.0048720318338145,0.0109672546386718,0.0109672546386718,0.0063180923461914,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,123.64,0.0078678131103515,0.0,0.0078678131103515,0.011444091796875,0.011444091796875,372.336,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059486028566882,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0061988830566406,0.0123977661132812,0.0123977661132812,0.0061988830566406,0.0068187713623046,0.0109195709228515,0.0212669372558593,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00618577003479,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0069618225097656,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0087738037109375,0.0110626220703125,0.0203609466552734,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058911704077509,0.0073909759521484,0.0064373016357421,0.0064373016357421,0.0067710876464843,0.0049233436584472,0.0119209289550781,0.0119209289550781,0.0056743621826171,0.0086069107055664,0.0110626220703125,0.027322769165039,0.0,0.496,1.36,0.0,0.0,8.264,7.736,125.672,0.0,0.0,0.0,0.0,0.0,156.24,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060069561004638,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060009956359863,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061209839169341,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0084400177001953,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,8.928,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059806292329854,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0063419342041015,0.0052452087402343,0.0078678131103515,0.0078678131103515,0.0052452087402343,0.0085830688476562,0.010538101196289,0.0191211700439453,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060019801505169,0.0078678131103515,0.0077486038208007,0.0063180923461914,0.0060081481933593,0.0066757202148437,0.0089406967163085,0.0097990036010742,0.0066757202148437,0.0079631805419921,0.0112533569335937,0.0212669372558593,0.0,1.344,2.208,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
