time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_packet_loss_dl_percentage,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,F-node
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060606002807617,0.0083684921264648,0.0090599060058593,0.0090599060058593,0.0066280364990234,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0084877014160156,0.0109195709228515,0.0207901000976562,0.0,0.496,1.36,1.696,1.696,3.744,4.232,112.0,0.0090599060058593,0.0,0.0119209289550781,0.0107288360595703,0.0078678131103515,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063570534310689,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0068902969360351,0.0038810289438002,0.0112056732177734,0.0112056732177734,0.0045299530029296,0.0100374221801757,0.0104904174804687,0.0250577926635742,0.0,0.496,1.36,1.696,1.696,8.264,7.736,137.96,0.0090599060058593,0.0,0.0119209289550781,0.0107288360595703,0.0078678131103515,16804.272,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071822114251739,0.0095367431640625,0.0107288360595703,0.0107288360595703,0.0,0.0038789472116632,0.019073486328125,0.019073486328125,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,0.0,0.0,44186.944,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075463631852942,0.009775161743164,0.009775161743164,0.009775161743164,0.0,0.0054836273193359,0.0159740447998046,0.0159740447998046,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061166286468505,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.696,0.0,0.0,0.0,0.0,0.0,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.005965232849121,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0060558319091796,0.0,0.009775161743164,0.009775161743164,0.0,0.0075340270996093,0.0110149383544921,0.01983642578125,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060701370239257,0.0083684921264648,0.0090599060058593,0.0090599060058593,0.0059127807617187,0.0,0.013589859008789,0.013589859008789,0.0,0.0075340270996093,0.0102996826171875,0.0189781188964843,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060391426086425,0.0078916549682617,0.0090599060058593,0.0090599060058593,0.0063180923461914,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0086069107055664,0.0100612640380859,0.0234603881835937,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059962272644042,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063635876789185,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0038946265380158,0.0121593475341796,0.0127315521240234,0.0045299530029296,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,142.248,0.0,0.0,0.0,0.0,0.0,15449.064,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065435277353418,0.0090599060058593,0.009775161743164,0.009775161743164,0.0,0.0039202422492588,0.0162124633789062,0.0162124633789062,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,10455.6,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060399373372395,0.00762939453125,0.0073909759521484,0.0073909759521484,0.006723403930664,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0073909759521484,0.008392333984375,0.0104427337646484,0.018310546875,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059890747070312,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0060558319091796,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0077724456787109,0.0103473663330078,0.0190258026123046,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006115436553955,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0058280097113715,0.0,0.005960464477539,0.005960464477539,0.0,0.0069618225097656,0.0099919059059836,0.0240802764892578,0.0,0.496,1.36,0.0,0.0,8.792,7.208,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
