time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062644481658935,0.0085830688476562,0.006103515625,0.006723403930664,0.0078201293945312,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0059127807617187,0.009775161743164,0.009775161743164,0.0075340270996093,0.496,1.36,6.448,6.256,112.0,3.744,4.232,0.0233650207519531,0.0121593475341796,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0085830688476562,0.0063180923461914,0.0072002410888671,0.008392333984375,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0061273574829101,0.0123977661132812,0.0123977661132812,0.0086069107055664,0.496,1.36,5.6,6.544,112.0,8.264,7.736,0.02899169921875,0.011444091796875,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063240528106689,0.0088214874267578,0.0083446502685546,0.0067949295043945,0.0068902969360351,0.0106334686279296,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0061511993408203,0.0123977661132812,0.0123977661132812,0.0079154968261718,0.496,1.36,4.752,4.48,112.0,3.744,4.232,0.0207424163818359,0.0111103057861328,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062990188598632,0.0083446502685546,0.0058174133300781,0.0075896581013997,0.0090599060058593,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0,0.005960464477539,0.0102519989013671,0.0102519989013671,0.007486343383789,0.496,1.36,6.448,7.04,112.0,3.744,4.232,0.0207901000976562,0.0109672546386718,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059972355021766,0.0078678131103515,0.0072479248046875,0.0079870223999023,0.0097036361694335,0.0102519989013671,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0045299530029296,0.0067710876464843,0.0123977661132812,0.0123977661132812,0.011754035949707,0.496,1.36,6.096,5.76,113.256,8.264,7.736,0.025796890258789,0.0108242034912109,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0092983245849609,0.0062942504882812,0.0081062316894531,0.0102043151855468,0.0074386596679687,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0060558319091796,0.013589859008789,0.013589859008789,0.0078678131103515,0.496,1.36,8.88,9.072,113.256,3.744,4.232,0.0214576721191406,0.0112533569335937,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062676804575754,0.0088214874267578,0.0070095062255859,0.0073909759521484,0.0086784362792968,0.0094413757324218,0.0088214874267578,0.0088214874267578,0.0054836273193359,0.0054836273193359,0.0062465667724609,0.0092983245849609,0.0092983245849609,0.0081539154052734,0.496,1.36,6.576,6.928,113.256,3.744,4.232,0.0233650207519531,0.0117301940917968,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060260295867919,0.0081062316894531,0.0070571899414062,0.0075896581013997,0.0101327896118164,0.0098705291748046,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0065565109252929,0.0126361846923828,0.0126361846923828,0.0086307525634765,0.496,1.36,6.448,7.04,112.0,8.264,7.736,0.026559829711914,0.0111579895019531,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063788890838623,0.0088453292846679,0.0070571899414062,0.00762939453125,0.0089645385742187,0.0091552734375,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0064373016357421,0.0100135803222656,0.0100135803222656,0.0075817108154296,0.496,1.36,6.096,5.76,112.0,3.744,4.232,0.0212669372558593,0.0113487243652343,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0085830688476562,0.0071048736572265,0.0066757202148437,0.0074386596679687,0.0092029571533203,0.00762939453125,0.00762939453125,0.0,0.0,0.0058174133300781,0.0085830688476562,0.0085830688476562,0.0072956085205078,0.496,1.36,8.88,9.072,112.0,3.744,4.232,0.0208377838134765,0.0109672546386718,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063276290893554,0.0083684921264648,0.0072956085205078,0.005960464477539,0.0079154968261718,0.0101566314697265,0.0119209289550781,0.0119209289550781,0.0,0.0,0.006413459777832,0.013589859008789,0.013589859008789,0.0086069107055664,0.496,1.36,6.576,6.928,112.0,8.264,7.736,0.0268220901489257,0.0119686126708984,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063566426139565,0.0085830688476562,0.0052928924560546,0.0072320302327473,0.0085830688476562,0.0067710876464843,0.0090599060058593,0.0090599060058593,0.0054836273193359,0.0054836273193359,0.0061988830566406,0.0088214874267578,0.0088214874267578,0.0080108642578125,0.496,1.36,6.448,7.04,113.256,3.744,4.232,0.022125244140625,0.011444091796875,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953421866539,0.0085830688476562,0.0083446502685546,0.0071525573730468,0.0078201293945312,0.0135421752929687,0.0088214874267578,0.0088214874267578,0.0053644180297851,0.005650520324707,0.0061988830566406,0.009775161743164,0.009775161743164,0.0068426132202148,0.496,1.424,6.096,5.76,118.448,4.272,3.704,0.0255107879638671,0.0128348668416341,10.096,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063091961305532,0.0088214874267578,0.0064849853515625,0.008249282836914,0.0100612640380859,0.0079631805419921,0.0061988830566406,0.0061988830566406,0.0050067901611328,0.0050067901611328,0.0060319900512695,0.0085830688476562,0.0085830688476562,0.0084161758422851,0.496,1.392,8.88,9.072,113.256,8.264,7.736,0.0272035598754882,0.0108003616333007,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070831150684541,0.0095367431640625,0.0073432922363281,0.00762939453125,0.0093460083007812,0.0113487243652343,0.0090599060058593,0.0090599060058593,0.0039012042816816,0.0045299530029296,0.0058650970458984,0.0185966491699218,0.0185966491699218,0.0075340270996093,0.496,1.424,6.576,6.928,142.208,3.744,4.232,0.0226497650146484,0.0115871429443359,40354.944,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078191804648631,0.0104904174804687,0.0061511993408203,0.0080664952596028,0.0096559524536132,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0039034203531203,0.0045299530029296,0.0063419342041015,0.013589859008789,0.013589859008789,0.0081062316894531,0.496,1.424,6.448,7.04,117.192,3.744,4.232,0.020599365234375,0.0108718872070312,40766.872,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074123268696799,0.009775161743164,0.0066757202148437,0.0081062316894531,0.009918212890625,0.0095844268798828,0.0095367431640625,0.0095367431640625,0.0039111318968736,0.0045299530029296,0.0061273574829101,0.0140666961669921,0.0140666961669921,0.0081300735473632,0.496,1.424,6.096,5.76,117.192,8.264,7.736,0.0242233276367187,0.0102758407592773,34672.392,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075795757236765,0.0102519989013671,0.0059127807617187,0.008392333984375,0.0095367431640625,0.0065803527832031,0.0123977661132812,0.0123977661132812,0.0039429907600363,0.0047683715820312,0.0066757202148437,0.0152587890625,0.0152587890625,0.0079154968261718,0.496,1.424,8.88,9.072,117.192,3.744,4.232,0.0197410583496093,0.0104904174804687,24086.376,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078191804648631,0.0104904174804687,0.0062465667724609,0.0081539154052734,0.009918212890625,0.0086784362792968,0.0099420547485351,0.0077486038208007,0.0052187177870008,0.006103515625,0.0065803527832031,0.0107288360595703,0.0116825103759765,0.0085353851318359,1.344,2.272,6.576,6.928,117.888,3.744,4.232,0.0210762023925781,0.0111579895019531,97.28,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074040237350843,0.0100135803222656,0.0061988830566406,0.0079075495402018,0.0090599060058593,0.0088691711425781,0.0088214874267578,0.0088214874267578,0.0047601502517174,0.0061988830566406,0.006103515625,0.0166893005371093,0.0166893005371093,0.0081062316894531,0.496,1.424,6.448,7.04,117.888,8.264,7.736,0.0265359878540039,0.0106334686279296,275.232,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066993260147547,0.0092983245849609,0.005960464477539,0.007331371307373,0.0091075897216796,0.0072002410888671,0.011444091796875,0.011444091796875,0.0045771127218728,0.0052452087402343,0.0056743621826171,0.009775161743164,0.009775161743164,0.0072002410888671,0.496,1.424,6.096,5.76,118.448,3.744,4.232,0.020456314086914,0.0106334686279296,403.16,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061692290045135,0.0081062316894531,0.0059127807617187,0.0073432922363281,0.0087738037109375,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0052635486309344,0.006103515625,0.0062465667724609,0.0140666961669921,0.0140666961669921,0.0076770782470703,0.496,1.424,8.88,9.072,114.648,3.744,4.232,0.021982192993164,0.0111103057861328,88.712,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006133644141961,0.0083446502685546,0.0060558319091796,0.0069618225097656,0.0098228454589843,0.0075340270996093,0.0085830688476562,0.0085830688476562,0.0054836273193359,0.006866455078125,0.0063419342041015,0.0152587890625,0.0152587890625,0.0086545944213867,0.496,1.392,6.576,6.928,117.192,8.264,7.736,0.0276088714599609,0.0112533569335937,24.44,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062143802642822,0.0085830688476562,0.0063896179199218,0.0077486038208007,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0058650970458984,0.0092983245849609,0.0092983245849609,0.0074386596679687,0.496,1.424,6.448,7.04,112.0,3.744,4.232,0.0202178955078125,0.010538101196289,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060737133026123,0.0078916549682617,0.0075340270996093,0.0072121620178222,0.0095605850219726,0.0107288360595703,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0057697296142578,0.0123977661132812,0.0123977661132812,0.0071525573730468,0.496,1.36,6.096,5.76,112.0,3.744,4.232,0.0218868255615234,0.0112533569335937,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062427710537886,0.0085830688476562,0.0060081481933593,0.0091552734375,0.0108242034912109,0.006723403930664,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0064611434936523,0.0147819519042968,0.0147819519042968,0.0083446502685546,0.496,1.36,8.88,9.072,113.256,8.264,7.736,0.0274658203125,0.0108718872070312,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006262935809235,0.0083446502685546,0.0074386596679687,0.0061511993408203,0.0071525573730468,0.0099658966064453,0.0069141387939453,0.0069141387939453,0.0054836273193359,0.0054836273193359,0.0066757202148437,0.0102519989013671,0.0102519989013671,0.0092506408691406,0.496,1.36,6.576,6.928,113.256,3.744,4.232,0.0214099884033203,0.0109672546386718,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063062894462358,0.0085830688476562,0.0065326690673828,0.0072717666625976,0.0085830688476562,0.0094413757324218,0.0092983245849609,0.0092983245849609,0.004887580871582,0.0051736831665039,0.0066280364990234,0.0085830688476562,0.0085830688476562,0.0089168548583984,0.496,1.36,6.448,7.04,116.096,3.744,4.232,0.0208377838134765,0.0110149383544921,3.744,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061337540789348,0.0081062316894531,0.0071048736572265,0.0060796737670898,0.0072956085205078,0.0104904174804687,0.0107288360595703,0.0107288360595703,0.0054836273193359,0.0063419342041015,0.0,0.0092983245849609,0.0092983245849609,0.0,0.496,1.424,6.096,5.76,131.08,0.0,0.0,0.0,0.0,27.216,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024593353271,0.0083446502685546,0.0058650970458984,0.0068187713623046,0.008249282836914,0.0068187713623046,0.00762939453125,0.00762939453125,0.0,0.0,0.0063419342041015,0.0131130218505859,0.0131130218505859,0.0086307525634765,0.496,1.424,8.88,9.072,112.0,12.008,11.968,0.0287055969238281,0.0112692515055338,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0081062316894531,0.0073909759521484,0.0087738037109375,0.0117778778076171,0.0107765197753906,0.0073909759521484,0.0073909759521484,0.005960464477539,0.005960464477539,0.0050544738769531,0.013589859008789,0.013589859008789,0.0055789947509765,0.496,1.36,6.576,6.928,116.392,3.744,4.232,0.0226974487304687,0.0118255615234375,4.104,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064420462840825,0.0088214874267578,0.006723403930664,0.006715456644694,0.008702278137207,0.0080585479736328,0.0100135803222656,0.0100135803222656,0.0066757202148437,0.0066757202148437,0.0060558319091796,0.0104904174804687,0.0104904174804687,0.0086307525634765,0.496,1.424,6.448,7.04,114.568,8.264,7.736,0.0281333923339843,0.0110387802124023,2.28,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0081062316894531,0.0071525573730468,0.0075697898864746,0.0088214874267578,0.009775161743164,0.0064373016357421,0.0064373016357421,0.0057220458984375,0.0057220458984375,0.0,0.0071525573730468,0.0071525573730468,0.0,0.496,1.424,6.096,5.76,113.256,0.0,0.0,0.0,0.0,1.192,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006291403699277,0.0085830688476562,0.00762939453125,0.0072956085205078,0.0092983245849609,0.0119686126708984,0.0071525573730468,0.0071525573730468,0.005960464477539,0.005960464477539,0.0060081481933593,0.0112056732177734,0.0112056732177734,0.0075340270996093,0.496,1.36,8.88,9.072,113.256,3.744,4.232,0.0220775604248046,0.0114917755126953,1.192,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063898551523388,0.0085830688476562,0.005960464477539,0.0075817108154296,0.0093936920166015,0.0077247619628906,0.0102519989013671,0.0102519989013671,0.0081062316894531,0.0081062316894531,0.0104904174804687,0.0081062316894531,0.0081062316894531,0.0104904174804687,0.496,1.36,6.576,6.928,113.256,0.592,0.592,868.0320739746094,868.0217266082764,1.192,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063151848025438,0.0088214874267578,0.0063419342041015,0.005960464477539,0.0064373016357421,0.0094890594482421,0.0104904174804687,0.0104904174804687,0.0052141106646993,0.0069141387939453,0.0081857045491536,0.011444091796875,0.011444091796875,0.0108718872070312,0.496,1.424,6.448,7.04,137.96,2.096,3.112,868.030834197998,868.0194218953451,232.656,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062747974300858,0.0085830688476562,0.0063896179199218,0.0069737434387207,0.0078201293945312,0.0081539154052734,0.0090599060058593,0.0090599060058593,0.0045498212178548,0.0057220458984375,0.0129938125610351,0.009775161743164,0.009775161743164,0.0136613845825195,0.496,1.424,6.096,5.76,114.296,1.648,1.12,868.0319786071777,868.0211702982584,166.56,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061799044632793,0.0083446502685546,0.0071048736572265,0.0069141387939453,0.0081539154052734,0.0100612640380859,0.013589859008789,0.013589859008789,0.0056425730387369,0.007486343383789,0.0089645385742187,0.0112056732177734,0.0112056732177734,0.0123500823974609,0.496,1.392,8.88,9.072,114.424,3.744,4.232,868.024754524231,868.0166602134705,33.08,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063661319106372,0.0088214874267578,0.0081062316894531,0.0073909759521484,0.0092029571533203,0.0119209289550781,0.0083446502685546,0.0083446502685546,0.0054652874286358,0.0063419342041015,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0129222869873046,0.496,1.424,6.576,6.928,117.192,2.688,3.704,868.0375814437866,868.0228789647421,83.528,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062378326264938,0.008559226989746,0.0060558319091796,0.0080664952596028,0.0098943710327148,0.0068187713623046,0.0095367431640625,0.0095367431640625,0.0059339735243055,0.0089168548583984,0.0089645385742187,0.0112056732177734,0.0112056732177734,0.0132560729980468,0.496,1.424,6.448,7.04,116.016,3.744,4.232,868.0210113525391,868.0169582366943,32.616,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062854728888516,0.0088214874267578,0.0082015991210937,0.0057816505432128,0.0070095062255859,0.0112533569335937,0.0109672546386718,0.0109672546386718,0.0052452087402343,0.0052452087402343,0.0097155570983886,0.0061988830566406,0.0061988830566406,0.0144481658935546,0.496,1.392,6.096,5.76,113.256,3.928,2.912,868.0347919464111,868.0217266082764,1.192,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064114631690415,0.0085830688476562,0.007486343383789,0.0072956085205078,0.0091552734375,0.0100612640380859,0.0152587890625,0.0152587890625,0.0052981906467013,0.006270408630371,0.0153779983520507,0.0057220458984375,0.0057220458984375,0.0179529190063476,0.496,1.424,8.88,9.072,120.744,1.648,1.12,868.0127143859863,868.0119514465332,74.768,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0085830688476562,0.0062465667724609,0.0066757202148437,0.0074386596679687,0.0084400177001953,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.0102519989013671,0.496,1.424,6.576,6.928,117.192,2.096,3.112,868.0432319641113,868.0284023284912,10.376,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060760974884033,0.0078678131103515,0.005960464477539,0.0067551930745442,0.0084638595581054,0.0080108642578125,0.0088214874267578,0.0088214874267578,0.0,0.0,0.013589859008789,0.0085830688476562,0.0085830688476562,0.0154972076416015,0.496,1.36,6.448,7.04,112.0,1.648,1.12,868.0139064788818,868.0121898651123,0.0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063896179199218,0.0081300735473632,0.0084877014160156,0.0065565109252929,0.0073432922363281,0.0123977661132812,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0075499216715494,0.009775161743164,0.009775161743164,0.009918212890625,0.496,1.36,6.096,5.76,112.0,2.872,2.384,868.0310726165771,868.0256207784017,0.0,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063950205084138,0.0088214874267578,0.0063896179199218,0.0078678131103515,0.0092506408691406,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0053133283342633,0.0070095062255859,0.0128746032714843,0.0104904174804687,0.0104904174804687,0.0138282775878906,0.496,1.424,8.88,9.072,125.752,1.648,1.12,868.0352687835693,868.0210113525391,83.312,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063487798860757,0.0083208084106445,0.00762939453125,0.006866455078125,0.0084877014160156,0.0109672546386718,0.013589859008789,0.013589859008789,0.0041967783218775,0.0053167343139648,0.0092029571533203,0.0133514404296875,0.0133514404296875,0.0130176544189453,0.496,1.424,6.576,6.928,118.448,3.744,4.232,868.0184364318848,868.0139183998108,814.88,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063948111959023,0.0085830688476562,0.0060558319091796,0.0074307123819986,0.0094175338745117,0.00762939453125,0.0123977661132812,0.0123977661132812,0.0047739162001498,0.0063896179199218,0.0079274177551269,0.0107288360595703,0.0107288360595703,0.0104188919067382,0.496,1.424,6.448,7.04,115.552,2.496,3.248,868.0323362350464,868.0206139882406,267.736,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006253176396436,0.0081062316894531,0.005960464477539,0.0066161155700683,0.0086307525634765,0.0075340270996093,0.0090599060058593,0.0090599060058593,0.0042915344238281,0.0042915344238281,0.0086724758148193,0.0123977661132812,0.0123977661132812,0.013899803161621,0.496,1.392,6.096,5.76,118.448,5.768,6.872,868.0313587188721,868.0191338062286,1.192,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0058174133300781,0.0071048736572265,0.0085830688476562,0.0068187713623046,0.00762939453125,0.00762939453125,0.0056266784667968,0.0071048736572265,0.0110864639282226,0.0140666961669921,0.0140666961669921,0.0137567520141601,0.496,1.392,8.88,9.072,117.192,3.296,2.24,868.0274963378906,868.0206298828125,26.472,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0059127807617187,0.0073432922363281,0.0085353851318359,0.0078678131103515,0.0084877014160156,0.0081062316894531,0.0046491622924804,0.0059127807617187,0.0091493129730224,0.0091791152954101,0.0106096267700195,0.010538101196289,1.344,2.272,6.576,6.928,114.296,6.176,6.888,868.0178165435791,868.0133819580078,156.928,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0081062316894531,0.0057220458984375,0.0070730845133463,0.008702278137207,0.0071048736572265,0.0081062316894531,0.0081062316894531,0.0042156739668412,0.0049829483032226,0.009918212890625,0.0064373016357421,0.0064373016357421,0.01373291015625,0.496,1.36,6.448,7.04,117.192,3.744,4.232,868.0417537689209,868.024746576945,233.408,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0083684921264648,0.0063419342041015,0.0078082084655761,0.0088930130004882,0.0084400177001953,0.005960464477539,0.005960464477539,0.0,0.0,0.0095367431640625,0.0264644622802734,0.0264644622802734,0.01220703125,0.496,1.424,6.096,5.76,112.0,3.744,4.232,868.0131196975708,868.0123090744019,0.0,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0083446502685546,0.0076770782470703,0.0084877014160156,0.009775161743164,0.011301040649414,0.009775161743164,0.009775161743164,0.005960464477539,0.005960464477539,0.0085234642028808,0.0133514404296875,0.0133514404296875,0.0120878219604492,0.496,1.36,8.88,9.072,113.256,3.928,2.912,868.0305004119873,868.0196603139242,1.192,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062676804575754,0.0083446502685546,0.0058174133300781,0.008249282836914,0.0098228454589843,0.0071048736572265,0.0085830688476562,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0138282775878906,0.0150203704833984,0.0150203704833984,0.0159263610839843,0.496,1.36,6.576,6.928,113.256,1.648,1.12,868.0241346359253,868.0185079574585,1.192,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063477492913967,0.0088214874267578,0.0064849853515625,0.006715456644694,0.008702278137207,0.0101566314697265,0.0092983245849609,0.0092983245849609,0.0040884649715965,0.0050067901611328,0.0066757202148437,0.0126361846923828,0.0126361846923828,0.0089645385742187,0.496,1.392,6.448,7.04,133.32,2.096,3.112,868.030595779419,868.0238723754883,3417.464,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062641219713201,0.0083446502685546,0.0061392784118652,0.005960464477539,0.0064373016357421,0.0077247619628906,0.0095367431640625,0.0095367431640625,0.0041903871478456,0.0054836273193359,0.0119209289550781,0.013589859008789,0.013589859008789,0.0140190124511718,0.496,1.424,5.6,5.76,117.192,1.648,1.12,868.0186033248901,868.0156469345093,293.528,1
