time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059951856298354,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0064577375139508,0.0040965253899411,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0047683715820312,0.0094890594482421,0.0101293836321149,0.0225543975830078,0.496,1.36,0.848,0.848,25.152,143.152,27.344,0.0052452087402343,0.0052452087402343,3420.152,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065665933030161,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0064577375139508,0.004120362110627,0.0092983245849609,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0094890594482421,0.0101293836321149,0.0225543975830078,0.496,1.424,0.848,0.848,25.152,116.888,27.344,0.0052452087402343,0.0052452087402343,1955.88,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0083446502685546,0.00762939453125,0.00762939453125,0.0064577375139508,0.0,0.011444091796875,0.011444091796875,0.0083446502685546,0.0083446502685546,0.0,0.0094890594482421,0.0101293836321149,0.0225543975830078,0.496,1.424,0.848,0.848,25.152,112.0,27.344,0.0052452087402343,0.0052452087402343,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545336671136,0.0081062316894531,0.009775161743164,0.009775161743164,0.0064577375139508,0.0081062316894531,0.0128746032714843,0.0128746032714843,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0094890594482421,0.0101293836321149,0.0225543975830078,0.496,1.36,0.848,0.848,25.152,113.256,27.344,0.0052452087402343,0.0052452087402343,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059486028566882,0.00762939453125,0.005960464477539,0.005960464477539,0.0064577375139508,0.0064373016357421,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0094890594482421,0.0101293836321149,0.0225543975830078,0.496,1.36,0.848,0.848,25.152,113.256,27.344,0.0052452087402343,0.0052452087402343,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060596088371654,0.0078678131103515,0.00762939453125,0.00762939453125,0.0064577375139508,0.0056425730387369,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0071048736572265,0.0094890594482421,0.0101293836321149,0.0225543975830078,0.496,1.36,0.848,0.848,25.152,118.448,27.344,0.0052452087402343,0.0052452087402343,14.6,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060582160949707,0.0078916549682617,0.0057220458984375,0.0057220458984375,0.006723403930664,0.0,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0,0.0092983245849609,0.0124692916870117,0.0306129455566406,0.496,1.424,0.848,0.848,8.264,112.0,7.736,0.0052452087402343,0.0052452087402343,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0061750411987304,0.0,0.0064373016357421,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0,0.0081300735473632,0.0104665756225585,0.0255107879638671,0.496,1.36,0.848,0.848,8.264,112.0,7.736,0.0052452087402343,0.0052452087402343,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006113052368164,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,112.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060260295867919,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,112.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061300856557058,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0059127807617187,0.0041696760389539,0.0119209289550781,0.0119209289550781,0.0083446502685546,0.0083446502685546,0.0051498413085937,0.0077247619628906,0.0113487243652343,0.0220775604248046,0.496,1.36,0.848,0.848,3.744,113.256,4.232,0.0052452087402343,0.0052452087402343,481.336,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067851393695038,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0060081481933593,0.0039891642604681,0.0090599060058593,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0047683715820312,0.0081777572631835,0.0104904174804687,0.0268936157226562,0.496,1.424,0.848,0.848,7.488,144.408,8.464,0.0052452087402343,0.0052452087402343,7899.624,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.0078678131103515,0.009775161743164,0.009775161743164,0.0070412953694661,0.0073909759521484,0.0159740447998046,0.0159740447998046,0.0061988830566406,0.0061988830566406,0.0073909759521484,0.0089645385742187,0.0118573506673177,0.0291347503662109,0.496,1.424,0.848,0.848,12.008,113.256,11.968,0.0102519989013671,0.0102519989013671,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062708807463693,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.006413459777832,0.0045796235402425,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0067949295043945,0.0090599060058593,0.0107049942016601,0.0266313552856445,0.496,1.36,0.0,0.0,8.264,122.384,7.736,0.0,0.0,245.76,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062708807463693,0.0083446502685546,0.0061988830566406,0.0067710876464843,0.0,0.0045796235402425,0.0112056732177734,0.0123500823974609,0.0,0.0,0.0067949295043945,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,122.384,0.0,0.0,0.0,245.76,0
