time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006113052368164,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0067710876464843,0.0,0.0116825103759765,0.0116825103759765,0.0063180923461914,0.0073671340942382,0.0,0.0101566314697265,0.0107765197753906,0.0206947326660156,0.496,1.36,1.696,1.696,3.744,112.0,4.232,0.0133514404296875,0.0095367431640625,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118224034855,0.0083446502685546,0.005960464477539,0.005960464477539,0.0059843063354492,0.0060796737670898,0.0183582305908203,0.0183582305908203,0.0,0.0,0.0077009201049804,0.0083684921264648,0.0104188919067382,0.0244379043579101,0.496,1.36,0.0,0.0,8.264,117.192,7.736,0.0,0.0,22.864,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006137838686146,0.0084400177001953,0.0061988830566406,0.0061988830566406,0.0,0.0049209594726562,0.0107288360595703,0.0116825103759765,0.0,0.0,0.0062465667724609,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,141.112,0.0,0.0,0.0,168.04,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064514651156888,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0066280364990234,0.0045323858455735,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0057220458984375,0.0089645385742187,0.0112533569335937,0.0210762023925781,0.496,1.424,0.0,0.0,3.744,115.84,4.232,0.0,0.0,720.624,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066614862698227,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0066280364990234,0.0051756699879964,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0070810317993164,0.0080108642578125,0.0112533569335937,0.0211715698242187,0.496,1.424,0.0,0.0,3.744,113.256,4.232,0.0,0.0,56.688,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060879357970587,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.006262461344401,0.004132588704427,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0052452087402343,0.0089645385742187,0.0108242034912109,0.026559829711914,0.496,1.392,0.0,0.0,12.008,122.384,11.968,0.0,0.0,979.704,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074040237350843,0.009775161743164,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.003905640434973,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0045299530029296,0.0080108642578125,0.011301040649414,0.0211238861083984,0.496,1.424,0.0,0.0,3.744,117.192,4.232,0.0,0.0,35120.296,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065326690673828,0.0086069107055664,0.0073909759521484,0.0073909759521484,0.0073432922363281,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0117301940917968,0.0114679336547851,0.0294685363769531,0.496,1.424,0.0,0.0,8.264,112.0,7.736,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060868263244628,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.006723403930664,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0083446502685546,0.0096321105957031,0.0113964080810546,0.0214576721191406,0.496,1.36,0.0,0.0,3.744,113.256,4.232,0.0,0.0,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006612917272056,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0070571899414062,0.0038794900887828,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0045299530029296,0.0090599060058593,0.0109195709228515,0.0206947326660156,0.496,1.392,0.0,0.0,3.744,134.024,4.232,0.0,0.0,16667.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073791730521929,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0066757202148437,0.0038898071084508,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0045299530029296,0.0093936920166015,0.0114123026529947,0.0295639038085937,0.496,1.424,0.0,0.0,12.008,118.448,11.968,0.0,0.0,34238.808,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065898895263671,0.0088453292846679,0.0088214874267578,0.0088214874267578,0.0059127807617187,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0073909759521484,0.0133037567138671,0.0261783599853515,0.496,1.424,0.0,0.0,3.744,112.0,4.232,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061190128326416,0.0085830688476562,0.005960464477539,0.005960464477539,0.0067710876464843,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0121593475341796,0.011444091796875,0.0275373458862304,0.496,1.36,0.0,0.0,8.264,112.0,7.736,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060927867889404,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0061988830566406,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0070095062255859,0.010848045349121,0.0194311141967773,0.496,1.36,0.0,0.0,4.272,112.0,3.704,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061213970184326,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0071048736572265,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0092983245849609,0.0118255615234375,0.0226497650146484,0.496,1.36,0.0,0.0,3.744,112.0,4.232,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.006413459777832,0.0052452087402343,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0052452087402343,0.0086545944213867,0.0112533569335937,0.0289201736450195,0.496,1.36,0.0,0.0,7.488,113.256,8.464,0.0,0.0,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070327721932084,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0060929192437065,0.0039150292736633,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0045299530029296,0.0074386596679687,0.0110973011363636,0.0283718109130859,0.496,1.424,0.0,0.0,8.792,142.824,7.208,0.0,0.0,17397.472,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072210141927889,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.006270408630371,0.0039257397309192,0.011444091796875,0.011444091796875,0.0,0.0,0.0047683715820312,0.0081539154052734,0.0112533569335937,0.0273942947387695,0.496,1.424,0.0,0.0,8.264,118.448,7.736,0.0,0.0,19389.824,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069058356593497,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0039557294263637,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,8489.672,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059950351715087,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061799044632793,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0061511993408203,0.0048279762268066,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0057935714721679,0.0085830688476562,0.0101327896118164,0.0234127044677734,0.496,1.424,0.0,0.0,14.52,114.84,15.544,0.0,0.0,33.168,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062215328216552,0.0085830688476562,0.005960464477539,0.005960464477539,0.0060796737670898,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0088453292846679,0.0119447708129882,0.0302553176879882,0.496,1.36,0.0,0.0,7.488,112.0,8.464,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0062942504882812,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0078678131103515,0.0091552734375,0.0111738840738932,0.0279903411865234,0.496,1.36,0.0,0.0,12.008,113.256,11.968,0.0,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061651555503286,0.0084877014160156,0.005960464477539,0.005960464477539,0.0057935714721679,0.0039242809603673,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0045299530029296,0.0081300735473632,0.0112533569335937,0.0293731689453125,0.496,1.36,0.0,0.0,8.264,134.024,7.736,0.0,0.0,1771.592,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078536496304049,0.0107288360595703,0.009775161743164,0.009775161743164,0.0,0.0038810300104545,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,118.448,0.0,0.0,0.0,58813.36,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072403333673429,0.009775161743164,0.009775161743164,0.009775161743164,0.0,0.003973642985026,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,62.56,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063649457485521,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0063419342041015,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.008392333984375,0.0121116638183593,0.0236988067626953,0.496,1.424,0.0,0.0,3.744,117.192,4.232,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059616565704345,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0069379806518554,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0097274780273437,0.0110626220703125,0.028085708618164,0.496,1.36,0.0,0.0,7.488,112.0,8.464,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060176849365234,0.00762939453125,0.00762939453125,0.00762939453125,0.0063419342041015,0.0,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0,0.0088214874267578,0.0111897786458333,0.0286102294921875,0.496,1.36,0.848,0.848,12.008,112.0,11.968,0.0054836273193359,0.0054836273193359,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006260871887207,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0065962473551432,0.0,0.0128746032714843,0.0128746032714843,0.0045299530029296,0.0045299530029296,0.0,0.0086784362792968,0.011400742964311,0.0274181365966796,0.496,1.36,0.848,0.848,8.792,112.0,7.208,0.0100135803222656,0.0100135803222656,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061846491116196,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0047683715820312,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064430884944582,0.0085830688476562,0.0110864639282226,0.0115633010864257,0.0,0.0039591933741714,0.0151395797729492,0.016951560974121,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,137.056,0.0,0.0,0.0,6945.16,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073307811623752,0.009775161743164,0.0088214874267578,0.0088214874267578,0.0061988830566406,0.0039424885512739,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0045299530029296,0.0080585479736328,0.0110626220703125,0.0205039978027343,0.496,1.424,0.0,0.0,3.744,118.448,4.232,0.0,0.0,18959.504,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059759616851806,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.006103515625,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0081777572631835,0.0112295150756835,0.0288963317871093,0.496,1.392,0.0,0.0,7.488,112.0,8.464,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059151649475097,0.0081300735473632,0.0109672546386718,0.0109672546386718,0.0063896179199218,0.0,0.0152587890625,0.0152587890625,0.0,0.0,0.0,0.0087261199951171,0.0113169352213541,0.0274658203125,0.496,1.36,0.0,0.0,12.008,112.0,11.968,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059974193572998,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0061750411987304,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0085830688476562,0.0111341476440429,0.0268220901489257,0.496,1.36,0.0,0.0,8.264,112.0,7.736,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059366226196289,0.0076532363891601,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064420462840825,0.0081062316894531,0.0121593475341796,0.0121593475341796,0.0,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0088214874267578,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061547756195068,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0060558319091796,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0,0.0081062316894531,0.0077724456787109,0.0114917755126953,0.0222206115722656,0.496,1.36,0.0,0.0,3.744,112.696,4.232,0.0,0.0,1.192,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061793027868593,0.0083446502685546,0.005960464477539,0.005960464477539,0.0061273574829101,0.0038899065598909,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0045299530029296,0.0084161758422851,0.0110864639282226,0.0280141830444335,0.496,1.424,0.0,0.0,7.488,144.408,8.464,0.0,0.0,5293.104,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0063521521432059,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0085115432739257,0.0105500221252441,0.0280141830444335,0.496,1.392,0.0,0.0,12.536,112.0,11.44,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061127218869653,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0060081481933593,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0,0.0086784362792968,0.0079154968261718,0.0105857849121093,0.0257015228271484,0.496,1.36,0.0,0.0,8.264,121.696,7.736,0.0,0.0,12.464,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119960784912,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059103965759277,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061063624140041,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0060081481933593,0.0107288360595703,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0107288360595703,0.0078678131103515,0.0111103057861328,0.0218868255615234,0.496,1.36,0.0,0.0,3.744,113.256,4.232,0.0,0.0,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00610772301169,0.0082731246948242,0.0071525573730468,0.0071525573730468,0.006270408630371,0.0058809916178385,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0072479248046875,0.0088453292846679,0.0107288360595703,0.0269651412963867,0.496,1.424,0.0,0.0,7.488,121.008,8.464,0.0,0.0,19.688,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063175051083118,0.0083446502685546,0.005960464477539,0.005960464477539,0.0065803527832031,0.0053013072294347,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0066757202148437,0.009012222290039,0.010538101196289,0.0275611877441406,0.496,1.424,0.0,0.0,12.008,123.64,11.968,0.0,0.0,134.936,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832500457763,0.0083684921264648,0.00762939453125,0.00762939453125,0.0063657760620117,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0,0.0,0.005960464477539,0.0081300735473632,0.0107526779174804,0.0251531600952148,0.496,1.392,0.0,0.0,8.264,112.0,7.736,0.0,0.0,3.656,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060242001372988,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.0085830688476562,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0095367431640625,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,122.384,0.0,0.0,0.0,18.384,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061702728271484,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0053048133850097,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0067949295043945,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.04,0.0,0.0,0.0,105.504,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062819144025963,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0057697296142578,0.0057731355939592,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0078201293945312,0.0073432922363281,0.011301040649414,0.0222206115722656,0.496,1.424,0.0,0.0,3.744,117.192,4.232,0.0,0.0,109.824,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0058889389038085,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0081062316894531,0.0078916549682617,0.0107526779174804,0.0278234481811523,0.496,1.424,0.0,0.0,7.488,113.256,8.464,0.0,0.0,1.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061150824669564,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0064032418387276,0.0072717666625976,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0073671340942382,0.0087738037109375,0.010460615158081,0.0268220901489257,0.496,1.424,0.0,0.0,12.536,118.448,11.44,0.0,0.0,8.496,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060218395573077,0.0078678131103515,0.0054836273193359,0.0054836273193359,0.0057458877563476,0.005960464477539,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063419342041015,0.0079154968261718,0.0103473663330078,0.0251054763793945,0.496,1.424,0.0,0.0,8.264,118.448,7.736,0.0,0.0,7.664,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006319871589319,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0064373016357421,0.0109672546386718,0.0109672546386718,0.0,0.0,0.007486343383789,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,39.328,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059509751808584,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0083446502685546,0.0077247619628906,0.011301040649414,0.022125244140625,0.496,1.36,0.0,0.0,3.744,117.192,4.232,0.0,0.0,5.32,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059199333190917,0.0078916549682617,0.005960464477539,0.005960464477539,0.0061273574829101,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0086069107055664,0.0108718872070312,0.0281810760498046,0.496,1.424,0.0,0.0,7.488,112.0,8.464,0.0,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063082066977896,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.006262461344401,0.0053246815999348,0.0152587890625,0.0152587890625,0.0,0.0,0.007033348083496,0.0084400177001953,0.0112215677897135,0.0291347503662109,0.496,1.424,0.0,0.0,12.008,134.024,11.968,0.0,0.0,86.848,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060945007931533,0.0081062316894531,0.00762939453125,0.00762939453125,0.0063896179199218,0.00762939453125,0.0104904174804687,0.0104904174804687,0.0,0.0,0.00762939453125,0.0081062316894531,0.0112533569335937,0.0285148620605468,0.496,1.424,0.0,0.0,8.264,113.256,7.736,0.0,0.0,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060601020926859,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0061988830566406,0.0100135803222656,0.0100135803222656,0.0095367431640625,0.0095367431640625,0.0061988830566406,0.0,0.0,0.0,0.496,1.36,0.0,0.848,0.0,113.256,0.0,1067.0080184936523,1067.0080184936523,1.192,1
