time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064986767155109,0.0090360641479492,0.0109672546386718,0.0109672546386718,0.0068051474434988,0.0107288360595703,0.0107288360595703,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0042300070485761,0.0210285186767578,0.0050067901611328,0.496,1.424,1.696,1.696,25.152,27.344,118.144,0.0,2069.904,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063464193060846,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0068051474434988,0.0116825103759765,0.0116825103759765,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.004434585571289,0.0210285186767578,0.0052690505981445,0.496,1.424,1.696,1.696,25.152,27.344,116.224,0.0,394.944,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064242538528062,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0068051474434988,0.0119209289550781,0.0119209289550781,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0041173529748471,0.0210285186767578,0.0047683715820312,0.496,1.424,1.696,1.696,25.152,27.344,113.256,0.0,1717.352,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060879357970587,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0068051474434988,0.0071525573730468,0.0071525573730468,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0046068622219947,0.0210285186767578,0.0057220458984375,0.496,1.392,1.696,1.696,25.152,27.344,122.384,0.0,230.584,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066021781655686,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0068051474434988,0.0090599060058593,0.0090599060058593,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0044523283492687,0.0210285186767578,0.0052213668823242,0.496,1.424,1.696,1.696,25.152,27.344,114.776,0.0,864.048,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067148635636514,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0068051474434988,0.0102519989013671,0.0102519989013671,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0041167795871748,0.0210285186767578,0.0047683715820312,0.496,1.424,1.696,1.696,25.152,27.344,117.192,0.0,4386.672,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059877462054959,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0068051474434988,0.009775161743164,0.009775161743164,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0049114227294921,0.0210285186767578,0.0064849853515625,0.496,1.424,1.696,1.696,25.152,27.344,116.632,0.0,52.336,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060197725817931,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0068051474434988,0.0078678131103515,0.0078678131103515,0.01068115234375,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0098909650530133,0.0053246815999348,0.0210285186767578,0.0058174133300781,0.496,1.424,1.696,1.696,25.152,27.344,113.256,0.0,7.576,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065899834844279,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0,0.009775161743164,0.009775161743164,0.0,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0,0.0038634810069858,0.0,0.0045299530029296,0.496,1.424,1.696,1.696,0.0,0.0,121.944,0.0,34173.496,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068417829067552,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0064373016357421,0.0143051147460937,0.0143051147460937,0.0090360641479492,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0120878219604492,0.0038432823653591,0.0284671783447265,0.0042915344238281,0.496,1.424,1.696,1.696,8.264,7.736,113.256,0.0,8634.728,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059282779693603,0.0076532363891601,0.011444091796875,0.011444091796875,0.0058174133300781,0.0126361846923828,0.0126361846923828,0.0072479248046875,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0106334686279296,0.0,0.0205516815185546,0.0,0.496,1.392,1.696,1.696,3.744,4.232,112.0,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060677528381347,0.0078916549682617,0.0085830688476562,0.0085830688476562,0.0062227249145507,0.0092983245849609,0.0092983245849609,0.0084161758422851,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0105857849121093,0.0,0.0255584716796875,0.0,0.496,1.36,1.696,1.696,8.264,7.736,112.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059044361114501,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007327865151798,0.0101804733276367,0.0123977661132812,0.0123977661132812,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0071525573730468,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.011301040649414,0.0038791782876943,0.0226020812988281,0.0045299530029296,0.496,1.424,1.696,1.696,3.744,4.232,130.144,0.0,16969.512,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057967741097976,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0071525573730468,0.0088214874267578,0.0088214874267578,0.0093936920166015,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0124454498291015,0.0042915344238281,0.0238418579101562,0.0042915344238281,0.496,1.392,1.696,1.696,3.744,4.232,113.256,0.0,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060055386367721,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0065167744954427,0.0109672546386718,0.0109672546386718,0.009918212890625,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0109831492106119,0.0047683715820312,0.0274181365966796,0.0047683715820312,0.496,1.36,1.696,1.696,12.008,11.968,113.256,0.0,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0058174133300781,0.0066757202148437,0.0066757202148437,0.0071048736572265,0.0103712081909179,0.0100135803222656,0.0104665756225585,0.0105857849121093,0.0119686126708984,0.0052452087402343,0.0225543975830078,0.0052452087402343,0.496,1.36,1.696,1.696,3.744,4.232,113.256,0.0,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059207280476888,0.0078678131103515,0.011444091796875,0.011444091796875,0.0072717666625976,0.011444091796875,0.011444091796875,0.0100374221801757,0.0,0.0,0.0,0.0,0.0112295150756835,0.0045391229482797,0.0247955322265625,0.0056028366088867,0.496,1.424,0.0,0.0,8.264,7.736,132.416,0.0,248.992,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060147578173344,0.0078678131103515,0.0056028366088867,0.006270408630371,0.0,0.0129938125610351,0.014805793762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0051824670088918,0.0,0.0067710876464843,1.344,2.272,0.0,0.0,0.0,0.0,117.6,0.0,48.744,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061846491116196,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0063419342041015,0.0128746032714843,0.0128746032714843,0.0080108642578125,0.0,0.0,0.0,0.0,0.0111579895019531,0.0053204988178453,0.0214099884033203,0.0065326690673828,0.496,1.424,0.0,0.0,3.744,4.232,114.536,0.0,45.576,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059843063354492,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0061511993408203,0.0123977661132812,0.0123977661132812,0.0081062316894531,0.0,0.0,0.0,0.0,0.011444091796875,0.0050067901611328,0.0222682952880859,0.0050067901611328,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,2.44,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061268853669119,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0063351222446986,0.0123977661132812,0.0123977661132812,0.008249282836914,0.0,0.0,0.0,0.0,0.0113248825073242,0.0053535808216441,0.0284910202026367,0.0066757202148437,0.496,1.424,0.0,0.0,12.536,11.44,115.792,0.0,27.928,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006311010606218,0.0083208084106445,0.0073909759521484,0.0073909759521484,0.0062942504882812,0.0112056732177734,0.0112056732177734,0.0079631805419921,0.0,0.0,0.0,0.0,0.0118732452392578,0.0057697296142578,0.0230312347412109,0.0073432922363281,0.496,1.392,0.0,0.0,3.744,4.232,118.448,0.0,36.376,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061729166767384,0.0083208084106445,0.009775161743164,0.009775161743164,0.0062227249145507,0.0073909759521484,0.0073909759521484,0.0084400177001953,0.0,0.0,0.0,0.0,0.0112056732177734,0.0047206878662109,0.0271081924438476,0.005507469177246,0.496,1.424,0.0,0.0,8.264,7.736,118.448,0.0,190.08,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060150279334528,0.00762939453125,0.0104904174804687,0.0104904174804687,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061717363867429,0.008559226989746,0.00762939453125,0.00762939453125,0.0061988830566406,0.0083446502685546,0.0083446502685546,0.0077724456787109,0.0,0.0,0.0,0.0,0.0116348266601562,0.0060796737670898,0.0229835510253906,0.0072717666625976,0.496,1.36,0.0,0.0,3.744,4.232,117.808,0.0,11.168,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061368942260742,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0126361846923828,0.0126361846923828,0.0077724456787109,0.0,0.0,0.0,0.0,0.0131607055664062,0.0,0.025177001953125,0.0,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059998035430908,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.0140666961669921,0.0140666961669921,0.0086069107055664,0.0,0.0,0.0,0.0,0.0118970870971679,0.0,0.0275611877441406,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061205963590251,0.0078678131103515,0.00762939453125,0.00762939453125,0.0063896179199218,0.0078678131103515,0.0078678131103515,0.008249282836914,0.0,0.0,0.0,0.0,0.0127792358398437,0.0085830688476562,0.0252246856689453,0.0085830688476562,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059414858841777,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0058650970458984,0.0069141387939453,0.0069141387939453,0.0074386596679687,0.0,0.0,0.0,0.0,0.0117301940917968,0.0045299530029296,0.0224590301513671,0.0045299530029296,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062165001930274,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.005960464477539,0.0100135803222656,0.0100135803222656,0.0085830688476562,0.0,0.0,0.0,0.0,0.0111579895019531,0.006258487701416,0.0265359878540039,0.0078678131103515,0.496,1.424,0.0,0.0,8.264,7.736,122.624,0.0,10.256,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060951709747314,0.0083684921264648,0.00762939453125,0.00762939453125,0.0059127807617187,0.009775161743164,0.009775161743164,0.0072002410888671,0.0,0.0,0.0,0.0,0.0111103057861328,0.0,0.0209331512451171,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060915946960449,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0058174133300781,0.0085830688476562,0.0085830688476562,0.0075340270996093,0.0,0.0,0.0,0.0,0.0108718872070312,0.0,0.0209808349609375,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060209587438782,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0066995620727539,0.0073909759521484,0.0073909759521484,0.0090837478637695,0.0,0.0,0.0,0.0,0.0112771987915039,0.0085830688476562,0.0283718109130859,0.0085830688476562,0.496,1.424,0.0,0.0,8.264,7.736,114.264,0.0,1.976,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006358216448528,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0056743621826171,0.0147819519042968,0.0147819519042968,0.0071525573730468,0.0,0.0,0.0,0.0,0.0110149383544921,0.0038485971574892,0.0216007232666015,0.0045299530029296,0.496,1.36,0.0,0.0,3.744,4.232,137.96,0.0,16615.176,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007515522971082,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0057697296142578,0.0145435333251953,0.0145435333251953,0.0074386596679687,0.0,0.0,0.0,0.0,0.0098228454589843,0.0038804757566611,0.0191211700439453,0.0045299530029296,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,22666.36,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0065565109252929,0.0126361846923828,0.0126361846923828,0.0081300735473632,0.0,0.0,0.0,0.0,0.0113725662231445,0.0040531158447265,0.028085708618164,0.0040531158447265,0.496,1.424,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061131463262247,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.0057220458984375,0.0123977661132812,0.0123977661132812,0.0072002410888671,0.0,0.0,0.0,0.0,0.0103473663330078,0.0041711898077101,0.01983642578125,0.0049114227294921,0.496,1.424,0.0,0.0,3.744,4.232,121.16,0.0,976.376,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067453573245813,0.0092744827270507,0.0112056732177734,0.0112056732177734,0.006103515625,0.0123977661132812,0.0123977661132812,0.0079154968261718,0.0,0.0,0.0,0.0,0.0125408172607421,0.0038800239562988,0.0239372253417968,0.0045299530029296,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,16130.64,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067255390224172,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0061273574829101,0.0116825103759765,0.0116825103759765,0.0087738037109375,0.0,0.0,0.0,0.0,0.0109195709228515,0.0040395564942563,0.0259160995483398,0.0047683715820312,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,2183.112,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062273509466826,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0062942504882812,0.0109672546386718,0.0109672546386718,0.0078678131103515,0.0,0.0,0.0,0.0,0.0113964080810546,0.0047727867409035,0.0219345092773437,0.0066041946411132,0.496,1.424,0.0,0.0,3.744,4.232,114.424,0.0,359.68,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006708932753226,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.006103515625,0.0119209289550781,0.0119209289550781,0.0078678131103515,0.0,0.0,0.0,0.0,0.011301040649414,0.0039579169067814,0.0221729278564453,0.0047683715820312,0.496,1.424,0.0,0.0,3.744,4.232,114.584,0.0,6162.272,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070861322962822,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0063896179199218,0.0112056732177734,0.0112056732177734,0.008392333984375,0.0,0.0,0.0,0.0,0.0118255615234375,0.0038959125783991,0.0292062759399414,0.0045299530029296,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,20827.2,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.0059127807617187,0.0095367431640625,0.0095367431640625,0.0077247619628906,0.0,0.0,0.0,0.0,0.0110626220703125,0.0038938364686067,0.0205039978027343,0.0045299530029296,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,41870.024,0
