time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,a1_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0085830688476562,0.0061392784118652,0.0067353248596191,0.0073909759521484,0.0112056732177734,0.0112056732177734,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0069141387939453,0.0069141387939453,0.496,1.36,0.0,0.0,5.6,5.728,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061704151665986,0.0085830688476562,0.0061392784118652,0.0067353248596191,0.0073909759521484,0.00762939453125,0.00762939453125,0.0071525573730468,0.0119209289550781,0.0119209289550781,0.0066757202148437,0.0066757202148437,0.496,1.36,0.0,0.0,5.6,5.728,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0081300735473632,0.0061392784118652,0.0067353248596191,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.011444091796875,0.011444091796875,0.0,0.0,0.496,1.36,0.0,0.0,5.6,5.728,112.0,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,0.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006177948742378,0.0085830688476562,0.0063578287760416,0.0064770380655924,0.0078678131103515,0.0133514404296875,0.0133514404296875,0.008702278137207,0.0078678131103515,0.0078678131103515,0.0038572433420303,0.0045299530029296,0.496,1.36,0.0,0.0,9.856,10.176,137.96,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,6495.024,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066531831352271,0.0090599060058593,0.0055313110351562,0.0066280364990234,0.0080108642578125,0.0090599060058593,0.0090599060058593,0.0072002410888671,0.0083446502685546,0.0083446502685546,0.0039019688638942,0.0045299530029296,0.496,1.424,0.0,0.0,6.448,6.224,117.192,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,6873.84,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060648467410263,0.0078678131103515,0.0071525573730468,0.0076770782470703,0.0086307525634765,0.0081062316894531,0.0081062316894531,0.0097990036010742,0.0150203704833984,0.0150203704833984,0.0066757202148437,0.0066757202148437,0.496,1.424,0.0,0.0,5.6,6.512,115.032,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,2.744,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062143031637466,0.0085830688476562,0.0079154968261718,0.007331371307373,0.0083684921264648,0.0078678131103515,0.0078678131103515,0.0118732452392578,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0064373016357421,0.496,1.424,0.0,0.0,6.096,5.728,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061419472765566,0.0085830688476562,0.006874402364095,0.0075101852416992,0.0084638595581054,0.0088214874267578,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0069141387939453,0.0069141387939453,0.496,1.36,0.0,0.0,9.856,10.176,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062819144025963,0.0085830688476562,0.006866455078125,0.0073909759521484,0.0094413757324218,0.0069141387939453,0.0069141387939453,0.0102519989013671,0.0081062316894531,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.496,1.36,0.0,0.0,6.448,6.224,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062286853790283,0.0085830688476562,0.0078678131103515,0.0062465667724609,0.0069141387939453,0.00762939453125,0.00762939453125,0.0104427337646484,0.0078678131103515,0.0078678131103515,0.0,0.0,0.496,1.36,0.0,0.0,5.6,6.512,112.0,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062918663024902,0.0086069107055664,0.0066757202148437,0.0072121620178222,0.0087499618530273,0.011444091796875,0.011444091796875,0.00762939453125,0.011444091796875,0.011444091796875,0.0,0.0,0.496,1.36,0.0,0.0,6.096,5.728,112.0,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062428631828826,0.0083446502685546,0.006874402364095,0.0081062316894531,0.0094175338745117,0.0092983245849609,0.0092983245849609,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0039149241842282,0.0045299530029296,0.496,1.36,0.0,0.0,9.856,10.176,143.152,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,3389.776,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064918650916559,0.0085830688476562,0.0066280364990234,0.0081062316894531,0.0103950500488281,0.009775161743164,0.009775161743164,0.0088214874267578,0.0126361846923828,0.0126361846923828,0.0042659895760672,0.005960464477539,0.496,1.424,0.0,0.0,6.448,6.224,117.192,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,588.944,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062131170016616,0.0081062316894531,0.0066161155700683,0.0064849853515625,0.0072956085205078,0.0107288360595703,0.0107288360595703,0.0087499618530273,0.0088214874267578,0.0088214874267578,0.0042915344238281,0.0042915344238281,0.496,1.424,0.0,0.0,5.6,6.512,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063809267993043,0.0088214874267578,0.0072002410888671,0.0066161155700683,0.0076055526733398,0.0081062316894531,0.0081062316894531,0.0099658966064453,0.0100135803222656,0.0100135803222656,0.0039390895677649,0.0046014785766601,0.496,1.36,0.0,0.0,6.096,5.728,123.64,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1528.272,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060399373372395,0.0078678131103515,0.0071525573730468,0.0067949295043945,0.0072717666625976,0.0083446502685546,0.0083446502685546,0.0095367431640625,0.0126361846923828,0.0126361846923828,0.0061988830566406,0.0061988830566406,0.496,1.424,0.0,0.0,9.856,10.176,113.256,25.152,27.344,0.0,0.0063964298793247,0.009012222290039,0.0218391418457031,0.0102860586983816,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063014030456542,0.0085830688476562,0.0062942504882812,0.0071525573730468,0.0092506408691406,0.0081062316894531,0.0081062316894531,0.0069141387939453,0.011444091796875,0.011444091796875,0.0,0.0,0.496,1.36,0.0,0.0,6.448,6.224,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060439109802246,0.0081062316894531,0.0061392784118652,0.0074386596679687,0.0108718872070312,0.0069141387939453,0.0069141387939453,0.0066041946411132,0.009775161743164,0.009775161743164,0.0,0.0,0.496,1.36,0.0,0.0,5.6,6.512,112.0,8.264,7.736,0.0,0.0062942504882812,0.0088930130004882,0.0305652618408203,0.0120162963867187,0.0,0
