time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062298774719238,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060713291168212,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0068187713623046,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0084400177001953,0.0,0.0,0.0116825103759765,0.022125244140625,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060517989580904,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0060558319091796,0.0073909759521484,0.0073909759521484,0.0085830688476562,0.0085830688476562,0.00762939453125,0.0,0.0,0.0109195709228515,0.0206470489501953,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006380864387549,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0061511993408203,0.0107288360595703,0.0107288360595703,0.0039546386055324,0.0047683715820312,0.0083446502685546,0.0,0.0,0.0104904174804687,0.0247478485107421,0.496,1.36,0.0,0.0,11.968,12.008,144.408,0.0,0.0,2866.832,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070852808433003,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0070095062255859,0.0140666961669921,0.0140666961669921,0.0038739316952154,0.0045299530029296,0.009775161743164,0.0,0.0,0.0103950500488281,0.019693374633789,0.496,1.424,0.0,0.0,4.232,3.744,115.856,0.0,0.0,19838.136,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071442542384512,0.0102519989013671,0.0100135803222656,0.0081062316894531,0.0064373016357421,0.0153779983520507,0.0166177749633789,0.0038899428455542,0.0045299530029296,0.0090599060058593,0.0,0.0,0.0104904174804687,0.0264644622802734,1.344,2.272,0.0,0.0,7.208,8.792,117.192,0.0,0.0,15576.432,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063269885618295,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.009775161743164,0.009775161743164,0.0044008096059163,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,560.08,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064657695257841,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0064849853515625,0.0147819519042968,0.0147819519042968,0.0039960426713508,0.0047683715820312,0.0087738037109375,0.0,0.0,0.0111103057861328,0.0219345092773437,0.496,1.424,0.0,0.0,4.232,3.744,115.912,0.0,0.0,2566.936,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064456047703377,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0062942504882812,0.0123977661132812,0.0123977661132812,0.0040071186912021,0.0047683715820312,0.0081539154052734,0.0,0.0,0.0107765197753906,0.0205516815185546,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,3212.344,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066804413748259,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0064531962076822,0.0095367431640625,0.0095367431640625,0.0040070019631719,0.0047683715820312,0.0089645385742187,0.0,0.0,0.0113328297932942,0.0265121459960937,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,0.0,5014.112,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069082373439675,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0061511993408203,0.0102519989013671,0.0102519989013671,0.0039390463159213,0.0047683715820312,0.0077724456787109,0.0,0.0,0.0107765197753906,0.0202178955078125,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,0.0,7638.776,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006287404806307,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0065565109252929,0.0131130218505859,0.0131130218505859,0.0039544297661973,0.0050067901611328,0.0088214874267578,0.0,0.0,0.0113725662231445,0.027322769165039,0.496,1.424,0.0,0.0,7.736,8.264,118.448,0.0,0.0,3017.176,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060176849365234,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0147819519042968,0.0147819519042968,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,2.216,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057172775268554,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0059127807617187,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0072956085205078,0.0,0.0,0.0115871429443359,0.0222682952880859,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057792663574218,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0071048736572265,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0099658966064453,0.0,0.0,0.0111103057861328,0.020456314086914,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060939788818359,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0061829884847005,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0083446502685546,0.0,0.0,0.0105539957682291,0.0245094299316406,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060434958234948,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0140666961669921,0.0140666961669921,0.0081062316894531,0.0081062316894531,0.0079154968261718,0.0,0.0,0.0110149383544921,0.0207901000976562,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006031634202644,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0068902969360351,0.0116825103759765,0.0116825103759765,0.00762939453125,0.00762939453125,0.009322166442871,0.0,0.0,0.0112056732177734,0.0268220901489257,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0116825103759765,0.0116825103759765,0.0088214874267578,0.0088214874267578,0.0,0.0047683715820312,0.0047683715820312,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,113.256,0.011444091796875,0.011444091796875,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0063419342041015,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0080585479736328,0.0069141387939453,0.0069141387939453,0.0115394592285156,0.0214576721191406,0.496,1.36,0.848,0.848,4.232,3.744,112.0,0.0045299530029296,0.0045299530029296,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059664249420166,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.006103515625,0.0069141387939453,0.0069141387939453,0.0,0.0,0.00762939453125,0.0,0.0,0.0125885009765625,0.0237464904785156,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062799453735351,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0062840325491768,0.009775161743164,0.009775161743164,0.0,0.0,0.0088453292846679,0.0,0.0,0.0107735395431518,0.0263452529907226,0.496,1.36,0.0,0.0,11.44,12.536,112.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0081062316894531,0.0138282775878906,0.0138282775878906,0.0065326690673828,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0079631805419921,0.0,0.0,0.0112056732177734,0.0211238861083984,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060221449059633,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0065565109252929,0.0083446502685546,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0086307525634765,0.0,0.0,0.0110864639282226,0.025796890258789,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0133514404296875,0.0133514404296875,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060850114964727,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0071525573730468,0.0071525573730468,0.0047683715820312,0.0047683715820312,0.0075817108154296,0.0,0.0,0.0107288360595703,0.0199317932128906,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006340742111206,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0064849853515625,0.0126361846923828,0.0126361846923828,0.0,0.0,0.008392333984375,0.0,0.0,0.0125408172607421,0.0226974487304687,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063759609333519,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0060876210530598,0.0100135803222656,0.0100135803222656,0.0040627684187792,0.0050067901611328,0.008249282836914,0.0,0.0,0.0107606252034505,0.02593994140625,0.496,1.36,0.0,0.0,11.968,12.008,143.152,0.0,0.0,2650.408,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063768073694029,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0065803527832031,0.0083446502685546,0.0083446502685546,0.0047802925109863,0.0062227249145507,0.0079631805419921,0.0,0.0,0.0106334686279296,0.0195980072021484,0.496,1.424,0.0,0.0,4.232,3.744,115.688,0.0,0.0,120.08,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061261653900146,0.0083446502685546,0.00762939453125,0.00762939453125,0.0060081481933593,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0081539154052734,0.0,0.0,0.0104188919067382,0.0244379043579101,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060162140955379,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0102519989013671,0.0102519989013671,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0083446502685546,0.00762939453125,0.00762939453125,0.0064373016357421,0.00762939453125,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0082015991210937,0.0,0.0,0.0127315521240234,0.0238418579101562,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061229686831953,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0074386596679687,0.0,0.0,0.0116825103759765,0.0219345092773437,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061023526075409,0.008249282836914,0.00762939453125,0.00762939453125,0.0057697296142578,0.0073909759521484,0.0073909759521484,0.0040166907840304,0.004744529724121,0.0078201293945312,0.0,0.0,0.0107924143473307,0.0249862670898437,0.496,1.36,0.0,0.0,11.968,12.008,137.96,0.0,0.0,827.984,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061893463134765,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0056743621826171,0.00762939453125,0.00762939453125,0.0,0.0,0.0071525573730468,0.0,0.0,0.0104427337646484,0.019693374633789,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061357021331787,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0063280264536539,0.0126361846923828,0.0126361846923828,0.0,0.0,0.009012222290039,0.0,0.0,0.0101969792292668,0.0237226486206054,0.496,1.36,0.0,0.0,18.52,19.568,112.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0100135803222656,0.0100135803222656,0.0061988830566406,0.0075340270996093,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,120.064,0.0,0.0,13.776,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063886689902538,0.0081062316894531,0.0068187713623046,0.0064373016357421,0.0062942504882812,0.0091791152954101,0.0100374221801757,0.0045299530029296,0.0045299530029296,0.0079154968261718,0.0,0.0,0.0118732452392578,0.0210285186767578,1.344,2.208,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0062465667724609,0.00762939453125,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0081062316894531,0.0,0.0,0.0110626220703125,0.0206947326660156,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062605634850649,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0140666961669921,0.0140666961669921,0.0083446502685546,0.0083446502685546,0.0077724456787109,0.0,0.0,0.0109354654947916,0.0269412994384765,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066494941711425,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0075817108154296,0.0,0.0,0.0109195709228515,0.0203132629394531,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062882900238037,0.0083446502685546,0.00762939453125,0.00762939453125,0.0063657760620117,0.0107288360595703,0.0107288360595703,0.0049591064453125,0.0072956085205078,0.0082254409790039,0.0,0.0,0.0118970870971679,0.0287771224975585,0.496,1.36,0.0,0.0,7.736,8.264,116.632,0.0,0.0,50.36,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005938474414418,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0090599060058593,0.0090599060058593,0.0039592804200199,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,143.152,0.0,0.0,2630.76,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006579641085952,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.011444091796875,0.011444091796875,0.0040440332321893,0.0047683715820312,0.0073909759521484,0.0,0.0,0.0107765197753906,0.020456314086914,0.496,1.36,0.0,0.0,4.232,3.744,117.192,0.0,0.0,3152.408,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065978210751372,0.0088214874267578,0.0171661376953125,0.0171661376953125,0.00762939453125,0.0121593475341796,0.0121593475341796,0.0042517979939778,0.0052452087402343,0.0103950500488281,0.0,0.0,0.0102519989013671,0.0193595886230468,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,0.0,1075.056,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063688448160001,0.008559226989746,0.0107288360595703,0.0107288360595703,0.0061194101969401,0.0128746032714843,0.0128746032714843,0.0042634851792279,0.0052452087402343,0.0084877014160156,0.0,0.0,0.0105698903401692,0.0256538391113281,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,0.0,962.544,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065155883333576,0.0090599060058593,0.0123977661132812,0.0123977661132812,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0043142409551711,0.0052452087402343,0.0074386596679687,0.0,0.0,0.0126838684082031,0.022125244140625,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,809.616,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062968471262714,0.0083208084106445,0.0078678131103515,0.0078678131103515,0.006270408630371,0.011444091796875,0.011444091796875,0.0043652274391867,0.0052452087402343,0.0079154968261718,0.0,0.0,0.0112771987915039,0.0270605087280273,0.496,1.424,0.0,0.0,7.736,8.264,122.384,0.0,0.0,536.072,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00655117319591,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0,0.0095367431640625,0.0095367431640625,0.0041874149177647,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,1539.664,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060117244720458,0.0083446502685546,0.00762939453125,0.00762939453125,0.0061511993408203,0.0107288360595703,0.0107288360595703,0.0048478444417317,0.0056028366088867,0.0079631805419921,0.0104904174804687,0.0104904174804687,0.0113487243652343,0.0199794769287109,0.496,1.424,0.848,0.848,4.232,3.744,112.0,0.0054836273193359,0.0054836273193359,41.312,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060939788818359,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0056743621826171,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0071048736572265,0.0073909759521484,0.0073909759521484,0.0108242034912109,0.0209331512451171,0.496,1.424,0.848,0.848,4.232,3.744,112.0,0.0095367431640625,0.0095367431640625,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061906617263267,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0059763590494791,0.009775161743164,0.009775161743164,0.0045564439561631,0.006723403930664,0.0075340270996093,0.0,0.0,0.0105698903401692,0.0241756439208984,0.496,1.36,0.0,0.0,11.968,12.008,122.312,0.0,0.0,74.904,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063263543761602,0.0088214874267578,0.00762939453125,0.00762939453125,0.0068187713623046,0.00762939453125,0.00762939453125,0.0040229362777516,0.0048160552978515,0.009012222290039,0.0,0.0,0.0107765197753906,0.0204086303710937,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,0.0,865.176,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063275346661558,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0065565109252929,0.009775161743164,0.009775161743164,0.0038865351781053,0.0045299530029296,0.0088691711425781,0.0,0.0,0.0115394592285156,0.0262975692749023,0.496,1.424,0.0,0.0,7.736,8.264,118.448,0.0,0.0,2529.768,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066864490509033,0.0086069107055664,0.0069141387939453,0.0069141387939453,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064575672149658,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.006103515625,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0078201293945312,0.0,0.0,0.0110149383544921,0.0203609466552734,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065711918722819,0.0085830688476562,0.005960464477539,0.005960464477539,0.0064373016357421,0.0102519989013671,0.0102519989013671,0.0041026573676567,0.0048637390136718,0.0089645385742187,0.0,0.0,0.0115394592285156,0.0219345092773437,0.496,1.36,0.0,0.0,4.232,3.744,128.976,0.0,0.0,796.488,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0083684921264648,0.0090599060058593,0.0090599060058593,0.0060717264811197,0.0088214874267578,0.0088214874267578,0.004273194533128,0.0060796737670898,0.0081539154052734,0.0,0.0,0.010236104329427,0.0245094299316406,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,273.744,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061265271694505,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0072479248046875,0.0126361846923828,0.0126361846923828,0.0047683715820312,0.0047683715820312,0.0088214874267578,0.0,0.0,0.0107288360595703,0.0204086303710937,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064560011321423,0.0092983245849609,0.0064373016357421,0.0064373016357421,0.0057750278049045,0.0112056732177734,0.0112056732177734,0.0043021781103951,0.0054359436035156,0.0065326690673828,0.0,0.0,0.0102303244850852,0.0252723693847656,0.496,1.392,0.0,0.0,7.208,8.792,128.832,0.0,0.0,1010.608,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064715300456132,0.008559226989746,0.0095367431640625,0.0095367431640625,0.0,0.017404556274414,0.017404556274414,0.0042275948957963,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,1967.312,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063848495483398,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0128746032714843,0.0128746032714843,0.0044575759342738,0.0052452087402343,0.0072956085205078,0.0,0.0,0.0117301940917968,0.02288818359375,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,477.52,0
