time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060079109609423,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0123977661132812,0.0123977661132812,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006031634202644,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0056743621826171,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0,0.0,0.0104427337646484,0.0201225280761718,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059996078263467,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0072002410888671,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0085353851318359,0.0,0.0,0.0112533569335937,0.0208377838134765,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061225891113281,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.013589859008789,0.013589859008789,0.0,0.0,0.008249282836914,0.0,0.0,0.0102837880452473,0.0244617462158203,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063296660636235,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0073432922363281,0.0159740447998046,0.0159740447998046,0.0038890428440545,0.0045299530029296,0.0088214874267578,0.0,0.0,0.0105857849121093,0.0199794769287109,0.496,1.36,0.0,0.0,4.232,3.744,143.152,0.0,0.0,4212.624,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061241548452804,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0058280097113715,0.009775161743164,0.009775161743164,0.0047087669372558,0.0063896179199218,0.0069141387939453,0.0,0.0,0.0102953477339311,0.0247955322265625,0.496,1.424,0.0,0.0,7.208,8.792,117.192,0.0,0.0,37.056,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061917304992675,0.0081300735473632,0.0095367431640625,0.0095367431640625,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103990089834,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0065326690673828,0.0116825103759765,0.0116825103759765,0.0052452087402343,0.0052452087402343,0.0072956085205078,0.0,0.0,0.0115394592285156,0.0226497650146484,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059474166946031,0.0081062316894531,0.0145435333251953,0.0145435333251953,0.006103515625,0.0121593475341796,0.0121593475341796,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0,0.0,0.0123500823974609,0.0247001647949218,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060079109609423,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0063260396321614,0.0092983245849609,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0084877014160156,0.0,0.0,0.0104268391927083,0.0250816345214843,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,0.0,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059497356414794,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0065326690673828,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0079154968261718,0.0,0.0,0.0119686126708984,0.0213623046875,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0059843063354492,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0081539154052734,0.0,0.0,0.0117301940917968,0.0254631042480468,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
