time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
59,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063321169684914,0.0087499618530273,0.0116825103759765,0.0116825103759765,0.0065803527832031,0.0040165188619299,0.0104904174804687,0.0104904174804687,0.0047683715820312,0.0083446502685546,0.0,0.0,0.0118255615234375,0.0228404998779296,0.496,1.392,0.0,0.0,4.232,3.744,132.768,0.0,0.0,4067.096,0
60,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061407611144715,0.0083446502685546,0.0063180923461914,0.0075578689575195,0.0059127807617187,0.0083446502685546,0.0107288360595703,0.0116825103759765,0.0083446502685546,0.0072956085205078,0.0,0.0,0.0109672546386718,0.0210285186767578,1.344,2.272,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
61,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061205963590251,0.0081062316894531,0.00762939453125,0.00762939453125,0.0070465935601128,0.0073909759521484,0.011444091796875,0.011444091796875,0.0073909759521484,0.0091075897216796,0.0,0.0,0.0110539523037997,0.0255107879638671,0.496,1.36,0.0,0.0,7.208,8.792,113.256,0.0,0.0,1.192,0
62,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006247515702129,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0072479248046875,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0094413757324218,0.0,0.0,0.0108718872070312,0.0203132629394531,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
63,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006724566948123,0.0089645385742187,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.004054038160313,0.0176429748535156,0.0176429748535156,0.0047683715820312,0.0073909759521484,0.0,0.0,0.0106334686279296,0.0197887420654296,0.496,1.36,0.0,0.0,4.232,3.744,137.96,0.0,0.0,4915.944,0
64,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059819221496582,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0063180923461914,0.0039140383402506,0.0088214874267578,0.0088214874267578,0.0045061111450195,0.0086069107055664,0.0,0.0,0.0114679336547851,0.0283718109130859,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,121.312,0
65,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0058174133300781,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0073909759521484,0.0,0.0,0.0107765197753906,0.0203609466552734,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
66,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061845779418945,0.0083446502685546,0.00762939453125,0.00762939453125,0.0061988830566406,0.0,0.00762939453125,0.00762939453125,0.0,0.0081062316894531,0.0,0.0,0.0107288360595703,0.0200748443603515,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
67,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0083446502685546,0.0,0.0,0.0109672546386718,0.025486946105957,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
68,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058809916178385,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0056266784667968,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0071525573730468,0.0,0.0,0.0111579895019531,0.0219345092773437,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
69,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060112169473478,0.0081062316894531,0.00762939453125,0.00762939453125,0.0064373016357421,0.0052452087402343,0.00762939453125,0.00762939453125,0.0063419342041015,0.0083446502685546,0.0,0.0,0.0113964080810546,0.0208377838134765,0.496,1.36,0.0,0.0,4.232,3.744,118.448,0.0,0.0,24.056,0
70,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061443196007268,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0061273574829101,0.0064373016357421,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0082254409790039,0.0,0.0,0.0113248825073242,0.0263690948486328,0.496,1.36,0.0,0.0,7.736,8.264,117.192,0.0,0.0,6.072,0
71,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063361191168064,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0057697296142578,0.0043655263966527,0.0102519989013671,0.0102519989013671,0.0052452087402343,0.0073432922363281,0.0,0.0,0.0116348266601562,0.0224113464355468,0.496,1.424,0.0,0.0,4.232,3.744,134.664,0.0,0.0,869.232,0
72,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063020791580427,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0057697296142578,0.0046888987223307,0.0107288360595703,0.0107288360595703,0.0051021575927734,0.0072479248046875,0.0,0.0,0.0112056732177734,0.0216007232666015,0.496,1.424,0.0,0.0,4.232,3.744,114.584,0.0,0.0,66.472,0
73,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060570240020751,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0062253740098741,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0073909759521484,0.0057220458984375,0.0057220458984375,0.010880556973544,0.026702880859375,0.496,1.424,0.848,0.848,7.208,8.792,112.0,0.0078678131103515,0.0078678131103515,0.0,0
74,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0099420547485351,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.0038850358753169,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0075817108154296,0.0052452087402343,0.0052452087402343,0.01068115234375,0.0202178955078125,0.496,1.392,0.848,0.848,4.232,3.744,128.832,0.0052452087402343,0.0052452087402343,35710.048,0
75,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006795522585437,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0063419342041015,0.004026624891493,0.0119209289550781,0.0119209289550781,0.0047683715820312,0.0082969665527343,0.0,0.0,0.0109195709228515,0.0205516815185546,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,392.336,0
76,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0071525573730468,0.0047683715820312,0.0116825103759765,0.0116825103759765,0.0047683715820312,0.0098228454589843,0.0,0.0,0.0117063522338867,0.0308752059936523,0.496,1.424,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
77,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006030797958374,0.0078678131103515,0.00762939453125,0.00762939453125,0.0058174133300781,0.0,0.011444091796875,0.011444091796875,0.0,0.0075340270996093,0.0,0.0,0.0114917755126953,0.0223159790039062,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
78,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064863878137925,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0060558319091796,0.0038673515454619,0.0112056732177734,0.0112056732177734,0.0045299530029296,0.0075340270996093,0.0,0.0,0.0118255615234375,0.0224590301513671,0.496,1.36,0.0,0.0,4.232,3.744,132.768,0.0,0.0,12544.912,0
79,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077557563781738,0.0104904174804687,0.0126361846923828,0.0126361846923828,0.0073671340942382,0.0038780228940048,0.0209808349609375,0.0209808349609375,0.0045299530029296,0.0089883804321289,0.0,0.0,0.0108718872070312,0.025796890258789,0.496,1.36,0.0,0.0,7.736,8.264,116.632,0.0,0.0,37867.792,0
80,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007408857345581,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0057697296142578,0.0039772553877397,0.0219345092773437,0.0219345092773437,0.0050067901611328,0.00762939453125,0.0,0.0,0.0113487243652343,0.0217437744140625,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,490.912,0
81,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006507285198762,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0057697296142578,0.0050067901611328,0.0131130218505859,0.0131130218505859,0.0050067901611328,0.0073909759521484,0.0,0.0,0.0111103057861328,0.0215053558349609,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
82,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059830015571556,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0070571899414062,0.0061988830566406,0.0112056732177734,0.0112056732177734,0.0061988830566406,0.0089168548583984,0.0,0.0,0.0108957290649414,0.025343894958496,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
83,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.006103515625,0.0071525573730468,0.011444091796875,0.011444091796875,0.0071525573730468,0.0081062316894531,0.0,0.0,0.0112056732177734,0.0218391418457031,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
84,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062513351440429,0.0083684921264648,0.00762939453125,0.00762939453125,0.0074386596679687,0.0,0.013589859008789,0.013589859008789,0.0,0.0091075897216796,0.0,0.0,0.0107765197753906,0.0197410583496093,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
85,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0078678131103515,0.00762939453125,0.00762939453125,0.0061459011501736,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0082015991210937,0.0,0.0,0.0104904174804687,0.0257492065429687,0.496,1.36,0.0,0.0,7.208,8.792,112.0,0.0,0.0,0.0,0
86,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067115987388833,0.0094175338745117,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0038653035317697,0.009775161743164,0.009775161743164,0.0045299530029296,0.0077247619628906,0.0,0.0,0.0109195709228515,0.0208854675292968,0.496,1.36,0.0,0.0,4.232,3.744,141.568,0.0,0.0,16918.416,0
87,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071786529389186,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0068545341491699,0.0038958806338952,0.0157356262207031,0.0157356262207031,0.0045299530029296,0.0091075897216796,0.0,0.0,0.0115235646565755,0.0203847885131835,0.496,1.424,0.0,0.0,3.704,4.272,117.192,0.0,0.0,19337.984,0
88,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069566292337851,0.0092983245849609,0.009775161743164,0.009775161743164,0.0065803527832031,0.0039124097980436,0.0126361846923828,0.0126361846923828,0.0045299530029296,0.0090837478637695,0.0,0.0,0.0109195709228515,0.0264167785644531,0.496,1.424,0.0,0.0,7.736,8.264,118.448,0.0,0.0,9019.376,0
89,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.005960464477539,0.0073909759521484,0.013589859008789,0.013589859008789,0.0073909759521484,0.0073432922363281,0.0,0.0,0.0113487243652343,0.0216484069824218,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
90,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061422291368541,0.0085830688476562,0.00762939453125,0.00762939453125,0.005960464477539,0.0051392449273003,0.00762939453125,0.00762939453125,0.0069618225097656,0.0075340270996093,0.0,0.0,0.0109195709228515,0.0207901000976562,0.496,1.392,0.0,0.0,4.232,3.744,116.096,0.0,0.0,34.36,0
91,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060760974884033,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0065088272094726,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0085353851318359,0.0,0.0,0.0109195709228515,0.0273704528808593,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
92,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0081062316894531,0.0061988830566406,0.0067710876464843,0.006723403930664,0.0,0.0104904174804687,0.01373291015625,0.0,0.009012222290039,0.0,0.0,0.0108718872070312,0.0205039978027343,1.344,2.208,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
93,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941146850585,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.006103515625,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0078678131103515,0.0,0.0,0.0105857849121093,0.0198841094970703,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
94,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071688396174733,0.009775161743164,0.0104904174804687,0.0104904174804687,0.0061750411987304,0.0038624610884857,0.0140666961669921,0.0140666961669921,0.0045299530029296,0.0088691711425781,0.0,0.0,0.0104188919067382,0.0255346298217773,0.496,1.36,0.0,0.0,7.736,8.264,137.96,0.0,0.0,53029.152,0
95,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073115030924479,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0061988830566406,0.0038737744356678,0.0100135803222656,0.0100135803222656,0.0042915344238281,0.0079154968261718,0.0,0.0,0.0109195709228515,0.0201702117919921,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,7539.232,0
96,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067252923946569,0.0092744827270507,0.0147819519042968,0.0147819519042968,0.0056028366088867,0.0045299530029296,0.0131130218505859,0.0131130218505859,0.0045299530029296,0.0062227249145507,0.0,0.0,0.01068909962972,0.0195503234863281,0.496,1.424,0.0,0.0,3.704,4.272,118.448,0.0,0.0,1.192,0
97,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061585535457478,0.0081062316894531,0.00762939453125,0.00762939453125,0.0058889389038085,0.0050067901611328,0.013589859008789,0.013589859008789,0.0050067901611328,0.0085830688476562,0.0,0.0,0.0109195709228515,0.0272989273071289,0.496,1.424,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
98,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060601020926859,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0059127807617187,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0075340270996093,0.0,0.0,0.0109195709228515,0.0208377838134765,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
99,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061690807342529,0.0083684921264648,0.00762939453125,0.00762939453125,0.0060081481933593,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0074386596679687,0.0,0.0,0.0111579895019531,0.0209808349609375,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
100,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062346458435058,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0060796737670898,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0083446502685546,0.0,0.0,0.0112295150756835,0.0259637832641601,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,1
101,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062675010867235,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.006103515625,0.0040887266343191,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.0077724456787109,0.0,0.0,0.0112533569335937,0.0207901000976562,0.496,1.36,0.0,0.0,4.232,3.744,135.8,0.0,0.0,6067.304,1
102,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072308440706623,0.0100135803222656,0.0121593475341796,0.0121593475341796,0.006866455078125,0.0040852650598157,0.009775161743164,0.009775161743164,0.0047683715820312,0.0086784362792968,0.0,0.0,0.0113487243652343,0.0210285186767578,0.496,1.36,0.0,0.0,4.232,3.744,117.192,0.0,0.0,19834.976,1
103,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060043524746871,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.006103515625,0.0042915344238281,0.0154972076416015,0.0154972076416015,0.0042915344238281,0.0082015991210937,0.0,0.0,0.0107765197753906,0.026702880859375,0.496,1.424,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,1
104,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059047148595401,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0060081481933593,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0069141387939453,0.0077724456787109,0.0,0.0,0.0110149383544921,0.020599365234375,0.496,1.424,0.0,0.0,4.232,3.744,113.256,650.0229835510254,650.0229835510254,1.192,1
105,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061680428424284,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.006103515625,0.0052452087402343,0.0116825103759765,0.0116825103759765,0.0052452087402343,0.0078201293945312,0.0067949295043945,0.0072717666625976,0.0121116638183593,0.023651123046875,0.496,1.36,0.848,1.696,4.232,3.744,113.256,650.0072479248047,650.0072479248047,1.192,1
106,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006033182144165,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.006013446384006,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0069141387939453,0.0,0.0,0.0113140452991832,0.0255107879638671,0.496,1.36,0.848,0.0,7.208,8.792,112.0,0.0,0.0,0.0,1
107,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060510635375976,0.0078916549682617,0.0102519989013671,0.0102519989013671,0.0063896179199218,0.0,0.0119209289550781,0.0119209289550781,0.0,0.008249282836914,0.0,0.0,0.0110149383544921,0.0203609466552734,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
108,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060546398162841,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0057697296142578,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0072956085205078,0.0,0.0,0.0110626220703125,0.0207901000976562,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
109,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063956362529865,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0061273574829101,0.0040367085446593,0.0119209289550781,0.0119209289550781,0.0045299530029296,0.0086069107055664,0.0,0.0,0.0109195709228515,0.0257015228271484,0.496,1.36,0.0,0.0,7.736,8.264,143.152,0.0,0.0,5291.912,1
110,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060257033922185,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0066757202148437,0.0152587890625,0.0152587890625,0.0066757202148437,0.0077724456787109,0.0,0.0,0.0110626220703125,0.0210285186767578,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,1
111,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060643299971476,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0061511993408203,0.0069936116536458,0.011444091796875,0.011444091796875,0.0093460083007812,0.0078678131103515,0.0,0.0,0.0116348266601562,0.0223159790039062,0.496,1.392,0.0,0.0,4.232,3.744,122.392,0.0,0.0,13.656,1
112,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0063180923461914,0.005960464477539,0.0095367431640625,0.0095367431640625,0.005960464477539,0.0088691711425781,0.0,0.0,0.0113725662231445,0.0273942947387695,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,1
113,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0063896179199218,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0083446502685546,0.0,0.0,0.0116348266601562,0.0223159790039062,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
114,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061261653900146,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.006103515625,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0076770782470703,0.0,0.0,0.01068115234375,0.0197410583496093,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,1
115,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061025760443927,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0062227249145507,0.0065565109252929,0.0112056732177734,0.0112056732177734,0.0091075897216796,0.0089168548583984,0.0,0.0,0.0103950500488281,0.0246047973632812,0.496,1.36,0.0,0.0,7.736,8.264,119.752,0.0,0.0,18.496,1
116,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918013166673,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0065565109252929,0.0055233637491861,0.0109672546386718,0.0109672546386718,0.007796287536621,0.0091075897216796,0.0,0.0,0.0101089477539062,0.0246047973632812,0.496,1.424,0.0,0.0,15.544,14.52,122.384,0.0,0.0,100.656,1
117,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060517989580904,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0059008598327636,0.0052054723103841,0.0066757202148437,0.0066757202148437,0.0058412551879882,0.0064611434936523,0.0,0.0,0.0109275182088216,0.0196695327758789,0.496,1.424,0.0,0.0,3.704,4.272,113.256,0.0,0.0,37.936,1
118,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062106278142318,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0065962473551432,0.0073909759521484,0.0073909759521484,0.0070095062255859,0.0082015991210937,0.0,0.0,0.0109672546386718,0.0263690948486328,0.496,1.392,0.0,0.0,7.736,8.264,123.64,0.0,0.0,19.576,1
119,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061245247869208,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0049869219462076,0.0083446502685546,0.0083446502685546,0.0061750411987304,0.008392333984375,0.0,0.0,0.0115394592285156,0.0218391418457031,0.496,1.36,0.0,0.0,4.232,3.744,115.856,0.0,0.0,79.52,1
120,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063696903968924,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0060558319091796,0.0057816505432128,0.0116825103759765,0.0116825103759765,0.0078678131103515,0.0075817108154296,0.0,0.0,0.0112533569335937,0.0208854675292968,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,114.96,1
