time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0058710575103759,0.00762939453125,0.0,0.0062670026506696,0.0,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0102519989013671,0.0102519989013671,0.0189781188964843,0,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0.0069141387939453,0.0069141387939453,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0062309094329378,0.0081062316894531,0.005960464477539,0.0062670026506696,0.005960464477539,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0083446502685546,0.0083446502685546,0.0189781188964843,0,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0.009775161743164,0.009775161743164,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0062514753902659,0.0085830688476562,0.0059008598327636,0.0062670026506696,0.0075340270996093,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0081062316894531,0.0081062316894531,0.0189781188964843,0,0.496,1.36,1.696,1.696,121.984,25.152,27.344,0.0,9.056,0.009775161743164,0.009775161743164,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0059545336671136,0.0081062316894531,0.005960464477539,0.0062670026506696,0.005960464477539,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0083446502685546,0.0083446502685546,0.0189781188964843,0,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0.0085830688476562,0.0085830688476562,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0057721138000488,0.0073909759521484,0.0,0.0062670026506696,0.0,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0116825103759765,0.0116825103759765,0.0189781188964843,0,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0060772895812988,0.0083446502685546,0.0,0.0062670026506696,0.0,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0078678131103515,0.0078678131103515,0.0189781188964843,0,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0.0069141387939453,0.0069141387939453,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0061799984167117,0.0085353851318359,0.0058412551879882,0.0062670026506696,0.0066995620727539,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0071525573730468,0.0071525573730468,0.0189781188964843,0,0.496,1.36,1.696,1.696,118.224,25.152,27.344,0.0,5.648,0.0064373016357421,0.0064373016357421,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0060594081878662,0.0083446502685546,0.0,0.0062670026506696,0.0,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0088214874267578,0.0088214874267578,0.0189781188964843,0,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0.0083446502685546,0.0083446502685546,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0059391135600075,0.0078678131103515,0.0047683715820312,0.0062670026506696,0.0047683715820312,0.0094175338745117,0.0106096267700195,0.0119924545288085,0.0088214874267578,0.0092370169503348,0.0156641006469726,0.0133514404296875,0.0133514404296875,0.0189781188964843,0,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0.0064373016357421,0.0064373016357421,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0059486615775835,0.0083208084106445,0.0053644180297851,0.0062670026506696,0.005650520324707,0.0,0.0,0.0,0.0088214874267578,0.0092370169503348,0.0,0.0085830688476562,0.0085830688476562,0.0189781188964843,0,0.496,1.36,0.0,0.0,116.144,25.152,27.344,0.0,3.792,0.0073909759521484,0.0073909759521484,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0060043524746871,0.0081062316894531,0.005960464477539,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0066757202148437,0.0066757202148437,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0059390068054199,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0061452388763427,0.0081062316894531,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0092506408691406,0.012063980102539,0.0,0.0095367431640625,0.0095367431640625,0.022125244140625,0,0.496,1.36,0.0,0.0,112.0,4.52,3.504,0.0,0.0,0.00762939453125,0.00762939453125,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0059688091278076,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008702278137207,0.0101327896118164,0.0,0,1.344,2.208,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0070571899414062,0.0066757202148437,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.005965232849121,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0060891160870542,0.0083446502685546,0.007033348083496,0.0,0.0080823898315429,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0,0.496,1.36,0.0,0.0,117.68,0.0,0.0,0.0,5.328,0.0066757202148437,0.0066757202148437,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0060871603408297,0.0085830688476562,0.0057220458984375,0.0067710876464843,0.0072956085205078,0.0,0.0,0.0,0.0088691711425781,0.0113487243652343,0.0,0.0147819519042968,0.0147819519042968,0.0209808349609375,0,0.496,1.36,0.0,0.0,128.504,3.744,4.232,0.0,17.088,0.0064373016357421,0.0064373016357421,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.006348339479361,0.0085830688476562,0.0073909759521484,0.0059127807617187,0.0073909759521484,0.0,0.0,0.0,0.0072956085205078,0.012063980102539,0.0,0.00762939453125,0.00762939453125,0.0232696533203125,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0088214874267578,0.0088214874267578,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0064432621002197,0.00762939453125,0.0,0.0058650970458984,0.0,0.0,0.0,0.0,0.0081539154052734,0.0104188919067382,0.0,0.0071525573730468,0.0071525573730468,0.0231027603149414,0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0088214874267578,0.0088214874267578,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0066471099853515,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0066566467285156,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0064969062805175,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0062751770019531,0.0078678131103515,0.0052452087402343,0.0064849853515625,0.0052452087402343,0.0,0.0,0.0,0.0086307525634765,0.0103950500488281,0.0,0.009775161743164,0.009775161743164,0.01983642578125,0,0.496,1.36,0.0,0.0,112.696,3.744,4.232,0.0,1.192,0.0064373016357421,0.0064373016357421,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0060019801505169,0.0081062316894531,0.0081062316894531,0.0058174133300781,0.0081062316894531,0.0,0.0,0.0,0.0072956085205078,0.0104427337646484,0.0,0.0104904174804687,0.0104904174804687,0.0200748443603515,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0061988830566406,0.0061988830566406,0
