time_seconds,a1_retransmissions_dl_count,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063971717758934,0.0087976455688476,0.00762939453125,0.00762939453125,0.0073909759521484,0.0048213534884982,0.0056266784667968,0.0102519989013671,0.0102519989013671,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,116.544,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,25.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062177676965694,0.0087976455688476,0.0092983245849609,0.0092983245849609,0.0073909759521484,0.0044936719148055,0.0052452087402343,0.0095367431640625,0.0095367431640625,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.36,0.848,0.848,118.448,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,276.656,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062985206717875,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.004072912333244,0.0047683715820312,0.0104904174804687,0.0104904174804687,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,117.192,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,2611.352,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.392,0.848,0.848,112.0,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061404705047607,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0073909759521484,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.36,0.848,0.848,112.0,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063052364424163,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0041665100469821,0.0050067901611328,0.0159740447998046,0.0159740447998046,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.36,0.848,0.848,130.864,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,1271.328,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066639173148882,0.0092983245849609,0.0107288360595703,0.0107288360595703,0.0073909759521484,0.0040407975514729,0.0047683715820312,0.0138282775878906,0.0138282775878906,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,118.448,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,5497.44,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070380692434783,0.009775161743164,0.0090599060058593,0.0090599060058593,0.0073909759521484,0.0040065348623662,0.0046968460083007,0.0100135803222656,0.0100135803222656,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,118.448,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,11585.12,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069770053844546,0.0095367431640625,0.0107288360595703,0.0107288360595703,0.0073909759521484,0.0040098905835211,0.0047683715820312,0.0131130218505859,0.0131130218505859,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,113.256,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,7924.328,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,112.0,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059247016906738,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.36,0.848,0.848,112.0,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070017926833208,0.0097036361694335,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0040501602425062,0.0045299530029296,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,132.768,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,10530.416,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070381164550781,0.0090837478637695,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0040292345135417,0.0045299530029296,0.0121593475341796,0.0121593475341796,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,112.0,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,10545.712,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064871204433156,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0073909759521484,0.0041440381842144,0.0047683715820312,0.009775161743164,0.009775161743164,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0060762677873883,0.008249282836914,0.496,1.424,0.848,0.848,117.192,0.0,25.152,27.344,0.0223636627197265,0.0101157597133091,2974.992,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061436826959619,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0042723071190618,0.0050067901611328,0.0109672546386718,0.0109672546386718,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0,0.0,0.496,1.424,0.848,0.848,123.64,0.0,0.0,0.0,0.0,0.0,558.768,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062700527817455,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0043869018554687,0.0050067901611328,0.0061988830566406,0.0061988830566406,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0,0.0,0.496,1.424,0.848,0.848,113.256,0.0,0.0,0.0,0.0,0.0,239.576,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0,0.0,0.496,1.36,0.848,0.848,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0066757202148437,0.0066757202148437,0.0073909759521484,0.0042915344238281,0.0042915344238281,0.0071048736572265,0.0098228454589843,0.496,1.36,0.848,0.848,113.256,0.0,12.784,11.24,0.0286579132080078,0.0116507212320963,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0078678131103515,0.0069856643676757,0.0063180923461914,0.0,0.0069141387939453,0.0069141387939453,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0069141387939453,0.0069141387939453,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0069141387939453,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.005960464477539,0.005960464477539,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0073379940456814,0.0124454498291015,0.496,1.36,0.0,0.0,113.256,0.0,8.016,7.936,0.028848648071289,0.0114874406294389,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059972355021766,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0050067901611328,0.0050067901611328,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0062942504882812,0.0088214874267578,0.496,1.36,0.0,0.0,113.256,0.0,7.488,8.464,0.0270366668701171,0.0110626220703125,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.00762939453125,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0062108039855957,0.0086069107055664,0.496,1.36,0.0,0.0,113.256,0.0,16.528,15.472,0.0297784805297851,0.0113129615783691,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061297416687011,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062937875395839,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0051000843877377,0.0080108642578125,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,143.152,0.0,0.0,0.0,0.0,0.0,176.328,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060343742370605,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058960914611816,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0066041946411132,0.0087499618530273,0.496,1.36,0.0,0.0,112.0,0.0,7.488,8.464,0.0278949737548828,0.0108242034912109,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064856935255598,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0044262927511463,0.0053882598876953,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0066280364990234,0.0088691711425781,0.496,1.36,0.0,0.0,123.08,0.0,7.488,8.464,0.0290632247924804,0.0121831893920898,184.232,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006248701864214,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0057220458984375,0.0057220458984375,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0064849853515625,0.0091552734375,0.496,1.424,0.0,0.0,113.256,0.0,16.528,15.472,0.028085708618164,0.0112175941467285,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060055386367721,0.0081062316894531,0.0131130218505859,0.0131130218505859,0.0,0.0078678131103515,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059247016906738,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060963630676269,0.0081300735473632,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063500753263147,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0042961789416028,0.0050067901611328,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0063578287760416,0.0088214874267578,0.496,1.424,0.0,0.0,137.96,0.0,8.016,7.936,0.0278949737548828,0.0110539523037997,1108.464,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006593099915155,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0,0.0041177339642961,0.0047683715820312,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0060081481933593,0.0090599060058593,0.496,1.392,0.0,0.0,122.384,0.0,7.488,8.464,0.0310182571411132,0.011610984802246,2717.656,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063877294559289,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0041213232217375,0.0050067901611328,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0064373016357421,0.0088691711425781,0.496,1.424,0.0,0.0,118.448,0.0,17.056,14.944,0.0293254852294921,0.0112851460774739,3051.76,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067842006683349,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0,0.0041031628934009,0.0047683715820312,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.696,0.0,0.0,0.0,0.0,0.0,2756.68,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0085830688476562,0.0085830688476562,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181001663208,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062199199900907,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0043041778333259,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0061988830566406,0.008392333984375,0.496,1.36,0.0,0.0,131.952,0.0,7.488,8.464,0.0275135040283203,0.011444091796875,1110.416,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068738092830525,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0069737434387207,0.0041988160875108,0.0050067901611328,0.0119209289550781,0.0119209289550781,0.0100135803222656,0.0073909759521484,0.0078678131103515,0.0061988830566406,0.0088214874267578,0.496,1.424,5.6,5.76,117.192,0.0,7.488,8.464,0.0285625457763671,0.0110626220703125,3750.496,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065144021712725,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0095963478088378,0.0044174914090138,0.0056743621826171,0.0183582305908203,0.0183582305908203,0.0151634216308593,0.0070929527282714,0.0079870223999023,0.0062346458435058,0.0088214874267578,0.496,1.424,5.6,5.76,117.192,0.0,16.528,15.472,0.0279188156127929,0.0116586685180664,443.496,0
