time_seconds,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_ul_count,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059390068054199,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0064373016357421,0.0,0.0,0.0083446502685546,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,100.0,0.0,0.0,16.656,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061383887903014,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0064373016357421,0.0,0.0,0.0066280364990234,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,3.328,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063375784800602,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.009775161743164,0.009775161743164,0.0,0.0049670537312825,0.0,0.0,0.0060081481933593,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,130.224,0.0,0.0,0.0,100.0,0.0,0.0,83.664,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060980592794086,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0049769878387451,0.0,0.0,0.006103515625,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,17.312,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060427188873291,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.528,0.0,100.0,0.0391006469726562,0.0391006469726562,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059330463409423,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060915946960449,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061490642490671,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0092983245849609,0.0092983245849609,0.0,0.009775161743164,0.0,0.0,0.009775161743164,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.888,0.0,0.0,0.0,100.0,0.0,0.0,2.6,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006234467919193,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0095367431640625,0.0,0.0,0.0095367431640625,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064159507182107,0.0088214874267578,0.00762939453125,0.00762939453125,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.006645917892456,0.0081062316894531,0.007939338684082,0.0072956085205078,0.0081062316894531,0.0,0.0,0.496,1.36,0.0,0.0,10.752,24.096,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060666905771387,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0143051147460937,0.0143051147460937,0.0102519989013671,0.0060796737670898,0.0,0.0102519989013671,0.0071287155151367,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.496,115.92,0.0,0.0,0.0,100.0,0.0,0.0,3.568,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061514365732373,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.552,0.0,0.0,0.0,100.0,0.0,0.0,4.264,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060236454010009,0.0078678131103515,0.00762939453125,0.00762939453125,0.0070929527282714,0.0112056732177734,0.0112056732177734,0.0071525573730468,0.0,0.0080585479736328,0.0091552734375,0.0,0.0,0.0,0.496,1.36,0.0,0.0,5.696,8.608,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067431752274676,0.0085830688476562,0.009775161743164,0.009775161743164,0.0092506408691406,0.0071525573730468,0.0071525573730468,0.0062465667724609,0.0054836273193359,0.0118255615234375,0.0077724456787109,0.0066757202148437,0.0191330909729003,0.0298500061035156,0.496,1.36,0.0,3.0,16.656,5.04,132.288,3.216,4.328,0.0,60.0,0.0071048736572265,0.0100612640380859,36.624,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067634962091398,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0054495675223214,0.0,0.0,0.0064849853515625,0.0,0.0,0.496,1.776,0.0,2.0,0.0,0.0,114.328,0.0,0.0,0.0,100.0,0.0,0.0,33.704,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067397729674382,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0145435333251953,0.0145435333251953,0.0,0.00762939453125,0.0,0.0,0.00762939453125,0.0218550364176432,0.0357627868652343,0.496,1.776,2.0,3.0,0.0,0.0,113.256,3.4,3.968,0.0,62.5,0.0148614247639973,0.029921531677246,1.192,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066697894044183,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067030019428006,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0045299530029296,0.0,0.0,0.0045299530029296,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066851160209167,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0065962473551432,0.0,0.0,0.0082015991210937,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,120.728,0.0,0.0,0.0,100.0,0.0,0.0,7.864,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.00679612159729,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0228087107340494,0.028848648071289,0.496,1.776,0.0,6.0,0.0,0.0,112.0,2.56,3.84,0.0,78.57142857142857,0.0061511993408203,0.0072956085205078,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068652629852294,0.0085830688476562,0.0066995620727539,0.0058412551879882,0.0,0.0127553939819335,0.0149488449096679,0.0,0.0,0.0,0.0,0.0,0.0137090682983398,0.0159025192260742,1.344,2.624,2.0,4.0,0.0,0.0,112.0,2.096,4.696,0.0,75.0,0.0106493631998697,0.0188350677490234,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006721019744873,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,2.0,0.0,0.0,112.0,0.0,1.6,0.0,100.0,0.0162124633789062,0.0162124633789062,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065735408238002,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0073115030924479,0.0,0.0,0.009012222290039,0.0,0.0,0.496,1.776,0.0,2.0,0.0,0.0,119.48,0.0,0.0,0.0,100.0,0.0,0.0,6.84,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067741716679055,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.496,1.776,0.0,3.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067694270195652,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0092983245849609,0.0,0.0,0.0092983245849609,0.0,0.0,0.496,1.776,1.0,2.0,0.0,0.0,113.256,0.0,1.6,0.0,100.0,0.0138282775878906,0.0138282775878906,1.192,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068500860413508,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,114.888,0.0,0.0,0.0,100.0,0.0,0.0,2.6,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067245960235595,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,3.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065946578979492,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067293643951416,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067445176157785,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0188350677490234,0.0188350677490234,0.0,0.0092983245849609,0.0,0.0,0.0092983245849609,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,113.256,0.0,1.6,0.0,100.0,0.0226497650146484,0.0226497650146484,1.192,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068038257200326,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0081062316894531,0.0,0.0,0.0081062316894531,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,113.256,0.0,2.056,0.0,100.0,0.0178813934326171,0.0178813934326171,1.192,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067359150046169,0.0083208084106445,0.0095367431640625,0.0095367431640625,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0079870223999023,0.0,0.0,0.0094175338745117,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,117.68,0.0,0.0,0.0,100.0,0.0,0.0,5.328,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066791923300733,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0053133283342633,0.0,0.0,0.0061988830566406,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,127.248,0.0,0.0,0.0,100.0,0.0,0.0,15.896,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066196918487548,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,2.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065767765045166,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067222118377685,0.0083684921264648,0.0100135803222656,0.0100135803222656,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0162124633789062,0.0216484069824218,0.496,1.776,1.0,3.0,0.0,0.0,112.0,2.688,4.232,0.0,62.5,0.0094413757324218,0.0159263610839843,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066792787010989,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0,0.0,0.496,1.776,0.0,2.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067848471266713,0.0085830688476562,0.005960464477539,0.005960464477539,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,113.256,0.0,2.056,0.0,100.0,0.0178813934326171,0.0178813934326171,1.192,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067397729674382,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0126361846923828,0.0126361846923828,0.0,0.00762939453125,0.0,0.0,0.00762939453125,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066328048706054,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,112.0,0.0,1.6,0.0,100.0,0.0274181365966796,0.0274181365966796,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066792964935302,0.0083684921264648,0.0092983245849609,0.0092983245849609,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0214576721191406,0.0214576721191406,0.496,1.776,0.0,3.0,0.0,0.0,112.0,0.592,0.592,0.0,80.0,5274.181890487671,11942.97547340393,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068271160125732,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,2.0,0.0,0.0,112.0,0.0,0.592,0.0,100.0,4249.215650558472,10918.009233474731,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066566467285156,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,1.0,0.0,0.0,112.0,0.0,2.056,0.0,100.0,0.0193119049072265,0.0193119049072265,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066342045418658,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0110864639282226,0.0131130218505859,0.0131130218505859,0.0118017196655273,0.0095367431640625,0.0123262405395507,0.0120878219604492,0.0095367431640625,0.0,0.0,0.496,1.776,1.0,1.0,1.696,1.696,113.256,0.0,0.592,0.0,100.0,2201.2255668640137,8870.019149780273,1.192,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068014533958624,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0066757202148437,0.0,0.0,0.0066757202148437,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066638585939929,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006723403930664,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067043304443359,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,1.0,0.0,0.0,112.0,0.0,0.592,0.0,100.0,-1829.7752857208247,4839.018297195436,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066590309143066,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,1.0,0.0,0.0,112.0,0.0,2.056,100.0,100.0,0.0,0.0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068211555480957,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068595753380315,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.005960464477539,0.005960464477539,0.0,0.0081062316894531,0.0,0.0,0.0081062316894531,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,100.0,0.0,0.0,1.192,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065855718963774,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.005960464477539,0.005960464477539,0.0,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,113.256,0.0,2.056,0.0,100.0,0.0166893005371093,0.0166893005371093,1.192,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067540069124591,0.0088214874267578,0.0086307525634765,0.0069141387939453,0.0,0.0098943710327148,0.0124692916870117,0.0,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,1.344,2.624,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.00762939453125,0.00762939453125,0.0,0.004887580871582,0.0,0.0,0.0085115432739257,0.0,0.0,0.496,1.776,0.0,1.0,0.0,0.0,122.384,0.0,0.0,0.0,100.0,0.0,0.0,133.552,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067741716679055,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,100.0,0.0,0.0,5.944,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.007487506401248,0.009775161743164,0.0102519989013671,0.0102519989013671,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0039272919830058,0.0,0.0,0.0045299530029296,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,137.96,0.0,0.592,0.0,100.0,-9894.780111312866,-3225.986528396605,18765.488,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0074206300042754,0.0102519989013671,0.009775161743164,0.009775161743164,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0039298412433957,0.0,0.0,0.0045299530029296,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,100.0,0.0,0.0,23067.696,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0078028971605961,0.0100135803222656,0.0088214874267578,0.0088214874267578,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0039380431551286,0.0,0.0,0.0045299530029296,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,100.0,0.0,0.0,14680.608,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068405967446702,0.0085830688476562,0.0128746032714843,0.0128746032714843,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067789163162459,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0116825103759765,0.0116825103759765,0.0,0.009775161743164,0.0,0.0,0.009775161743164,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,100.0,0.0,0.0,1.192,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0073933249036666,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0039742345944034,0.0,0.0,0.00457763671875,0.0,0.0,0.496,1.776,1.0,0.0,0.0,0.0,127.576,0.0,1.6,0.0,100.0,0.0200271606445312,0.0200271606445312,13967.304,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066924095153808,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0269412994384765,0.0269412994384765,0.496,1.776,0.0,1.0,0.0,0.0,112.0,0.528,0.528,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067543983459472,0.0086069107055664,0.0064373016357421,0.0064373016357421,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067245960235595,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068354606628417,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068892293901585,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0054836273193359,0.0,0.0,0.0054836273193359,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,1
