time_seconds,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_ul_count,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060652765098977,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0137090682983398,0.0107288360595703,0.0107288360595703,0.0140666961669921,0.0051430293491908,0.0159025192260742,0.0159740447998046,0.0069141387939453,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,1.696,1.696,142.76,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,109.728,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062356540812781,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0137090682983398,0.0157356262207031,0.0157356262207031,0.0140666961669921,0.0060558319091796,0.0159025192260742,0.0159740447998046,0.0078201293945312,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,1.696,1.696,113.256,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,30.056,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061587531967918,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0137090682983398,0.0066757202148437,0.0066757202148437,0.0140666961669921,0.00762939453125,0.0159025192260742,0.0159740447998046,0.0080108642578125,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,1.696,1.696,122.384,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,18.384,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061716013286837,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0137090682983398,0.0102519989013671,0.0102519989013671,0.0140666961669921,0.0053752552379261,0.0159025192260742,0.0159740447998046,0.0071525573730468,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,1.696,1.696,114.6,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,77.784,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061573673836627,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0137090682983398,0.0131130218505859,0.0131130218505859,0.0140666961669921,0.0048577785491943,0.0159025192260742,0.0159740447998046,0.005960464477539,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,1.696,1.696,117.192,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,113.04,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059401988983154,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0137090682983398,0.0095367431640625,0.0095367431640625,0.0140666961669921,0.0057220458984375,0.0159025192260742,0.0159740447998046,0.0057220458984375,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,11.4,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062626187164004,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0,0.0,0.008249282836914,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,118.448,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,8.496,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060371833272499,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0069141387939453,0.0,0.0,0.007486343383789,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,118.448,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,7.664,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061752772567295,0.0080823898315429,0.0095367431640625,0.0095367431640625,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0052928924560546,0.0,0.0,0.0060558319091796,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,118.448,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,40.52,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062203407287597,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,0.0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060808658599853,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0100135803222656,0.0,0.0,0.0100135803222656,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,5.32,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059533475050285,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,117.192,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061684963749904,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0055703249844637,0.0,0.0,0.0069141387939453,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,132.768,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,85.656,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059913046917512,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0042915344238281,0.0,0.0,0.0042915344238281,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,113.256,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,1.192,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062119308395765,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0050067901611328,0.0,0.0,0.0050067901611328,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,113.256,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,1.192,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061472061232393,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0056823094685872,0.0,0.0,0.0078678131103515,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,121.016,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,29.936,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061573673836627,0.0078678131103515,0.009775161743164,0.009775161743164,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0060995419820149,0.0,0.0,0.0078439712524414,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,117.192,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,81.36,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060961978270275,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0051259994506835,0.0,0.0,0.0067949295043945,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,122.384,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,142.64,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060153007507324,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061559677124023,0.0083684921264648,0.0071525573730468,0.0071525573730468,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061871958713905,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0056922435760498,0.0,0.0,0.00762939453125,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,126.976,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,56.896,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006434941055751,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0050544738769531,0.0,0.0,0.0074625015258789,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,116.752,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,94.768,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061068204369875,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0067949295043945,0.0,0.0,0.0080347061157226,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,115.712,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,3.36,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062334537506103,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063329193722549,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0055858067103794,0.0,0.0,0.0082731246948242,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,121.216,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,99.92,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064717003362095,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.009775161743164,0.009775161743164,0.0,0.0050902366638183,0.0,0.0,0.0064849853515625,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,117.192,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,159.904,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062593773229798,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0050972247945851,0.0,0.0,0.0062942504882812,0.0093187604631696,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,0.0,117.192,25.152,27.344,0.0,0.0,0.0065667288643973,0.0085830688476562,214.216,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062165874065739,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0049008263481987,0.0,0.0,0.0066280364990234,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,0.0,71.784,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060826391723025,0.0081062316894531,0.0069856643676757,0.0063180923461914,0.0,0.0100135803222656,0.0103950500488281,0.0,0.0054836273193359,0.0,0.0,0.0054836273193359,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062795420784262,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0069141387939453,0.0069141387939453,0.0,0.005960464477539,0.0,0.0,0.005960464477539,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060802668481323,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0.0,5.896,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062811374664306,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061392784118652,0.0083684921264648,0.0112056732177734,0.0112056732177734,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0131607055664062,0.0243663787841796,0.496,1.36,0.0,0.0,0.0,0.0,112.0,4.52,3.504,0.0,0.0,0.006866455078125,0.0091552734375,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062072277069091,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061502504111522,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0104904174804687,0.0104904174804687,0.0,0.011444091796875,0.0,0.0,0.011444091796875,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062997068338726,0.0088214874267578,0.009775161743164,0.009775161743164,0.0,0.009775161743164,0.009775161743164,0.0,0.0052452087402343,0.0,0.0,0.0052452087402343,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060185864197081,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0082254409790039,0.009775161743164,0.009775161743164,0.0061988830566406,0.0092983245849609,0.010991096496582,0.0077247619628906,0.0092983245849609,0.0115394592285156,0.0214576721191406,0.496,1.36,0.0,0.0,1.696,1.696,113.256,3.744,4.232,0.0,0.0,0.0070095062255859,0.0094890594482421,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0058317184448242,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0206470489501953,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0069618225097656,0.0095367431640625,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061282833803047,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0052281788417271,0.0,0.0,0.0080823898315429,0.0106334686279296,0.0265359878540039,0.496,1.36,0.0,0.0,0.0,0.0,143.152,8.264,7.736,0.0,0.0,0.0059843063354492,0.0086069107055664,122.704,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006103515625,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0058412551879882,0.0,0.0,0.0080823898315429,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,71.872,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059330463409423,0.0076532363891601,0.00762939453125,0.00762939453125,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063080099684682,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.005960464477539,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0078678131103515,0.0,0.0,0.0078678131103515,0.0103473663330078,0.0191688537597656,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0062465667724609,0.0082969665527343,1.192,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060046591409822,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.013589859008789,0.013589859008789,0.0,0.0055789947509765,0.0,0.0,0.0061988830566406,0.0113487243652343,0.0209808349609375,0.496,1.36,0.0,0.0,0.0,0.0,131.48,3.744,4.232,0.0,0.0,0.006866455078125,0.0088691711425781,32.376,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061705560967473,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0052611033121744,0.0,0.0,0.0078201293945312,0.0105142593383789,0.0235319137573242,0.496,1.36,0.0,0.0,0.0,0.0,122.384,8.264,7.736,0.0,0.0,0.0061750411987304,0.0090837478637695,121.144,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063610076904296,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062131881713867,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061304262368985,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0049471855163574,0.0,0.0,0.0066995620727539,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,0.0,39.008,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060577297685158,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0106334686279296,0.019693374633789,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0065326690673828,0.0085830688476562,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062783559163411,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0053644180297851,0.0,0.0,0.007939338684082,0.009918212890625,0.018167495727539,0.496,1.36,0.0,0.0,0.0,0.0,128.832,3.744,4.232,0.0,0.0,0.0058650970458984,0.0075340270996093,107.488,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061799044632793,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0051351693960336,0.0,0.0,0.0072479248046875,0.0103950500488281,0.0248432159423828,0.496,1.36,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0060081481933593,0.0086307525634765,118.696,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.00633410553434,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0044703483581542,0.0,0.0,0.0054597854614257,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0.0,41.056,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060584285471699,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0060200691223144,0.0,0.0,0.0087261199951171,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,0.0,83.328,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059568881988525,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0,0.009775161743164,0.009775161743164,0.0,0.0054240226745605,0.0,0.0,0.0057220458984375,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,21.504,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061666965484619,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0117301940917968,0.0226974487304687,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0061988830566406,0.0078201293945312,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061205963590251,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0100135803222656,0.0186443328857421,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0061988830566406,0.0078678131103515,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061096228989474,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.00762939453125,0.00762939453125,0.0,0.0057220458984375,0.0,0.0,0.0084400177001953,0.0105857849121093,0.0253677368164062,0.496,1.36,0.0,0.0,0.0,0.0,123.64,8.264,7.736,0.0,0.0,0.0060081481933593,0.0081300735473632,30.472,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060913609523399,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0047002519880022,0.0,0.0,0.0066757202148437,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,128.832,0.0,0.0,0.0,0.0,0.0,0.0,191.688,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062593773229798,0.0083446502685546,0.0075578689575195,0.0072717666625976,0.0,0.011444091796875,0.0125885009765625,0.0,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,116.12,0.0,0.0,0.0,0.0,0.0,0.0,3.832,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065262637921233,0.0092983245849609,0.00762939453125,0.00762939453125,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0048098356827445,0.0,0.0,0.0061511993408203,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0.0,155.016,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060814530102174,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0051856040954589,0.0,0.0,0.0065326690673828,0.0108242034912109,0.01983642578125,0.496,1.36,0.0,0.0,0.0,0.0,114.712,3.744,4.232,0.0,0.0,0.0059127807617187,0.0075340270996093,27.424,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062429904937744,0.0086069107055664,0.0109672546386718,0.0109672546386718,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0052452087402343,0.0,0.0,0.0052452087402343,0.0107685724894205,0.019073486328125,0.496,1.36,0.0,0.0,0.0,0.0,112.0,4.272,3.704,0.0,0.0,0.0057816505432128,0.0062942504882812,3.704,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061644843561732,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0069141387939453,0.0,0.0,0.0069141387939453,0.0103235244750976,0.0222444534301757,0.496,1.36,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0066518783569335,0.0083684921264648,1.192,0
