time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_packet_loss_ul_percentage,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006800889968872,0.0086069107055664,0.0,0.0,0.0059127807617187,0.0073909759521484,0.0122547149658203,0.0,0.0,0.0236988067626953,0.0,0.0,6.448,7.008,4.232,3.744,33.33333333333333,112.0,20.0,-84.89634990692136,490.29884338378906,319.2623853683472,-246.53583765029907,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068211555480957,0.0088214874267578,0.0,0.0,0.0068187713623046,0.009012222290039,0.0108718872070312,0.0,0.0,0.0211238861083984,0.0,0.0,6.096,5.728,4.232,3.744,25.0,112.0,40.0,-68.60194206237793,450.44803619384766,266.6507562001546,-266.329288482666,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065950786366182,0.0087499618530273,0.0047343117850167,0.0058174133300781,0.006103515625,0.0084877014160156,0.012365976969401,0.0,0.0,0.0305652618408203,0.0,0.0,8.88,9.04,11.968,12.008,20.0,133.784,20.0,-85.56187152862546,427.6513576507568,208.5047960281372,-340.56735038757324,0.0,0.0,125.952,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068438053131103,0.0085830688476562,0.0047385692596435,0.0058412551879882,0.0066757202148437,0.0086307525634765,0.0127315521240234,0.0,0.0,0.0235557556152343,0.0,0.0,6.576,6.864,4.232,3.744,20.0,112.0,20.0,-37.11233139038086,426.6033411026001,268.75096559524536,-209.6102237701416,0.0,0.0,73.696,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0050067901611328,0.0053882598876953,0.007486343383789,0.0096082687377929,0.011444091796875,0.0,0.0,0.0283718109130859,0.0,0.0,6.448,7.008,7.736,8.264,33.33333333333333,118.448,20.0,-90.3665781021118,490.7307624816895,322.76415824890137,-251.80476903915405,0.0,0.0,11.616,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067172358878216,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.728,0.0,0.0,25.0,113.256,40.0,-72.77612686157227,445.9170341491699,266.6498025258382,-266.6603724161784,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063613872622969,0.0081062316894531,0.0050067901611328,0.0050067901611328,0.0066757202148437,0.0090599060058593,0.0115394592285156,0.0,0.0,0.0227928161621093,0.0,0.0,8.88,9.04,4.232,3.744,20.0,113.256,20.0,-90.52796363830564,424.2074728012085,210.0391983985901,-338.5867476463318,0.0,0.0,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063133239746093,0.0086069107055664,0.0,0.0,0.0058650970458984,0.0074386596679687,0.0111103057861328,0.0,0.0,0.0220775604248046,0.0,0.0,6.576,6.864,4.232,3.744,20.0,112.0,20.0,-42.51236915588379,422.76086807250977,268.25499534606934,-210.61712503433228,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.00640869140625,0.0086069107055664,0.0,0.0,0.006103515625,0.0083446502685546,0.0115235646565755,0.0,0.0,0.0314712524414062,0.0,0.0,6.448,7.008,11.968,12.008,33.33333333333333,112.0,20.0,-91.79465770721433,486.3589763641357,321.7589259147644,-251.0276436805725,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061452388763427,0.0081062316894531,0.0,0.0,0.0075817108154296,0.0095367431640625,0.0124454498291015,0.0,0.0,0.0245571136474609,0.0,0.0,6.096,5.728,4.232,3.744,25.0,112.0,40.0,-75.73723793029785,441.9924259185791,266.6629950205485,-266.33238792419434,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0086069107055664,0.0,0.0,0.0062465667724609,0.0083923339843749,0.0112295150756835,0.0,0.0,0.0267744064331054,0.0,0.0,8.88,9.04,7.736,8.264,20.0,112.0,20.0,-94.63019371032712,420.37761211395264,210.999608039856,-338.56481313705444,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065052509307861,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.864,0.0,0.0,20.0,112.696,20.0,-46.996235847473145,419.6103096008301,268.75030994415283,-212.05824613571167,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062902175371919,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0063419342041015,0.0081062316894531,0.0129222869873046,0.0,0.0,0.0263214111328125,0.0,0.0,6.448,7.008,4.232,3.744,33.33333333333333,113.256,20.0,-96.21515274047847,481.0057163238525,320.2562928199768,-251.60473585128784,0.0,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065422058105468,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0058174133300781,0.0073909759521484,0.0121116638183593,0.0,0.0,0.0244140625,0.0,0.0,6.096,5.728,4.232,3.744,25.0,112.696,40.0,-81.03079795837402,437.7120018005371,266.66259765625,-266.329288482666,0.0,0.0,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065422058105468,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0065326690673828,0.0084877014160156,0.0115235646565755,0.0,0.0,0.0308036804199218,0.0,0.0,8.88,9.04,11.968,12.008,20.0,112.696,20.0,-96.64344787597652,416.78974628448486,212.52065896987915,-336.56758069992065,0.0,0.0,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065422058105468,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.005960464477539,0.0073909759521484,0.0118732452392578,0.0,0.0,0.0240325927734375,0.0,0.0,6.576,6.864,4.232,3.744,20.0,112.696,20.0,-52.59518623352051,415.754771232605,268.2681083679199,-213.28341960906985,0.0,0.0,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065422058105468,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.006570816040039,0.0091075897216796,0.0108051300048828,0.0,0.0,0.0257015228271484,0.0,0.0,6.448,7.008,19.048,19.04,33.33333333333333,112.696,20.0,-84.12418365478513,490.26079177856445,319.25255060195923,-246.1312413215637,0.0,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065422058105468,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.0047683715820312,0.0047683715820312,0.0,0.848,0.848,6.096,5.728,0.0,0.0,25.0,112.696,40.0,-68.44668388366699,450.60510635375977,266.6650613149007,-266.6611671447754,0.0128746032714843,0.0128746032714843,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063803658556582,0.0081062316894531,0.0045299530029296,0.0045299530029296,0.0060081481933593,0.00762939453125,0.0122547149658203,0.0104904174804687,0.0104904174804687,0.0247478485107421,0.848,0.848,8.88,9.04,4.232,3.744,20.0,113.256,20.0,-85.5335474014282,427.67980098724365,208.75930786132807,-340.5730724334717,0.0054836273193359,0.0054836273193359,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064266261769764,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0070095062255859,0.0082969665527343,0.0112056732177734,0.0,0.0,0.0218391418457031,0.0,0.0,6.576,6.864,4.232,3.744,20.0,113.256,20.0,-37.95919418334961,426.2727975845337,268.50587129592896,-209.6035480499268,0.0,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062498880262991,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.006096703665597,0.0084400177001953,0.0114738941192626,0.0,0.0,0.0311136245727539,0.0,0.0,6.448,7.008,11.44,12.536,33.33333333333333,113.256,20.0,-89.20593261718747,464.29922580718994,322.7502107620239,-251.80554389953613,0.0,0.0,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059103965759277,0.0076532363891601,0.0,0.0,0.0061511993408203,0.0080108642578125,0.0120162963867187,0.0,0.0,0.0225067138671875,0.0,0.0,6.096,5.728,4.232,3.744,25.0,112.0,40.0,-73.48947525024414,445.7496643066406,266.6870752970378,-266.9948736826579,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0085830688476562,0.0,0.0,0.006270408630371,0.0081539154052734,0.0114917755126953,0.0,0.0,0.0297307968139648,0.0,0.0,8.88,9.04,7.736,8.264,20.0,112.0,20.0,-89.83383178710935,423.7756013870239,210.0011706352234,-338.3221626281738,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059818153950705,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.864,0.0,0.0,20.0,117.192,20.0,-42.49982833862305,423.5339641571045,268.26685667037964,-210.7953429222107,0.0,0.0,8.904,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063478946685791,0.0086069107055664,0.0,0.0,0.005960464477539,0.007486343383789,0.0118732452392578,0.0,0.0,0.0239372253417968,0.0,0.0,6.448,7.008,4.232,3.744,33.33333333333333,112.0,20.0,-91.06798171997067,486.6719961166382,321.7546343803406,-250.6149411201477,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070078859051454,0.0092983245849609,0.0039473977734737,0.0047683715820312,0.0059127807617187,0.007486343383789,0.0108718872070312,0.0,0.0,0.0208377838134765,0.0,0.0,6.096,5.728,4.232,3.744,25.0,142.904,40.0,-75.94528198242188,442.6769256591797,266.6960557301839,-266.66259765625,0.0,0.0,17711.416,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0080386204506034,0.0102519989013671,0.0038948725369642,0.0045299530029296,0.0058650970458984,0.008249282836914,0.0112692515055338,0.0,0.0,0.0284671783447265,0.0,0.0,8.88,9.04,11.968,12.008,20.0,117.888,20.0,-94.652247428894,420.6970691680908,210.99787950515747,-338.5847806930542,0.0,0.0,53316.672,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0079091232601958,0.0100135803222656,0.0038829584608056,0.0045299530029296,0.0058174133300781,0.0071525573730468,0.0110149383544921,0.0,0.0,0.0208854675292968,0.0,0.0,6.576,6.864,4.232,3.744,20.0,118.448,20.0,-46.91998958587647,419.9788093566895,268.513023853302,-211.8401527404785,0.0,0.0,40822.144,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0080492959093691,0.0100135803222656,0.0039354936611017,0.0047683715820312,0.0062227249145507,0.0088930130004882,0.0114679336547851,0.0,0.0,0.0295162200927734,0.0,0.0,6.448,7.008,7.736,8.264,33.33333333333333,117.192,20.0,-95.46463489532468,481.6721677780152,320.5164074897766,-251.5618205070496,0.0,0.0,30409.792,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0079810619354248,0.0100135803222656,0.0039799603824585,0.0048160552978515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.728,0.0,0.0,25.0,116.632,25.0,-80.3462028503418,386.9992733001709,266.64527257283527,-266.6590213775635,0.0,0.0,7068.76,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0077764786298002,0.009775161743164,0.0053977966308593,0.0069141387939453,0.0062942504882812,0.0077724456787109,0.0123977661132812,0.0,0.0,0.0240802764892578,0.0,0.0,9.376,9.04,4.232,3.744,20.0,117.192,33.33333333333333,-96.3097810745239,417.192816734314,212.50516176223755,-336.5894556045532,0.0,0.0,135.528,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067114830017089,0.0092983245849609,0.00435214931682,0.0050067901611328,0.0059127807617187,0.0072479248046875,0.0121116638183593,0.0,0.0,0.0229835510253906,0.0,0.0,6.576,6.864,4.232,3.744,20.0,116.632,20.0,-52.62818336486816,416.51628017425537,268.27484369277954,-213.11324834823608,0.0,0.0,519.296,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067687034606933,0.0086069107055664,0.0048542022705078,0.0058650970458984,0.0060876210530598,0.0084877014160156,0.0118573506673177,0.0,0.0,0.0298023223876953,0.0,0.0,6.448,7.008,11.968,12.008,33.33333333333333,114.088,20.0,-98.00195693969724,476.2858867645264,319.2223906517029,-252.2808313369751,0.0,0.0,150.984,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066935126461199,0.0085830688476562,0.0058412551879882,0.0061273574829101,0.0058174133300781,0.0072002410888671,0.0113487243652343,0.0,0.0,0.0219345092773437,0.0,0.0,6.096,5.728,4.232,3.744,25.0,113.256,40.0,-68.43037605285645,450.59924125671387,266.7009830474853,-258.6626211802165,0.0,0.0,12.08,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060513468071965,0.0081062316894531,0.0050408499581473,0.0061511993408203,0.0065565109252929,0.0086069107055664,0.0118970870971679,0.0,0.0,0.0275135040283203,0.0,0.0,8.88,9.04,7.736,8.264,20.0,118.448,20.0,-85.71922779083249,427.677321434021,208.50461721420288,-340.56854248046875,0.0,0.0,14.744,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.864,0.0,0.0,20.0,113.256,20.0,-37.52439022064209,426.9920825958252,268.5098648071289,-209.88672971725464,0.0,0.0,1.192,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006181001663208,0.0081062316894531,0.0,0.0,0.0061511993408203,0.00762939453125,0.0122547149658203,0.0,0.0,0.0239849090576171,0.0,0.0,6.448,7.008,4.232,3.744,33.33333333333333,112.0,20.0,-88.78526687622067,491.73600673675537,323.0026960372925,-251.52641534805295,0.0,0.0,0.0,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062227249145507,0.0086069107055664,0.0,0.0,0.0063419342041015,0.008249282836914,0.0131607055664062,0.0,0.0,0.0249862670898437,0.0,0.0,6.096,5.728,4.232,3.744,25.0,112.0,40.0,-73.04291725158691,434.554386138916,266.6635513305664,-266.9948736826579,0.0,0.0,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064051151275634,0.0086069107055664,0.0,0.0,0.0064531962076822,0.0100612640380859,0.012667973836263,0.0,0.0,0.0336170196533203,0.0,0.0,8.88,9.04,11.968,12.008,20.0,112.0,20.0,-90.01343250274655,423.833441734314,210.01160144805908,-338.33491802215576,0.0,0.0,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065094087182021,0.0088214874267578,0.0051657358805338,0.0055313110351562,0.0063896179199218,0.008249282836914,0.0125885009765625,0.0,0.0,0.023651123046875,0.0,0.0,6.576,6.864,4.232,3.744,20.0,133.36,20.0,-42.48046875,422.7728128433228,268.2753801345825,-210.5787992477417,0.0,0.0,29.768,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062394142150878,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0062465667724609,0.0086307525634765,0.0118732452392578,0.0,0.0,0.0302076339721679,0.0,0.0,6.448,7.008,7.736,8.264,33.33333333333333,112.696,20.0,-93.5885906219482,486.64612770080566,321.7320442199707,-252.81691551208496,0.0,0.0,1.192,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067919640991818,0.0090599060058593,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.728,0.0,0.0,25.0,113.256,40.0,-80.36494255065918,442.5769329071045,266.6890621185303,-266.6584650675456,0.0,0.0,1.192,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063435948310206,0.0083446502685546,0.0052452087402343,0.0061988830566406,0.0064373016357421,0.0086307525634765,0.0134944915771484,0.0,0.0,0.0267505645751953,0.0,0.0,8.88,9.04,4.232,3.744,20.0,117.088,20.0,-92.2131776809692,420.3318595886231,211.262047290802,-336.58647537231445,0.0,0.0,5.296,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067599377228846,0.0088214874267578,0.0054836273193359,0.0054836273193359,0.0063896179199218,0.008249282836914,0.0134944915771484,0.0,0.0,0.0254154205322265,0.0,0.0,6.576,6.864,4.232,3.744,20.0,114.568,20.0,-47.52140045166016,419.9812889099121,268.26369762420654,-211.8550539016724,0.0,0.0,2.28,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067651271820068,0.0085830688476562,0.0,0.0,0.007025400797526,0.0100612640380859,0.0119368235270182,0.0,0.0,0.0304698944091796,0.0,0.0,6.448,7.008,11.968,12.008,33.33333333333333,112.0,20.0,-95.990514755249,481.7365884780884,320.50448656082153,-251.54167413711548,0.0,0.0,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068044662475585,0.0085830688476562,0.0,0.0,0.0066757202148437,0.0093460083007812,0.0133514404296875,0.0,0.0,0.0269412994384765,0.0,0.0,6.096,5.728,4.232,3.744,25.0,112.0,40.0,-80.74746131896973,437.9623889923096,266.64932568868,-266.66076978047687,0.0,0.0,0.0,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067396861750905,0.0085830688476562,0.0048314823823816,0.0054836273193359,0.0068187713623046,0.0084161758422851,0.0126838684082031,0.0,0.0,0.0314235687255859,0.0,0.0,8.88,9.04,7.736,8.264,20.0,137.96,20.0,-96.68438434600829,416.7536735534668,212.5229835510254,-336.55673265457153,0.0,0.0,158.096,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066780925390139,0.0090599060058593,0.0048130750656127,0.0065803527832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.864,0.0,0.0,20.0,117.888,20.0,-52.75657176971436,415.815806388855,268.2684063911438,-213.19139003753665,0.0,0.0,233.024,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067919640991818,0.0088214874267578,0.0061194101969401,0.0073909759521484,0.0077247619628906,0.0093936920166015,0.01373291015625,0.0,0.0,0.0266551971435546,0.0,0.848,6.448,7.008,4.232,3.744,33.33333333333333,115.12,20.0,-98.41699600219724,476.3312816619873,319.2274570465088,-252.23439931869507,1674.020290374756,1674.020290374756,12.616,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068468622641988,0.0085830688476562,0.0057021776835123,0.0066518783569335,0.006103515625,0.0073909759521484,0.0135421752929687,0.0,0.0,0.0271320343017578,0.0,0.0,6.096,5.728,4.232,3.744,25.0,118.448,40.0,-68.33500862121582,450.5877494812012,266.70201619466144,-258.6612701416016,0.0,0.0,45.824,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070031009503264,0.0092983245849609,0.0057037060077373,0.0067710876464843,0.0065008799235026,0.0088691711425781,0.0123182932535807,0.0121593475341796,0.0140666961669921,0.0320911407470703,1.696,0.848,8.88,9.04,11.968,12.008,20.0,114.76,20.0,-86.21368408203122,427.66592502594,208.50718021392825,-340.56997299194336,1674.0107536315918,1674.0107536315918,79.336,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067222118377685,0.0088214874267578,0.005197525024414,0.0060558319091796,0.0061511993408203,0.0076770782470703,0.0130653381347656,0.0,0.0,0.0260829925537109,0.0,0.0,6.576,6.864,4.232,3.744,20.0,112.0,20.0,-37.274980545043945,426.9906282424927,268.7499523162842,-209.64252948760983,0.0,0.0,21.928,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065718546952351,0.0080823898315429,0.0047882397969563,0.005650520324707,0.0062465667724609,0.0088930130004882,0.0120878219604492,0.0,0.0,0.0287055969238281,0.0,0.0,6.448,7.008,7.736,8.264,33.33333333333333,119.488,20.0,-89.45498466491696,491.0606861114502,322.7618336677551,-251.77085399627688,0.0,0.0,56.016,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063693523406982,0.0083446502685546,0.0054836273193359,0.0067949295043945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.728,0.0,0.0,25.0,116.632,40.0,-73.46839904785156,446.6132164001465,266.6816711425781,-266.9920921325684,0.0,0.0,27.936,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067480761020337,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0068187713623046,0.0092029571533203,0.0131607055664062,0.0,0.0,0.025796890258789,0.0,0.0,8.88,9.04,4.232,3.744,20.0,113.256,20.0,-90.96245765686032,423.1513023376465,209.994375705719,-338.3175730705261,0.0,0.0,1.192,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068192458271387,0.0085830688476562,0.0045299530029296,0.0045299530029296,0.0061511993408203,0.0079154968261718,0.012826919555664,0.0,0.0,0.0255584716796875,0.0,0.0,6.576,6.864,4.232,3.744,20.0,113.256,20.0,-42.946743965148926,423.0705499649048,268.5081362724304,-211.01927757263184,0.0,0.0,1.192,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063535010460579,0.0083446502685546,0.0053087870279947,0.0075340270996093,0.0065905707223074,0.009012222290039,0.0114589929580688,0.0,0.0,0.0286102294921875,0.0,0.0,6.448,7.008,11.44,12.536,33.33333333333333,125.888,20.0,-91.56324863433836,485.9862565994263,321.5007781982422,-250.39666891098025,0.0,0.0,84.504,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0081062316894531,0.0066280364990234,0.0075340270996093,0.0066280364990234,0.0091552734375,0.0113964080810546,0.0,0.0,0.0218868255615234,0.0,0.0,6.096,5.728,4.232,3.744,25.0,117.192,40.0,-75.87957382202148,442.5918102264404,266.6940689086914,-266.6639486948649,0.0,0.0,19.848,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067245960235595,0.0092983245849609,0.0041244376418936,0.0051021575927734,0.0064373016357421,0.0088691711425781,0.0115394592285156,0.0,0.0,0.0292062759399414,0.0,0.0,8.88,9.04,7.736,8.264,20.0,113.736,20.0,-92.11421012878417,420.6895589828491,211.24935150146484,-338.5692238807678,0.0,0.0,1172.728,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068700313568115,0.0083446502685546,0.0046281253590303,0.0062942504882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,6.864,0.0,0.0,20.0,112.0,20.0,-47.55549430847168,419.61920261383057,268.50903034210205,-211.87007427215576,0.0,0.0,117.736,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064986767155109,0.0085830688476562,0.0052452087402343,0.006723403930664,0.0065326690673828,0.0086307525634765,0.0115394592285156,0.0,0.0,0.0223159790039062,0.0,0.0,6.448,7.008,4.232,3.744,33.33333333333333,122.384,20.0,-95.67286968231198,481.0469388961792,320.2628493309021,-251.54513120651245,0.0,0.0,20.632,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0081062316894531,0.0048398971557617,0.0066757202148437,0.0066757202148437,0.0086784362792968,0.0144481658935546,0.0,0.0,0.0298023223876953,0.0,0.0,6.096,5.728,4.232,3.744,25.0,114.296,40.0,-81.47425651550293,437.7410411834717,266.6615645090739,-266.9900258382161,0.0,0.0,162.768,1
