time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0090599060058593,0.0090599060058593,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060340065268141,0.0078678131103515,0.00762939453125,0.00762939453125,0.0057220458984375,0.009775161743164,0.009775161743164,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0053048133850097,0.0072002410888671,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,33.056,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059982337573967,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0057220458984375,0.00762939453125,0.00762939453125,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0057220458984375,0.0057220458984375,0.496,1.36,1.696,1.696,118.448,25.152,27.344,0.0,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064141542008779,0.0084638595581054,0.0126361846923828,0.0126361846923828,0.0057220458984375,0.0109672546386718,0.0109672546386718,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0043526673928285,0.0056266784667968,0.496,1.424,1.696,1.696,143.152,25.152,27.344,0.0,446.968,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060105323791503,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0,0.0,0.496,1.424,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063948111959023,0.008559226989746,0.0112056732177734,0.0112056732177734,0.0057220458984375,0.0109672546386718,0.0109672546386718,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0040120091931573,0.0050067901611328,0.496,1.392,1.696,1.696,122.384,25.152,27.344,0.0,4280.888,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061237812042236,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0095367431640625,0.0095367431640625,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0037882063123914,0.0038862228393554,0.496,1.424,1.696,1.696,112.0,25.152,27.344,0.0,202.416,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059901185296661,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.011444091796875,0.011444091796875,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0071525573730468,0.0071525573730468,0.496,1.392,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062854728888516,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0057220458984375,0.0057220458984375,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005946230532518,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0050067901611328,0.0050067901611328,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060427188873291,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0057220458984375,0.0073909759521484,0.0073909759521484,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0,0.0,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059913046917512,0.0078678131103515,0.00762939453125,0.00762939453125,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.00762939453125,0.00762939453125,0.496,1.36,1.696,1.696,117.192,25.152,27.344,0.0,4.968,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060296058654785,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0,0.0,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060951709747314,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0112056732177734,0.0112056732177734,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0,0.0,0.496,1.424,1.696,1.696,112.0,25.152,27.344,0.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0064373016357421,0.0073909759521484,0.496,1.36,1.696,1.696,113.256,25.152,27.344,0.0,3.936,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060906156825558,0.0081062316894531,0.00762939453125,0.00762939453125,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.0039288436123763,0.0045299530029296,0.496,1.36,1.696,1.696,142.248,25.152,27.344,0.0,2819.608,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060206592673122,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0059127807617187,0.006239754813058,0.0089406967163085,0.0089168548583984,0.0118970870971679,0.0095844268798828,0.0205516815185546,0.004384828650433,0.0056743621826171,0.496,1.424,1.696,1.696,118.448,25.152,27.344,0.0,239.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073969364166259,0.0095367431640625,0.0112056732177734,0.0112056732177734,0.0057220458984375,0.0107288360595703,0.0107288360595703,0.0059127807617187,0.0,0.0089406967163085,0.0,0.0118970870971679,0.0,0.0,0.0040923735224099,0.0050067901611328,0.496,1.36,1.696,1.696,116.632,0.0,0.0,0.0,4875.04,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064135783940405,0.0092983245849609,0.0078678131103515,0.0092029571533203,0.0057220458984375,0.0132322311401367,0.0137090682983398,0.0059127807617187,0.0063578287760416,0.0089406967163085,0.0088214874267578,0.0118970870971679,0.011905034383138,0.0280380249023437,0.0042344133059183,0.0050067901611328,1.344,2.272,1.696,1.696,117.192,12.784,11.24,0.0,849.136,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063269885618295,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042958693070845,0.0052452087402343,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,541.288,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059770707467302,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047206878662109,0.0058650970458984,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,42.808,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061457700068407,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048665439381318,0.006866455078125,0.496,1.424,0.0,0.0,116.288,0.0,0.0,0.0,151.576,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061351473968808,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0058889389038085,0.0,0.008392333984375,0.0,0.0112533569335937,0.0277996063232421,0.0051558017730712,0.0058650970458984,0.496,1.424,0.0,0.0,118.448,7.488,8.464,0.0,66.752,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060277410072855,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0061459011501736,0.0,0.0083446502685546,0.0,0.0109239058061079,0.0290870666503906,0.0046491622924804,0.0057458877563476,0.496,1.424,0.0,0.0,118.448,8.016,7.936,0.0,34.976,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058913230895996,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0063300132751464,0.0,0.0086307525634765,0.0,0.0110030174255371,0.0289440155029296,0.0,0.0,0.496,1.424,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060534477233886,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061260655595751,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.0079631805419921,0.496,1.36,0.0,0.0,122.632,0.0,0.0,0.0,44.104,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047867114727313,0.0066757202148437,0.496,1.424,0.0,0.0,114.712,0.0,0.0,0.0,222.256,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060820343470809,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0112056732177734,0.0112056732177734,0.0,0.005960464477539,0.0,0.0088453292846679,0.0,0.0112056732177734,0.0288248062133789,0.0053882598876953,0.0063419342041015,0.496,1.424,0.0,0.0,118.448,7.488,8.464,0.0,30.424,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061217825211102,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0064373016357421,0.0,0.0088453292846679,0.0,0.0112295150756835,0.0283718109130859,0.0047683715820312,0.0047683715820312,0.496,1.424,0.0,0.0,113.256,7.488,8.464,0.0,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059816050412032,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0064373016357421,0.0,0.0088453292846679,0.0,0.0104069709777832,0.0254154205322265,0.006258487701416,0.0087976455688476,0.496,1.392,0.0,0.0,121.16,16.528,15.472,0.0,26.4,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006183385848999,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059199333190917,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060247439964144,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0068902969360351,0.0,0.0095129013061523,0.0,0.0112771987915039,0.0286579132080078,0.0050862630208333,0.0082254409790039,0.496,1.36,0.0,0.0,131.056,7.488,8.464,0.0,119.952,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060961978270275,0.0083208084106445,0.0085830688476562,0.0085830688476562,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0065088272094726,0.0,0.0091075897216796,0.0,0.011444091796875,0.0300168991088867,0.0049417669122869,0.005960464477539,0.496,1.424,0.0,0.0,116.544,7.488,8.464,0.0,80.888,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060619694171565,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0060677528381347,0.0,0.0088214874267578,0.0,0.0110030174255371,0.0269174575805664,0.0072717666625976,0.007939338684082,0.496,1.424,0.0,0.0,118.448,16.528,15.472,0.0,11.616,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061656705182583,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060725212097167,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062811374664306,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0061988830566406,0.0,0.0083684921264648,0.0,0.0111341476440429,0.0284194946289062,0.0,0.0,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060629844665527,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0063048468695746,0.0,0.009012222290039,0.0,0.0109889290549538,0.0281333923339843,0.0,0.0,0.496,1.36,0.0,0.0,112.0,8.016,7.936,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059331827495821,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0085830688476562,0.0085830688476562,0.0,0.006270408630371,0.0,0.0088453292846679,0.0,0.0112175941467285,0.026702880859375,0.0088214874267578,0.0088214874267578,0.496,1.36,0.0,0.0,113.256,16.528,15.472,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058382897827755,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917762642476,0.0073909759521484,0.0061988830566406,0.0061988830566406,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060629844665527,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060153007507324,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0061750411987304,0.0,0.0088214874267578,0.0,0.0117778778076171,0.0291347503662109,0.0,0.0,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058686733245849,0.0076532363891601,0.0066757202148437,0.0066757202148437,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0064373016357421,0.0,0.009012222290039,0.0,0.0116608359596946,0.0321865081787109,0.0,0.0,0.496,1.36,0.0,0.0,112.0,8.016,7.936,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005953311920166,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0061631202697753,0.0,0.0085830688476562,0.0,0.0110507011413574,0.0269889831542968,0.0,0.0,0.496,1.36,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062249786225124,0.0085830688476562,0.0100135803222656,0.0126838684082031,0.0115633010864257,0.0144243240356445,0.0173807144165039,0.0171899795532226,0.0,0.0078678131103515,0.0,0.0088214874267578,0.0,0.0,0.0095367431640625,0.0095367431640625,1.344,2.208,1.696,1.696,113.256,0.0,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060695913893666,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059437751770019,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0065803527832031,0.0,0.0092029571533203,0.0,0.011301040649414,0.0215053558349609,0.0,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005882978439331,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0059843063354492,0.0,0.0081539154052734,0.0,0.0108957290649414,0.0271081924438476,0.0,0.0,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062072277069091,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0062147776285807,0.0,0.0088214874267578,0.0,0.0114281972249348,0.0291824340820312,0.0,0.0,0.496,1.36,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0164508819580078,0.0164508819580078,0.0,0.006103515625,0.0,0.0086545944213867,0.0,0.0108718872070312,0.0257492065429687,0.0088214874267578,0.0088214874267578,0.496,1.36,0.0,0.0,117.192,8.264,7.736,0.0,8.904,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058555603027343,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065812742076634,0.0091552734375,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039260177051319,0.0045299530029296,0.496,1.36,0.0,0.0,143.464,0.0,0.0,0.0,11725.152,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076388368512144,0.0102519989013671,0.0095367431640625,0.0095367431640625,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0071048736572265,0.0,0.0101566314697265,0.0,0.0109195709228515,0.0206470489501953,0.003885610301504,0.0045299530029296,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,56808.592,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074287452320061,0.009775161743164,0.009775161743164,0.009775161743164,0.0,0.011444091796875,0.011444091796875,0.0,0.006103515625,0.0,0.0090837478637695,0.0,0.0111103057861328,0.026869773864746,0.0038933761185528,0.0045299530029296,0.496,1.424,0.0,0.0,118.448,7.488,8.464,0.0,37383.224,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072865936886611,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.0,0.013589859008789,0.013589859008789,0.0,0.0060240427652994,0.0,0.008392333984375,0.0,0.010840098063151,0.0277519226074218,0.0039021415006165,0.0045299530029296,0.496,1.424,0.0,0.0,117.192,12.008,11.968,0.0,41018.44,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074779987335205,0.0097990036010742,0.0102519989013671,0.0102519989013671,0.0,0.0145435333251953,0.0145435333251953,0.0,0.006270408630371,0.0,0.0081539154052734,0.0,0.010991096496582,0.0287055969238281,0.0039647942899293,0.0047683715820312,0.496,1.424,0.0,0.0,116.632,8.264,7.736,0.0,10819.032,0
