time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059616565704345,0.0081062316894531,0.0,0.0,0.0,0.0,0.0059127807617187,0.0,0.0,0.0074386596679687,0.0107288360595703,0.0073909759521484,0.0073909759521484,0.019693374633789,0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.00762939453125,0.00762939453125,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059437751770019,0.0078678131103515,0.0,0.0,0.0,0.0,0.0066280364990234,0.0,0.0,0.0081300735473632,0.0105142593383789,0.0069141387939453,0.0069141387939453,0.0257253646850585,0,0.496,0.0,1.36,0.0,112.0,8.264,7.736,0.0,0.0,0.0090599060058593,0.0090599060058593,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063493413832581,0.0090599060058593,0.0039542842115092,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0,0.496,0.0,1.424,0.0,143.152,0.0,0.0,0.0,2551.264,0.0107288360595703,0.0107288360595703,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061858352737047,0.0081062316894531,0.0069141387939453,0.0,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0,0.496,0.0,1.392,0.0,113.256,0.0,0.0,0.0,1.192,0.0073909759521484,0.0073909759521484,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063839243419134,0.0088214874267578,0.0045299530029296,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0,0.496,0.0,1.36,0.0,113.256,0.0,0.0,0.0,1.192,0.0071525573730468,0.0071525573730468,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060282501519895,0.0081062316894531,0.0053644180297851,0.0,0.0,0.0064373016357421,0.0061511993408203,0.0,0.0,0.0075340270996093,0.0102996826171875,0.0107288360595703,0.0107288360595703,0.0191211700439453,0,0.496,0.0,1.424,0.0,124.384,3.744,4.232,0.0,19.392,0.00762939453125,0.00762939453125,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059247016906738,0.0078916549682617,0.0,0.0,0.0,0.0,0.006723403930664,0.0,0.0,0.009918212890625,0.0102519989013671,0.0107288360595703,0.0107288360595703,0.0191688537597656,0,0.496,0.0,1.424,0.0,112.0,3.744,4.232,0.0,0.0,0.0069141387939453,0.0069141387939453,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060892105102539,0.0081300735473632,0.0,0.0,0.0,0.0,0.0066995620727539,0.0,0.0,0.0091075897216796,0.010991096496582,0.0088214874267578,0.0088214874267578,0.0257015228271484,0,0.496,0.0,1.36,0.0,112.0,8.264,7.736,0.0,0.0,0.0078678131103515,0.0078678131103515,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058948993682861,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0,0.496,0.0,1.36,0.0,112.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060855173597148,0.0081062316894531,0.0039464549014442,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0,0.496,0.0,1.36,0.0,132.768,0.0,0.0,0.0,2018.528,0.0116825103759765,0.0116825103759765,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061976968945555,0.0085830688476562,0.0041127204895019,0.0,0.0,0.0048398971557617,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0,0.496,0.0,1.424,0.0,113.256,0.0,0.0,0.0,204.208,0.0090599060058593,0.0090599060058593,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063032653201278,0.0081062316894531,0.0069141387939453,0.0,0.0,0.0069141387939453,0.0057220458984375,0.0,0.0,0.0072956085205078,0.0113487243652343,0.0083446502685546,0.0083446502685546,0.0219345092773437,0,0.496,0.0,1.36,0.0,113.256,3.744,4.232,0.0,1.192,0.0090599060058593,0.0090599060058593,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062534465125544,0.0078678131103515,0.0053644180297851,0.0,0.0,0.0058412551879882,0.0057697296142578,0.0,0.0,0.0071048736572265,0.0113487243652343,0.0109672546386718,0.0109672546386718,0.0223159790039062,0,0.496,0.0,1.36,0.0,116.32,3.744,4.232,0.0,4.528,0.0073909759521484,0.0073909759521484,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063818280059512,0.0083446502685546,0.0039803354363692,0.0,0.0,0.0045299530029296,0.0064611434936523,0.0,0.0,0.0086307525634765,0.0112295150756835,0.0092983245849609,0.0092983245849609,0.0256538391113281,0,0.496,0.0,1.424,0.0,127.016,8.264,7.736,0.0,3036.44,0.0085830688476562,0.0085830688476562,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066377630281211,0.0090599060058593,0.0039082539232471,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0,0.496,0.0,1.424,0.0,117.192,0.0,0.0,0.0,9152.776,0.0092983245849609,0.0092983245849609,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062937760234472,0.0085830688476562,0.0040065951463652,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0,0.496,0.0,1.424,0.0,117.08,0.0,0.0,0.0,2485.728,0.0085830688476562,0.0085830688476562,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061118602752685,0.0081062316894531,0.0064373016357421,0.0,0.0,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0094413757324218,0.0,0,1.344,0.0,2.24,0.0,112.0,0.0,0.0,0.0,4.488,0.0075578689575195,0.0063180923461914,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062925898613621,0.0085830688476562,0.0050067901611328,0.0,0.0,0.0050067901611328,0.0059127807617187,0.0,0.0,0.0072956085205078,0.0130176544189453,0.0109672546386718,0.0109672546386718,0.024271011352539,0,0.496,0.0,1.36,0.0,113.256,3.744,4.232,0.0,1.192,0.0092983245849609,0.0092983245849609,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006234467919193,0.0090599060058593,0.0054836273193359,0.0,0.0,0.0054836273193359,0.0070095062255859,0.0,0.0,0.0096321105957031,0.0126838684082031,0.0078678131103515,0.0078678131103515,0.0247478485107421,0,0.496,0.0,1.36,0.0,113.256,3.744,4.232,0.0,1.192,0.00762939453125,0.00762939453125,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062733161740186,0.0084877014160156,0.0040318953429217,0.0,0.0,0.0047683715820312,0.0064902835422092,0.0,0.0,0.0086784362792968,0.0110322778875177,0.0119209289550781,0.0119209289550781,0.0274181365966796,0,0.496,0.0,1.36,0.0,134.024,8.792,7.208,0.0,1924.024,0.0069141387939453,0.0069141387939453,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063447809931057,0.0083446502685546,0.0041666485014415,0.0,0.0,0.0051736831665039,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0,0.496,0.0,1.424,0.0,117.192,0.0,0.0,0.0,832.144,0.0071525573730468,0.0071525573730468,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059486028566882,0.0081062316894531,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0,0.496,0.0,1.392,0.0,116.968,0.0,0.0,0.0,4.68,0.0078678131103515,0.0078678131103515,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068453413930105,0.0088214874267578,0.0039485430625414,0.0151395797729492,0.013589859008789,0.0047683715820312,0.0,0.0156164169311523,0.0149250030517578,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0,0.496,1.696,1.424,1.696,117.192,0.0,0.0,0.0,13343.512,0.0123977661132812,0.0123977661132812,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065926888688879,0.0090599060058593,0.0039664181795987,0.0,0.0,0.0047683715820312,0.0056028366088867,0.0,0.0,0.0056982040405273,0.0143845876057942,0.0133514404296875,0.0133514404296875,0.0249385833740234,0,0.496,0.0,1.424,0.0,117.192,2.688,1.12,0.0,5700.384,0.0121593475341796,0.0121593475341796,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006219047812087,0.0081062316894531,0.0045299530029296,0.0,0.0,0.0045299530029296,0.0065962473551432,0.0,0.0,0.0088214874267578,0.0064373016357421,0.0171661376953125,0.0171661376953125,0.0077724456787109,0,0.496,0.0,1.392,0.0,113.256,1.056,3.112,0.0,1.192,0.0123977661132812,0.0123977661132812,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062951900688885,0.0085830688476562,0.0065167744954427,0.0,0.0,0.0071048736572265,0.0061988830566406,0.0,0.0,0.0079631805419921,0.0117778778076171,0.0081062316894531,0.0081062316894531,0.0233173370361328,0,0.496,0.0,1.36,0.0,123.64,3.744,4.232,0.0,11.704,0.0078678131103515,0.0078678131103515,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006075522199792,0.0078678131103515,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0062227249145507,0.0,0.0,0.0086069107055664,0.0105857849121093,0.0081062316894531,0.0081062316894531,0.0258445739746093,0,0.496,0.0,1.424,0.0,113.256,8.264,7.736,0.0,1.192,0.0100135803222656,0.0100135803222656,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061443196007268,0.0085830688476562,0.0066757202148437,0.0,0.0,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0,0.496,0.0,1.424,0.0,117.192,0.0,0.0,0.0,5.256,0.0085830688476562,0.0085830688476562,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062685201663782,0.0087976455688476,0.0041651438517742,0.0,0.0,0.0049591064453124,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0,0.496,0.0,1.36,0.0,122.384,0.0,0.0,0.0,853.512,0.0071525573730468,0.0071525573730468,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006636576866036,0.0090599060058593,0.0039756677712604,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0,0.496,0.0,1.424,0.0,117.192,0.0,0.0,0.0,6290.48,0.0081062316894531,0.0081062316894531,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063127546168085,0.0085830688476562,0.0039926215783873,0.0,0.0,0.0050067901611328,0.0060558319091796,0.0,0.0,0.0077247619628906,0.0102043151855468,0.0069141387939453,0.0069141387939453,0.0193119049072265,0,0.496,0.0,1.424,0.0,117.192,3.744,4.232,0.0,2097.048,0.0081062316894531,0.0081062316894531,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061339671068852,0.0085830688476562,0.0046336132547129,0.0,0.0,0.0059127807617187,0.0066280364990234,0.0,0.0,0.0086784362792968,0.0128746032714843,0.0145435333251953,0.0145435333251953,0.0255584716796875,0,0.496,0.0,1.392,0.0,115.856,3.744,4.232,0.0,134.36,0.00762939453125,0.00762939453125,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067016865947459,0.0095367431640625,0.0041638390492584,0.0,0.0,0.0050067901611328,0.0066518783569335,0.0,0.0,0.0091314315795898,0.010991096496582,0.0069141387939453,0.0069141387939453,0.0286102294921875,0,0.496,0.0,1.424,0.0,115.6,8.264,7.736,0.0,2639.192,0.0090599060058593,0.0090599060058593,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061386882668674,0.0081062316894531,0.004540319028108,0.0,0.0,0.0060558319091796,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0,0.496,0.0,1.424,0.0,115.6,0.0,0.0,0.0,187.928,0.0126361846923828,0.0126361846923828,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063574314117431,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0,0.496,0.0,1.424,0.0,112.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060534477233886,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0,0.496,0.0,1.36,0.0,112.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061070919036865,0.0083446502685546,0.0,0.0,0.0,0.0,0.0060558319091796,0.0,0.0,0.0077724456787109,0.01068115234375,0.0081062316894531,0.0081062316894531,0.0201702117919921,0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.0073909759521484,0.0073909759521484,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060462951660156,0.0078916549682617,0.0,0.0,0.0,0.0,0.0061511993408203,0.0,0.0,0.0079154968261718,0.0111579895019531,0.011444091796875,0.011444091796875,0.0207424163818359,0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.011444091796875,0.011444091796875,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060956869552384,0.0081062316894531,0.0090599060058593,0.0,0.0,0.0090599060058593,0.0064611434936523,0.0,0.0,0.0085115432739257,0.010848045349121,0.0085830688476562,0.0085830688476562,0.0257730484008789,0,0.496,0.0,1.36,0.0,113.256,8.264,7.736,0.0,1.192,0.011444091796875,0.011444091796875,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059225072908164,0.0078678131103515,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0,0.496,0.0,1.36,0.0,113.256,0.0,0.0,0.0,1.192,0.0095367431640625,0.0095367431640625,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061658349367651,0.008559226989746,0.0049471855163574,0.0,0.0,0.0070571899414062,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0,0.496,0.0,1.36,0.0,118.448,0.0,0.0,0.0,31.52,0.0078678131103515,0.0078678131103515,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060832500457763,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0,0.496,0.0,1.424,0.0,112.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059592783154539,0.0083446502685546,0.0075101852416992,0.0,0.0,0.0102758407592773,0.0073909759521484,0.0,0.0,0.0099658966064453,0.011444091796875,0.0107288360595703,0.0107288360595703,0.0216960906982421,0,0.496,0.0,1.36,0.0,117.192,3.744,4.232,0.0,17.456,0.0107288360595703,0.0107288360595703,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006190579922045,0.0083446502685546,0.0042915344238281,0.0,0.0,0.005340576171875,0.0060081481933593,0.0,0.0,0.0076770782470703,0.0108242034912109,0.0116825103759765,0.0116825103759765,0.0197887420654296,0,0.496,0.0,1.424,0.0,117.192,3.744,4.232,0.0,52.712,0.0102519989013671,0.0102519989013671,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060681000496577,0.0085830688476562,0.0042073866900275,0.0,0.0,0.0050067901611328,0.0059127807617187,0.0,0.0,0.0081539154052734,0.0110626220703125,0.0121593475341796,0.0121593475341796,0.0255584716796874,0,0.496,0.0,1.424,0.0,143.152,8.264,7.736,0.0,1066.512,0.0054836273193359,0.0054836273193359,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070947231632648,0.009775161743164,0.0040551176799835,0.0,0.0,0.0047683715820312,0.0069777170817057,0.0,0.0,0.0088214874267578,0.0100612640380859,0.0112056732177734,0.0112056732177734,0.0235557556152343,0,0.496,0.0,1.424,0.0,118.448,10.776,11.312,0.0,10249.368,0.0100135803222656,0.0100135803222656,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073307811623752,0.009775161743164,0.0040713537054366,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0152587890625,0.0152587890625,0.0,0,0.496,0.0,1.424,0.0,118.448,0.0,0.0,0.0,12237.424,0.0095367431640625,0.0095367431640625,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072599637626421,0.0100135803222656,0.0041235989037575,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0,0.496,0.0,1.424,0.0,118.448,0.0,0.0,0.0,8383.616,0.0109672546386718,0.0109672546386718,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072960829853418,0.0100135803222656,0.0040712685936848,0.0,0.0,0.0047683715820312,0.0062465667724609,0.0,0.0,0.0078201293945312,0.0107288360595703,0.0143051147460937,0.016021728515625,0.0198841094970703,0,1.344,0.0,2.272,0.0,117.192,3.744,4.232,0.0,11218.224,0.008249282836914,0.0069141387939453,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070742706754314,0.0100135803222656,0.0041232763054208,0.0,0.0,0.0047683715820312,0.0061511993408203,0.0,0.0,0.0078678131103515,0.0117301940917968,0.0162124633789062,0.0162124633789062,0.0207424163818359,0,0.496,0.0,1.424,0.0,117.192,3.744,4.232,0.0,6292.696,0.0123977661132812,0.0123977661132812,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068414211273193,0.0095367431640625,0.0040718215577145,0.0,0.0,0.0047683715820312,0.006103515625,0.0,0.0,0.0084638595581054,0.0105857849121093,0.009775161743164,0.009775161743164,0.0248908996582031,0,0.496,0.0,1.424,0.0,112.0,8.264,7.736,0.0,6541.952,0.0085830688476562,0.0085830688476562,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006761881384519,0.0088214874267578,0.004121981768969,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0171661376953125,0.0171661376953125,0.0,0,0.496,0.0,1.424,0.0,122.384,0.0,0.0,0.0,3690.736,0.0071525573730468,0.0071525573730468,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070935428732692,0.0095129013061523,0.0041639076844426,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0,0.496,0.0,1.424,0.0,118.448,0.0,0.0,0.0,8428.144,0.011444091796875,0.011444091796875,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073850745021706,0.0097513198852539,0.004129862722432,0.0120401382446289,0.0126361846923828,0.0047683715820312,0.0,0.0142335891723632,0.0137805938720703,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0,0.496,1.696,1.424,1.696,118.448,0.0,0.0,0.0,8911.816,0.0126361846923828,0.0126361846923828,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069105979239586,0.0095367431640625,0.0040912192706103,0.0,0.0,0.0047683715820312,0.006723403930664,0.0,0.0,0.008249282836914,0.0111579895019531,0.0,0.0,0.0209808349609375,0,0.0,0.0,1.424,0.0,118.448,3.744,4.232,0.0,9473.224,1045.907497406006,1045.907497406006,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069856643676757,0.009322166442871,0.0040740388186238,0.0,0.0,0.0045299530029296,0.0060081481933593,0.0,0.0,0.0074386596679687,0.010538101196289,0.0121593475341796,0.0121593475341796,0.0194549560546875,1,0.496,0.0,2.48,0.0,112.0,3.744,4.232,0.0,7410.664,0.0162124633789062,0.0162124633789062,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060102832851125,0.0083446502685546,0.0078678131103515,0.0,0.0,0.009012222290039,0.0063180923461914,0.0,0.0,0.0086069107055664,0.0116348266601562,0.0145435333251953,0.0145435333251953,0.0273466110229492,0,0.496,0.0,2.24,0.0,115.672,8.264,7.736,50.0,6.768,0.0102519989013671,0.0102519989013671,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060367584228515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0,0.496,0.0,1.424,0.0,112.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059664249420166,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.008392333984375,0.0,0,1.344,0.0,2.208,0.0,112.0,0.0,0.0,0.0,0.0,0.0089883804321289,0.008702278137207,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060956869552384,0.0083446502685546,0.0088214874267578,0.0,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.36,0.0,113.256,0.0,0.0,0.0,1.192,145805.91917037964,145805.91917037964,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060446819855799,0.0081062316894531,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0065326690673828,0.0,0.0,0.0085830688476562,0.0105857849121093,0.0,0.0,0.0201702117919921,1,0.0,0.0,2.352,0.0,113.256,3.744,4.232,0.0,1.192,144769.01960372925,144769.01960372925,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059153903183059,0.00762939453125,0.005960464477539,0.0,0.0,0.005960464477539,0.0062465667724609,0.0,0.0,0.0080108642578125,0.0109195709228515,0.0,0.0,0.0209808349609375,0,0.0,0.0,1.84,0.0,113.256,3.744,4.232,100.0,1.192,0.0,0.0,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061690807342529,0.0083446502685546,0.0,0.0,0.0,0.0,0.0059843063354492,0.0,0.0,0.0083446502685546,0.0102758407592773,0.0,0.0,0.0248432159423828,1,0.0,0.0,4.336,0.0,112.0,8.264,7.736,0.0,0.0,142720.02005577087,142720.02005577087,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060236454010009,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062274932861328,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.832,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
