time_seconds,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061023235321044,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062775611877441,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060351926888992,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0071525573730468,0.0047683715820312,0.0071525573730468,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061288994936207,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0119209289550781,0.0090599060058593,0.0119209289550781,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060601020926859,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0073909759521484,0.0050067901611328,0.0073909759521484,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063423971527988,0.0089406967163085,0.0090599060058593,0.0071525573730468,0.0,0.0,0.0,0.0,0.0104904174804687,0.0039751424729449,0.0108718872070312,0.0047683715820312,0.0,0.0,0.0,0.0,1.344,2.272,1.0,0.0,0.0,143.152,0.0,0.0,100.0,1735.816,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060558319091796,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061893463134765,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0069141387939453,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061285495758056,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0100135803222656,0.0,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059687676121346,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0133514404296875,0.0050067901611328,0.0133514404296875,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061502504111522,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0095367431640625,0.0102519989013671,0.0095367431640625,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067148807544063,0.0093936920166015,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.013589859008789,0.0039367472038175,0.013589859008789,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,144.408,0.0,0.0,100.0,13153.784,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060808658599853,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.009775161743164,0.0039935111999511,0.009775161743164,0.0046253204345703,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,112.0,0.0,0.0,100.0,216.272,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059770707467302,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0042915344238281,0.00762939453125,0.00762939453125,0.0042915344238281,0.0088214874267578,0.0078678131103515,0.0088214874267578,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.848,0.848,115.032,0.0,0.0,100.0,2.744,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060725212097167,0.0081062316894531,0.00762939453125,0.00762939453125,0.0102519989013671,0.0066757202148437,0.0066757202148437,0.0102519989013671,0.0090599060058593,0.0,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.848,0.848,112.0,0.0,0.0,100.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060689449310302,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061774253845214,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006319871589319,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0159740447998046,0.0073909759521484,0.0159740447998046,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064902835422092,0.0090599060058593,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0181198120117187,0.0039940861643702,0.0181198120117187,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,144.408,0.0,0.0,100.0,3345.416,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063145514762047,0.0090360641479492,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0095367431640625,0.0041339357020491,0.0095367431640625,0.005340576171875,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,118.448,0.0,0.0,100.0,629.56,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006411075592041,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0104904174804687,0.0056028366088867,0.0104904174804687,0.0058889389038085,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,100.0,6.128,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060200691223144,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0116825103759765,0.0,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061929816066628,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0112056732177734,0.0040444144367301,0.0112056732177734,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,122.384,0.0,0.0,100.0,1527.08,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060212612152099,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0121593475341796,0.0,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062439572158737,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.006723403930664,0.0069141387939453,0.0086307525634765,0.0072956085205078,0.0126361846923828,0.0083446502685546,0.0126361846923828,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,1.0,10.352,6.72,113.256,0.0,0.0,100.0,1.192,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006413927265242,0.0088214874267578,0.009775161743164,0.009775161743164,0.0068545341491699,0.005960464477539,0.006866455078125,0.0088214874267578,0.0085830688476562,0.0039192256081867,0.0085830688476562,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,1.0,14.24,4.032,128.832,0.0,0.0,100.0,4509.504,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062985206717875,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.00762939453125,0.0054836273193359,0.00762939453125,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069787349606969,0.0097274780273437,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0054836273193359,0.0054836273193359,0.0073909759521484,0.0100135803222656,0.0039106491759069,0.0100135803222656,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.784,0.848,127.576,0.0,0.0,100.0,10917.48,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062297232708527,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0066757202148437,0.0086724758148193,0.0110626220703125,0.0089645385742187,0.0092983245849609,0.0,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,12.864,21.504,112.496,0.0,0.0,100.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062048435211181,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.00762939453125,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061631202697753,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0164508819580078,0.0,0.0164508819580078,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068116188049316,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0138282775878906,0.0085830688476562,0.0138282775878906,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,112.696,0.0,0.0,100.0,1.192,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069177150726318,0.0086069107055664,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0083446502685546,0.0045299530029296,0.0083446502685546,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,112.696,0.0,0.0,100.0,1.192,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068453413930105,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0128746032714843,0.0047683715820312,0.0128746032714843,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067305564880371,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0116825103759765,0.0,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066351890563964,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0061988830566406,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067007541656494,0.0083446502685546,0.0073671340942382,0.0072717666625976,0.0,0.0,0.0,0.0,0.0122785568237304,0.0,0.0129461288452148,0.0,0.0,0.0,0.0,0.0,1.344,2.624,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068509578704833,0.0086069107055664,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0095367431640625,0.0,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068785539313928,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0133514404296875,0.009775161743164,0.0133514404296875,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067563792366293,0.0085830688476562,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0157356262207031,0.0061988830566406,0.0157356262207031,0.0061988830566406,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006907228110493,0.0089168548583984,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0176429748535156,0.0039685567220052,0.0176429748535156,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.776,2.0,0.0,0.0,144.408,0.0,0.0,100.0,4166.216,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071752071380615,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0092983245849609,0.003911454581359,0.0092983245849609,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,112.0,0.0,0.0,100.0,4916.368,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067329406738281,0.0078916549682617,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.00762939453125,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069802350336962,0.0092744827270507,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0123977661132812,0.0040410221486851,0.0123977661132812,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,120.224,0.0,0.0,100.0,1492.96,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066518783569335,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0145435333251953,0.0,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006852458365521,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.00762939453125,0.0081062316894531,0.00762939453125,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.776,2.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066935126461199,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0083446502685546,0.0045299530029296,0.0083446502685546,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068999048489243,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0064373016357421,0.0081062316894531,0.0064373016357421,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066661834716796,0.0083923339843749,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066471099853515,0.0083684921264648,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.776,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066282737314404,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061988830566406,0.0083446502685546,0.0079154968261718,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,117.192,0.0,0.0,100.0,15.408,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066268444061279,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069188834422856,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0071525573730468,0.0045299530029296,0.0071525573730468,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067682408574801,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.011444091796875,0.0061988830566406,0.011444091796875,0.0061988830566406,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067540243560192,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.009775161743164,0.0044372346666124,0.009775161743164,0.006270408630371,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,128.832,0.0,0.0,100.0,196.016,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068066166896446,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0088214874267578,0.0044089097243088,0.0088214874267578,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,131.376,0.0,0.0,100.0,624.808,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069449790081574,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0090599060058593,0.0044107437133789,0.0090599060058593,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,114.728,0.0,0.0,100.0,608.816,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006723166698247,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0078678131103515,0.0058809916178385,0.0078678131103515,0.0067710876464843,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,114.84,0.0,0.0,100.0,7.848,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068702507967972,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0138282775878906,0.0044392867827079,0.0138282775878906,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,117.192,0.0,0.0,100.0,635.912,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068775498040831,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0122785568237304,0.0118017196655273,0.0138044357299804,0.0140905380249023,0.0138282775878906,0.0040283297548199,0.0138282775878906,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.84,1.0,1.696,1.696,118.448,0.0,0.0,100.0,2116.08,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072604981227893,0.0095367431640625,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0109672546386718,0.0038996300927858,0.0109672546386718,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,113.256,0.0,0.0,100.0,8671.44,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071760468882292,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0071525573730468,0.003899093222829,0.0071525573730468,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,123.64,0.0,0.0,100.0,10189.872,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075356877265284,0.0095367431640625,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0145435333251953,0.0039542922887229,0.0145435333251953,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,117.192,0.0,0.0,100.0,9445.112,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070351273266237,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.009775161743164,0.0040604744428469,0.009775161743164,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,115.4,0.0,0.0,100.0,1627.152,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067967087475221,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0140666961669921,0.0045597553253173,0.0140666961669921,0.0061750411987304,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,115.112,0.0,0.0,100.0,74.512,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069200696043707,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0121593475341796,0.0049352645874023,0.0121593475341796,0.0064373016357421,0.0,0.0,0.0,0.0,0.496,1.84,1.0,0.0,0.0,114.264,0.0,0.0,100.0,151.792,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071195092531714,0.0090360641479492,0.0071048736572265,0.005960464477539,0.0,0.0,0.0,0.0,0.0134706497192382,0.0040333905665994,0.0147104263305664,0.0050067901611328,0.0,0.0,0.0,0.0,1.344,2.688,0.0,0.0,0.0,115.616,0.0,0.0,100.0,2850.56,1
