time_seconds,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064076475836151,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0112056732177734,0.0039632949564192,0.0112056732177734,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.584,0.0,0.0,0.0,6259.264,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071964453701949,0.009775161743164,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0176429748535156,0.0039272104637532,0.0176429748535156,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,28183.616,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074562148668279,0.009775161743164,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0123977661132812,0.003910650672268,0.0123977661132812,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,35686.456,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074253746526158,0.0100135803222656,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0185966491699218,0.00391413059452,0.0185966491699218,0.0045299530029296,0.0061511993408203,0.0076770782470703,0.0118255615234375,0.022125244140625,0.496,1.424,0.0,0.0,0.0,117.192,3.744,4.232,0.0,25770.056,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074417284219571,0.0100135803222656,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0150203704833984,0.0039080435247043,0.0150203704833984,0.0045299530029296,0.0063896179199218,0.0082015991210937,0.0113487243652343,0.0211715698242187,0.496,1.424,0.0,0.0,0.0,118.448,3.744,4.232,0.0,39672.544,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069165111181154,0.009775161743164,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0131130218505859,0.0040499369303385,0.0131130218505859,0.0047922134399414,0.0062783559163411,0.0070571899414062,0.0111839988014914,0.0224113464355468,0.496,1.424,0.0,0.0,0.0,113.256,8.792,7.208,0.0,1547.248,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064102886932824,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0138282775878906,0.0039648904674378,0.0138282775878906,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,123.64,0.0,0.0,0.0,4877.76,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062537193298339,0.0083446502685546,0.0082731246948242,0.0079870223999023,0.0,0.0,0.0,0.0,0.0113248825073242,0.0,0.013899803161621,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058371036206904,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0121593475341796,0.0092983245849609,0.0121593475341796,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,116.12,0.0,0.0,0.0,3.832,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062513351440429,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0062465667724609,0.0078201293945312,0.0123023986816406,0.0236034393310546,0.496,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060606002807617,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0069141387939453,0.0,0.0069141387939453,0.0,0.0064849853515625,0.0087738037109375,0.0111103057861328,0.0208377838134765,0.496,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060731498756218,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0131130218505859,0.0050067901611328,0.0131130218505859,0.0050067901611328,0.0061750411987304,0.0085830688476562,0.010848045349121,0.0256061553955078,0.496,1.36,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060619694171565,0.0083208084106445,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0123977661132812,0.005960464477539,0.0123977661132812,0.0072956085205078,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,118.448,0.0,0.0,0.0,6.944,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062154893258317,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0116825103759765,0.0100135803222656,0.0116825103759765,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060343742370605,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0090599060058593,0.0,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061225891113281,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0131130218505859,0.0,0.0131130218505859,0.0,0.0064373016357421,0.0080108642578125,0.0123023986816406,0.0239849090576171,0.496,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060570240020751,0.0081539154052734,0.0073909759521484,0.0073909759521484,0.0149011611938476,0.0170469284057617,0.0221014022827148,0.0203371047973632,0.005960464477539,0.0,0.005960464477539,0.0,0.0066280364990234,0.0094890594482421,0.0108718872070312,0.0200271606445312,0.496,1.36,0.0,1.696,1.696,112.0,3.744,4.232,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060260295867919,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0100135803222656,0.0,0.0100135803222656,0.0,0.0070995754665798,0.0101089477539062,0.0102736733176491,0.0259876251220703,0.496,1.36,0.0,0.0,0.0,112.0,8.792,7.208,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059130179941357,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0109672546386718,0.00762939453125,0.0109672546386718,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006247515702129,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0104904174804687,0.0050067901611328,0.0104904174804687,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059011563732849,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0126361846923828,0.0045299530029296,0.0126361846923828,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00621297676575,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0071525573730468,0.005960464477539,0.0071525573730468,0.0077247619628906,0.0068187713623046,0.008249282836914,0.0119686126708984,0.0218868255615234,0.496,1.36,0.0,0.0,0.0,124.776,3.744,4.232,0.0,35.96,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061612998323487,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0152587890625,0.004202127456665,0.0152587890625,0.0051736831665039,0.0062465667724609,0.0081062316894531,0.0110149383544921,0.020599365234375,0.496,1.424,0.0,0.0,0.0,127.576,3.744,4.232,0.0,654.896,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060987472534179,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0076889991760253,0.01068115234375,0.0107089678446451,0.0229358673095703,0.496,1.392,0.0,0.0,0.0,112.0,9.32,6.68,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060677528381347,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063139407788936,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0071525573730468,0.0081062316894531,0.0071525573730468,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006190538406372,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0140666961669921,0.0057220458984375,0.0140666961669921,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.696,0.0,0.0,0.0,1.192,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060980592794086,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0066757202148437,0.0083446502685546,0.0064849853515625,0.0081062316894531,0.0120162963867187,0.0227928161621093,0.496,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061333179473876,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0,0.0064373016357421,0.0078678131103515,0.0117301940917968,0.0219345092773437,0.496,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064407737509718,0.0089406967163085,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0116825103759765,0.0038894854093852,0.0116825103759765,0.0045299530029296,0.007176399230957,0.0092983245849609,0.010538101196289,0.0225782394409179,0.496,1.424,0.0,0.0,0.0,143.152,8.264,7.736,0.0,10938.896,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061668566803434,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.011444091796875,0.0039339065551757,0.011444091796875,0.0043630599975585,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,205.456,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061678886413574,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.013589859008789,0.0,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061099209002594,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0100135803222656,0.0050067901611328,0.0100135803222656,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060233310680484,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0073909759521484,0.0052452087402343,0.0073909759521484,0.0052452087402343,0.0060081481933593,0.00762939453125,0.01068115234375,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062534465125544,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0109672546386718,0.0083446502685546,0.0109672546386718,0.0083446502685546,0.0061511993408203,0.0077247619628906,0.0106334686279296,0.0199317932128906,0.496,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006113052368164,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0,0.0069856643676757,0.0101804733276367,0.0112771987915039,0.0246524810791015,0.496,1.36,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064051151275634,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059401988983154,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006033182144165,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0104904174804687,0.0,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063070436803306,0.0090599060058593,0.0077724456787109,0.0064373016357421,0.0,0.0,0.0,0.0,0.0123977661132812,0.0044044695402446,0.01373291015625,0.0061035156249999,0.0060558319091796,0.0076770782470703,0.012826919555664,0.0246047973632812,1.344,2.208,0.0,0.0,0.0,134.024,3.744,4.232,0.0,177.56,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065336086479901,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0092983245849609,0.0039777536501829,0.0092983245849609,0.0047683715820312,0.006866455078125,0.0092506408691406,0.0108242034912109,0.0197887420654296,0.496,1.424,0.0,0.0,0.0,123.64,3.744,4.232,0.0,1949.648,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064325804757599,0.0092983245849609,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0090599060058593,0.0039785267920467,0.0090599060058593,0.0047683715820312,0.007176399230957,0.0114202499389648,0.0108957290649414,0.0251293182373046,0.496,1.424,0.0,0.0,0.0,118.448,8.264,7.736,0.0,1924.728,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063371658325195,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0123977661132812,0.0,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063298952461469,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0126361846923828,0.0042511866642878,0.0126361846923828,0.0052452087402343,0.0064690907796223,0.009012222290039,0.0102837880452473,0.0200748443603515,0.496,1.424,0.0,0.0,0.0,122.384,10.776,11.312,0.0,674.344,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060534477233886,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0133514404296875,0.0,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006096703665597,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0128746032714843,0.0040269877812633,0.0128746032714843,0.0045299530029296,0.0061511993408203,0.0077724456787109,0.0107288360595703,0.0202178955078125,0.496,1.36,0.0,0.0,0.0,127.576,3.744,4.232,0.0,1629.376,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00640646142153,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0083446502685546,0.0078678131103515,0.0083446502685546,0.0078678131103515,0.0063419342041015,0.0083446502685546,0.01068115234375,0.0190258026123046,0.496,1.424,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061585535457478,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0127553939819335,0.0128746032714843,0.0147819519042968,0.0162839889526367,0.0092983245849609,0.0081062316894531,0.0092983245849609,0.0081062316894531,0.0059843063354492,0.0081539154052734,0.0109434127807617,0.0251293182373046,0.496,1.36,0.0,1.696,1.696,113.256,8.264,7.736,0.0,1.192,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006190579922045,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0104904174804687,0.0045299530029296,0.0104904174804687,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062322616577148,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0092983245849609,0.0,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059950351715087,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061714649200439,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0,0.0066280364990234,0.0088691711425781,0.0110626220703125,0.0204086303710937,0.496,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061799044632793,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0073909759521484,0.0104904174804687,0.0073909759521484,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,115.496,0.0,0.0,100.0,3.208,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061573673836627,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0102519989013671,0.0047683715820312,0.0102519989013671,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006377993531488,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0078678131103515,0.0083446502685546,0.0078678131103515,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006162112032003,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0069141387939453,0.009775161743164,0.0069141387939453,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065646125274954,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0073909759521484,0.0039253312162111,0.0073909759521484,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,143.152,0.0,0.0,100.0,10993.128,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066780925390139,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0143051147460937,0.0039538777142196,0.0143051147460937,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.424,1.0,0.0,0.0,117.192,0.0,0.0,100.0,6500.472,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064718723297119,0.0090599060058593,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0100135803222656,0.003904104232788,0.0100135803222656,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,100.0,3400.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061476230621337,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0102519989013671,0.0,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063192610647164,0.0089883804321289,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0092983245849609,0.0040040697370256,0.0092983245849609,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,128.832,0.0,0.0,100.0,3677.152,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006247515702129,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0119209289550781,0.0040155696117971,0.0119209289550781,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,113.256,0.0,0.0,100.0,2758.208,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063339477689395,0.0087738037109375,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0131130218505859,0.0040707764802155,0.0131130218505859,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,123.64,0.0,0.0,100.0,1132.352,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060975551605224,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0073909759521484,0.004132588704427,0.0073909759521484,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,100.0,223.352,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062394142150878,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0102519989013671,0.0,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.496,1.392,1.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
