time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062951900688885,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0,0.0071525573730468,0.0,0.0,0.0,0.0097274780273437,0.010538101196289,0.01983642578125,0.003894855236185,0.0045299530029296,0.496,1.392,0.0,0.0,4.232,3.744,123.64,0.0,1299.424,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063511404660668,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0126361846923828,0.0126361846923828,0.0,0.005960464477539,0.0,0.0,0.0,0.008249282836914,0.01068115234375,0.0262737274169921,0.0040402283539643,0.0050067901611328,0.496,1.424,0.0,0.0,11.968,12.008,117.12,0.0,1913.144,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068232564642877,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0193119049072265,0.0193119049072265,0.0,0.0067710876464843,0.0,0.0,0.0,0.0092029571533203,0.0113487243652343,0.0208854675292968,0.0039199103227993,0.0045299530029296,0.496,1.424,0.0,0.0,4.232,3.744,117.12,0.0,10573.856,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066472523248017,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0066280364990234,0.0,0.0,0.0,0.0091791152954101,0.0105857849121093,0.0265836715698242,0.0043769677480061,0.0050306320190429,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,895.584,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066578388214111,0.0081300735473632,0.0088214874267578,0.0088214874267578,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004479225645674,0.0058174133300781,0.496,1.424,0.0,0.0,0.0,0.0,116.632,0.0,363.384,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071086693758988,0.0100135803222656,0.0107288360595703,0.0107288360595703,0.0104904174804687,0.0104904174804687,0.0,0.0058174133300781,0.0,0.0,0.0,0.0074386596679687,0.0107765197753906,0.0209331512451171,0.0038983377798125,0.0045299530029296,0.496,1.424,0.0,0.0,4.232,3.744,115.16,0.0,17721.544,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060933146310682,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0126361846923828,0.0126361846923828,0.0,0.0058174133300781,0.0,0.0,0.0,0.0072479248046875,0.010538101196289,0.0199794769287109,0.0046766721285306,0.0059127807617187,0.496,1.424,0.0,0.0,4.232,3.744,115.16,0.0,96.936,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060206592673122,0.0080823898315429,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0063101450602213,0.0,0.0,0.0,0.0083446502685546,0.010840098063151,0.026559829711914,0.0041806420614553,0.0050067901611328,0.496,1.392,0.0,0.0,11.968,12.008,118.448,0.0,1192.44,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061882604466806,0.008559226989746,0.0081062316894531,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0058650970458984,0.0,0.0,0.0,0.0073432922363281,0.0102996826171875,0.0194072723388671,0.0047683715820312,0.0054836273193359,0.496,1.424,0.0,0.0,4.232,3.744,116.736,0.0,21.872,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061811787067073,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0116825103759765,0.0116825103759765,0.0066757202148437,0.006103515625,0.0079870223999023,0.0105619430541992,0.0074386596679687,0.0081300735473632,0.0103712081909179,0.0241518020629882,0.0041649404880219,0.0052452087402343,0.496,1.424,1.696,1.696,7.736,8.264,115.552,0.0,1245.976,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060494266339202,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047286351521809,0.0072240829467773,0.496,1.392,0.0,0.0,0.0,0.0,114.584,0.0,169.104,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066982572944603,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.011444091796875,0.011444091796875,0.0,0.0063419342041015,0.0,0.0,0.0,0.008392333984375,0.010538101196289,0.019693374633789,0.0039357405442457,0.0047683715820312,0.496,1.424,0.0,0.0,4.232,3.744,115.352,0.0,7118.208,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064242538528062,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.0,0.006866455078125,0.0,0.0,0.0,0.008392333984375,0.0114917755126953,0.0224113464355468,0.0042915344238281,0.005507469177246,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,281.824,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069570541381835,0.009322166442871,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0,0.006028584071568,0.0,0.0,0.0,0.0084400177001953,0.0104308128356933,0.0251531600952148,0.0039964108853726,0.0047683715820312,0.496,1.392,0.0,0.0,11.44,12.536,114.28,0.0,7190.528,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070144634435672,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0169277191162109,0.0169277191162109,0.0,0.0063896179199218,0.0,0.0,0.0,0.0084877014160156,0.0119209289550781,0.0224113464355468,0.0040406113737946,0.0047683715820312,0.496,1.424,0.0,0.0,4.232,3.744,117.12,0.0,5750.672,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006095017537032,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.0,0.0061273574829101,0.0,0.0,0.0,0.0083684921264648,0.0116825103759765,0.0301837921142578,0.0042170286178588,0.0052452087402343,0.496,1.424,0.0,0.0,7.736,8.264,118.448,0.0,327.6,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060411234993246,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064597271456576,0.009012222290039,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0083446502685546,0.0,0.0060081481933593,0.0,0.0,0.0,0.0076770782470703,0.0101566314697265,0.0191211700439453,0.0038806015883034,0.0045299530029296,0.496,1.424,0.0,0.0,4.232,3.744,120.032,0.0,16768.224,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006363759586467,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0,0.006866455078125,0.0,0.0,0.0,0.0084877014160156,0.0108242034912109,0.0207424163818359,0.004955700465611,0.0059843063354492,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,50.896,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058746337890625,0.0078916549682617,0.0095367431640625,0.0095367431640625,0.0147819519042968,0.0147819519042968,0.0,0.0061353047688802,0.0,0.0,0.0,0.0087261199951171,0.0107606252034505,0.0268459320068359,0.0,0.0,0.496,1.392,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0083446502685546,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0068187713623046,0.0,0.0,0.0,0.0082969665527343,0.0109195709228515,0.0208377838134765,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060142255296894,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.009775161743164,0.009775161743164,0.0,0.0061273574829101,0.0,0.0,0.0,0.0081539154052734,0.0109434127807617,0.0251531600952148,0.0042855739593505,0.0054836273193359,0.496,1.424,0.0,0.0,7.736,8.264,122.352,0.0,389.552,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061799984167117,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005275011062622,0.0060558319091796,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,38.896,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063865491659334,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0138282775878906,0.0138282775878906,0.0,0.0065803527832031,0.0,0.0,0.0,0.0088214874267578,0.0109672546386718,0.020599365234375,0.0043332576751708,0.0048637390136718,0.496,1.424,0.0,0.0,4.232,3.744,115.52,0.0,387.792,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0,0.0056743621826171,0.0,0.0,0.0,0.0071048736572265,0.0111579895019531,0.0218391418457031,0.0043392181396484,0.0049591064453125,0.496,1.424,0.0,0.0,4.232,3.744,115.16,0.0,31.336,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067030019428006,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0,0.0061670939127604,0.0,0.0,0.0,0.0088691711425781,0.0112851460774739,0.0284194946289062,0.0038864630595863,0.0045299530029296,0.496,1.36,0.0,0.0,11.968,12.008,117.192,0.0,9011.632,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061047077178955,0.0083446502685546,0.00762939453125,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0,0.0057697296142578,0.0,0.0,0.0,0.0070095062255859,0.0119209289550781,0.0217914581298828,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0067710876464843,0.0061988830566406,0.0094175338745117,0.010085105895996,0.0,0.0058412551879882,0.0,0.0,0.0,0.0083684921264648,0.0103712081909179,0.0257015228271484,0.005960464477539,0.005960464477539,1.344,2.208,0.0,0.0,7.736,8.264,115.288,0.0,3.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059996078263467,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0,0.0060439109802246,0.0,0.0,0.0,0.0081300735473632,0.0102043151855468,0.0222921371459961,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,15.544,14.52,113.256,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060233310680484,0.0078678131103515,0.00762939453125,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0057697296142578,0.0,0.0,0.0,0.0072479248046875,0.0103950500488281,0.0198841094970703,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058197975158691,0.00762939453125,0.0061988830566406,0.0061988830566406,0.009775161743164,0.009775161743164,0.0,0.0060558319091796,0.0,0.0,0.0,0.0082254409790039,0.0113248825073242,0.0286579132080078,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060999393463134,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0,0.0062465667724609,0.0,0.0,0.0,0.0085353851318359,0.0111341476440429,0.0292539596557617,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066710907278709,0.0092983245849609,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0,0.0060796737670898,0.0,0.0,0.0,0.007486343383789,0.0105619430541992,0.0261306762695312,0.0038857256407297,0.0045299530029296,0.496,1.424,0.0,0.0,7.736,8.264,143.152,0.0,11510.872,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061111070623445,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00404542492282,0.0049829483032226,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,673.056,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060850114964727,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058916670766042,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0147819519042968,0.0147819519042968,0.0,0.0057697296142578,0.0,0.0,0.0,0.0072956085205078,0.0116825103759765,0.0229358673095703,0.0064373016357421,0.0064373016357421,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060007939884318,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0063180923461914,0.0,0.0,0.0,0.0084161758422851,0.0110626220703125,0.0296592712402343,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,8.464,7.488,113.256,0.0,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060927867889404,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0072717666625976,0.0,0.0,0.0,0.0124692916870117,0.0109076499938964,0.0278949737548828,0.0,0.0,0.496,1.36,0.0,0.0,11.44,12.536,112.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060606002807617,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.0063657760620117,0.0,0.0,0.0,0.0091075897216796,0.0108003616333007,0.026249885559082,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061167096628726,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003970586336576,0.0046968460083007,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,2551.264,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059163570404052,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0169277191162109,0.0,0.0157356262207031,0.0197410583496093,0.0224590301513671,0.0,0.0,0.0,0.0,0.0,0.496,1.424,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0,0.0058650970458984,0.0,0.0,0.0,0.0076770782470703,0.0108242034912109,0.0207424163818359,0.0050067901611328,0.0050067901611328,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061778461231904,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0081062316894531,0.0081062316894531,0.0,0.006413459777832,0.0,0.0,0.0,0.0086069107055664,0.0111579895019531,0.0290155410766601,0.0063578287760416,0.00762939453125,0.496,1.36,0.0,0.0,8.464,7.488,124.384,0.0,19.392,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006061288254771,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0,0.0060876210530598,0.0,0.0,0.0,0.0084877014160156,0.0104745229085286,0.0262737274169921,0.0054836273193359,0.0054836273193359,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062942504882812,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,0.0,0.006066428290473,0.0,0.0,0.0,0.0072002410888671,0.0113573941317471,0.0295639038085937,0.0,0.0,0.496,1.36,0.0,0.0,7.208,8.792,112.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723854064941,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0083446502685546,0.009775161743164,0.009775161743164,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062012320081588,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0133514404296875,0.0133514404296875,0.0,0.0058650970458984,0.0,0.0,0.0,0.0075340270996093,0.0109195709228515,0.0209331512451171,0.0039744034908604,0.00457763671875,0.496,1.36,0.0,0.0,4.232,3.744,132.208,0.0,2221.544,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060517989580904,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0071525573730468,0.0071525573730468,0.0,0.0060319900512695,0.0,0.0,0.0,0.0081777572631835,0.010991096496582,0.0281572341918945,0.0045299530029296,0.0045299530029296,0.496,1.424,0.0,0.0,8.464,7.488,113.256,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059201349666462,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0,0.0065485636393229,0.0,0.0,0.0,0.0089645385742187,0.0113805135091145,0.0283241271972656,0.005960464477539,0.005960464477539,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0083208084106445,0.0064373016357421,0.0064373016357421,0.0081062316894531,0.0081062316894531,0.0,0.0061511993408203,0.0,0.0,0.0,0.0085830688476562,0.0111103057861328,0.0274419784545898,0.0061988830566406,0.0075340270996093,0.496,1.424,0.0,0.0,7.736,8.264,116.88,0.0,4.528,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067867484747194,0.009465217590332,0.0083446502685546,0.0083446502685546,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003896232442352,0.0045299530029296,0.496,1.424,0.0,0.0,0.0,0.0,132.768,0.0,11451.08,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065060990366769,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040657423738378,0.0047683715820312,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,3223.864,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065433979034423,0.0092983245849609,0.0123977661132812,0.0123977661132812,0.0104904174804687,0.0104904174804687,0.0,0.005960464477539,0.0,0.0,0.0,0.0075340270996093,0.0113964080810546,0.0220298767089843,0.0057220458984375,0.0057220458984375,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,4.488,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0056982040405273,0.0,0.0,0.0,0.0081300735473632,0.0108003616333007,0.0277280807495117,0.0,0.0,0.496,1.392,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0095367431640625,0.0095367431640625,0.0,0.0058968861897786,0.0,0.0,0.0,0.008392333984375,0.0115553538004557,0.028085708618164,0.0050067901611328,0.0050067901611328,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063744350452328,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0,0.0063657760620117,0.0,0.0,0.0,0.0081539154052734,0.010991096496582,0.0255823135375976,0.0045299530029296,0.0045299530029296,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064974849663891,0.0090599060058593,0.0072240829467773,0.0065565109252929,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040619826513873,0.0047683715820312,1.344,2.272,0.0,0.0,0.0,0.0,139.216,0.0,2429.168,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063979625701904,0.0088453292846679,0.0061988830566406,0.0061988830566406,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043926816998106,0.0054359436035156,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,327.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063794674259601,0.0087976455688476,0.0071525573730468,0.0071525573730468,0.0126361846923828,0.0126361846923828,0.0,0.0062465667724609,0.0,0.0,0.0,0.0079631805419921,0.0114917755126953,0.0222206115722656,0.0039692278261537,0.0047683715820312,0.496,1.424,0.0,0.0,4.232,3.744,122.16,0.0,5076.48,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007126461807175,0.0095367431640625,0.0123977661132812,0.0123977661132812,0.0116825103759765,0.0116825103759765,0.0,0.0066041946411132,0.0,0.0,0.0,0.0084161758422851,0.0112771987915039,0.0274658203125,0.0039504790946393,0.0045299530029296,0.496,1.424,0.0,0.0,8.464,7.488,117.192,0.0,13023.6,0
