time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062733161740186,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0049386705671037,0.0079631805419921,0.0063419342041015,0.0078678131103515,0.0078678131103515,0.0115633010864257,0.0081539154052734,0.0133752822875976,0.0117778778076171,0.0220775604248046,0.0,0.496,1.36,1.696,1.696,134.344,3.744,4.232,0.0,0.0134944915771484,0.0131130218505859,125.952,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059866905212402,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0052154064178466,0.0070571899414062,0.0058650970458984,0.0073909759521484,0.0073909759521484,0.0115633010864257,0.0074386596679687,0.0133752822875976,0.0104427337646484,0.0194072723388671,0.0,0.496,1.36,1.696,1.696,112.0,3.744,4.232,0.0,0.0134944915771484,0.0131130218505859,73.696,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061775321391091,0.0083446502685546,0.00762939453125,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0061988830566406,0.0143051147460937,0.0143051147460937,0.0115633010864257,0.0082254409790039,0.0133752822875976,0.010991096496582,0.0233173370361328,0.0,0.496,1.36,1.696,1.696,117.192,8.264,7.736,0.0,0.0134944915771484,0.0131130218505859,10.424,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061099209002594,0.0083446502685546,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059272519391567,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061668566803434,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062870979309082,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0055789947509765,0.0073909759521484,0.0073909759521484,0.0,0.0069141387939453,0.0,0.0101566314697265,0.0192642211914062,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061309337615966,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0059127807617187,0.0085830688476562,0.0085830688476562,0.0,0.0072956085205078,0.0,0.0104427337646484,0.0190258026123046,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060343742370605,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060558319091796,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0060558319091796,0.0071525573730468,0.0071525573730468,0.0,0.0081539154052734,0.0,0.0106334686279296,0.0255346298217773,0.0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060434958234948,0.0081062316894531,0.0061511993408203,0.005960464477539,0.0052452087402343,0.0052452087402343,0.0,0.0095367431640625,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006190579922045,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062641219713201,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059366226196289,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0058650970458984,0.0116825103759765,0.0116825103759765,0.0,0.0072479248046875,0.0,0.0102996826171875,0.0194549560546875,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058269500732421,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0068187713623046,0.0107288360595703,0.0107288360595703,0.0,0.0096797943115234,0.0,0.0102043151855468,0.019073486328125,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062847137451171,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0058889389038085,0.0078678131103515,0.0078678131103515,0.0,0.0081539154052734,0.0,0.0103950500488281,0.0235319137573242,0.0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062191486358642,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061170378727699,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0090599060058593,0.0090599060058593,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006247515702129,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0095367431640625,0.0095367431640625,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061087347381743,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0052452087402343,0.0052452087402343,0.0077724456787109,0.0095367431640625,0.0095367431640625,0.0,0.0127315521240234,0.0,0.0104427337646484,0.0195503234863281,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058865547180175,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0057220458984375,0.011444091796875,0.011444091796875,0.0,0.0072479248046875,0.0,0.0101566314697265,0.0191688537597656,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060102832851125,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0063657760620117,0.0138282775878906,0.0138282775878906,0.0,0.0081777572631835,0.0,0.0102519989013671,0.0227689743041992,0.0,0.496,1.36,0.0,0.0,117.192,8.264,7.736,0.0,0.0,0.0,8.904,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060248374938964,0.0076532363891601,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067000250214511,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0038721851099317,0.0045299530029296,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,142.208,0.0,0.0,0.0,0.0,0.0,17581.32,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075255290116413,0.010228157043457,0.009775161743164,0.009775161743164,0.0038508835624741,0.0045299530029296,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,53375.896,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0077155557009253,0.0102519989013671,0.0095367431640625,0.0095367431640625,0.0038466931181054,0.0045299530029296,0.0056743621826171,0.013589859008789,0.013589859008789,0.0,0.0072479248046875,0.0,0.009775161743164,0.0177860260009765,0.0,0.496,1.36,0.0,0.0,118.448,3.744,4.232,0.0,0.0,0.0,40883.44,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076034281513478,0.010228157043457,0.0102519989013671,0.0102519989013671,0.0038810860349023,0.0045299530029296,0.0063896179199218,0.0085830688476562,0.0085830688476562,0.0,0.0077247619628906,0.0,0.0105857849121093,0.0193595886230468,0.0,0.496,1.36,0.0,0.0,118.448,3.744,4.232,0.0,0.0,0.0,37999.112,0
