time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060710354127745,0.0082015991210937,0.00762939453125,0.00762939453125,0.0039199367165565,0.0045299530029296,0.0071525573730468,0.006096703665597,0.0071525573730468,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.36,0.848,0.848,142.248,25.152,27.344,0.0121593475341796,0.0121593475341796,2792.304,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059213211287313,0.00762939453125,0.0061988830566406,0.0061988830566406,0.005197525024414,0.0066280364990234,0.0066757202148437,0.006096703665597,0.0066757202148437,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,113.256,25.152,27.344,0.0121593475341796,0.0121593475341796,31.24,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062141512415091,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0040718153411266,0.0047683715820312,0.0088214874267578,0.006096703665597,0.0088214874267578,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.392,0.848,0.848,123.64,25.152,27.344,0.0121593475341796,0.0121593475341796,2078.944,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066318322176957,0.0088214874267578,0.00762939453125,0.00762939453125,0.0040207982368176,0.0047683715820312,0.0081062316894531,0.006096703665597,0.0081062316894531,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,117.192,25.152,27.344,0.0121593475341796,0.0121593475341796,3702.2,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061739736528538,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0046238754734848,0.0059127807617187,0.0143051147460937,0.006096703665597,0.0143051147460937,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,117.192,25.152,27.344,0.0121593475341796,0.0121593475341796,269.128,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062549114227294,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0041939995505593,0.0052452087402343,0.0100135803222656,0.006096703665597,0.0100135803222656,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,112.0,25.152,27.344,0.0121593475341796,0.0121593475341796,454.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006073772317112,0.0081062316894531,0.00762939453125,0.00762939453125,0.0060558319091796,0.0079154968261718,0.0083446502685546,0.006096703665597,0.0083446502685546,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,120.224,25.152,27.344,0.0121593475341796,0.0121593475341796,79.44,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058778441778504,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0043766839163643,0.0054836273193359,0.0078678131103515,0.006096703665597,0.0078678131103515,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,118.448,25.152,27.344,0.0121593475341796,0.0121593475341796,131.76,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095585154063,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0047418806287977,0.0058650970458984,0.0119209289550781,0.006096703665597,0.0119209289550781,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,113.256,25.152,27.344,0.0121593475341796,0.0121593475341796,83.72,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058636806979037,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.005960464477539,0.005960464477539,0.0131130218505859,0.006096703665597,0.0131130218505859,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,118.448,25.152,27.344,0.0121593475341796,0.0121593475341796,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060045719146728,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0112056732177734,0.006096703665597,0.0112056732177734,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0121593475341796,0.0121593475341796,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061047077178955,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0071525573730468,0.006096703665597,0.0071525573730468,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0121593475341796,0.0121593475341796,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006113566604315,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0059902667999267,0.0083446502685546,0.0102519989013671,0.006096703665597,0.0102519989013671,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,125.344,25.152,27.344,0.0121593475341796,0.0121593475341796,46.528,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832500457763,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0049114227294921,0.0065803527832031,0.0085830688476562,0.006096703665597,0.0085830688476562,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,112.0,25.152,27.344,0.0121593475341796,0.0121593475341796,219.832,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060666905771387,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0047206878662109,0.0053882598876953,0.013589859008789,0.006096703665597,0.013589859008789,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.009427751813616,0.0203132629394531,0.496,1.424,0.848,0.848,118.448,25.152,27.344,0.0121593475341796,0.0121593475341796,30.424,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061099209002594,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0047683715820312,0.009775161743164,0.0,0.009775161743164,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.496,1.392,0.848,0.848,113.256,0.0,0.0,0.0121593475341796,0.0121593475341796,1.192,0
