time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_ul_count,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_dl_ms,a1_packet_loss_dl_percentage,a1_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061775321391091,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0085830688476562,0.0052452087402343,0.0085830688476562,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,25.152,27.344,113.256,0.0088351113455636,0.0,0.0164985656738281,0.0064917973109654,0.0086307525634765,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060009956359863,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062188491445456,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0038769937330676,0.0092983245849609,0.0045299530029296,0.0092983245849609,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,127.576,0.0,0.0,0.0,0.0,0.0,10621.776,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070932492687927,0.009775161743164,0.0100135803222656,0.0100135803222656,0.0039106644924331,0.0121593475341796,0.00457763671875,0.0121593475341796,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,19493.448,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060963630676269,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.003950324601042,0.0107288360595703,0.0047683715820312,0.0107288360595703,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1913.4,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062807282405113,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0107288360595703,0.0078678131103515,0.0107288360595703,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.392,0.0,0.0,1.696,1.696,4.52,3.504,113.256,0.0133037567138671,0.0,0.0248432159423828,0.0065803527832031,0.009012222290039,1.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060660329031113,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0047683715820312,0.0133514404296875,0.0047683715820312,0.0133514404296875,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072072191936213,0.009775161743164,0.0071525573730468,0.0071525573730468,0.0039008239338605,0.0126361846923828,0.0045299530029296,0.0126361846923828,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,132.696,0.0,0.0,0.0,0.0,0.0,30895.56,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063696903968924,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0039935111999511,0.0102519989013671,0.0049591064453125,0.0102519989013671,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,87.392,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060772895812988,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.013589859008789,0.0,0.013589859008789,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.424,0.0,0.0,1.696,1.696,3.744,4.232,112.0,0.0109672546386718,0.0,0.0203132629394531,0.0064849853515625,0.0085830688476562,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005953311920166,0.0078916549682617,0.0081062316894531,0.0081062316894531,0.0,0.013589859008789,0.0,0.013589859008789,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,3.744,4.232,112.0,0.0098705291748046,0.0,0.0184535980224609,0.0056743621826171,0.0071048736572265,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059473514556884,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0081062316894531,0.0115633010864257,0.0102043151855468,0.0164270401000976,0.496,1.36,0.0,0.0,1.696,1.696,8.792,7.208,112.0,0.0102086500688032,0.0,0.0243186950683593,0.0063843197292751,0.0078678131103515,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058904809145192,0.00762939453125,0.00762939453125,0.00762939453125,0.0088214874267578,0.0121593475341796,0.0088214874267578,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062154893258317,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0050067901611328,0.0121593475341796,0.0050067901611328,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060280757163887,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0050067901611328,0.0081062316894531,0.0050067901611328,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059413909912109,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0,0.0133514404296875,0.0,0.0133514404296875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,4.272,3.704,112.0,0.0093777974446614,0.0,0.0164508819580078,0.0055432319641113,0.0058889389038085,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061757356217763,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0039385814292758,0.0166893005371093,0.0047683715820312,0.0166893005371093,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,143.152,0.0100612640380859,0.0,0.018930435180664,0.0058174133300781,0.0073909759521484,5644.576,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062902175371919,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0039484083038015,0.0126361846923828,0.0047683715820312,0.0126361846923828,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0100612640380859,0.0,0.0221490859985351,0.0061273574829101,0.0081062316894531,5346.984,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060021877288818,0.0081062316894531,0.0125408172607421,0.0121593475341796,0.0,0.0128746032714843,0.0,0.0164985656738281,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059984216642616,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0042915344238281,0.0159740447998046,0.0042915344238281,0.0159740447998046,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060850114964727,0.0083446502685546,0.00762939453125,0.00762939453125,0.0071525573730468,0.0102519989013671,0.0071525573730468,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062237924604273,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0042915344238281,0.0064373016357421,0.0042915344238281,0.0064373016357421,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,4.272,3.704,113.256,0.0096559524536132,0.0,0.0168085098266601,0.0055432319641113,0.0061273574829101,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061666965484619,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0116825103759765,0.0,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0110626220703125,0.0,0.0215053558349609,0.0062942504882812,0.0082015991210937,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061452388763427,0.0081300735473632,0.009775161743164,0.009775161743164,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0098228454589843,0.0,0.0212430953979492,0.0066518783569335,0.0084638595581054,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061428546905517,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059795379638671,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0138282775878906,0.0,0.0138282775878906,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060375650130694,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0147819519042968,0.0088214874267578,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058335451344352,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.009775161743164,0.0107288360595703,0.009775161743164,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.009775161743164,0.0,0.0179290771484375,0.0062465667724609,0.0079154968261718,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060814530102174,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0121593475341796,0.0081062316894531,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0100612640380859,0.0,0.0189781188964843,0.0058174133300781,0.0073909759521484,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060510635375976,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0102758407592773,0.0,0.024724006652832,0.0067949295043945,0.0089168548583984,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059020519256591,0.0076532363891601,0.0069141387939453,0.0069141387939453,0.0,0.0147819519042968,0.0,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063458692680284,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0039425688218905,0.0102519989013671,0.0047683715820312,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,0.0,0.0,6327.92,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006115436553955,0.0083446502685546,0.0150203704833984,0.0150203704833984,0.0042590227994051,0.0152587890625,0.0059127807617187,0.0152587890625,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,486.368,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061644843561732,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0104904174804687,0.0069141387939453,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0095844268798828,0.0,0.0177860260009765,0.0057697296142578,0.0074386596679687,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061490642490671,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.011444091796875,0.0073909759521484,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0101566314697265,0.0,0.0183582305908203,0.0059127807617187,0.0072002410888671,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061063624140041,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0050067901611328,0.013589859008789,0.0050067901611328,0.013589859008789,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,8.792,7.208,113.256,0.0104037198153409,0.0,0.0240802764892578,0.0060399373372395,0.0078201293945312,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005887746810913,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0159740447998046,0.0,0.0159740447998046,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059843063354492,0.0076532363891601,0.0064373016357421,0.0064373016357421,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060939788818359,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0123977661132812,0.0,0.0123977661132812,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060796737670898,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0100135803222656,0.0,0.0186443328857421,0.0061988830566406,0.0080585479736328,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063048468695746,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0039206345078937,0.0078678131103515,0.0045299530029296,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,144.408,0.0101566314697265,0.0,0.018930435180664,0.006723403930664,0.0082015991210937,11313.384,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0074936611817614,0.0100135803222656,0.0092983245849609,0.0092983245849609,0.0038893054086224,0.0102519989013671,0.0045299530029296,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,118.448,0.0103473663330078,0.0,0.0226020812988281,0.0066757202148437,0.0094413757324218,38191.928,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066721617285885,0.0092983245849609,0.0102519989013671,0.0102519989013671,0.0064373016357421,0.0171661376953125,0.0064373016357421,0.0171661376953125,0.0083446502685546,0.0077486038208007,0.0104427337646484,0.0103235244750976,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005810260772705,0.0081300735473632,0.0090599060058593,0.0090599060058593,0.0,0.0083446502685546,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063204765319824,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071560808003242,0.0102043151855468,0.00762939453125,0.00762939453125,0.0039036285538047,0.0081062316894531,0.0045299530029296,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,129.376,0.0106334686279296,0.0,0.0203132629394531,0.0063419342041015,0.0085353851318359,33076.512,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071276479692601,0.009775161743164,0.0092983245849609,0.0092983245849609,0.003916290261311,0.0104904174804687,0.0045299530029296,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0119686126708984,0.0,0.0218868255615234,0.0061511993408203,0.0077724456787109,7998.504,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062498880262991,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0116825103759765,0.0061988830566406,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.01068115234375,0.0,0.0242948532104492,0.0060319900512695,0.0078916549682617,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059272519391567,0.0078678131103515,0.00762939453125,0.00762939453125,0.0066757202148437,0.0085830688476562,0.0066757202148437,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061198036269386,0.0083208084106445,0.0077486038208007,0.0063180923461914,0.005960464477539,0.0084638595581054,0.0070571899414062,0.0087499618530273,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,14.296,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006368007565954,0.009012222290039,0.0081062316894531,0.0081062316894531,0.0039710626973734,0.0164508819580078,0.0047683715820312,0.0164508819580078,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,127.576,0.0,0.0,0.0,0.0,0.0,3539.936,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065946578979492,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0039106956727112,0.0092983245849609,0.0045299530029296,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0104427337646484,0.0,0.0188827514648437,0.0062465667724609,0.008249282836914,6028.92,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062309094329378,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0039495919880114,0.0107288360595703,0.0047683715820312,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,114.888,0.0110626220703125,0.0,0.0205516815185546,0.0058650970458984,0.0072479248046875,2493.648,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060458681476649,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.005960464477539,0.009775161743164,0.0068426132202148,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0097513198852539,0.0,0.0216245651245117,0.0060558319091796,0.0079154968261718,28.384,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064384819257377,0.0087976455688476,0.0066757202148437,0.0066757202148437,0.003922015354223,0.0069141387939453,0.0045299530029296,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,115.856,0.0,0.0,0.0,0.0,0.0,9090.544,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061395749523865,0.0078678131103515,0.0121593475341796,0.0121593475341796,0.004087175641741,0.0147819519042968,0.0045299530029296,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,0.0,0.0,431.904,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060171183973255,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0058809916178385,0.0071525573730468,0.00762939453125,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,14.68,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059284381012418,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0060796737670898,0.0071525573730468,0.0075101852416992,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0106334686279296,0.0,0.0192165374755859,0.0064373016357421,0.0084877014160156,21.168,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060939788818359,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0128746032714843,0.0,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,4.272,3.704,112.0,0.0095764795939127,0.0,0.0165700912475585,0.0057816505432128,0.0063657760620117,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062477588653564,0.0086069107055664,0.0081062316894531,0.0081062316894531,0.0,0.0102519989013671,0.0,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0103950500488281,0.0,0.0247955322265625,0.0059843063354492,0.0081539154052734,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061118602752685,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.013589859008789,0.0,0.013589859008789,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,10.776,11.312,112.0,0.0092824300130208,0.0,0.01678466796875,0.0059763590494791,0.0081062316894531,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006190579922045,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0133514404296875,0.0052452087402343,0.0133514404296875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062208731197616,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0055313110351562,0.0116825103759765,0.0077009201049804,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,135.504,0.0,0.0,0.0,0.0,0.0,49.056,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061858352737047,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.00762939453125,0.0131130218505859,0.00762939453125,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0108242034912109,0.0,0.0208854675292968,0.0058650970458984,0.0073909759521484,1.192,0
