time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059805294074634,0.0081062316894531,0.0069141387939453,0.0083446502685546,0.0101327896118164,0.0102519989013671,0.0042779105050223,0.0053882598876953,0.0060081481933593,0.0077247619628906,0.0118017196655273,0.0138044357299804,0.0118255615234375,0.0228404998779296,1.344,2.24,9.856,10.176,4.232,3.744,121.44,0.0063180923461914,0.0066041946411132,321.112,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066282737314404,0.0090599060058593,0.0069618225097656,0.0072479248046875,0.0111103057861328,0.0096797943115234,0.0040869455079774,0.0050067901611328,0.0060796737670898,0.0081300735473632,0.0128746032714843,0.0128746032714843,0.0113964080810546,0.0280380249023437,0.496,1.424,6.448,6.224,7.736,8.264,117.192,0.0090599060058593,0.0090599060058593,2551.68,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062847137451171,0.0086069107055664,0.0056028366088867,0.0069618225097656,0.007033348083496,0.0079154968261718,0.0045738000979368,0.0054836273193359,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.424,5.6,6.512,0.0,0.0,112.0,0.0081062316894531,0.0081062316894531,565.688,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063590149381267,0.0088214874267578,0.0064849853515625,0.007033348083496,0.0091552734375,0.008249282836914,0.0041082276770816,0.0050067901611328,0.0056743621826171,0.0070095062255859,0.0126361846923828,0.0126361846923828,0.0112533569335937,0.0224113464355468,0.496,1.424,6.096,5.728,4.232,3.744,114.968,0.0073909759521484,0.0073909759521484,1739.08,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006037979877641,0.0081062316894531,0.0061511993408203,0.0074307123819986,0.0082969665527343,0.0094175338745117,0.004434585571289,0.0050306320190429,0.0057220458984375,0.0071525573730468,0.0162124633789062,0.0162124633789062,0.0109195709228515,0.0213146209716796,0.496,1.392,8.88,10.176,4.232,3.744,123.64,0.0071525573730468,0.0071525573730468,135.712,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064254987357866,0.0087976455688476,0.0059127807617187,0.007331371307373,0.0079154968261718,0.009775161743164,0.0043904339825665,0.0053882598876953,0.0061829884847005,0.0081062316894531,0.0171661376953125,0.0171661376953125,0.0109513600667317,0.0261783599853515,0.496,1.424,6.576,5.728,11.968,12.008,116.288,0.0083446502685546,0.0083446502685546,746.904,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068512722034359,0.0095367431640625,0.0063896179199218,0.0073115030924479,0.0099658966064453,0.0089406967163085,0.0041160646444893,0.0047683715820312,0.0057697296142578,0.0072956085205078,0.0116825103759765,0.0116825103759765,0.0105857849121093,0.0201225280761718,0.496,1.424,6.448,7.008,4.232,3.744,113.256,0.0083446502685546,0.0083446502685546,4582.368,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0056266784667968,0.0067353248596191,0.0066280364990234,0.0077486038208007,0.0042915344238281,0.0046730041503906,0.0062942504882812,0.0084161758422851,0.0109672546386718,0.0109672546386718,0.010991096496582,0.028228759765625,0.496,1.424,6.096,5.728,7.736,8.264,117.192,0.0078678131103515,0.0078678131103515,32.792,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059580921533688,0.0081062316894531,0.0066757202148437,0.0087738037109375,0.0092983245849609,0.0109672546386718,0.0050862630208333,0.0066041946411132,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.496,1.424,8.88,9.04,0.0,0.0,116.632,0.0078678131103515,0.0078678131103515,58.72,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066462129649549,0.0092744827270507,0.0060081481933593,0.0085353851318359,0.0079154968261718,0.0100612640380859,0.003844953973197,0.0045299530029296,0.0058650970458984,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0108718872070312,0.021219253540039,0.496,1.424,6.576,6.864,4.232,3.744,120.688,0.0104904174804687,0.0104904174804687,25579.184,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073375986583197,0.009775161743164,0.0061988830566406,0.0080664952596028,0.0085830688476562,0.0102519989013671,0.003831436627806,0.0045299530029296,0.005960464477539,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.0109672546386718,0.0210762023925781,0.496,1.424,6.448,7.008,4.232,3.744,117.192,0.0112056732177734,0.0112056732177734,17296.336,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062273509466826,0.0083446502685546,0.0078201293945312,0.0073909759521484,0.0101089477539062,0.0087976455688476,0.0045299530029296,0.0045299530029296,0.0056902567545572,0.0079631805419921,0.0112056732177734,0.0112056732177734,0.0108083089192708,0.0279903411865234,0.496,1.424,6.096,5.728,11.968,12.008,113.256,0.011444091796875,0.011444091796875,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060980592794086,0.0083446502685546,0.0066280364990234,0.0062465667724609,0.0088691711425781,0.0069618225097656,0.0045299530029296,0.0045299530029296,0.0057697296142578,0.0075340270996093,0.0193119049072265,0.0193119049072265,0.0111103057861328,0.0216960906982421,0.496,1.36,8.88,9.04,4.232,3.744,113.256,0.0078678131103515,0.0078678131103515,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059509751808584,0.0081062316894531,0.0063896179199218,0.0091552734375,0.0082015991210937,0.011301040649414,0.0040531158447265,0.0040531158447265,0.0057220458984375,0.0076770782470703,0.0119209289550781,0.0119209289550781,0.0111579895019531,0.029611587524414,0.496,1.36,6.576,6.864,7.736,8.264,113.256,0.0088214874267578,0.0088214874267578,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066441648146685,0.0092983245849609,0.0063896179199218,0.0076691309611002,0.0099658966064453,0.0094175338745117,0.0038585443606321,0.0045299530029296,0.0,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,130.144,0.0095367431640625,0.0095367431640625,16969.512,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0083446502685546,0.0063896179199218,0.0077486038208007,0.0078678131103515,0.0105857849121093,0.0,0.0,0.0056743621826171,0.0072002410888671,0.0073909759521484,0.0073909759521484,0.0113487243652343,0.0226497650146484,0.496,1.424,6.096,5.728,4.232,3.744,112.0,0.00762939453125,0.00762939453125,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059235095977783,0.0076532363891601,0.0066359837849934,0.0086625417073567,0.0082254409790039,0.0095367431640625,0.0,0.0,0.0063896179199218,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0118255615234375,0.0220775604248046,0.496,1.36,9.856,10.176,4.232,3.744,112.0,0.00762939453125,0.00762939453125,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060641765594482,0.0083446502685546,0.0067710876464843,0.0062465667724609,0.0100612640380859,0.0069618225097656,0.0,0.0,0.0061511993408203,0.0085353851318359,0.011444091796875,0.011444091796875,0.0112215677897135,0.0294208526611328,0.496,1.36,6.448,6.224,11.968,12.008,112.0,0.0109672546386718,0.0109672546386718,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062023892122156,0.0083446502685546,0.0057220458984375,0.0068187713623046,0.0067710876464843,0.0077724456787109,0.004185570610894,0.005197525024414,0.0072956085205078,0.0088214874267578,0.0131130218505859,0.0131130218505859,0.011301040649414,0.021982192993164,0.496,1.424,5.6,6.512,4.232,3.744,128.832,0.0069141387939453,0.0069141387939453,250.184,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953596293632,0.0078678131103515,0.0072479248046875,0.0063180923461914,0.0109195709228515,0.0078439712524414,0.0050067901611328,0.0060558319091796,0.0061511993408203,0.0081539154052734,0.0152587890625,0.0152587890625,0.0120401382446289,0.0335216522216796,0.496,1.424,6.096,5.728,7.736,8.264,118.856,0.0066757202148437,0.0066757202148437,36.632,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062047845066183,0.0081062316894531,0.0056266784667968,0.0070730845133463,0.0063419342041015,0.0085830688476562,0.0052948792775472,0.0066041946411132,0.0,0.0,0.0188350677490234,0.0188350677490234,0.0,0.0,0.496,1.424,8.88,10.176,0.0,0.0,116.272,0.0081062316894531,0.0081062316894531,57.824,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061011314392089,0.0078678131103515,0.006723403930664,0.0064969062805175,0.00762939453125,0.0082254409790039,0.0053644180297851,0.005650520324707,0.0056266784667968,0.0072479248046875,0.0138282775878906,0.0138282775878906,0.0108718872070312,0.0213146209716796,0.496,1.424,6.576,5.728,4.232,3.744,112.0,0.0066757202148437,0.0066757202148437,4.688,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059994140473922,0.0078678131103515,0.0055313110351562,0.0061988830566406,0.0073909759521484,0.0079870223999023,0.0052690505981445,0.0069856643676757,0.0060081481933593,0.0075340270996093,0.0104904174804687,0.0104904174804687,0.0117301940917968,0.0225067138671875,0.496,1.36,6.448,7.008,4.232,3.744,117.328,0.0083446502685546,0.0083446502685546,26.736,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059056282043457,0.0076532363891601,0.008392333984375,0.0071525573730468,0.0123500823974609,0.009322166442871,0.0,0.0,0.0059286753336588,0.0084877014160156,0.0126361846923828,0.0126361846923828,0.0114917755126953,0.0295162200927734,0.496,1.424,6.096,5.728,11.968,12.008,112.0,0.0090599060058593,0.0090599060058593,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060714117371209,0.0083208084106445,0.0055789947509765,0.0073909759521484,0.0061988830566406,0.008392333984375,0.0045299530029296,0.0054836273193359,0.0058174133300781,0.0072479248046875,0.0119209289550781,0.0119209289550781,0.0117301940917968,0.0229358673095703,0.496,1.424,8.88,9.04,4.232,3.744,121.52,0.0100135803222656,0.0100135803222656,218.768,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059794430709003,0.0081062316894531,0.0072956085205078,0.0076770782470703,0.0092029571533203,0.0087738037109375,0.0054836273193359,0.0056743621826171,0.0056743621826171,0.0074625015258789,0.0107288360595703,0.0107288360595703,0.0111818313598632,0.0290155410766601,0.496,1.424,6.576,6.864,7.736,8.264,113.256,0.0088214874267578,0.0088214874267578,6.496,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061386882668674,0.0081062316894531,0.0064849853515625,0.0069141387939453,0.0091552734375,0.0084638595581054,0.0061988830566406,0.0066280364990234,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.496,1.36,6.448,7.008,0.0,0.0,116.8,0.0078678131103515,0.0078678131103515,8.408,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059297769376547,0.0078678131103515,0.0071525573730468,0.0076889991760253,0.0098705291748046,0.0097036361694335,0.0046888987223307,0.0051021575927734,0.0064373016357421,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0103950500488281,0.022745132446289,0.496,1.424,6.096,5.728,15.544,14.52,117.504,0.0073909759521484,0.0073909759521484,5.144,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061190128326416,0.0083446502685546,0.0061988830566406,0.0068187713623046,0.006723403930664,0.0082969665527343,0.0,0.0,0.0058650970458984,0.0075340270996093,0.0131130218505859,0.0131130218505859,0.011301040649414,0.021219253540039,0.496,1.36,8.88,9.04,4.232,3.744,112.0,0.0071525573730468,0.0071525573730468,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060343742370605,0.0083446502685546,0.0063896179199218,0.006723403930664,0.0087738037109375,0.008249282836914,0.0,0.0,0.0058174133300781,0.0081539154052734,0.0095367431640625,0.0095367431640625,0.0110467274983723,0.0284671783447265,0.496,1.36,6.576,6.864,11.968,12.008,112.0,0.0092983245849609,0.0092983245849609,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061619281768798,0.0085830688476562,0.0057697296142578,0.0072717666625976,0.0078678131103515,0.0090599060058593,0.0,0.0,0.0064373016357421,0.0082969665527343,0.0078678131103515,0.0078678131103515,0.011444091796875,0.0229835510253906,0.496,1.36,6.448,7.008,4.232,3.744,112.0,0.0073909759521484,0.0073909759521484,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061014015686335,0.0081062316894531,0.006723403930664,0.0070929527282714,0.009012222290039,0.007796287536621,0.0054041544596354,0.0065803527832031,0.0059843063354492,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0115394592285156,0.0288009643554687,0.496,1.424,6.096,5.728,7.736,8.264,121.928,0.0069141387939453,0.0069141387939453,9.064,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058288004860949,0.00762939453125,0.005960464477539,0.0075499216715494,0.0066757202148437,0.0091791152954101,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0104904174804687,0.0116348266601562,0.0,0.0,1.344,2.208,9.856,10.176,0.0,0.0,113.256,0.007033348083496,0.0073194503784179,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062593773229798,0.0090599060058593,0.0082254409790039,0.0064373016357421,0.0113964080810546,0.0075340270996093,0.0050067901611328,0.0050067901611328,0.0065326690673828,0.007486343383789,0.0104904174804687,0.0104904174804687,0.0129222869873046,0.0252723693847656,0.496,1.36,5.6,5.728,4.232,3.744,113.256,0.0081062316894531,0.0081062316894531,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058908273678014,0.0081062316894531,0.005960464477539,0.0077486038208007,0.0068187713623046,0.0094175338745117,0.0065565109252929,0.0068426132202148,0.0056266784667968,0.0074386596679687,0.0083446502685546,0.0083446502685546,0.0108718872070312,0.0215530395507812,0.496,1.36,6.448,7.008,4.232,3.744,115.52,0.0066757202148437,0.0066757202148437,3.168,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059081286918826,0.00762939453125,0.0101089477539062,0.0085234642028808,0.0170230865478515,0.0115871429443359,0.0038737469323298,0.0045299530029296,0.005756105695452,0.0075340270996093,0.0188350677490234,0.0188350677490234,0.0106692314147949,0.0276565551757812,0.496,1.424,6.096,5.728,11.44,12.536,137.96,0.0107288360595703,0.0107288360595703,5980.648,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072948968232567,0.0095367431640625,0.0069618225097656,0.0078280766805013,0.0102996826171875,0.0083446502685546,0.0038497979962978,0.0045299530029296,0.0056266784667968,0.0070095062255859,0.011444091796875,0.011444091796875,0.0108242034912109,0.0205039978027343,0.496,1.424,8.88,10.176,4.232,3.744,117.192,0.009775161743164,0.009775161743164,33243.192,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067198276519775,0.0090599060058593,0.0070571899414062,0.0067353248596191,0.0104427337646484,0.007486343383789,0.0,0.0,0.0056028366088867,0.0076770782470703,0.0083446502685546,0.0083446502685546,0.0107049942016601,0.0264883041381835,0.496,1.424,6.576,5.728,7.736,8.264,112.0,0.0085830688476562,0.0085830688476562,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063851105039985,0.0081062316894531,0.0064373016357421,0.0089406967163085,0.0097274780273437,0.0112056732177734,0.0040901517405093,0.005197525024414,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,119.344,0.0083446502685546,0.0083446502685546,972.76,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066910639847859,0.0083446502685546,0.0058174133300781,0.0056028366088867,0.0071048736572265,0.0066995620727539,0.0039243531974765,0.0047683715820312,0.0055313110351562,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.019693374633789,0.496,1.424,6.096,5.728,4.232,3.744,118.448,0.0085830688476562,0.0085830688476562,5789.488,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068394105825851,0.0092983245849609,0.0058650970458984,0.0081062316894531,0.0072956085205078,0.0089168548583984,0.0038854253124183,0.0045299530029296,0.0059127807617187,0.0073432922363281,0.0095367431640625,0.0095367431640625,0.011301040649414,0.0217914581298828,0.496,1.424,8.88,9.04,4.232,3.744,113.256,0.0092983245849609,0.0092983245849609,12516.512,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062529089415601,0.0083446502685546,0.0069141387939453,0.006103515625,0.0096797943115234,0.0068187713623046,0.0043648939866286,0.0056982040405273,0.0059286753336588,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.010999043782552,0.0288009643554687,0.496,1.424,6.576,6.864,11.968,12.008,123.64,0.0095367431640625,0.0095367431640625,357.248,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063578287760416,0.0088214874267578,0.0056266784667968,0.0075896581013997,0.0070571899414062,0.0089406967163085,0.003922008076181,0.0047683715820312,0.0057220458984375,0.0072002410888671,0.0133514404296875,0.0133514404296875,0.0111579895019531,0.0207424163818359,0.496,1.424,6.448,7.008,4.232,3.744,115.48,0.0083446502685546,0.0083446502685546,5760.488,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067124912394813,0.0092983245849609,0.0073909759521484,0.00762939453125,0.0117778778076171,0.0082015991210937,0.0038518384896713,0.0045299530029296,0.0063180923461914,0.0089406967163085,0.0095367431640625,0.0095367431640625,0.010991096496582,0.0268936157226562,0.496,1.424,6.096,5.728,7.736,8.264,116.504,0.0090599060058593,0.0090599060058593,20890.656,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073221785512136,0.009775161743164,0.0062942504882812,0.0086307525634765,0.0084400177001953,0.0107288360595703,0.0038678823859093,0.0045299530029296,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,1.424,8.88,9.04,0.0,0.0,117.192,0.0121593475341796,0.0121593475341796,35783.144,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071952592081098,0.0095367431640625,0.0055313110351562,0.0066280364990234,0.0070571899414062,0.0075340270996093,0.0038798961343192,0.0045299530029296,0.0068187713623046,0.0084877014160156,0.0073909759521484,0.0073909759521484,0.0103950500488281,0.0202655792236328,0.496,1.424,6.576,6.864,4.232,3.744,117.192,32.019853591918945,32.019853591918945,16140.984,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074558919019038,0.0100135803222656,0.0055313110351562,0.007788340250651,0.0074386596679687,0.0102519989013671,0.00385552954426,0.0045299530029296,0.0057697296142578,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0110626220703125,0.0216007232666015,0.496,1.424,6.448,7.008,4.232,3.744,118.448,32.0131778717041,32.0131778717041,55146.016,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007078199103327,0.0095367431640625,0.006723403930664,0.010073184967041,0.0088214874267578,0.0105857849121093,0.0040093100214579,0.0050067901611328,0.0058174133300781,0.0074386596679687,0.0138282775878906,0.0138282775878906,0.0126838684082031,0.0247478485107421,0.496,1.424,6.096,5.728,4.232,3.744,118.448,32.012939453125,32.012939453125,3422.512,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072355887190026,0.0092983245849609,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0075101852416992,0.0071525573730468,0.0071525573730468,0.0060081481933593,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0112215677897135,0.0285148620605468,0.496,1.424,9.856,10.176,11.968,12.008,113.256,32.01484680175781,32.01484680175781,1.192,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062925898613621,0.0090599060058593,0.0069737434387207,0.0074505805969238,0.0090360641479492,0.0095844268798828,0.0039204856417826,0.0045299530029296,0.006270408630371,0.0086069107055664,0.0109672546386718,0.0109672546386718,0.0111579895019531,0.0290155410766601,0.496,1.424,5.6,5.728,7.736,8.264,117.192,32.019615173339844,32.019615173339844,4876.568,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058323589723501,0.00762939453125,0.006866455078125,0.0074307123819986,0.0109195709228515,0.0090599060058593,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.496,1.424,6.448,7.008,0.0,0.0,116.12,32.01103210449219,32.01103210449219,3.832,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059473514556884,0.0078916549682617,0.0064373016357421,0.0075697898864746,0.0080108642578125,0.0089168548583984,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.496,1.36,6.096,5.728,0.0,0.0,112.0,32.010793685913086,32.010793685913086,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0085830688476562,0.0061511993408203,0.0069538752237955,0.0072956085205078,0.0085830688476562,0.0,0.0,0.0058650970458984,0.0073909759521484,0.0057220458984375,0.0057220458984375,0.0109195709228515,0.0214099884033203,0.496,1.36,8.88,10.176,4.232,3.744,112.0,32.01556205749512,32.01556205749512,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060375650130694,0.0081062316894531,0.0064849853515625,0.0078082084655761,0.008249282836914,0.0087976455688476,0.0064373016357421,0.0064373016357421,0.0057458877563476,0.0078916549682617,0.0083446502685546,0.0083446502685546,0.0112295150756835,0.0303506851196289,0.496,1.36,6.576,5.728,8.464,7.488,113.256,32.00960159301758,32.00960159301758,1.192,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061717363867429,0.0081062316894531,0.0066280364990234,0.0069538752237955,0.0102043151855468,0.0092983245849609,0.0060796737670898,0.0063657760620117,0.0060558319091796,0.008249282836914,0.0152587890625,0.0152587890625,0.0115235646565755,0.0308036804199218,0.496,1.36,6.448,7.008,11.968,12.008,118.448,32.01150894165039,32.01150894165039,6.944,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059686455072141,0.007796287536621,0.0062942504882812,0.0057220458984375,0.0080108642578125,0.0071048736572265,0.0050862630208333,0.0060796737670898,0.0061750411987304,0.0084161758422851,0.0119209289550781,0.0119209289550781,0.0118494033813476,0.0307559967041015,0.496,1.424,6.096,5.728,7.736,8.264,126.032,32.01127052307129,32.01127052307129,37.152,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061422291368541,0.0081062316894531,0.0069618225097656,0.007486343383789,0.0102996826171875,0.0093936920166015,0.0041835010051727,0.0051736831665039,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.496,1.424,8.88,9.04,0.0,0.0,122.384,32.01866149902344,32.01866149902344,654.896,1
