time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060423096614097,0.0081062316894531,0.0073909759521484,0.0064969062805175,0.0108718872070312,0.0091314315795898,0.0055313110351562,0.0069141387939453,0.006413459777832,0.0084161758422851,0.0064373016357421,0.0064373016357421,0.0112295150756835,0.0276803970336914,0.496,1.424,6.576,5.728,7.736,8.264,117.192,0.0083446502685546,0.0083446502685546,27.432,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060360030372544,0.0081062316894531,0.0065326690673828,0.0073909759521484,0.0075817108154296,0.010848045349121,0.0045299530029296,0.0055789947509765,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.496,1.36,6.448,7.008,0.0,0.0,118.448,0.0069141387939453,0.0069141387939453,21.672,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058679438349026,0.00762939453125,0.0062465667724609,0.0060200691223144,0.0073432922363281,0.0077486038208007,0.0060796737670898,0.0065565109252929,0.0066280364990234,0.009775161743164,0.0109672546386718,0.0109672546386718,0.0116825103759765,0.0224590301513671,0.496,1.424,6.096,5.728,4.232,3.744,113.256,0.0088214874267578,0.0088214874267578,3.44,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061439532859652,0.0083446502685546,0.0060558319091796,0.0076770782470703,0.0078678131103515,0.0087261199951171,0.0050640106201171,0.0061511993408203,0.0055789947509765,0.0071048736572265,0.0116825103759765,0.0116825103759765,0.011301040649414,0.0226974487304687,0.496,1.424,8.88,9.04,4.232,3.744,120.512,0.0116825103759765,0.0116825103759765,51.368,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061023235321044,0.0078678131103515,0.0057220458984375,0.0062942504882812,0.0078678131103515,0.0070571899414062,0.0049159640357607,0.0054836273193359,0.0059286753336588,0.0083446502685546,0.0147819519042968,0.0147819519042968,0.01220703125,0.0311851501464843,0.496,1.424,6.576,6.864,11.968,12.008,112.0,0.0071525573730468,0.0071525573730468,43.72,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060541712822605,0.0078678131103515,0.0073909759521484,0.0081062316894531,0.0100135803222656,0.0103712081909179,0.0049769878387451,0.0055313110351562,0.0057220458984375,0.0073432922363281,0.0102519989013671,0.0102519989013671,0.0113487243652343,0.0216007232666015,0.496,1.424,6.448,7.008,4.232,3.744,114.328,0.0071525573730468,0.0071525573730468,18.064,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062083723533212,0.0081062316894531,0.0061988830566406,0.0079274177551269,0.0072002410888671,0.0096797943115234,0.0056028366088867,0.007033348083496,0.0060081481933593,0.007939338684082,0.0066757202148437,0.0066757202148437,0.0109195709228515,0.0265359878540039,0.496,1.424,6.096,5.728,7.736,8.264,114.328,0.0078678131103515,0.0078678131103515,12.896,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060257033922185,0.0083446502685546,0.0075340270996093,0.0072479248046875,0.0104904174804687,0.0084877014160156,0.0064373016357421,0.0064373016357421,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.496,1.392,8.88,9.04,0.0,0.0,114.392,0.0066757202148437,0.0066757202148437,2.104,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062211980960639,0.0085353851318359,0.0059127807617187,0.0084400177001953,0.0074386596679687,0.0102519989013671,0.0063776969909667,0.0081539154052734,0.0062465667724609,0.0080585479736328,0.0112056732177734,0.0112056732177734,0.011444091796875,0.0224113464355468,0.496,1.424,6.576,6.864,4.232,3.744,119.48,0.00762939453125,0.00762939453125,17.808,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060242001372988,0.0083446502685546,0.0050544738769531,0.007033348083496,0.0060081481933593,0.0088214874267578,0.004834598965115,0.006103515625,0.0055789947509765,0.0070095062255859,0.0085830688476562,0.0085830688476562,0.0104904174804687,0.0201225280761718,0.496,1.424,6.448,7.008,4.232,3.744,116.064,0.0083446502685546,0.0083446502685546,43.952,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060707775514517,0.0081062316894531,0.0088214874267578,0.0056028366088867,0.0135421752929687,0.0066995620727539,0.0050961971282958,0.0058412551879882,0.0057538350423177,0.0080108642578125,0.0143051147460937,0.0143051147460937,0.0113328297932942,0.028848648071289,0.496,1.424,6.096,5.728,11.968,12.008,113.256,0.00762939453125,0.00762939453125,27.104,0
